Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
6,BWET,268.49,263.901,162925.0,ETF,ETF,98.0,98.0,97.0,98.0,19.0554,14.6175,142850.0,168670.0,275.0,11.2,0,NO,228.88,199.62,98.31,200.97,131.01,,814,0.0,162925.0,NO,NO,2024-01-30,657200.0
15,FBRX,76.6,76.98,791455.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,5.4897,3.8022,964724.0,3371730.0,77.2,9.1,1569533312,NO,51.09,31.82,26.41,33.71,29.93,,2337,0.0,791455.0,NO,NO,2024-11-20,29599400.0
47,RVMD,187.53,192.17,1474187.0,Healthcare,Biotechnology,98.0,50.0,94.0,97.0,7.5301,7.4408,2719487.0,1906290.0,194.56,34.0,39868215296,NO,186.21,171.61,115.45,174.47,134.51,,1624,0.0,1474187.0,NO,NO,2025-06-27,26439100.0
87,TRAX,44.04,47.78,648336.0,Healthcare,Biotechnology,97.0,98.0,98.0,,4.3671,4.01,719633.0,890180.0,48.0,14.72,1536660480,NO,35.53,24.47,,25.53,,,82,0.0,651317.0,NO,NO,2026-07-09,4512600.0
89,CORT,114.49,118.32,1809908.0,Healthcare,Biotechnology,97.0,97.0,98.0,98.0,6.4314,5.4436,1208498.0,1599760.0,122.21,28.66,12376185856,NO,94.55,83.74,61.8,87.47,57.24,,5610,0.0,1809908.0,NO,NO,2020-09-02,88404100.0
91,PBF,72.28,73.1,3096261.0,Energy,Oil & Gas Refining & Marketing,97.0,98.0,97.0,97.0,4.2971,4.0721,2919104.0,3442870.0,74.74,21.24,8567843328,NO,60.41,49.11,39.76,50.31,42.99,,3427,0.0,3096261.0,NO,NO,2022-11-30,33081200.0
98,SIMO,253.6,255.1,1524895.0,Technology,Semiconductors,97.0,3.0,87.0,98.0,29.5004,25.0083,1036517.0,1131520.0,355.0,71.35,8599027712,NO,278.62,286.85,164.87,285.89,195.95,,5304,0.0,1524895.0,NO,NO,2023-07-26,17771600.0
107,BAND,39.14,38.83,1027202.0,Technology,Software - Infrastructure,97.0,0.0,72.0,98.0,6.1626,5.2119,1451320.0,1606890.0,79.08,12.5,1259555968,NO,63.01,61.41,29.45,61.86,36.21,,2191,0.0,1027202.0,NO,NO,2022-11-02,11116300.0
140,FTNT,161.95,154.25,6080807.0,Technology,Software - Infrastructure,97.0,68.0,98.0,97.0,7.2914,7.2914,6371422.0,6116570.0,170.35,70.12,118652403712,NO,158.13,149.67,100.54,151.47,108.96,,4199,0.0,6080807.0,NO,NO,2018-10-10,166853000.0
142,MYE,34.16,32.97,475783.0,Consumer Cyclical,Packaging & Containers,97.0,53.0,97.0,96.0,1.3271,1.2943,424756.0,443820.0,36.0,14.09,1285033344,NO,31.38,28.4,22.12,29.23,23.98,,11688,0.45,475783.0,NO,NO,2024-11-26,6520700.0
150,LBRX,40.08,40.9,336457.0,Healthcare,Biotechnology,97.0,97.0,93.0,97.0,2.6756,2.614,265720.0,398270.0,41.33,13.36,1149360256,NO,34.27,31.32,24.79,31.97,27.66,,223,0.0,336457.0,NO,NO,2025-12-19,4085700.0
157,UNHU,54.48,56.32,1319.0,ETF,ETF,96.0,14.0,90.0,,2.94,2.1493,5472.0,4650.0,67.11,22.15,0,NO,57.3,54.04,,54.65,,,89,0.0,1319.0,NO,NO,2026-07-16,57000.0
164,SPHR,143.25,148.32,1102034.0,Communication Services,Entertainment,96.0,5.0,44.0,94.0,8.5411,8.4054,732443.0,734270.0,174.6,37.89,5127233024,NO,143.32,146.61,112.75,149.25,127.17,,1585,0.0,1102034.0,NO,NO,2023-12-05,9793100.0
181,ROIV,33.91,34.52,5174199.0,Healthcare,Biotechnology,96.0,24.0,89.0,95.0,1.1269,1.1044,5791643.0,4431710.0,37.0,10.9,24496795648,NO,34.86,32.57,26.42,32.86,28.89,,1417,0.0,5174199.0,NO,NO,2024-03-28,65648400.0
183,PTGX,136.64,138.64,536665.0,Healthcare,Biotechnology,96.0,90.0,95.0,96.0,6.4861,6.4668,697598.0,529290.0,143.29,50.48,8787506176,NO,135.56,119.55,97.31,121.82,102.54,,2506,0.0,536665.0,NO,NO,2021-10-11,45683600.0
184,ANAB,53.36,55.04,444388.0,Healthcare,Biotechnology,96.0,4.0,4.0,96.0,4.2479,4.0779,672643.0,780730.0,72.36,11.4,1579908480,NO,58.01,57.72,42.25,57.81,48.37,,2391,0.0,444388.0,NO,NO,2019-11-08,26495100.0
