Rank,Ticker,Price,Sector,Industry,Relative Strength Percentile,1 Month Ago Percentile,3 Months Ago Percentile,6 Months Ago Percentile
73,TZUP,13.63,Communication Services,Advertising Agencies,99,96.0,88.0,3.0
74,PHOE,9.51,Industrials,Engineering & Construction,99,98.0,13.0,99.0
75,ASTS,55.38,Technology,Communication Equipment,99,99.0,99.0,99.0
76,AMUU,45.2,ETF,ETF,99,98.0,41.0,99.0
77,VHC,20.49,Technology,Software - Infrastructure,99,95.0,94.0,93.0
78,TNGX,6.73,Healthcare,Biotechnology,99,97.0,0.0,0.0
79,PAYS,8.2,Technology,Software - Infrastructure,99,99.0,6.0,2.0
80,HSAI,21.04,Consumer Cyclical,Auto Parts,99,99.0,99.0,99.0
81,JOBY,17.47,Industrials,Airports & Air Services,99,96.0,75.0,95.0
82,VRNA,105.15,Healthcare,Biotechnology,99,99.0,99.0,98.0
83,EPSM,14.39,Consumer Defensive,Beverages - Wineries & Distilleries,99,99.0,98.0,99.0
84,AZ,10.73,Technology,Software - Application,99,99.0,99.0,99.0
85,RCAT,9.69,Technology,Computer Hardware,99,99.0,98.0,99.0
86,PLTU,82.22,ETF,ETF,99,99.0,98.0,85.0
87,IONQ,43.48,Technology,Computer Hardware,99,99.0,99.0,99.0
88,GRRR,17.71,Technology,Software - Infrastructure,99,99.0,99.0,99.0
89,SOGP,5.43,Communication Services,Internet Content & Information,98,98.0,53.0,49.0
90,OCFT,7.43,Technology,Software - Application,98,99.0,99.0,95.0
91,ONEG,6.07,Industrials,Engineering & Construction,98,97.0,4.0,4.0
92,MEIP,6.4,Healthcare,Biotechnology,98,61.0,6.0,7.0
93,LHAI,9.62,Real Estate,Real Estate Services,98,99.0,99.0,98.0
94,INKT,19.71,Healthcare,Biotechnology,98,32.0,79.0,73.0
95,LTBR,14.79,Industrials,Electrical Equipment & Parts,98,99.0,99.0,98.0
96,QS,11.31,Consumer Cyclical,Auto Parts,98,96.0,7.0,11.0
97,MSGY,10.31,Industrials,Engineering & Construction,98,99.0,99.0,98.0
98,PRPO,14.21,Healthcare,Diagnostics & Research,98,98.0,40.0,78.0
99,LAYS,40.95,ETF,ETF,98,97.0,18.0,98.0
100,CRDO,101.6,Technology,Semiconductors,98,99.0,95.0,99.0
101,CTEV,42.01,Healthcare,Health Information Services,98,99.0,97.0,89.0
102,GRPN,32.94,Communication Services,Internet Content & Information,98,99.0,98.0,11.0
103,ADUR,10.93,Industrials,Pollution & Treatment Controls,98,98.0,54.0,91.0
104,BLBX,7.35,Technology,Software - Application,98,98.0,78.0,64.0
105,YSG,8.69,Consumer Defensive,Household & Personal Products,98,99.0,87.0,8.0
106,CAR,208.25,Industrials,Rental & Leasing Services,98,98.0,54.0,12.0
107,RGTX,49.62,ETF,ETF,98,95.0,91.0,98.0
108,RBLX,121.5,Communication Services,Electronic Gaming & Multimedia,98,98.0,96.0,96.0
109,BKSY,19.91,Industrials,Specialty Business Services,98,99.0,23.0,97.0
110,AMLX,8.23,Healthcare,Biotechnology,98,98.0,98.0,56.0
111,COMM,7.87,Technology,Communication Equipment,98,99.0,98.0,98.0
112,GEV,646.87,Industrials,Specialty Industrial Machinery,98,98.0,98.0,97.0
113,GENVR,9.73,n/a,n/a,98,98.0,95.0,98.0
114,HIMS,57.31,Consumer Defensive,Household & Personal Products,98,98.0,98.0,99.0
115,PL,6.8,Industrials,Aerospace & Defense,98,98.0,93.0,99.0
116,CLS,166.16,Technology,Electronic Components,98,98.0,96.0,98.0
117,IONX,67.78,ETF,ETF,98,99.0,96.0,98.0
118,PVLA,38.6,Healthcare,Biotechnology,98,93.0,98.0,8.0
119,NBIS,51.79,Communication Services,Internet Content & Information,98,98.0,78.0,95.0
120,ASPI,9.59,Basic Materials,Chemicals,98,98.0,96.0,95.0
121,SORA,6.78,Consumer Cyclical,Luxury Goods,98,97.0,6.0,98.0
122,WLDN,82.0,Industrials,Engineering & Construction,98,97.0,88.0,75.0
123,BE,33.81,Industrials,Electrical Equipment & Parts,98,93.0,96.0,98.0
124,ISSC,15.56,Industrials,Aerospace & Defense,98,98.0,22.0,95.0
125,EYE,25.14,Consumer Cyclical,Specialty Retail,98,98.0,57.0,8.0
126,VNET,8.24,Technology,Information Technology Services,98,95.0,99.0,99.0
127,METC,22.68,Basic Materials,Coking Coal,98,86.0,25.0,4.0
128,ORCX,34.29,ETF,ETF,98,96.0,3.0,98.0
129,APP,365.1,Communication Services,Advertising Agencies,98,98.0,99.0,99.0
130,TTMI,44.85,Technology,Electronic Components,98,98.0,66.0,93.0
131,SBSW,9.4,Basic Materials,Other Precious Metals & Mining,98,97.0,86.0,6.0
132,JG,11.36,Technology,Software - Infrastructure,98,98.0,98.0,97.0
133,AIRS,6.46,Healthcare,Medical Care Facilities,98,93.0,1.0,7.0
134,DOMO,16.0,Technology,Software - Application,98,97.0,37.0,31.0
135,MGRM,5.69,Healthcare,Medical Devices,98,79.0,88.0,78.0
136,SRFM,5.53,Industrials,Airlines,98,95.0,26.0,96.0
137,OSS,5.44,Technology,Computer Hardware,98,96.0,13.0,95.0
138,KOD,8.28,Healthcare,Biotechnology,98,84.0,62.0,96.0
139,XGN,7.29,Healthcare,Diagnostics & Research,98,98.0,99.0,98.0
140,KTOS,58.41,Industrials,Aerospace & Defense,98,96.0,96.0,95.0
141,IREN,17.73,Financial Services,Capital Markets,98,96.0,10.0,95.0
142,FTK,12.56,Energy,Oil & Gas Equipment & Services,98,99.0,96.0,98.0
143,RFIL,8.38,Industrials,Electrical Equipment & Parts,98,94.0,45.0,94.0
144,ARTL,13.97,Healthcare,Biotechnology,98,69.0,14.0,15.0
145,SNES,5.74,Basic Materials,Specialty Chemicals,98,97.0,4.0,2.0
146,TNXP,46.25,Healthcare,Biotechnology,98,92.0,0.0,91.0
147,CEP,28.29,Financial Services,Shell Companies,98,99.0,99.0,49.0
148,OWLT,8.43,Healthcare,Medical Devices,98,97.0,24.0,16.0
149,ETU,30.02,ETF,ETF,98,5.0,0.0,92.0
150,GDS,36.6,Technology,Information Technology Services,98,97.0,98.0,98.0
151,LASR,19.42,Technology,Semiconductors,98,98.0,7.0,12.0
152,ALTS,7.16,Technology,Software - Application,98,99.0,98.0,99.0
153,AAPG,39.76,Healthcare,Biotechnology,98,98.0,97.0,41.0
154,FORD,9.75,Consumer Cyclical,Footwear & Accessories,98,95.0,94.0,91.0
155,TPC,48.74,Industrials,Engineering & Construction,98,98.0,37.0,92.0
156,FUTU,162.5,Financial Services,Capital Markets,98,95.0,90.0,93.0
157,IONL,47.62,ETF,ETF,98,98.0,89.0,97.0
158,AMDG,21.72,ETF,ETF,98,91.0,2.0,10.0
159,AAOI,27.22,Technology,Communication Equipment,98,97.0,23.0,98.0
160,IPX,40.0,Basic Materials,Other Industrial Metals & Mining,98,97.0,92.0,95.0
161,AS,37.24,Consumer Cyclical,Leisure,98,98.0,96.0,98.0
162,GOGO,15.7,Communication Services,Telecom Services,98,97.0,34.0,62.0
163,SGHC,10.97,Consumer Cyclical,Gambling,98,98.0,98.0,98.0
164,CNL,9.37,Basic Materials,Gold,98,99.0,99.0,95.0
165,TARK,65.62,ETF,ETF,98,97.0,17.0,96.0
166,ATYR,5.66,Healthcare,Biotechnology,98,99.0,96.0,97.0
167,PCT,15.49,Industrials,Pollution & Treatment Controls,98,97.0,18.0,92.0
168,CONL,55.28,ETF,ETF,98,98.0,0.0,93.0
169,IDN,5.14,Technology,Software - Application,98,98.0,26.0,61.0
170,NAGE,9.33,Healthcare,Biotechnology,98,99.0,99.0,98.0
171,NET,195.96,Technology,Software - Infrastructure,98,98.0,93.0,96.0
172,JFB,7.39,Real Estate,Real Estate - Development,98,97.0,94.0,97.0
173,TPR,108.04,Consumer Cyclical,Luxury Goods,98,96.0,96.0,96.0
174,XYZG,26.9,ETF,ETF,98,95.0,96.0,97.0
175,SPCY,32.95,ETF,ETF,98,96.0,18.0,97.0
176,WKEY,5.96,Technology,Semiconductors,98,98.0,97.0,99.0
177,TIL,30.9,Healthcare,Biotechnology,97,85.0,6.0,92.0
178,HIMZ,26.78,ETF,ETF,97,75.0,77.0,97.0
179,LGCY,11.51,Consumer Defensive,Education & Training Services,97,98.0,90.0,97.0
180,VRTL,42.26,ETF,ETF,97,97.0,11.0,97.0
181,TLN,347.42,Utilities,Utilities - Independent Power Producers,97,97.0,97.0,97.0
182,APLD,10.98,Technology,Information Technology Services,97,96.0,25.0,93.0
183,UPSX,46.99,ETF,ETF,97,84.0,98.0,97.0
184,FULC,7.86,Healthcare,Biotechnology,97,98.0,11.0,5.0
185,LFMD,10.59,Healthcare,Health Information Services,97,99.0,96.0,30.0
186,SOFI,21.26,Financial Services,Credit Services,97,97.0,95.0,97.0
187,EVEX,7.03,Industrials,Aerospace & Defense,97,96.0,23.0,90.0
188,SUPX,11.79,Technology,Software - Infrastructure,97,97.0,99.0,7.0
189,ACHR,10.99,Industrials,Aerospace & Defense,97,98.0,99.0,98.0
190,UPST,81.61,Financial Services,Credit Services,97,96.0,95.0,97.0
191,DFEN,58.29,ETF,ETF,97,96.0,57.0,83.0
192,SYM,51.75,Industrials,Specialty Industrial Machinery,97,96.0,7.0,13.0
193,TRVI,7.78,Healthcare,Biotechnology,97,94.0,99.0,95.0
194,SEI,33.31,Energy,Oil & Gas Equipment & Services,97,97.0,97.0,99.0
195,SNWV,37.36,Healthcare,Medical Devices,97,97.0,97.0,97.0
196,OPRX,14.06,Healthcare,Health Information Services,97,97.0,96.0,2.0
197,VVOS,5.38,Healthcare,Medical Devices,97,72.0,22.0,92.0
198,FLYE,5.29,Consumer Cyclical,Auto Manufacturers,97,96.0,2.0,0.0
199,ZENA,5.71,Technology,Software - Infrastructure,97,5.0,1.0,87.0
200,PPIH,23.42,Industrials,Building Products & Equipment,97,98.0,84.0,94.0
201,AGX,234.64,Industrials,Engineering & Construction,97,98.0,98.0,97.0
202,AMSC,44.53,Industrials,Specialty Industrial Machinery,97,97.0,50.0,95.0
203,LIF,75.5,Technology,Software - Application,97,96.0,87.0,91.0
204,ELTX,9.81,Healthcare,Biotechnology,97,91.0,7.0,97.0
205,TSAT,25.43,Technology,Communication Equipment,97,97.0,96.0,97.0
206,STRT,65.0,Consumer Cyclical,Auto Parts,97,97.0,83.0,90.0
207,MIMI,7.94,Industrials,Engineering & Construction,97,95.0,17.0,92.0
208,XYF,14.24,Financial Services,Credit Services,97,98.0,99.0,96.0
209,APPS,5.27,Technology,Software - Application,97,99.0,96.0,11.0
210,DPRO,6.09,Industrials,Aerospace & Defense,97,9.0,10.0,8.0
211,CFSB,13.8,Financial Services,Banks - Regional,97,98.0,88.0,70.0
212,CYD,23.5,Consumer Cyclical,Auto Manufacturers,97,98.0,98.0,74.0
213,BNR,7.54,Healthcare,Diagnostics & Research,97,4.0,2.0,93.0
214,SSSS,8.7,Financial Services,Asset Management,97,97.0,77.0,89.0
215,ETHT,81.02,ETF,ETF,97,2.0,0.0,10.0
216,PARR,31.22,Energy,Oil & Gas Refining & Marketing,97,96.0,7.0,4.0
217,XCUR,7.98,Healthcare,Biotechnology,97,88.0,99.0,99.0
218,AVGX,39.22,ETF,ETF,97,97.0,17.0,92.0
219,SEDG,28.13,Technology,Solar,97,77.0,7.0,0.0
220,EPRX,5.49,Healthcare,Biotechnology,97,96.0,97.0,64.0
221,PTHS,21.99,Healthcare,Biotechnology,97,82.0,53.0,98.0
222,ETHU,117.72,ETF,ETF,97,2.0,0.0,7.0
223,UUUU,9.64,Energy,Uranium,97,89.0,12.0,9.0
224,AIFU,9.11,Financial Services,Insurance Brokers,97,0.0,0.0,0.0
225,EOSE,6.39,Industrials,Electrical Equipment & Parts,97,97.0,99.0,99.0
226,SRRK,38.63,Healthcare,Biotechnology,97,98.0,98.0,98.0
227,APED,33.85,ETF,ETF,97,97.0,58.0,97.0
228,AENT,5.8,Communication Services,Entertainment,97,66.0,28.0,99.0
229,ALAB,121.02,Technology,Semiconductors,97,95.0,28.0,96.0
230,HRTG,21.19,Financial Services,Insurance - Property & Casualty,97,98.0,99.0,88.0
231,SNOU,50.24,ETF,ETF,97,98.0,72.0,97.0
232,GRAL,39.41,Healthcare,Diagnostics & Research,97,99.0,99.0,98.0
233,TVRD,26.18,Healthcare,Biotechnology,97,98.0,98.0,50.0
234,ETON,15.15,Healthcare,Drug Manufacturers - Specialty & Generic,97,98.0,99.0,99.0
235,AEHR,21.39,Technology,Semiconductor Equipment & Materials,97,88.0,5.0,5.0
236,AVL,42.6,ETF,ETF,97,97.0,12.0,87.0
237,WAVE,9.32,Utilities,Utilities - Renewable,97,83.0,97.0,99.0
238,ACOG,9.92,Healthcare,Biotechnology,97,97.0,23.0,35.0
239,COGT,12.04,Healthcare,Biotechnology,97,18.0,2.0,83.0
240,NEOV,5.3,Industrials,Electrical Equipment & Parts,97,88.0,87.0,94.0
241,MASS,7.35,Healthcare,Medical Devices,97,98.0,98.0,1.0
242,INOD,46.3,Technology,Information Technology Services,97,98.0,99.0,99.0
243,NBTX,6.84,Healthcare,Biotechnology,97,89.0,8.0,2.0
244,RAIL,11.49,Industrials,Railroads,97,95.0,54.0,98.0
245,CUPR,7.74,Healthcare,Medical Instruments & Supplies,97,94.0,86.0,97.0
246,STRL,262.61,Industrials,Engineering & Construction,97,97.0,91.0,89.0
247,PLTG,29.03,ETF,ETF,97,95.0,81.0,96.0
248,MTSR,38.72,Healthcare,Biotechnology,97,52.0,21.0,
249,OLO,10.14,Technology,Software - Application,97,96.0,88.0,93.0
250,ADPT,10.66,Healthcare,Biotechnology,97,98.0,98.0,97.0
251,ESP,50.01,Industrials,Electrical Equipment & Parts,97,97.0,92.0,74.0
252,CMCL,21.97,Basic Materials,Gold,97,97.0,94.0,4.0
253,URAA,31.85,ETF,ETF,97,97.0,4.0,5.0
254,YB,29.45,Technology,Software - Application,97,92.0,97.0,96.0
255,CRNC,9.43,Technology,Software - Application,97,98.0,98.0,99.0
256,ALNT,39.49,Technology,Electronic Components,97,96.0,21.0,72.0
257,COE,29.1,Consumer Defensive,Education & Training Services,97,98.0,93.0,97.0
258,STG,11.17,Consumer Defensive,Education & Training Services,97,11.0,7.0,8.0
259,IESC,352.21,Industrials,Engineering & Construction,97,97.0,90.0,95.0
260,KEP,13.89,Utilities,Utilities - Regulated Electric,97,98.0,93.0,14.0
261,MGNI,23.23,Communication Services,Advertising Agencies,97,96.0,29.0,95.0
262,AMDL,11.4,ETF,ETF,97,68.0,0.0,1.0
263,SRAD,28.31,Technology,Software - Application,97,97.0,98.0,97.0
264,JFIN,14.53,Communication Services,Internet Content & Information,97,98.0,98.0,89.0
265,MPAA,12.3,Consumer Cyclical,Auto Parts,96,93.0,97.0,69.0
266,NNE,38.74,Industrials,Specialty Industrial Machinery,96,96.0,98.0,99.0
267,LX,6.91,Financial Services,Credit Services,96,98.0,99.0,99.0
268,CANG,5.03,Consumer Cyclical,Auto & Truck Dealerships,96,97.0,98.0,99.0
269,SMU,46.68,ETF,ETF,96,97.0,97.0,96.0
270,VERV,11.13,Healthcare,Biotechnology,96,98.0,18.0,66.0
271,COEP,11.75,Healthcare,Biotechnology,96,97.0,97.0,98.0
272,RCL,350.15,Consumer Cyclical,Travel Services,96,95.0,88.0,96.0
273,ATRO,35.1,Industrials,Aerospace & Defense,96,96.0,94.0,19.0
274,KDEF,41.4,ETF,ETF,96,98.0,96.0,96.0
275,NEUP,8.6,Healthcare,Biotechnology,96,89.0,42.0,86.0
276,OCC,5.04,Technology,Communication Equipment,96,22.0,32.0,97.0
277,TIGR,10.64,Financial Services,Capital Markets,96,96.0,98.0,95.0
278,CVNA,331.61,Consumer Cyclical,Auto & Truck Dealerships,96,97.0,98.0,98.0
279,FIVE,138.22,Consumer Cyclical,Specialty Retail,96,94.0,15.0,12.0
280,SOFX,27.02,ETF,ETF,96,77.0,2.0,12.0
281,HWM,189.47,Industrials,Aerospace & Defense,96,97.0,97.0,95.0
282,KORU,83.76,ETF,ETF,96,96.0,9.0,1.0
283,KFS,14.4,Consumer Cyclical,Auto & Truck Dealerships,96,97.0,63.0,12.0
284,FOA,24.21,Financial Services,Credit Services,96,98.0,99.0,99.0
285,AGEN,6.07,Healthcare,Biotechnology,96,97.0,4.0,1.0
286,OPXS,12.18,Industrials,Aerospace & Defense,96,96.0,18.0,15.0
287,OPRT,6.32,Financial Services,Credit Services,96,98.0,98.0,94.0
288,SCPH,5.66,Healthcare,Biotechnology,96,79.0,3.0,3.0
289,COIN,388.63,Financial Services,Financial Data & Stock Exchanges,96,98.0,16.0,94.0
290,ESLT,450.47,Industrials,Aerospace & Defense,96,97.0,98.0,93.0
291,MGIC,21.28,Technology,Information Technology Services,96,96.0,91.0,78.0
292,RRGB,6.89,Consumer Cyclical,Restaurants,96,83.0,1.0,10.0
293,ESEA,51.67,Industrials,Marine Shipping,96,95.0,87.0,6.0
294,W,64.14,Consumer Cyclical,Internet Retail,96,86.0,4.0,49.0
295,STRM,5.3,Healthcare,Health Information Services,96,95.0,12.0,90.0
296,NKTR,24.57,Healthcare,Biotechnology,96,98.0,6.0,5.0
297,DUOT,8.05,Technology,Software - Application,96,98.0,99.0,95.0
298,FMFC,7.55,Consumer Cyclical,Footwear & Accessories,96,88.0,97.0,96.0
299,ALLT,7.95,Technology,Software - Infrastructure,96,98.0,98.0,99.0
300,RBRK,85.79,Technology,Software - Infrastructure,96,98.0,97.0,97.0
301,KALA,7.5,Healthcare,Biotechnology,96,15.0,2.0,91.0
302,BOEU,47.75,ETF,ETF,96,92.0,88.0,96.0
303,NVDG,18.15,ETF,ETF,96,91.0,3.0,3.0
304,SPCB,9.19,Industrials,Security & Protection Services,96,99.0,83.0,99.0
305,UI,448.45,Technology,Communication Equipment,96,97.0,98.0,98.0
306,CCRD,27.03,Technology,Software - Application,96,96.0,95.0,97.0
307,FEIM,26.28,Technology,Communication Equipment,96,97.0,97.0,93.0
308,NVDL,84.84,ETF,ETF,96,92.0,6.0,85.0
309,OPOF,41.29,Financial Services,Banks - Regional,96,98.0,99.0,91.0
310,TME,21.41,Communication Services,Internet Content & Information,96,94.0,87.0,55.0
311,VST,193.53,Utilities,Utilities - Independent Power Producers,96,97.0,94.0,98.0
312,NUKK,8.48,Technology,Software - Application,96,96.0,99.0,
313,CVAC,5.45,Healthcare,Biotechnology,96,97.0,88.0,87.0
314,DB,33.29,Financial Services,Banks - Regional,96,96.0,97.0,88.0
315,AISP,5.61,Technology,Software - Infrastructure,96,95.0,85.0,97.0
316,BYON,10.71,Consumer Cyclical,Internet Retail,96,66.0,1.0,6.0
317,NRG,157.83,Utilities,Utilities - Independent Power Producers,96,97.0,95.0,92.0
318,EVLV,6.57,Industrials,Security & Protection Services,96,98.0,92.0,90.0
319,ATI,93.92,Industrials,Metal Fabrication,96,96.0,27.0,60.0
320,IBKR,64.61,Financial Services,Capital Markets,96,94.0,89.0,97.0
321,ORLA,10.39,Basic Materials,Gold,96,97.0,99.0,94.0
322,FIX,666.91,Industrials,Engineering & Construction,96,95.0,87.0,92.0
323,ODD,68.79,Technology,Software - Infrastructure,96,97.0,92.0,87.0
324,INBX,21.4,Healthcare,Biotechnology,96,37.0,23.0,17.0
325,PSNL,6.58,Healthcare,Diagnostics & Research,96,98.0,96.0,98.0
326,XXRP,45.37,ETF,ETF,96,64.0,97.0,96.0
327,HTZ,7.56,Industrials,Rental & Leasing Services,96,98.0,99.0,53.0
328,CRS,275.98,Industrials,Metal Fabrication,96,97.0,96.0,96.0
329,SSRM,12.58,Basic Materials,Gold,96,97.0,98.0,89.0
330,KEN,48.63,Utilities,Utilities - Independent Power Producers,96,93.0,90.0,85.0
331,PULM,5.8,Healthcare,Biotechnology,96,98.0,99.0,99.0
332,CMP,21.01,Basic Materials,Other Industrial Metals & Mining,96,98.0,80.0,7.0
333,IHS,6.07,Real Estate,Real Estate Services,96,94.0,97.0,45.0
334,OPFI,11.23,Financial Services,Credit Services,96,99.0,99.0,99.0
335,ARKW,156.95,ETF,ETF,96,96.0,88.0,94.0
336,LNSR,12.93,Healthcare,Medical Devices,96,97.0,99.0,98.0
337,BIRD,11.31,Consumer Cyclical,Apparel Retail,96,91.0,2.0,1.0
338,ASPS,11.6,Real Estate,Real Estate Services,96,94.0,70.0,0.0
339,CPS,23.6,Consumer Cyclical,Auto Parts,96,95.0,60.0,56.0
340,FSI,5.61,Basic Materials,Specialty Chemicals,96,93.0,91.0,98.0
341,JBL,221.96,Technology,Electronic Components,96,97.0,88.0,91.0
342,RGTU,47.02,ETF,ETF,96,17.0,97.0,95.0
343,RIOX,22.41,ETF,ETF,96,10.0,0.0,8.0
344,LMND,40.12,Financial Services,Insurance - Property & Casualty,96,97.0,94.0,97.0
345,ILPT,5.49,Real Estate,REIT - Industrial,96,88.0,5.0,28.0
346,U,32.97,Technology,Software - Application,96,81.0,83.0,51.0
347,ROOT,122.69,Financial Services,Insurance - Property & Casualty,96,98.0,99.0,99.0
348,LITE,103.18,Technology,Communication Equipment,96,96.0,63.0,95.0
349,DASH,244.93,Consumer Cyclical,Internet Retail,96,96.0,95.0,94.0
350,SIFY,5.55,Communication Services,Telecom Services,96,96.0,95.0,6.0
351,PONY,14.96,Technology,Information Technology Services,96,90.0,11.0,69.0
352,GHM,54.06,Industrials,Specialty Industrial Machinery,96,96.0,22.0,96.0
353,CCJ,78.44,Energy,Uranium,95,96.0,30.0,47.0
354,TPB,78.94,Consumer Defensive,Tobacco,95,96.0,97.0,97.0
355,NVDU,119.41,ETF,ETF,95,90.0,4.0,45.0
356,SOUN,11.69,Technology,Software - Application,95,95.0,97.0,99.0
357,ARKF,53.88,ETF,ETF,95,96.0,87.0,94.0
358,NEXT,11.6,Energy,Oil & Gas Equipment & Services,95,89.0,85.0,92.0
359,SIF,5.06,Industrials,Aerospace & Defense,95,60.0,10.0,79.0
360,WF,54.42,Financial Services,Banks - Regional,95,95.0,86.0,28.0
361,AKRO,50.69,Healthcare,Biotechnology,95,97.0,96.0,98.0
362,KRMN,50.24,Industrials,Aerospace & Defense,95,96.0,91.0,95.0
363,ORCL,243.81,Technology,Software - Infrastructure,95,94.0,39.0,86.0
364,YINN,46.72,ETF,ETF,95,91.0,92.0,92.0
365,TWLO,131.49,Technology,Software - Infrastructure,95,96.0,92.0,98.0
366,SLDB,6.64,Healthcare,Biotechnology,95,23.0,3.0,0.0
