Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,96,91,98,96,SI
2,Healthcare,68,57,66,57,"ERAS,QTTB,FBRX,AGL,ALMS,SYRE,LQDA,ANRO,ORKA,DMRA,DFTX,RLYB,MBX,TXG,SLGL,RVMD,NVCT,RLAY,ETON,MANE,DNTH,PACS,BDSX,FTH,NBTX,MCTA,TNGX,ARWR,TRAX,BIOA,APGE,CRNX,KNSA,BTSG,KOD,TWST,CDNA,TVTX,BTSGU,FTRE,URGN,PLSE,GH,PVLA,ELVN,EWTX,FBIOP,OSCR,COGT,PRAX,GLUE,MNPR,CELC,DVA,CORT,ROIV,PTGX,AXGN,NHC,INBX,CUE,GHRS,NRIX,IMVT,QURE,VCYT,AMN,AMRX,CGEM,DYN,ZBIO,TRVI,CNC,ANAB,KRYS,HNGE,XNCR,ESTA,KYMR,IART,ALKS,JAZZ,SEPN,ELMD,RAPP,CGON,TGTX,TENX,LBRX,AVTX,ILMN,AXSM,HUM,BCAX,LGND,BRKR,ADPT,TCMD,RCUS,BRKRP,PNTG,TYRA,BWAY,STRO,INDV,CON,PGNY,XENE,NKTR,VTRS,MIRM,AMLX,CYTK,THC,APLM,ACHC,GKOS,MD,INCY,BLLN,LIVN,CVS,MRNA,BKD,LNTH,SION,RPRX,SNDA,JBIO,GPCR,NRC,GRDN,BLTE,COAG,LLY,NBIX,PDEX,DNLI,ARQT,BBIO,NGNE,BLFS,RIGL,MRK,TEVA,PHVS,NTRA,HAE,TECX,NUTX,PARK,EXEL,JNJ,CRL,HCSG,ABVX,ASTH,IMNM,HALO,ANIK,ICUI,ICLR,BIIB,ABBV,DGX,UNH,CAH,CLDX,MDGL,VCEL,NVCR,IQV,AVBP,IDYA,SRRK,ELAN,HSTM,SNDX,BMY,VTVT,ASND,OMCL,ATRC,TECH,AMGN,WST,OMDA,SRZN,IRMD,PTCT,PCRX,SOLV,AGIO,UFPT,SIBN,UTHR,CHE,MEDP,SMTI,HSIC,NVS,ARGX,DRUG,LH,WAT,BBNX,NPCE,SLP,NVST,STOK,ITGR,RYTM,RVTY,BAX,SHC,HQY,ENOV,PCVX,UTMD,MLTX,GSK,BIO,ELV,PTHS,ACAD,TAK,ODTX,TBPH,TMO,MCK,BMRN,A,ADUS,MOH,MMED,BDX,KIDS,WRBY,VRTX,PEN,EHC,RGEN,ZYME,MAZE,VRDN,TFX,HRMY,LMAT,KMTS,AKTS,DXCM,GMED,GILD,INVA,ONC,PRVA,GRAL,VOR,IMCR,MLYS,SUPN,BLCO,MTD,IRON,GMAB,CBIO,ALMR,INMD,PRPO,ATR,CI,CNMD,REGN,ALHC,ENSG,FMS,STVN,EW,FLGT,COLL,ZBH,VERA,VKTX,ASMB,MMSI,ALGN,ANIP,COO,PBLS,STAA,CBLL,COR,TARS,SPTX,USPH,ABT,AZN,TNDM,SDGR,RDNT,RARE,HCA,SNN,CSTL,NVO,LFMDP,STE,DHR,PFE,HROW,SYK,BEAM,MDT,VEEV,KARD,AZTA,SNY,AVLN,IDXX,MDLN,QDEL,NAMS,QGEN,YARW,PHG,SGRY,LKFT,UHS,PAHC,AMPH,ALC,IONS,SGP,RMD,GEHC,BNTX,ALNY,JANX,CRSP,SCTX,SRPT,IRTC,HIMS,PBH,HTFL,WAY,INSM,ZLAB,OPCH,WGS,LEGN,ISRG,CTEV,INSP,AORT,PODD,KLRA,TEM,AAPG,TMDX,CAI,ZTS,PRCT,DOCS,BSX,SPRB,QNCX"
3,Energy,65,60,38,67,"DK,NESR,PBF,NGL,PARR,DINO,OII,INSW,VLO,MPC,PBT,WKC,EFXT,FTK,FRO,PSX,FET,TEN,EC,LPG,WTTR,BWLP,YPF,CVE,FTI,NBR,CMBT,SUNC,TRGP,DHT,EQNR,SUN,KGS,STNG,OVV,SOBO,SU,APA,WBI,PAGP,TNK,PAA,EE,VIST,PR,TRMD,PBA,LB,IMO,TRP,DKL,AROC,TS,NVGS,SM,WDS,CNQ,HP,VAL,E,NOV,PBR,TDW,XOM,TBN,EOG,DTM,TTE,WES,FANG,CHRD,MUR,KNTK,FLNG,APC,CVI,AM,EPD,ENB,SMC,SLB,INVX,NGS,ET,XPRO,OXY,MPLX,REPX,CQP,CVX,GLNG,PDS,OKE,COP,SHEL,HESM,SDRL,DVN,BP,WHD,LNG,TPL,KMI,WMB,TGS,VTOL,NE,BKR,SBR,GLP,WFRD,ARLP,NC,CAPL,DMLP,USAC,VNOM,IMPPP,WHK,HAL,RRC,CNX,NCSM,PNRG,AR,HMH,NFG,BKV,FLOC,EROK,SEI,MTDR,EQT,CNR,MGY,BTU,CRC,NRP,EXE,LBRT,CCJ,GPOR,NOG,VTS,LEU"
4,Financial Services,61,61,64,58,"MAAS,HUT,SEZL,ENVA,ECPG,ATLC,CARE,MSBI,UFCS,MRX,AAMI,BOTJ,PGC,AMTB,WULF,CCXIU,BFH,BWFG,CIB,FNRN,GCBC,VCTR,AMAL,EZPW,CMTV,STT,UVE,VIRT,SNEX,TRST,FSEA,TRV,ALRS,IX,CHMG,PS,AMG,PLGO,RBCAA,SAFT,HFBL,FISI,TMP,SHBI,SMFG,PFIS,HG,MUFG,HBT,SMBK,FCAP,SRCE,ACNB,FNWD,OBK,IFS,CBNA,BPOP,UVSP,KF,OPY,WASH,PKBK,RY,ALL,CFBK,VBNK,RRBI,WSFS,BMO,BAP,PEBO,SKWD,HSBC,FBP,STBA,TFSL,PBFS,BNY,EGBN,PLBC,TD,BBAR,OSBC,BEN,THFF,FMAO,FVCB,SMBC,CBK,CM,CTBI,LCNB,BY,VOYA,CCNE,ASIC,FNLC,CBC,ATLO,FSBC,TWN,AVBC,WT,BBVA,MCY,OBT,CAC,AIZ,THG,GSBC,FRAF,PDLB,CNO,WTBA,FMBH,DGICB,DCOM,CIVB,BNS,FBIZ,AROW,PFG,SLF,FRST,SPNT,CPF,FCBC,QCRH,PCB,MFC,WSBF,UBS,WSBC,OFG,CFG,NBTB,MYFW,MBIN,ING,GL,MPB,CATY,SBFG,IBKR,BSRR,MET,EBC,RBB,NTRS,TCBK,MS,CZFS,KINS,PRK,USB,NIC,SFST,PEBK,AGM,MTB,FUNC,SLDE,BPRN,FCCO,FDSB,BMA,NWBI,NP,PMTS,BOW,FFBC,BHB,PRU,FULT,GABC,USCB,FITB,WRLD,RNR,UBSI,MBWM,CNOB,UMBF,FCFS,HWBK,MCBS,BLX,FCF,LARK,CFR,HBNC,ESQ,RIOT,CBAN,NWFL,EBMT,AXS,BUSE,KB,PNC,GS,RGA,TSBK,NTB,INBK,CB,HBCP,ORRF,BAC,NKSH,ACT,BCAL,BFST,MRBK,HWC,CCBG,FBLA,FAF,CZWI,ZION,CBNK,HNVR,BCS,AVBH,FXNC,SHG,NECB,ECBK,ITIC,SYBT,WBS,LSBK,GOLD,PRI,BANC,ONB,IVZ,AUB,SRBK,HMN,NBBK,GLRE,HTB,FDBC,HQL,BWB,C,STK,SEIC,EQBK,CPBI,CNS,BOKF,CNA,CZNC,LOB,PFS,JXN,ISTR,COSO,WABC,TROW,MKTW,SFNC,BVFL,AFL,FBNC,HQH,HFWA,JPM,SIGI,BSTZ,TFIN,RNST,RF,IOR,NODK,EWBC,INDB,EG,NBN,CFFI,BHRB,IGIC,HRTG,EFSC,TWFG,FUSB,CHCO,IBCP,L,CLST,COFS,FRBA,FMNB,CEE,BMRC,OPBK,JMSB,FGNXP,ASB,HTH,CVBF,NWG,NRIM,WHG,WTFC,HAFC,PLMR,EIG,DBRG,ACGL,MVBF,HASI,CINF,PFBC,WAFD,UNTY,VABK,SFBS,FNB,CAF,BCH,BTO,RM,MIAX,HOMB,RDN,FHI,LNC,ABCB,FIBK,TRMK,CBSH,COLB,TCBX,BSVN,TRIN,KEY,AON,UNM,CWBC,BHF,ORI,NFJ,HYNE,SCHW,NMIH,BME,RLI,FCNCA,AFBI,OVLY,MTG,PBHC,EMF,HAPN,BSAC,BOH,HCI,AFG,FHN,CACC,LIFE,IBOC,FRME,MCB,CUBI,GSHD,AMP,V,FGBIP,CBOE,EFSI,WRB,GGAL,GAIN,TFC,BFC,SSB,UCB,FBK,SPFI,EVT,MCHB,AX,HIG,MGYR,PNFP,PEO,NXG,TOWN,FRBT,BKU,RJF,SRV,FOA,ESNT,CCD,MNSB,SBCF,BANR,CBU,EMO,CBFV,BGR,PB,WTM,SF,WF,OZK,UTF,CRBG,EQH,PROV,CASH,RMBI,BST,ADX,MXF,FHB,FSBW,TCBI,BBT,LMND,OCFC,FFIN,BCML,JEF,BWIN,GDV,UBCP,NCV,BMEZ,AFRM,AIG,TBBK,AJG,RLTY,NCZ,DGICA,RVT,MA,GGZ,TCBS,ASGI,GBCI,HTD,NBHC,TBLD,OVBC,SBSI,ALLY,LKFN,STEW,MRSH,THQ,ATLCP,NDAQ,MKL,ETG,OMF,DB,CSWC,ETO,AUBN,SPXX,BCAT,AIO,JCAP,MBINL,CII,TY,HBAN,FG,WFC,SII,BCV,ACV,TRU,CSQ,MEGI,VRTS,GAM,RMI,CNOBP,FDS,NEWTP,FRMEP,FFA,PRAA,RYAN,SYF,FDUS,QQQX,WTW,ECCC,NNI,LGI,NPB,PJT,WAL,JCE,AGO,FRHC,COF,BUI,EOT,MSBIP,CET,PGR,OXLCO,EVR,NIE,IBN,SCD,FSUN,MSCI,CCNEP,SATA,OXLCN,RVI,AXP,HIFS,AII,ETB,CCID,LCLN,OCCIN,BWBBP,FNF,HIPO,EICA,BUSEP,BANF,ISBA,GLU,SFBC,MBINM,MNSBP,PUK,MCO,WSBCO,MBINN,MBNKO,MMD,EIIA,SPME,TIPT,BLK,LPLA,OCCIM,WAFDP,SLMBP,WTFCN,STC,SPMA,ONBPP,PDPA,ONBPO,BPYPM,BTT,BMN,PFX,EFSCP,PYPL,VLYPP,VLYPN,SOR,VLYPO,DFP,HPI,FFC,UTG,GUG,HPF,RNP,PDX,MC,UMBFO,BANX,APAM,HBANL,LDP,ECAT,BBN,ETOR,VALU,SDHY,ETX,TYG,OZKAP,TCBIO,FLC,ASA,NBB,PSF,APO,PTA,GBLI,EOI,IGI,FULTP,ARCC,FCNCP,BNT,SLM,BX,FPF,HTGC,VEL,MAIN,NPFD,MORN,GLAD,ACGLN,HBANZ,BRO,JLS,ARES,NTRSO,ACGLO,AB,SPGI,BN,IIF,CME,FCNCO,SIGIP,HOOD,KNSL,MSDL,BAM,ONIT,HBANM,ICE,HBANP,UNB,EOS,IREN,PIPR,TW,XP,GBFH,CRVL,ZIONP,BXSL,PSUS,PDI,ERIE,KKR,XFLT,KLAR,ROOT,MCI,XZO,LAZ,MPV,CG,TPG,TSLX,AMSF,SAR,GSIW,HLI,WD,HERZ,PFSI,HLNE,DXYZ,BOT,PWP,TREE,CCB,KMPR,HDB,SOFI,BETR,STEP,TRUP,AIFU,FIGR,GLXY,MKTX,COIN,UPST,FUTU,CRCL,BMNR,VCX"
5,Industrials,57,46,52,54,"DFNS,SIF,BUUU,FCEL,VSTS,NCEW,CDNL,XMTR,BE,KFRC,PKOH,EDRY,MAN,CRS,SHIP,KELYB,GEO,ATI,CVLG,TWIN,HSHP,PAMT,DCO,ECO,ARCB,CXW,CYRX,TKR,MATX,ATRO,FIX,NVRI,VVX,MEC,GRC,KELYA,RHLD,AIR,FA,FSTR,CMPR,ALGT,UNF,NMM,PKE,AGX,POWL,STRL,DAL,JBHT,EFTY,HXL,PRLB,PBI,PRG,CAT,MYRG,MSM,GHM,DAC,ACA,CMDB,SMX,HLIO,RHI,WWD,MRCY,ARMK,WAB,TFII,BLBD,SBLK,TNET,ESLT,HWM,TRN,VRT,PL,NVT,GNK,SNDR,GWW,UHAL,FDX,UAL,GSL,CSX,LXFR,CECO,ESEA,SXI,RXO,LGN,KNX,PLPC,NPO,WCC,ESOA,CMI,CASS,NSP,GE,R,EXPD,ODFL,PESI,XPO,MTZ,ENS,RTX,SWK,CNI,BRC,ASC,AAL,LUV,AIT,MG,GEV,RYZ,ROK,ZIM,UNP,DE,KFY,HEI,WERN,WTS,RBC,PCAR,AIRT,CR,DSGR,DXPE,KEX,PWR,AZZ,GD,LSTR,CIX,TEX,RRX,CW,AER,TPC,MMM,DLX,HURC,NDSN,DY,SKYW,ARXS,MIDD,IESC,ECG,IEX,HUBG,DRS,VSEC,MRTN,KMT,ISSC,SNA,LMT,CPA,ULS,PH,EBF,AME,MAS,AEIS,TRNS,URI,CP,EML,TISI,CHRW,PHOE,CAAP,CBZ,MLI,GPN,CMRE,JCI,GIC,NSC,CLH,PAM,BBSI,SAIA,CTAS,GHC,ABM,TTC,EMBJ,RCMT,ITW,OTTR,FTAI,VMI,OC,MATW,DCI,HON,AYI,TATT,ASTE,SARO,WSC,FELE,IIIN,TNC,LTM,HRI,GFF,CMC,AGCO,LECO,BCO,HONA,ZTO,LOAR,GVA,RBA,GBX,ESP,APOG,ALK,OSK,FAST,FLS,SEB,EMR,TT,JBTM,TITN,ZWS,GTES,ITT,CXT,WM,ICFI,VSECU,TAYD,GATX,CSW,FBIN,NX,GNRC,CRAI,MSA,ATKR,LII,CCEC,TXT,REZI,LIME,UPS,GENC,MGRC,WMS,AXON,FTAIM,J,IR,FPS,VLTO,AAON,FSS,CAR,WOR,ENR,CWST,SPXC,ALLE,NPK,ETN,SUNB,CARR,TDG,VRSK,FDXF,POWWP,RJET,KAI,DOV,GGG,AIRTP,AADX,LHX,MAIR,HUBB,TTEK,RSG,AWI,FLR,RYAAY,WCN,MWA,CMCO,FER,OMAB,DPC,EPAC,CDRE,KRNT,HAYW,LNN,TRC,GXO,APG,BA,RGR,RTO,MDA,FCN,KE,XYL,CSL,EME,CAE,RKLB,AOS,CDLR,BBUC,EXPO,ROAD,TREX,ROCK,FERG,NSSC,EFX,KBR,NOC,OFLX,LPX,HII,BXC,HY,RELX,GFL,ONT,PPIH,WSO,ALG,AMTM,PAC,ATS,AERO,BWXT,ASR,OTIS,HURN,BKSY,TRI,MMS,BETA,BAH,CNM,DLB,WLDN,CPRT,VOYG,INIO,ESAB,MIR,ACM,BWMN,SITE,LMB,SPCX,POOL,STN,EQPT,AMRC,SYM,KRMN,BLDR,PNR,KTOS,EVI,AMSC,AVAV,HAWK,FLY,PRIM,YSS,AVEX,XE,NNE,WLFC,MFP,PSIX"
6,Technology,56,51,57,56,"MGRT,SNDK,AXTI,MU,WDC,BAND,CHRN,LITE,RTB,STX,ALOT,DELL,MXL,VSAT,VPG,DOCN,TSEM,ICHR,INTC,SIMO,AEHR,SAIH,PENG,AAOI,ASX,UCTT,HPE,SILC,VIAV,AIP,FSLY,AMD,UMC,RNG,VICR,AMBQ,DDOG,CIEN,MRVL,TER,DAVE,IMOS,KLIC,EXTR,FTNT,AMAT,LASR,OOMA,FLEX,ACMR,PANW,MKSI,NTAP,OKTA,VSH,FROG,FEIM,ALAB,SKYT,NVEC,LRCX,CIFR,RELL,NAVN,PTRN,CRWD,DGII,STM,CCSI,RDVT,BHE,SITM,UMAC,MITK,LSCC,TWLO,ARW,CSCO,ATEN,COHU,MPTI,ARM,RAL,SNOW,SMTC,PLXS,COHR,ALNT,AVT,SNX,NTCT,ONTO,ASML,FORM,KN,KLAC,VECO,SCSC,SYNA,YOU,BELFB,NSIT,TTMI,FFIV,KEYS,CRDO,FIVN,AAPL,SLAB,CGNX,PDFS,CTS,CNXN,DBD,ACIW,RELY,KARO,TXN,GLW,RAMP,MTSI,TENB,ST,VRNS,LFUS,ESE,PLTS,HPQ,NET,BELFA,ADEA,SHAZ,NATL,BRUN,AKAM,QLYS,CEVA,ROG,WYFI,FLYW,OUST,AGYS,NYAX,ON,INGM,ADI,ALGM,ACLS,CPAY,DBX,CLS,TSM,DJCO,GRND,OSPN,BKTI,ZETA,DIOD,PAY,ITRN,NTNX,MLAB,SAIC,TDC,SANM,SONO,PLUS,GEN,JBL,MPWR,GCT,WEX,Q,FTV,S,ANET,SWMR,LOGI,CORZ,AMKR,BOX,XYZ,INOD,IBEX,IOT,CLMB,LYTS,PRGS,ALRM,APLD,NXPI,NOVTU,PAYX,MDB,RBRK,ADP,NOVT,ZBRA,POWI,TDY,AVGO,SEDG,RDWR,ZM,TSAT,GFS,BILL,PCTY,GTLB,VRSN,QRVO,KSPI,APH,GRMN,CSQR,DT,QCOM,APPN,FICO,P,CDNS,MBGL,PAYC,ITRI,EVTC,MSI,UPBD,ENTG,NVMI,EEFT,DAKT,CAMT,NVDA,CVLT,SSNC,INTA,ACFN,CRUS,ENPH,SAIL,MCHP,AMBA,CDW,U,NXT,MANH,SONY,TEL,SWKS,BRZE,DOCU,QTWO,SHOP,WDAY,FSLR,MQ,JKHY,MCHPP,TTAN,ESTC,NTGR,LYFT,DFIN,GDDY,FN,DCBO,CACI,SMCIP,PSN,PI,CHYM,TOST,AOSL,CLFD,TEAM,PLAB,LIF,GWRE,ROP,ALKT,STRF,FOUR,OTEX,DSGX,STRC,DUOL,AVNW,WOLF,WK,IPGP,ADSK,IBM,G,BSY,NOW,BMI,SPSC,PGY,APPF,VNT,FIG,IIIV,NICE,ADBE,RMBS,VIA,GIB,UBER,IBTA,MSFT,OSIS,CRM,BDC,NCNO,EXLS,ALIT,QNT,QBTS,BR,SMCI,SAP,CHKP,IDCC,ARQQ,FORTY,BSP,PAYP,TRMB,UI,KVYO,ZS,MNDY,TYL,OCTV,FIS,PLTR,PTC,SKHY,BL,PCOR,ASTS,CTSH,IT,SNPS,GDS,HUBS,PAR,STRD,CALX,ACN,IONQ,BLKB,DOX,EFOR,CNXC,STRK,LDOS,OLED,EPAM,GLOB,PEGA,CBRS,WIX,INTU,CRWV,ORCL,BLSH,MSTR"
7,Real Estate,55,55,62,58,"CBL,PEB,XHR,OUT,RHP,MAC,FVR,HST,PK,PSTL,APLE,DOC,JAN,WELL,NHP,VTR,AHR,LXP,SPG,CDP,HIW,LAMR,CURB,HR,SKT,RMR,FRT,CUZ,NHPAP,NHPBP,PINE,BNL,CTO,IRM,NREF,KRG,AAT,VNO,OHI,IVT,CTRE,TRNO,EPR,KIM,SBRA,SEG,PECO,CHCT,GTY,FR,CCS,MDV,PLD,EGP,NNN,EQIX,LTC,UHT,NTST,IIPR,BRX,UE,OLP,VTMX,ESS,SLG,FOR,PSA,LINE,MMI,AKR,KRC,DEA,ALX,WPC,CPT,ADC,SAFE,CHCI,BXP,O,STAG,BFS,REG,XRN,EQR,DLR,LANDO,CUBE,JLL,ELS,INVH,UDR,ADAML,EXR,ADAMN,MLP,IRS,AMH,LANDP,NLY,AVB,BXDC,SMA,EPRT,NHI,JOE,FCPT,GOODN,BPYPP,TCI,BRT,IRT,BPYPO,REXR,MAA,ADAMZ,AGNCM,AGNCL,AGNCP,NMRK,AGNCO,ADAMM,AGNCN,WHLRD,FRPH,MAYS,AGNCZ,UMH,GLPI,REGCP,SUI,WY,REGCO,RYN,CBRE,ARR,BEKE,HHH,SDHC,ARE,AXR,MRP,ACR,NXRT,EUDA,AMT,VICI,STWD,CSR,FSV,NEN,BXMT,SBAC,CCI,STRS,OZ,CIGI,CSGP,OPI"
8,Consumer Cyclical,53,58,59,50,"LVLU,VSXY,ELA,LIND,BJRI,FLXS,MYE,GTX,ANDG,MOV,CTRN,LTH,RSI,KRT,CBRL,VIK,PRSU,SAH,CAKE,VAC,CALY,SN,BZH,LOCO,CROX,EAT,M,OPLN,ROST,VGNT,BWA,BBY,ESCA,CASY,PAG,LQDT,MUSA,KMX,ETSY,JAKK,RCKY,MGA,MOD,CYD,SGHC,HZO,YETI,GM,CVEO,MLKN,TILE,EXPE,SON,PHIN,DIN,GIII,HBB,LEA,THRM,KTB,JILL,AIN,RUSHA,MGM,BSET,GEF,LGIH,PENN,OSW,EBAY,GCO,BDL,BURL,KSS,SHOO,WSM,PLOW,IHG,STRT,WEYS,MAR,RUSHB,LEGH,ANF,FTDR,LAD,H,MCRI,VVV,CCK,PII,PKG,TPR,SW,CRI,W,BWMX,BOBS,TXRH,RRR,LEVI,MLR,PRKS,TNL,DORM,MHO,BALL,MTN,HVT,REYN,CZR,COOK,INTG,GOLF,LZB,ALSN,HOV,HRB,FIVE,GLBE,MCFT,TRS,SBH,HAS,HGV,ABNB,TOL,BROS,ALH,COLM,AMCR,BH,RIVN,BC,SLGN,TJX,CVCO,RCL,RL,SBUX,PHM,PVH,ABG,AEO,JOUT,IP,SIG,HOG,HLT,VFC,DAN,ATMU,RVLV,HMC,SKY,CART,AAP,SMP,GRBK,AN,BYD,GPC,URBN,RGS,LOVE,DRI,ALV,RH,DOO,MTH,WWW,XPEL,NCLH,SCI,JD,QSR,RACE,HNI,CARG,DDS,BKNG,AS,MHK,CHH,KBH,CCL,OXM,HTHT,BIRK,YUM,VC,NATH,DHI,CPS,DECK,ADNT,MNRO,GNTX,CNNE,LCII,CPHC,AVY,ZUMZ,DKS,AMZN,HD,JACK,YUMC,RICK,SE,ETD,DASH,MBUU,ORLY,ATAT,TM,FOXF,ASO,MAT,FND,GPI,ONON,MELI,MCD,GME,LVS,WH,BBWI,NVR,IBP,DPZ,WYNN,ULTA,BOOT,WGO,LOW,SGI,GIL,FUN,CMG,DFH,BFAM,CSV,MMYT,EYE,CHDN,BKE,APTV,CVNA,THO,PATK,KEQU,WINA,GAP,AZO,LKQ,CAVA,DKNG,LEN,SHOE,BABA,BGSI,TSLA,PDD,CPRI,PZZA,CHWY,TCOM,NKE,BBW,KRUS,LULU,HSAI,TSCO,FLUT,ROL,CPNG,PLNT,SHAK,WING,WHR"
9,Consumer Defensive,51,58,57,51,"AGCC,JDZG,CHEF,DAO,COCO,LINC,MAMA,ACU,PSMT,SENEA,SENEB,ANDE,HELE,MNST,SPB,DAR,UNFI,COKE,TGT,IPAR,LAUR,ADM,EPC,MICC,PRE,TBBB,CENT,PM,PFGC,KO,SJM,FMX,CENTA,APEI,UTI,USFD,BUD,DLTR,LWAY,WILC,JBSS,CCEP,MO,IMKTA,VLGEA,OTLY,KHC,KOF,BG,BTI,KVUE,CL,SYY,LW,CALM,WMK,SFD,PRMB,DG,FC,CHD,HRL,KDP,KMB,USNA,CVSA,UL,NGVC,NATR,TSN,STRA,MDLZ,PRDO,UVV,BJ,ALCO,DEO,COST,ELF,WMT,CHSCL,CHSCN,HSY,PG,CHSCM,TR,CHSCO,EDU,PEP,CHSCP,FRPT,EL,TPB,PXED,CAG,LRN,YSWY,TAP,CLX,GIS,POST,CPB,FIZZ,SFM,OFRM,KR,INGR,MKC,LOPE,JJSF,STZ,SAM,DIT,MGPI,PPC,DMC,MZTI,RYM,CELH,OLLI,ODD,COE"
10,Communication Services,50,62,47,48,"QMMM,ATEX,BBGI,STRZ,NBIS,SPHR,IRDM,GSAT,TIGO,LILAP,GRPN,MSGS,MCS,MSGE,WLY,IMAX,EVER,ROKU,WLYB,SIRI,ZD,MANU,IDT,SCHL,CNK,JOYY,ECHO,MGNI,ADV,PSO,VOD,OPRA,GOOGL,GOOG,WBD,LYV,BATRK,BATRA,MTCH,SKM,AMX,ATNI,LLYVK,LLYVA,NYT,VZ,QNST,OMC,EA,FWONA,FWONK,TTWO,PPLI,NWSA,ATHM,RDDT,NWS,CRTO,NTES,GRVY,TKO,CHT,WPP,T,VEON,NXST,RCI,WMG,PHI,PINS,BZ,VSNT,FOXA,LBRDP,FOX,KT,TMUS,BCE,DIS,SPOT,YELP,APP,TIMB,BIDU,META,CMCSA,TDS,LFTO,NFLX,BILI,AD,CHTR,GLIBA,LBRDA,LBRDK,GLIBK,RBLX,GIBO,ZG,Z,TTD,NIPG,CABO"
