Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
26,GDXU,347.25,758885.0,ETF,ETF,98.0,64.0,98.0,98.0,728414.0,929370.0,540.78,36.34,,No
49,COGT,36.53,1046963.0,Healthcare,Biotechnology,98.0,24.0,56.0,98.0,2406918.0,1283150.0,43.73,3.72,5607558144.0,No
53,JNUG,274.09,280007.0,ETF,ETF,98.0,83.0,97.0,98.0,314844.0,326780.0,363.0,43.17,,No
64,NUGT,253.54,786612.0,ETF,ETF,98.0,84.0,97.0,97.0,800675.0,842210.0,317.99,44.3,,No
107,AUGO,72.36,795409.0,Basic Materials,Gold,97.0,96.0,98.0,97.0,804949.0,1186390.0,76.8,22.24,6044556800.0,No
113,AAUC,31.47,211288.0,Basic Materials,Gold,97.0,93.0,98.0,97.0,930873.0,674790.0,32.08,8.67,3940502272.0,No
118,ICHR,46.77,1402334.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,98.0,97.0,903877.0,1667250.0,48.72,13.12,1610467712.0,No
121,AGQ,133.16,6847671.0,ETF,ETF,97.0,0.0,94.0,97.0,7944193.0,11496570.0,431.47,31.88,,No
125,SHNY,184.82,94740.0,ETF,ETF,97.0,92.0,95.0,97.0,128795.0,178510.0,269.76,49.98,,No
131,SKE,33.06,858399.0,Basic Materials,Other Industrial Metals & Mining,97.0,96.0,98.0,96.0,964373.0,1080650.0,35.69,8.53,4003345920.0,No
148,GDMN,122.99,57504.0,ETF,ETF,97.0,89.0,95.0,96.0,65352.0,80110.0,147.27,34.01,,No
151,MEXX,38.52,37857.0,ETF,ETF,97.0,97.0,97.0,96.0,40888.0,62620.0,39.27,8.44,,No
155,STOK,31.91,509952.0,Healthcare,Biotechnology,97.0,68.0,90.0,95.0,805000.0,593000.0,38.69,5.35,1822608256.0,No
157,TSEM,128.74,1506430.0,Technology,Semiconductors,97.0,73.0,86.0,97.0,1852432.0,3244540.0,149.57,28.64,14476522496.0,No
158,MKSI,260.74,1663240.0,Technology,Scientific & Technical Instruments,97.0,97.0,97.0,97.0,1196213.0,1937950.0,266.08,54.84,17513766912.0,No
165,SLVP,41.64,440441.0,ETF,ETF,97.0,74.0,95.0,96.0,992291.0,958820.0,50.15,12.4,,No
170,DRD,35.65,227294.0,Basic Materials,Gold,97.0,66.0,88.0,97.0,413977.0,350280.0,39.37,10.17,3084596480.0,No
174,GRAL,97.5,450509.0,Healthcare,Diagnostics & Research,97.0,17.0,80.0,98.0,900950.0,637400.0,118.84,20.44,3800766720.0,No
181,ASMG,37.47,74160.0,ETF,ETF,97.0,95.0,96.0,97.0,136937.0,146030.0,42.6,8.93,,No
183,AU,109.82,1450292.0,Basic Materials,Gold,97.0,87.0,91.0,96.0,2783255.0,2695720.0,115.81,28.45,55446831104.0,No
192,SLVR,65.91,401715.0,ETF,ETF,97.0,39.0,95.0,96.0,615965.0,635730.0,85.9,19.66,,No
194,SILJ,33.79,11204035.0,ETF,ETF,97.0,73.0,94.0,96.0,11301170.0,12612240.0,41.1,10.01,,No
