Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,96,70,97,95,"RACC,CCXIU,CCXI"
2,Medical specialties,Health technology,95,14,97,94,SI
3,Copper,Basic Materials,93,94,83,67,"HBM,ERO,TECK,SCCO,FCX"
4,Silver,Basic Materials,91,90,51,52,"AYA,AG"
5,Electronics & Computer Distribution,Technology,88,69,87,80,"NSIT,AVT,ARW,SNX,SCSC,CNXN,CLMB"
6,REIT - Hotel & Motel,Real Estate,87,25,81,86,"PEB,XHR,APLE,HST,RHP"
7,Semiconductor Equipment & Materials,Technology,87,29,41,78,"AXTI,AEHR,ICHR,UCTT,ACMR,AMAT,ONTO,FORM,TER,COHU,LRCX,KLIC,ASYS,VECO,ASML,KLAC,ENTG,ACLS,AMKR,AMBA,Q,CAMT,PLAB,NVMI,IPGP"
8,Aluminum,Basic Materials,84,67,18,59,"KALU,CSTM,CENX,AA"
9,Marine Shipping,Industrials,83,70,53,81,"EDRY,ECO,SHIP,HSHP,MATX,NMM,ZIM,DAC,SBLK,GNK,ESEA,CMDB,GSL,ASC,KEX,CCEC"
10,Staffing & Employment Services,Industrials,82,80,94,70,"MAN,KFRC,KELYB,RHI,KELYA,NSP,TNET,KFY,BBSI"
11,Banks - Diversified,Financial Services,81,60,84,75,"SMFG,BBVA,MUFG,BMO,BNY,TD,HSBC,RY,ING,UBS,CM,BNS,BCS,NTB,BAC,C,JPM,WFC,FRBT"
12,Healthcare Plans,Healthcare,80,9,74,79,"OSCR,CNC,HUM,PGNY,UNH,CVS,ELV,MOH,CI"
13,Electronic Components,Technology,79,51,46,78,"MEI,VICR,ALNT,OUST,RELL,TTMI,FLEX,GLW,RAL,KN,BELFB,BHE,PLXS,MPTI,LFUS,ROG,BELFA,CTS,APH,JBL,SANM,FN,LYTS,DAKT,CLS,TEL,OSIS,OLED"
