20260918T,0,1000,0,196.39,0
20260921T,0,1000,0,196.39,0
20260922T,0,1000,0,196.39,0
20260923T,0,1000,0,196.39,0
20260924T,0,1000,0,196.39,0
20260918T,0,1000,0,164.55,0
20260921T,0,1000,0,164.55,0
20260922T,0,1000,0,164.55,0
20260923T,0,1000,0,164.55,0
20260924T,0,1000,0,164.55,0
20260918T,0,1000,0,132.02,0
20260921T,0,1000,0,132.02,0
20260922T,0,1000,0,132.02,0
20260923T,0,1000,0,132.02,0
20260924T,0,1000,0,132.02,0
20260918T,0,1000,0,115.7,0
20260921T,0,1000,0,115.7,0
20260922T,0,1000,0,115.7,0
20260923T,0,1000,0,115.7,0
20260924T,0,1000,0,115.7,0
20260918T,0,1000,0,108.83,0
20260921T,0,1000,0,108.83,0
20260922T,0,1000,0,108.83,0
20260923T,0,1000,0,108.83,0
20260924T,0,1000,0,108.83,0
20260918T,0,1000,0,104.2,0
20260921T,0,1000,0,104.2,0
20260922T,0,1000,0,104.2,0
20260923T,0,1000,0,104.2,0
20260924T,0,1000,0,104.2,0
20260918T,0,1000,0,101.45,0
20260921T,0,1000,0,101.45,0
20260922T,0,1000,0,101.45,0
20260923T,0,1000,0,101.45,0
20260924T,0,1000,0,101.45,0
20260918T,0,1000,0,99.82,0
20260921T,0,1000,0,99.82,0
20260922T,0,1000,0,99.82,0
20260923T,0,1000,0,99.82,0
20260924T,0,1000,0,99.82,0
20260918T,0,1000,0,96.87,0
20260921T,0,1000,0,96.87,0
20260922T,0,1000,0,96.87,0
20260923T,0,1000,0,96.87,0
20260924T,0,1000,0,96.87,0
20260918T,0,1000,0,93.99,0
20260921T,0,1000,0,93.99,0
20260922T,0,1000,0,93.99,0
20260923T,0,1000,0,93.99,0
20260924T,0,1000,0,93.99,0
20260918T,0,1000,0,90.89,0
20260921T,0,1000,0,90.89,0
20260922T,0,1000,0,90.89,0
20260923T,0,1000,0,90.89,0
20260924T,0,1000,0,90.89,0
20260918T,0,1000,0,88.55,0
20260921T,0,1000,0,88.55,0
20260922T,0,1000,0,88.55,0
20260923T,0,1000,0,88.55,0
20260924T,0,1000,0,88.55,0
20260918T,0,1000,0,86.21,0
20260921T,0,1000,0,86.21,0
20260922T,0,1000,0,86.21,0
20260923T,0,1000,0,86.21,0
20260924T,0,1000,0,86.21,0
20260918T,0,1000,0,81.07,0
20260921T,0,1000,0,81.07,0
20260922T,0,1000,0,81.07,0
20260923T,0,1000,0,81.07,0
20260924T,0,1000,0,81.07,0
20260918T,0,1000,0,73.58,0
20260921T,0,1000,0,73.58,0
20260922T,0,1000,0,73.58,0
20260923T,0,1000,0,73.58,0
20260924T,0,1000,0,73.58,0
20260918T,0,1000,0,55.13,0
20260921T,0,1000,0,55.13,0
20260922T,0,1000,0,55.13,0
20260923T,0,1000,0,55.13,0
20260924T,0,1000,0,55.13,0
