Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,95,83,97,95,SI
2,Healthcare,67,48,65,56,"ERAS,QTTB,FBRX,AGL,SYRE,DMRA,ORKA,ALMS,LQDA,ANRO,MBX,DFTX,TXG,CDNA,RLAY,TNGX,DNTH,RVMD,NVCT,BDSX,NBTX,KOD,SLGL,PACS,RLYB,ETON,TWST,TRAX,PLSE,ARWR,APGE,ELVN,CRNX,MANE,GH,MNPR,PVLA,LBRX,PRAX,CORT,EWTX,COGT,FTH,QURE,NEO,FBIOP,SEPN,TVTX,URGN,OSCR,AXGN,FTRE,ANIK,BTSG,GHRS,HNGE,TCMD,AMIX,ROIV,ANAB,ELMD,KNSA,MCTA,BTSGU,PTGX,DVA,TRVI,ADPT,ILMN,AMLX,XNCR,NRIX,RAPP,IMVT,STRO,ELOX,AMRX,AMN,JBIO,CGEM,JAZZ,BLLN,CNC,ESTA,TYRA,RCUS,UFPT,PDEX,LGND,KYMR,DYN,IART,BCAX,NKTR,BWAY,GKOS,SION,YARW,LIVN,MRNA,CGON,ALKS,COAG,NHC,ZBIO,SMTI,PGNY,HUM,ACHC,BAX,ITGR,CTNM,APLM,XENE,VTRS,BLFS,CON,VCYT,NTRA,INBX,ANGO,AVTX,HAE,CLDX,TGTX,GPCR,KRYS,PNTG,LNTH,IMNM,GLUE,CYTK,CVS,BLTE,NGNE,DNLI,THC,GRDN,TEVA,CUE,AVBP,MD,ICUI,EXEL,PARK,RPRX,PHVS,AXSM,WRBY,RIGL,CSTL,BRKR,DRUG,INCY,HSTM,VTVT,CRL,UNH,WST,MRK,BRKRP,DXCM,BBIO,VCEL,HCSG,MIRM,ASTH,BMY,DGX,HALO,HSIC,BIIB,SNDA,STOK,GRAL,TECX,ELAN,MMED,NUTX,CHE,JNJ,SOLV,ENOV,TECH,ABVX,CNMD,IDYA,AMGN,WAT,VOR,NBIX,KMTS,CBIO,SIBN,CAH,LLY,KIDS,SNDX,IQV,RVTY,ARQT,NVST,NRC,PCRX,MEDP,ODTX,SHC,LH,ATRC,HQY,TFX,SRRK,SLP,UTMD,SRZN,ALMR,BIO,NVCR,OMDA,INDV,HRMY,MMSI,MDGL,ASND,ACAD,BDX,RGEN,UTHR,SPTX,IRMD,ABBV,TNDM,NVS,A,PCVX,ZYME,CBLL,ELV,PBLS,REGN,VRDN,TMO,PEN,LMAT,GMED,BEAM,ALGN,CELC,RYTM,TBPH,ICLR,MTD,RDNT,MOH,IRON,AKTS,GSK,COO,BMRN,ZBH,EW,VRTX,ATR,ADUS,BLCO,IMCR,ARGX,PTCT,STAA,TAK,GMAB,MLTX,MAZE,GILD,PTHS,AVLN,ONC,INMD,MCK,MLYS,AZTA,ASMB,EHC,PRVA,HROW,TARS,APMD,PRPO,CI,GEHC,SDGR,SCTX,ENSG,INVA,STE,QGEN,AGIO,ABT,VKTX,IDXX,FMS,STVN,VEEV,SYK,COLL,ANIP,PFE,USPH,DHR,FLGT,LFMDP,MDT,PHG,QDEL,MDLN,CRSP,OMCL,COR,HIMS,VERA,RARE,NAMS,SGP,WW,SGRY,SNN,RMD,OPCH,HCA,KARD,UHS,SUPN,SNY,INSP,JANX,ALC,NVO,AZN,WAY,HTFL,PAHC,IRTC,BNTX,LKFT,PBH,AMPH,IONS,CTEV,ZLAB,WGS,SRPT,TEM,ISRG,PODD,LEGN,AORT,KLRA,TMDX,CAI,INSM,BSX,AAPG,QNCX,ALNY,DOCS,ZTS,PRCT,SPRB"
3,Energy,62,72,29,66,"FET,NESR,DK,PBF,NGL,PARR,FTK,OII,PBT,VLO,DINO,INSW,MPC,EFXT,WTTR,EC,WKC,NBR,FRO,INVX,CVE,PSX,CMBT,WHD,TEN,LPG,FTI,BWLP,TRGP,KGS,TDW,WBI,APA,SUNC,EQNR,OVV,YPF,EE,SU,SM,TS,PR,SUN,E,DHT,TNK,HP,LB,CNQ,IMO,NCSM,SOBO,MUR,PAGP,NOV,CHRD,AROC,DKL,PBR,PAA,VAL,WDS,EOG,TRMD,STNG,XOM,TTE,TBN,PBA,NGS,VIST,NVGS,SLB,WES,TRP,APC,SDRL,OXY,NE,XPRO,REPX,FANG,CVI,COP,SHEL,VTOL,SMC,AM,SEI,KNTK,MPLX,BKR,CVX,EPD,DVN,TPL,CQP,OKE,ET,BP,WFRD,DTM,FLNG,LNG,WMB,GLNG,ENB,NC,USAC,HESM,KMI,RNGR,PNRG,PDS,RRC,HAL,GLP,CNX,AR,CAPL,FLOC,WHK,ARLP,EROK,IMPPP,TGS,VNOM,HMH,SBR,CNR,NFG,MTDR,DMLP,EQT,CRC,MGY,LBRT,BTU,EXE,GEL,CCJ,BKV,NRP,GPOR,NOG,LEU,VTS"
4,Technology,62,56,60,65,"SNDK,AXTI,MGRT,BLZE,CHRN,AEHR,MU,LITE,WDC,MXL,DELL,AAOI,ALOT,DOCN,STX,TSEM,VSAT,VPG,INTC,BAND,OCC,PENG,FSLY,ICHR,UCTT,UMC,ALAB,MRVL,ASX,HPE,VICR,SIMO,SAIH,UMAC,RTB,AIP,AMD,TER,DDOG,SILC,LASR,MEI,CIEN,PANW,AMAT,FORM,AMBQ,VIAV,FTNT,RNG,OUST,ACMR,MKSI,DAVE,FLEX,IMOS,VSH,ASYS,ARM,LRCX,KLIC,COHU,COHR,CRWD,RELL,NTAP,NVEC,CIFR,SNOW,SITM,OKTA,FROG,EXTR,LSCC,FEIM,ONTO,NAVN,SMTC,DGII,VECO,TSAT,BRUN,CRDO,STM,ALNT,TTMI,ARW,PTRN,OOMA,PDFS,NSIT,RDVT,MITK,PAY,KN,BHE,ADEA,CCSI,BELFB,CGNX,GLW,MRAM,SHAZ,ASML,HQ,PLXS,CSCO,KEYS,SNX,MPTI,TENB,KLAC,ATEN,AVT,NTCT,LFUS,YOU,ZBRA,ACLS,SEDG,RAL,QLYS,NET,GCT,SCSC,BELFA,WATT,AMKR,CTS,RELY,CEVA,CNXN,TWLO,ZETA,AKAM,TDC,FFIV,GRMN,SLAB,MTSI,ST,ENTG,INOD,FLYW,AEVA,WYFI,ROG,KARO,FIVN,MDB,SANM,VRNS,CPAY,SYNA,TXN,RAMP,DBX,ESE,GRND,DIOD,S,DJCO,ACIW,APH,JBL,ADI,PLTS,HPQ,TSM,ENPH,Q,ANET,RBRK,NYAX,CORZ,NOVT,PLUS,INGM,AGYS,NOVTU,OSPN,NATL,GEN,ITRN,POWI,NTNX,SAIC,IBTA,WEX,APLD,CLS,IOT,AAPL,XYZ,BKTI,ON,P,MLAB,AMBA,SWMR,DLO,MANH,SONO,DBD,U,TDY,AVGO,KSPI,IBEX,CVLT,PRGS,VRSN,BILL,MPWR,PGY,BOX,FSLR,ALRM,PAYC,LYTS,AOSL,ZM,ALGM,GTLB,GFS,DAKT,SAIL,FTV,ADP,PAYX,ESTC,CLMB,APPN,RDWR,NVDA,CAMT,CHYM,TTAN,LOGI,PCTY,CLBT,IDCC,BDC,FN,INTA,BRZE,LYFT,MSFT,ITRI,DT,LIF,WOLF,CDW,PI,EVTC,QRVO,NVMI,ARQQ,QTWO,UPBD,CSIQ,NXT,SSNC,MCHP,PLAB,PLTR,SMCIP,WDAY,CLFD,MSI,CDNS,TOST,QBTS,DOCU,MBGL,TEL,MCHPP,CSQR,EEFT,QCOM,RMBS,SONY,DFIN,ASTS,NTGR,OTEX,CRUS,CACI,NXPI,SWKS,ALKT,JKHY,IPGP,MQ,ROP,EFOR,FOUR,NOW,QNT,SPSC,BMI,APPF,ALMU,GWRE,DSGX,IT,GIB,EXLS,STRC,IONQ,G,AVNW,BLKB,SAP,OSIS,TEAM,FIG,BSP,SHOP,RGTI,SKHY,VNT,STRF,BSY,NCNO,SMCI,DCBO,IBM,BR,VIA,OCTV,DUOL,CRM,PCOR,ADSK,CTSH,UBER,ADBE,WK,IIIV,PTC,PAYP,ACFN,GDS,ZS,GDDY,UI,FICO,TRMB,MNDY,CHKP,CRWV,SNPS,NICE,FORTY,EPAM,CNXC,STRD,TYL,LDOS,KVYO,HUBS,PAR,FIS,CALX,PSN,BL,ACN,DOX,STRK,OLED,ORCL,CBRS,GLOB,PEGA,WIX,JKS,INTU,ALIT,BLSH,MSTR"
5,Financial Services,59,54,62,54,"MAAS,RACC,HUT,SEZL,ENVA,ATLC,ECPG,CARE,AAMI,MSBI,WULF,LIFE,UFCS,CCXIU,BFH,MRX,WT,PRCH,CCXI,CIB,GCBC,MBIN,PGC,CBNA,BWFG,AMTB,BOTJ,KF,EZPW,AMG,VCTR,AMAL,AGM,STT,ALRS,IX,SNEX,FSEA,CHMG,FNWD,WRLD,CZFS,PMTS,SAFT,RBCAA,SHBI,UVE,TRST,FISI,OPY,PFIS,SMBK,FCAP,TWN,HBT,TMP,THFF,BBVA,SRCE,CAC,HFBL,IFS,DGICB,VBNK,CMTV,ACNB,FMAO,FBIZ,BPOP,PLGO,OBT,BEN,SKWD,HG,FNRN,BMO,HSBC,CTBI,OSBC,CFBK,UVSP,OBK,PKBK,BY,SMFG,FVCB,EGBN,VIRT,MUFG,RIOT,RRBI,BNY,PBAM,CCNE,BAP,PEBO,FBP,TRV,CNO,FNLC,TFSL,WASH,DCOM,ING,KINS,BOW,CBC,GSBC,CBK,RY,VOYA,TD,WSFS,TFIN,INBK,ATLO,SMBC,PLBC,PS,KB,FRAF,PDLB,IVZ,FMBH,STBA,WSBC,GOLD,MYFW,LCNB,NIC,FXNC,AROW,CPF,THG,CFG,FCBC,BUSE,WTBA,SFST,CM,AIZ,UBS,ESQ,FRST,CNOB,PFG,NEWT,GL,WSBF,FFBC,RBB,PEBK,FSBC,QCRH,PRK,CIVB,JXN,MBWM,SBFG,NKSH,ALL,MCY,FULT,NP,NBN,CATY,MS,OFG,MFC,EBC,BHB,FCF,CFR,NTRS,USCB,BNS,HAPN,PBFS,FHI,STK,BLX,SHG,PCB,TSBK,TCBK,SLF,NWBI,NBTB,USB,GABC,GS,CCBG,HWC,MCBS,CBNK,BCS,ZION,BPRN,FITB,HBCP,MTB,BSTZ,ASIC,UBSI,FUNC,LOB,MPB,FDSB,MKTW,C,PNC,NTB,CPBI,UMBF,BFST,BWIN,ORRF,FCFS,FBLA,NWG,HBNC,HWBK,FDBC,EBMT,CNS,PFS,HFWA,ACT,BCAL,CBAN,MET,FRBA,CZNC,AUB,BSRR,CZWI,WBS,BAC,BOKF,EIG,AVBH,FCCO,LARK,HNVR,SFNC,AVBC,SYBT,FBNC,HTB,NWFL,MVBF,GSHD,LNC,CACC,ITIC,NBBK,TWFG,ECBK,NECB,PRU,BHRB,SIGI,ONB,AX,BWB,BVFL,EQBK,IBKR,SRBK,UNM,HAFC,ASB,BBT,RF,MRBK,PRI,EFSC,EWBC,HQL,NODK,SEIC,BMA,CHCO,JMSB,EMF,RGA,RNST,UNTY,HQH,NMIH,FMNB,ISTR,WABC,TRMK,CVBF,BSAC,CFFI,CEE,BSVN,BBAR,INDB,MCB,LSBK,NRIM,HRTG,IBCP,FAF,AFRM,IOR,MCHB,PNFP,SFBS,HASI,SLDE,BCH,CNA,TCBX,JPM,DBRG,WAFD,WTFC,HMN,SPFI,COSO,PFBC,RNR,IGIC,WF,COLB,WHG,COFS,FNB,VABK,WTW,CWBC,BFC,ABCB,CUBI,FCNCA,RDN,CB,BST,FBK,BMRC,KEY,SPNT,FIBK,MTG,SBCF,NFJ,HTH,IREN,AFL,CLST,HOMB,SSB,L,CINF,RGT,PBHC,AMP,EVT,BTO,BANR,PLMR,BHF,HCI,OMF,RVI,TRIN,CBSH,TBBK,OPBK,BOH,CCD,ORI,HIPO,CBU,GLRE,ADX,FGNXP,UCB,GAIN,EFSI,FHN,DGICA,FRME,TOWN,DB,BKU,FOA,RYAN,TROW,BANC,PEO,SCHW,BME,CASH,RJF,OVLY,GGZ,GBCI,PB,EG,RVT,ESNT,TFC,OVBC,FFIN,HYNE,V,NBHC,RMBI,OZK,MNSB,PROV,FSUN,ALLY,TCBI,FUSB,MIAX,MGYR,FHB,CAF,IBOC,ETG,NXG,CBFV,SFBC,HIFS,RLI,ETO,OCFC,PRAA,BGR,HIG,BCML,SYF,AFG,CSWC,SLM,ACGL,MXF,CSQ,SF,GDV,NCZ,COF,FGBIP,RMI,HBAN,FSBW,GAM,AIO,AON,QQQX,CET,BCAT,BMEZ,NCV,WFC,FRBT,SPXX,JCAP,JCE,MA,TBLD,MRSH,AUBN,TRU,UBCP,EMO,SII,STEW,EQH,AXS,BCV,AII,UTF,ASGI,FRHC,VRTS,NPB,SBSI,FFA,AXP,TY,TCBS,LKFN,WTM,ACV,FDS,JEF,CII,CRBG,WAL,SATA,ASA,GGAL,WRB,MC,NBXG,SRV,LGI,ETV,AJG,BLK,THQ,ISBA,PJT,CNOBP,IBN,APAM,NIE,FDUS,ECCC,CBOE,EOT,PYPL,MBINL,ETB,ATLCP,RLTY,AIG,MEGI,NEWTP,LPLA,SCD,PUK,HTD,MSBIP,BRO,MNSBP,NNI,ARES,APO,OXLCO,HOOD,NDAQ,EVR,MBINM,MBNKO,MORN,CCNEP,MCO,BANF,SOR,CCID,FG,BUSEP,GLU,STC,PGR,BAM,LMND,OCCIN,BMN,WAFDP,OXLCN,KNSL,MKL,EICA,BWBBP,BANX,EIIA,SPME,WSBCO,BNT,MBINN,AGO,ONBPO,TIPT,PDX,PDPA,ONBPP,BUI,UMBFO,OCCIM,BTT,SLMBP,VLYPO,SPMA,VLYPP,WTFCN,SDHY,VLYPN,BN,PFX,HBANL,FFC,GUG,BPYPM,BX,EOI,ECAT,HPF,HPI,DFP,ARCC,EFSCP,FRMEP,VALU,ETOR,IOND,MSCI,UTG,BBN,MKTX,TCBIO,FNF,MAIN,FLC,RNP,ETX,UNB,LDP,IGI,HTGC,OZKAP,PSF,NBB,IIF,VEL,EOS,TPG,RM,FULTP,PTA,PIPR,FCNCP,NPFD,KKR,FPF,KLAR,GBLI,HBANZ,NTRSO,ACGLN,ACGLO,SOFI,XP,ERIE,SIGIP,GLAD,JLS,CME,HBANP,FCNCO,TYG,HBANM,CG,MSDL,PSUS,AB,ICE,LAZ,SPGI,LCLN,BXSL,ONIT,HLNE,TW,ZIONP,PDI,ROOT,MPV,CRVL,XZO,AIFU,XFLT,PWP,TSLX,WD,MCI,SAR,AMSF,STEP,HERZ,PFSI,HDB,DXYZ,GLXY,TRUP,HLI,UPST,KMPR,FIGR,TREE,BOT,FUTU,BMNR,GBFH,COIN,GSIW,CRCL,BETR,CCB,VCX"
6,Industrials,59,51,56,53,"DFNS,SIF,BUUU,FCEL,NCEW,BE,CDNL,SMX,XMTR,PKOH,PLPC,EDRY,ATI,TWIN,DCO,TH,ATRO,CRS,GEO,IESC,NVRI,SHIP,MAN,PAMT,CYRX,AGX,KFRC,PRLB,ARCB,HSHP,KELYB,ALGT,MATX,AIR,RHLD,ECO,PKE,CXW,ARXS,FIX,GRC,MRCY,PL,PHOE,PBI,FA,DAL,POWL,HLIO,BLBD,TKR,UNF,AEIS,GHM,NSP,JBHT,MEC,UAL,KELYA,EFTY,FSTR,SWK,NMM,CVLG,RHI,SXI,STRL,PRG,SNDR,CMDB,ZIM,MSM,ACA,UHAL,KNX,PESI,ESLT,CAT,AAL,EXPD,HXL,HWM,LUV,ECG,R,CMPR,NPO,NVT,ISSC,ARMK,WCC,CMCO,CBZ,LGN,CSW,FDX,RXO,TFII,DAC,URI,WAB,HRI,ODFL,AIRT,ENS,GNK,GEV,TNET,PWR,CASS,VVX,TRNS,GE,CSX,SBLK,XPO,MG,ATKR,ESEA,ESOA,AIT,CNI,RRX,CIX,VRT,WTS,AZZ,VSEC,IEX,GSL,MIDD,GTES,PCAR,CMI,HURC,SKYW,BRC,DXPE,MYRG,RTX,GWW,WERN,UNP,CPA,LXFR,DSGR,KFY,JCI,CR,ALK,HEI,NDSN,TEX,MMM,ASC,WWD,KMT,LSTR,TPC,HUBG,CW,WSC,AXON,DY,RJET,ADUR,FPS,MLI,PH,AME,LIME,MRTN,CLH,AER,GPN,SNA,EBF,FLS,DLX,GIC,OC,CP,NX,TTC,DE,CECO,ITW,LOAR,RBC,DCI,ESP,EML,NSC,LMT,LTM,NPK,APOG,ROK,FBIN,RKLB,ABM,MSA,VOYG,CMC,DRS,VMI,MAS,IR,EMR,UPS,GD,CAAP,GFF,ETN,RCMT,SARO,FSS,GHC,AYI,HON,CSL,VSECU,FELE,BCO,FAST,OSK,KEX,ULH,BBSI,ZWS,KAI,MATW,MDA,RYZ,CTAS,TNC,OTTR,CMRE,IIIN,EME,ALLE,KRNT,EMBJ,LECO,WMS,ZTO,SAIA,FTAI,TRN,BXC,DPC,GNRC,TREX,TATT,CCEC,BA,SUNB,HONA,AADX,ITT,GBX,HURN,FLR,SPXC,CXT,MGRC,KE,WOR,FER,PAM,DOV,GVA,NSSC,AAON,ARLO,OMAB,TXT,ICFI,GATX,GXO,TITN,HAYW,BKSY,ASTE,RBA,MTZ,APG,CRAI,TTEK,HUBB,TT,CARR,AMRC,TAYD,J,JBTM,FERG,AWI,SEB,TISI,ONT,OFLX,RGR,ENR,WM,FTAIM,GGG,POWWP,CHRW,RYAAY,MWA,ROCK,GFL,VLTO,EXPO,LNN,CWST,EPAC,BETA,ULS,CDLR,AIRTP,WCN,TDG,RSG,LPX,AOS,DLB,CAE,CAR,ATS,HII,FDXF,ROAD,ELMT,HY,TRC,LHX,XYL,ALG,AGCO,VRSK,AMTM,FCN,NOC,PPIH,PAC,MAIR,RELX,BBUC,KBR,AERO,CDRE,GPGI,TRI,EFX,OTIS,ASR,WLDN,BWXT,CNM,ESAB,BAH,LII,MMS,RTO,POOL,WSO,SYM,INIO,EQPT,BWMN,BLDR,QXO,SPCX,KRMN,CPRT,SITE,ACM,LMB,FLY,FWRD,PNR,KTOS,REZI,AMSC,STN,MIR,AVAV,AVEX,HAWK,PRIM,XE,NNE,YSS,PSIX,WLFC,MFP"
7,Consumer Cyclical,55,59,61,48,"DBGI,LVLU,VSXY,NDLS,LIND,ELA,MYE,BJRI,MOV,CTRN,FLXS,CAKE,ANDG,CALY,GTX,CBRL,LTH,BZH,RCKY,EAT,VIK,KRT,SN,ZGN,W,CROX,LOCO,ESCA,VAC,M,PRSU,MLKN,SHOO,ETSY,KSS,VGNT,HBB,OPLN,HOFT,COOK,BOBS,MGA,ROST,GEF,CYD,HZO,EXPE,JILL,KMX,BDL,GCO,RUSHB,YETI,RSI,THRM,RUSHA,PAG,BSET,BBY,WEYS,BWA,DIN,JAKK,CASY,MUSA,ANF,LGIH,WSM,LQDT,HVT,MGM,GIII,PHIN,CZR,SAH,CRI,LEGH,SON,TILE,INTG,MHK,SBH,GM,KTB,PENN,STRT,TPR,BURL,LAD,TXRH,PLOW,TNL,FTDR,GLBE,DORM,BH,HOV,SW,MCRI,FIVE,PKG,CCK,LOVE,PII,LZB,RH,CVCO,IHG,PRKS,BC,OSW,LEVI,VVV,MHO,MCFT,HRB,REYN,SKY,ALSN,CVEO,MLR,GOLF,AMCR,HNI,H,PVH,IP,RRR,RIVN,MAR,HOG,ATMU,TOL,AMZN,JACK,AEO,SIG,BROS,BALL,EBAY,RCL,ABNB,RVLV,RL,URBN,SBUX,ALH,DAN,MTN,MTH,SMP,DDS,LEA,XPEL,GPC,PHM,DOO,AIN,AAP,CART,TRS,RACE,BWMX,GRBK,JOUT,TJX,HMC,HLT,AN,RGS,MOD,ALV,JD,CARG,JMKE,KBH,SCI,HAS,CHH,REF,DRI,CCL,MBUU,COLM,BYD,ETD,AS,HGV,ABG,SLGN,MMYT,BKNG,FND,QSR,WWW,CPS,AVY,HTHT,DHI,DECK,GNTX,YUMC,OXM,ULTA,SE,VIPS,VC,FOXF,HD,ADNT,LCII,ZUMZ,YUM,DASH,NCLH,WH,GIL,NATH,RICK,BBWI,CNNE,CMG,DPZ,ONON,EYE,TM,VFC,ORLY,BIRK,ASO,ATAT,WGO,DKS,CVNA,CPHC,BOOT,IBP,LOW,NVR,MELI,WINA,BABA,THO,SGI,MCD,WYNN,PATK,FUN,GAP,CSV,BKE,CAVA,CHDN,KEQU,LEN,TSLA,LVS,CPRI,HSAI,SHOE,PDD,DKNG,CHWY,AZO,LKQ,BFAM,GME,PZZA,TCOM,GPI,LULU,KRUS,TSCO,NKE,BBW,BGSI,CPNG,PLNT,APTV,FLUT,SHAK,WHR,ROL,WING,NEGG"
8,Basic Materials,54,45,38,39,"HYMC,NWPX,FRD,CLMT,AYA,MT,MTRN,KOP,ODC,NUE,KALU,HBM,STLD,CGAU,CSTM,GPRE,CLW,RMIX,SCCO,TECK,PRM,ELVR,ASH,FCX,CMP,BHP,ERO,SKE,AXTA,AUGO,JHX,TX,RS,KWR,CENX,NGVT,SSRM,SCL,NEU,HL,ESI,BVN,DD,REX,SXT,RIO,CMT,MTUS,MEOH,IFF,CF,AG,SA,EGO,SQM,B,UAN,MTX,HCC,BCC,WDFC,CBT,SMG,PPG,IOSP,AVNT,PAAS,WFG,AU,ACNT,MUX,BCPC,EMN,RPM,SHW,CDE,NEM,SSD,FNV,ECL,CC,OGC,WS,CTVA,LYB,APD,AA,USLM,DOW,LIN,HMY,SOLS,WPM,TTAM,UFPI,TFPM,EXP,NTR,RGLD,IPI,FUL,AMRZ,ALB,SIM,ELE,ASIX,WLKP,VMC,IDR,KGC,DRD,WLK,TGLS,AEM,MLM,OR,KNF,GFI,SLVM,PPTA,CRH,AAUC,CE,HWKN,AGI,AMR,PKX,MOS,USAR,OLN,CMCL,SMID,CTGO,MP,MSB,IPX"
9,Real Estate,49,43,51,53,"CBL,PEB,XHR,OUT,PK,HST,FVR,MAC,APLE,RHP,PSTL,CDP,DOC,LXP,HIW,NHP,VNO,CCS,LAMR,SKT,SPG,CURB,NHPAP,NHPBP,JAN,WELL,SLG,CUZ,SEG,FRT,CTO,NREF,AAT,PINE,JLL,IRM,AHR,IIPR,EQIX,BNL,TRNO,IVT,VTR,KRG,RMR,PSA,SAFE,KIM,ALX,EPR,PECO,FR,CHCI,OHI,BRX,HR,DEA,MLP,CTRE,OLP,LINE,BXP,FOR,EGP,ESS,GTY,KRC,NNN,UE,PLD,NTST,MMI,SBRA,JOE,EXR,CHCT,CUBE,VTMX,REG,DLR,UHT,AKR,EQR,INVH,LANDO,MDV,AMH,LANDP,ARL,WY,CPT,UDR,ADAML,LTC,BFS,TCI,WPC,ADAMN,AVB,NLY,ELS,SMA,O,IRT,BPYPP,GOODN,XRN,WHLRD,ADC,BXDC,BPYPO,FCPT,STAG,MAA,AGNCM,AGNCL,AGNCP,AGNCN,EPRT,AGNCO,CBRE,RYN,ADAMM,AGNCZ,UMH,REXR,ADAMZ,NHI,REGCP,FRPH,ARR,SDHC,SUI,GLPI,MRP,MAYS,NMRK,REGCO,BEKE,AXR,ARE,HHH,FSV,AMT,SBAC,VICI,STWD,NEN,CSR,STRS,CCI,OZ,NXRT,CIGI,ACR,EUDA,CSGP,OPI"
10,Communication Services,48,55,46,47,"QMMM,BBGI,ATEX,NBIS,SPHR,MCS,IRDM,STRZ,GSAT,TIGO,IMAX,LILAP,GRPN,MSGE,MSGS,ZD,WLY,CNK,WLYB,ROKU,ECHO,SIFY,SCHL,MGNI,SIRI,EVER,SKM,IDT,JOYY,GOOGL,GOOG,OPRA,MANU,ADV,LYV,WBD,ATNI,MTCH,PPLI,LLYVK,BATRK,LLYVA,BATRA,PSO,VOD,NYT,QNST,AMX,EA,CRTO,OMC,VEON,NWSA,VZ,ATHM,NWS,FWONA,FWONK,TTWO,NTES,WPP,PINS,GRVY,TKO,NXST,CHT,BZ,PHI,BIDU,FOXA,LBRDP,RCI,FOX,SPOT,DIS,BCE,KT,LFTO,CMCSA,VSNT,T,RDDT,YELP,META,APP,WMG,TMUS,TDS,TLK,TIMB,LBRDA,LBRDK,NFLX,BILI,CHTR,GLIBA,GLIBK,AD,ZG,GIBO,Z,TTD,RBLX,CABO"
