IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MGNI,24.88,Communication Services,Advertising Agencies,95.0,96.0,97.0,96.0,0.8971,0.875,0.13,NO,NO
2,QNST,19.21,Communication Services,Advertising Agencies,94.0,95.0,97.0,95.0,0.7521,0.7436,0.05,NO,NO
3,ZD,56.69,Communication Services,Advertising Agencies,93.0,80.0,91.0,91.0,1.2804,1.2304,0.0,NO,NO
4,WPP,24.06,Communication Services,Advertising Agencies,85.0,93.0,93.0,93.0,0.8243,0.6614,0.0,NO,NO
5,ADV,31.92,Communication Services,Advertising Agencies,85.0,2.0,10.0,98.0,1.9249,1.8699,0.0,NO,NO
1,SIF,21.08,Industrials,Aerospace & Defense,97.0,1.0,68.0,93.0,1.298,1.2737,0.0,NO,NO
2,ATRO,73.46,Industrials,Aerospace & Defense,94.0,74.0,76.0,83.0,4.4793,4.1157,0.0,NO,NO
3,DCO,165.77,Industrials,Aerospace & Defense,93.0,7.0,80.0,84.0,7.1693,6.6164,0.0,NO,NO
4,ARXS,51.16,Industrials,Aerospace & Defense,88.0,14.0,89.0,,2.3071,2.2707,0.0,NO,NO
5,AIR,123.9,Industrials,Aerospace & Defense,88.0,4.0,82.0,50.0,6.0643,5.3643,0.0,NO,NO
1,CF,139.25,Basic Materials,Agricultural Inputs,93.0,93.0,90.0,89.0,5.3343,4.8657,0.0,NO,NO
2,IPI,41.2,Basic Materials,Agricultural Inputs,88.0,95.0,83.0,75.0,1.6871,1.6236,0.0,NO,NO
3,UAN,133.99,Basic Materials,Agricultural Inputs,87.0,85.0,78.0,82.0,3.2321,3.1564,0.42,NO,NO
4,NTR,80.32,Basic Materials,Agricultural Inputs,85.0,94.0,86.0,61.0,2.2266,1.9359,0.0,NO,NO
5,CTVA,89.96,Basic Materials,Agricultural Inputs,82.0,93.0,86.0,73.0,2.3221,2.0731,0.62,NO,NO
1,DAL,78.15,Industrials,Airlines,72.0,3.0,28.0,83.0,2.3957,1.96,1.47,NO,NO
2,UAL,108.35,Industrials,Airlines,47.0,3.0,60.0,57.0,3.7286,3.2086,2.07,NO,NO
3,LTM,51.21,Industrials,Airlines,40.0,11.0,60.0,32.0,1.5157,1.3129,3.45,NO,NO
4,CPA,129.05,Industrials,Airlines,35.0,5.0,16.0,28.0,3.2718,2.8768,1.95,NO,NO
5,LUV,38.6,Industrials,Airlines,34.0,2.0,16.0,5.0,1.115,1.0043,0.0,NO,NO
1,CAAP,24.15,Industrials,Airports & Air Services,13.0,12.0,10.0,10.0,0.9623,0.903,0.39,NO,NO
2,OMAB,100.06,Industrials,Airports & Air Services,12.0,11.0,23.0,9.0,2.7407,2.5311,0.79,NO,NO
3,PAC,208.46,Industrials,Airports & Air Services,6.0,14.0,8.0,7.0,6.0021,5.4343,0.94,NO,NO
4,ASR,255.89,Industrials,Airports & Air Services,4.0,8.0,7.0,3.0,6.4336,6.1086,0.0,NO,NO
1,KALU,162.59,Basic Materials,Aluminum,91.0,31.0,8.0,84.0,8.355,7.7971,0.0,NO,NO
2,CSTM,26.62,Basic Materials,Aluminum,81.0,11.0,3.0,41.0,1.0789,1.0168,0.0,NO,NO
3,CENX,47.28,Basic Materials,Aluminum,81.0,79.0,2.0,9.0,2.5257,2.4786,0.0,NO,NO
4,AA,51.06,Basic Materials,Aluminum,15.0,91.0,1.0,4.0,2.2204,2.0302,0.0,NO,NO
1,FIGS,15.01,Consumer Cyclical,Apparel Manufacturing,92.0,97.0,91.0,9.0,0.5587,0.5512,0.0,NO,NO
2,KTB,72.63,Consumer Cyclical,Apparel Manufacturing,25.0,5.0,71.0,13.0,2.9129,2.6454,0.0,NO,NO
3,RL,336.52,Consumer Cyclical,Apparel Manufacturing,14.0,7.0,14.0,14.0,9.4679,8.9757,0.0,NO,NO
4,GIII,28.47,Consumer Cyclical,Apparel Manufacturing,12.0,1.0,9.0,13.0,1.0379,0.9764,0.0,NO,NO
5,COLM,56.86,Consumer Cyclical,Apparel Manufacturing,12.0,19.0,8.0,14.0,1.5232,1.4032,0.0,NO,NO
1,VSXY,84.84,Consumer Cyclical,Apparel Retail,97.0,18.0,74.0,92.0,3.8394,3.6144,0.0,NO,NO
2,ANF,136.65,Consumer Cyclical,Apparel Retail,95.0,95.0,98.0,91.0,8.2575,6.6446,0.0,NO,NO
3,CTRN,67.5,Consumer Cyclical,Apparel Retail,95.0,17.0,96.0,93.0,3.3986,3.1543,0.0,NO,NO
4,JILL,19.06,Consumer Cyclical,Apparel Retail,88.0,63.0,96.0,63.0,0.9292,0.9188,0.0,NO,NO
5,ROST,230.85,Consumer Cyclical,Apparel Retail,80.0,11.0,34.0,58.0,6.7864,6.1757,0.51,NO,NO
1,MAAS,17.4,Financial Services,Asset Management,98.0,7.0,97.0,98.0,1.2196,1.2161,0.0,NO,NO
2,WT,23.75,Financial Services,Asset Management,95.0,85.0,92.0,91.0,0.8057,0.7886,0.0,NO,NO
3,AAMI,89.99,Financial Services,Asset Management,95.0,44.0,91.0,95.0,2.6473,2.4105,0.0,NO,NO
4,TWN,103.23,Financial Services,Asset Management,95.0,95.0,62.0,95.0,2.9343,2.6629,0.0,NO,NO
