Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,94,96,96,96,SI
2,Energy,69,52,42,73,"NESR,NGL,DK,PBF,PARR,EFXT,WTTR,FTK,DINO,INSW,NBR,VLO,MPC,KGS,OII,PBT,FET,FTI,TEN,TRGP,EC,WBI,WKC,FRO,CVE,PSX,YPF,CMBT,BWLP,LBRT,LPG,SUNC,HP,STNG,DHT,EE,LB,SOBO,XPRO,TS,PBA,PR,TRMD,OVV,NGS,TRP,SM,SUN,EQNR,VAL,PAGP,SU,SEI,DTM,PAA,TNK,VIST,NOV,HAL,TDW,INVX,NVGS,PDS,KNTK,SMC,FANG,DKL,PBR,IMO,OKE,TPL,NE,SDRL,FLNG,CNQ,REPX,E,WHD,WMB,WDS,ENB,EOG,CHRD,WES,BKR,XOM,DVN,ET,OXY,EPD,TTE,SLB,CVI,GLNG,HESM,TBN,KMI,LNG,MUR,CQP,COP,CVX,NC,RNGR,BP,SHEL,VNOM,MPLX,MGY,FLOC,CAPL,MTDR,VTOL,BKV,USAC,PNRG,TGS,WFRD,GLP,SBR,DMLP,HMH,IMPPP,WHK,CRC,NCSM,RRC,NFG,EROK,CNR,CNX,BTU,EQT,NRP,EXE,CCJ,GPOR,NOG,VTS,LEU"
3,Healthcare,67,78,61,56,"ERAS,QTTB,SYRE,DFTX,KOD,RLYB,SLGL,PRAX,DMRA,ORKA,LQDA,RLAY,MBX,TXG,TNGX,BIOA,NBTX,RVMD,FBRX,DNTH,NVCT,CDNA,MCTA,PACS,MANE,PVLA,URGN,TWST,GH,PSNL,CELC,BTSG,CRNX,BTSGU,FTRE,GLUE,TVTX,STRO,QURE,INBX,ETON,EMPG,HNGE,FTH,GHRS,EWTX,MNPR,FBIOP,ELVN,CORT,DVA,ELMD,VCYT,MPLT,ROIV,COGT,IMVT,OSCR,CNC,TRAX,NHC,KYMR,ESTA,HUM,IMUX,TCMD,IART,TRVI,MRNA,JBIO,LGND,TYRA,NRIX,TGTX,PTGX,ILMN,PLSE,KNSA,NGNE,INDV,CGEM,RAPP,DYN,RCUS,KRYS,JAZZ,PGNY,CGON,XENE,TENX,CUE,SEPN,PNTG,MIRM,CON,VTRS,RIGL,NKTR,GKOS,HCSG,OMDA,CAPR,ZBIO,LNTH,LBRX,LIVN,PDEX,MD,BKD,BRKRP,SION,PARK,BRKR,IMNM,CYTK,CVS,GRDN,RPRX,NTRA,WST,NUTX,BLTE,TECX,SNDX,NRC,BLLN,SNDA,OMCL,VCEL,BLFS,DRUG,TEVA,INCY,LLY,UNH,PHVS,BIIB,COAG,MOH,STAA,EXEL,GRAL,DNLI,NPCE,NBIX,CRL,MRK,ELAN,ICUI,CLDX,HSTM,IDYA,SRZN,MDGL,GPCR,JNJ,CAH,HAE,TECH,IRMD,SRRK,NVCR,HSIC,UFPT,CHE,STOK,SHC,PTCT,KMTS,SLP,VTVT,ZYME,PRVA,UTHR,PCVX,ICLR,NVST,HALO,MESO,BMY,GLSI,CLPT,RVTY,PTHS,UTMD,DXCM,TFX,DGX,HROW,WRBY,WAT,RARE,MEDP,SIBN,SOLV,PCRX,CBIO,EW,RYTM,HQY,IQV,PEN,ELV,VERA,TBPH,NVS,CBLL,VRTX,VKTX,LMAT,GSK,CTEV,GILD,HRMY,KIDS,GMED,BMRN,INVA,INMD,RGEN,IRON,PRPO,LH,MLTX,SMTI,CNMD,STVN,MAZE,FLGT,BLCO,SUPN,ITGR,IMCR,TMO,TAK,THC,MCK,EHC,ENOV,ODTX,BIO,SGRY,REGN,NAMS,MTD,COLL,HIMS,GMAB,MLYS,CI,NVO,COO,ONC,ZBH,RDNT,DHR,LFMDP,VRDN,FMS,CSTL,SDGR,PHG,ENSG,SPTX,PFE,COR,MMSI,IDXX,SNN,KARD,LKFT,STE,MDLN,MMED,USPH,SYK,QGEN,VEEV,TARS,SNY,TNDM,PBLS,MDT,LEGN,JANX,VOR,BNTX,GEHC,HCA,HTFL,TEM,CRSP,IONS,PAHC,ZLAB,ISRG,SRPT,RMD,UHS,IRTC,SGP,PBH,QDEL,WAY,INSM,OPCH,WGS,KLRA,INSP,CAI,PODD,TMDX,DOCS,PRCT,ZTS,BSX,SPRB,QNCX"
4,Financial Services,59,71,61,59,"MAAS,SEZL,HUT,ENVA,ECPG,WULF,CARE,MSBI,KF,EZPW,MRX,VBNK,TWN,CCXIU,CMTV,BOTJ,UFCS,PGC,STT,FNRN,VCTR,SNEX,GCBC,IX,CLBK,PS,FSEA,CHMG,SMFG,VIRT,PKBK,FSBC,WT,HFBL,RBB,TD,BNY,PCB,IFS,PLGO,TRST,BMO,RY,FCAP,UVSP,FFBC,OPY,VOYA,MUFG,MYFW,BPOP,PFIS,OBK,CM,BWFG,DGICB,CZWI,SBFG,NTRS,TFIN,SHBI,VLY,GL,TFSL,WSFS,TCBK,MBIN,BNS,CBK,WRLD,IVZ,FRST,PLBC,HG,CBC,FISI,SMBC,CCNE,CBNA,CFG,RRBI,CNO,HSBC,FNLC,BSRR,PDLB,KB,RBKB,FRAF,FVCB,GS,PBFS,TMP,DCOM,SFST,CACC,THFF,OBT,STK,FCFS,PFG,CIVB,CTBI,BY,CNOB,MCY,IBKR,MCBS,CPF,MKTW,UBS,SMBK,CIB,SRCE,RBCAA,MS,FITB,UVE,CATY,HWBK,UMBF,SHG,FULT,BWB,NBN,NEWT,FBP,CFBK,NTB,STBA,SLF,CWBC,GSBC,HBT,FMBH,PEBO,WAFD,ZION,FUNC,WTBA,CAC,HAFC,EBC,BLX,FDSB,SRBK,TSBK,MCB,FBNC,PEBK,BMA,JXN,LOB,USB,WABC,HFWA,MTB,HAPN,NIC,NBTB,FXNC,LCNB,EBMT,COLB,HWC,BVFL,HBNC,MFC,WSBF,QCRH,PNC,BUSE,MBBC,KINS,FMAO,ING,RF,EWBC,FCF,NWBI,CZFS,HQL,LSBK,EMF,BHB,MRBK,FBIZ,BSTZ,ITIC,TRV,WASH,PFS,FIBK,SPNT,WHG,FLG,OSBC,NODK,KEY,SKWD,UBSI,GABC,WSBC,HBCP,FCBC,LARK,OFG,EFSC,CAF,WTFC,FDBC,ECBK,CFR,BOH,ONB,COFS,INDB,HMN,MET,CPBI,THG,VABK,FAF,SEIC,RGA,CBU,FBLA,ISTR,BOKF,EGBN,BFST,INBK,WBS,MBWM,C,ESQ,MNSB,CNS,NRIM,NBHC,TROW,SFNC,EQBK,ORRF,HTB,RNST,PFBC,NXG,CVBF,DBRG,CEE,CCBG,COSO,NECB,BHF,SLDE,FUSB,CBNK,FCCO,NP,MCHB,PRI,TRMK,TRIN,MVBF,GBCI,HASI,RDN,FGNXP,BPRN,FNB,MPB,GAIN,BKU,JMSB,PRK,SYBT,BOW,FG,SBSI,FRME,EIG,RMBI,CLST,FHB,BMRC,LIFE,BSVN,RM,EFSI,TCBI,SIGI,NKSH,CBAN,GOLD,HTH,NWFL,UCB,BHRB,NWG,RNR,GLRE,SFBS,UNM,PMTS,IBCP,USCB,PRU,CB,RIOT,NFJ,LMND,OVLY,NMIH,TWFG,CCD,HYNE,OVBC,IGIC,FHI,UNTY,HNVR,LNC,BST,TFC,JPM,FSBW,MSCI,FRBA,HQH,CFFI,CZNC,CUBI,FGBIP,IBOC,STC,FBK,FNWD,FFIN,ESNT,EMO,CBFV,PBHC,BTO,SRV,CNA,CHCO,IOR,CASH,CINF,HBAN,PEO,L,RVI,NPB,V,OPBK,MTG,HCI,CBSH,EG,HOMB,SBCF,OCFC,BGR,BSAC,SPFI,GGAL,FHN,BME,UTF,OZK,PRAA,CII,FCNCA,VALU,MCO,HIFS,NBBK,FOA,MXF,PB,TCBX,EVT,SSB,QQQX,CSQ,LGI,CRBG,WFC,RVT,WTM,ETO,TOWN,MIAX,GDV,GGZ,PNFP,RJF,JEF,CSWC,HRTG,SPXX,EQH,MEGI,DB,TCBS,ETG,GAM,RMI,TY,NIE,SCHW,FFA,NCV,PROV,BUI,RLTY,FDUS,OMF,TBBK,ETV,LKFN,EVR,TBLD,NBXG,MBINL,JCE,HTD,NEWTP,HIG,GUG,NDAQ,WAL,UNB,PLMR,EOT,SFBC,CBOE,BMEZ,WF,CNOBP,ECCC,SATA,BWIN,NNI,FNF,FRBT,BWBBP,ETB,CET,GLU,STEW,SLM,DGICA,THQ,HOOD,MA,OXLCO,ORI,MNSBP,UTG,MSBIP,SII,SAFT,VRTS,MMD,WRB,MC,SPGI,OCCIN,EFSCP,SPME,MBINM,MGYR,BLK,HIPO,SYF,TRU,EICA,MBNKO,LCLN,BPYPM,OXLCN,CCID,BUSEP,OCCIM,EIIA,SF,ECAT,COF,SCD,UMBFO,SOR,LDP,PDPA,CCNEP,MBINN,VLYPO,JCAP,ETX,SLMBP,ONBPP,BTT,DFP,WSBCO,VLYPP,PUK,WTFCN,WAFDP,HPI,HPF,SPMA,ONBPO,FFC,FRMEP,ONIT,PSF,BMN,TIPT,TREE,MKL,VLYPN,HBANL,RNP,TCBIO,EOI,PYPL,PJT,ISBA,BN,TYG,OZKAP,ETOR,IGI,BNT,IBN,FPF,FLC,FRHC,PTA,RLI,GSHD,LPLA,NBB,PDX,SDHY,MRSH,FULTP,NPFD,GLAD,HTGC,EOS,FCNCP,PGR,GBFH,MSDL,WTW,FSUN,VEL,NTRSO,SIGIP,JLS,FDS,GBLI,MAIN,IREN,FCNCO,PFX,HBANZ,PSUS,CRVL,HBANM,HBANP,IIF,RYAN,BXSL,PIPR,BHFAO,XP,PDI,DXYZ,ZIONP,MCI,BX,GSIW,HERZ,CME,KKR,XZO,TW,LAZ,BRO,CCB,ROOT,GLXY,TPG,ICE,MPV,WD,TSLX,SAR,HDB,KNSL,KLAR,MORN,PFSI,CG,PWP,HLI,XFLT,ERIE,FIGR,SOFI,TRUP,BOT,VCX,STEP,UPST,KMPR,HLNE,MKTX,COIN,FUTU,CRCL,BMNR"
5,Real Estate,58,68,62,59,"HPP,CBL,PEB,OUT,FVR,PSTL,XHR,MAC,WELL,RMR,NSA,NHP,HST,PINE,RHP,DOC,LAMR,MDV,VTR,HIW,CURB,IVT,CDP,CUZ,KRG,SPG,IIPR,CTO,BNL,NHPAP,EGP,NHPBP,TRNO,LXP,VNO,HR,SKT,FRT,FR,NREF,FOR,PECO,JAN,GTY,SEG,PLD,COLD,UE,KIM,IRM,BRX,NTST,LINE,CTRE,OHI,KRC,ESS,EQIX,OLP,NNN,VTMX,SAFE,CHCT,LTC,DEA,MMI,CCS,STAG,CHCI,EQR,BFS,BXP,REG,UDR,WPC,PSA,EPR,XRN,INVH,JLL,UHT,CPT,O,NLY,CUBE,JOE,SLG,FCPT,LANDP,EPRT,ELS,SMA,EXR,SBRA,LANDO,BPYPP,WHLRD,MLP,IRT,FRPH,BPYPO,TCI,BRT,NMRK,UMH,MAA,NHI,IRS,HHH,GOODN,REXR,BXDC,WY,SDHC,GLPI,REGCP,RYN,DLR,REGCO,SUI,MRP,CBRE,MAYS,FSV,NXRT,CSR,VICI,STWD,SBAC,BXMT,NEN,JBGS,CCI,STRS,OZ,CIGI,CSGP,OPI"
6,Industrials,57,52,53,54,"SIF,BUUU,VSTS,FCEL,CDNL,NCEW,XMTR,PHOE,CVLG,POWL,MEC,STRL,KFRC,RXO,KELYB,MATX,CYRX,TH,PKOH,FIX,CRS,MYRG,JBHT,FA,PBI,HSHP,CMPR,CECO,ECO,RHLD,HTLD,GEO,GRC,LGN,NVRI,PRG,TWIN,TKR,GHM,HLIO,WERN,EDRY,CXW,FSTR,MAN,DCO,VRT,CAT,TFII,SNDR,CHRW,NVT,KNX,KELYA,ESOA,PRLB,BLBD,IESC,UNF,CMDB,ECG,LSTR,ENS,GEV,R,EFTY,PLPC,MRTN,PL,HXL,MTZ,MSM,NMM,XPO,PKE,ODFL,NPO,SWBI,FDX,EXPD,VMI,SXI,RHI,CSX,CMI,DXPE,HUBG,GNK,MG,DAL,PWR,GWW,NSP,UHAL,HURC,DAC,RRX,SWK,FPS,WCC,LXFR,ZIM,SAIA,PESI,HRI,LUV,URI,MRCY,SBLK,UNP,GSL,WWD,DY,CASS,WTS,TRN,HWM,VVX,RBC,CNI,EML,WSC,ROK,IEX,GNRC,KEX,DSGR,MAS,UAL,RYZ,DLX,KMT,ESEA,MIDD,TRNS,BRC,WLFC,TNET,CPA,CLH,SNA,JCI,CP,UPS,NSC,TEX,GFF,NDSN,CW,KFY,OC,DE,WAB,PCAR,TTC,TPC,GHC,ESLT,CR,CARR,ZTO,GE,OTTR,FBIN,CMRE,PH,EBF,ESP,TNC,FELE,DOV,ULS,GENC,GIC,GTES,CAAP,GVA,VSEC,SEB,GD,MATW,HEI,ITW,RCMT,RTX,TT,MLI,TAYD,CTAS,CWST,ZWS,WM,WMS,EME,SPXC,DCI,LTM,OSK,MAIR,FLS,CMC,REZI,RYAAY,LECO,CSW,LII,ETN,NX,FAST,RBA,GPN,PAM,TITN,FTAI,MGRC,TRC,CCEC,FSS,CIX,ITT,ISSC,TISI,WCN,HONA,RTO,MMM,GBX,CDLR,SUNB,TXT,RKLB,HUBB,FLR,KAI,RSG,IR,GATX,MSA,JBTM,FTAIM,EMBJ,WOR,LIME,FDXF,CBZ,SKYW,NPK,CXT,EMR,GXO,FER,POWWP,HON,ICFI,TREX,CSL,ENR,CRAI,LNN,OFLX,TATT,DPC,J,MDA,OMAB,MWA,LOAR,FERG,VLTO,RGR,FCN,VSECU,DRS,KE,KRNT,RJET,EPAC,WSO,BXC,XYL,LMT,TTEK,PAC,VRSK,GFL,LPX,NSSC,EXPO,SARO,ONT,HY,ROCK,TDG,ROAD,GGG,LHX,BWXT,KBR,PPIH,OTIS,WLDN,CDRE,CAE,EFX,CNM,NOC,INIO,HURN,IIIN,ESAB,RELX,SITE,SPCX,POOL,LMB,TRI,HII,CAR,BWMN,VOYG,MMS,DLB,BLDR,BKSY,MIR,CPRT,EVI,STN,QXO,SYM,PRIM,PNR,EQPT,KTOS,KRMN,SMX,HAWK,FLY,NNE,YSS,MFP,PSIX"
7,Technology,55,46,60,53,"SNDK,MGRT,CHRN,MXL,MU,WDC,LITE,PENG,STX,ICHR,VICR,DELL,SIMO,VPG,IMOS,UMC,TSEM,DOCN,UCTT,RTB,INTC,MEI,SILC,VIAV,VSAT,PTRN,DAVE,CIEN,DDOG,MKSI,HQ,SHAZ,VSH,MRVL,HPE,PANW,KLIC,COHU,FTNT,FROG,BRUN,STM,LRCX,FLEX,FSLY,OKTA,LASR,CRWD,TER,SMTC,FORM,TTMI,SITM,VECO,ONTO,MITK,COHR,EXTR,TENB,KLAC,GLW,PDFS,BHE,TWLO,CEVA,OOMA,CCSI,SKYT,LSCC,SYNA,RELY,NAVN,SEDG,KN,NTAP,DGII,MTSI,WATT,NTCT,YOU,SNOW,RDVT,CSCO,PLXS,FEIM,FLYW,CGNX,RELL,ROG,KEYS,QLYS,SANM,SNX,TXN,RAL,CRDO,ON,POWI,VRNS,NET,GFS,DIOD,MPTI,WYFI,SCSC,LFUS,SLAB,RAMP,ESE,RNG,CIFR,FIVN,FFIV,WOLF,S,OUST,CTS,TSM,KARO,PLTS,ST,Q,MPWR,NSIT,CNXN,NATL,ITRN,ENTG,LYTS,JBL,TDC,NXPI,DBD,NOVT,CVLT,INGM,RBRK,NYAX,MDB,DJCO,ZETA,OSPN,NOVTU,CORZ,NXT,XYZ,MLAB,NVEC,DBX,UMAC,RDWR,GCT,CPAY,ENPH,NVMI,CDNS,QCOM,FTV,INOD,IPGP,IOT,PLUS,BOX,GEN,MCHP,BKTI,SAIC,ZM,CAMT,CLS,UPBD,GRND,NTNX,IBEX,HPQ,NVDA,KSPI,TDY,MCHPP,DT,PRGS,RMBS,CLBT,CRUS,PAYX,PI,TSAT,GTLB,PAY,GRMN,FSLR,SWMR,BRZE,DAKT,IBTA,EEFT,WEX,VRSN,LOGI,MANH,ZBRA,BILL,EVTC,SAIL,FN,P,QRVO,PCTY,MBGL,ESTC,PLAB,LYFT,U,MQ,MSI,LIF,PAYC,CLFD,CLMB,FICO,INTA,CDW,DFIN,JKHY,QNT,TEL,TTAN,SHOP,DOCU,TEAM,PGY,TOST,QTWO,SWKS,CHYM,SSNC,SKHY,SONY,GDDY,DCBO,STRF,DSGX,CACI,SNPS,MSFT,UBER,PSN,STRC,WDAY,PLTR,GWRE,BMI,NICE,ROP,IDCC,IIIV,SMCIP,NTGR,SPSC,OTEX,WK,UI,FOUR,DUOL,OSIS,NCNO,GDS,CHKP,VNT,IBM,NOW,CRM,BSY,GIB,PAYP,BSP,ITRI,EXLS,FORTY,PTC,BR,G,KVYO,ZS,OCTV,TYL,CALX,STRD,MNDY,QBTS,PAR,SAP,TRMB,PCOR,IONQ,HUBS,FIS,VIA,SMCI,BL,FIG,DOX,STRK,CNXC,IT,PEGA,OLED,BLKB,CTSH,JKS,LDOS,CRWV,ORCL,EPAM,CBRS,INTU,WIX,GLOB,BLSH,MSTR,EFOR,FXHO"
8,Consumer Cyclical,53,61,58,45,"VSXY,GTX,ELA,VEEE,MOV,LIND,FLXS,MYE,RSI,CALY,BJRI,CTRN,INTG,LTH,MOD,CROX,PRSU,BZH,SAH,VAC,LOCO,OPLN,VIK,CBRL,LQDT,KRT,SN,BWA,M,CAKE,CVEO,COOK,ETSY,PII,LGIH,BSET,YETI,PHIN,MUSA,MCRI,MGA,RUSHA,PENN,GOLF,CASY,ESCA,HBB,ROST,HZO,BWMX,GIII,TILE,MGM,RCKY,DIN,RUSHB,KMX,LEA,KTB,VGNT,LEGH,WEYS,SHOO,GCO,KSS,MLKN,JAKK,PAG,FTDR,PLOW,MHO,CYD,DORM,EBAY,IHG,WSM,W,HOV,EAT,JILL,MCFT,OSW,H,TMHC,BURL,MAR,VVV,SBUX,REYN,CRI,THRM,TRS,HVT,SON,BROS,TOL,RRR,MLR,RH,SKY,LOVE,GEF,GM,STRT,EXPE,SBH,LZB,RGS,LEVI,CCK,CZR,HOG,COLM,PRKS,RL,CVCO,BH,BOBS,GRBK,TXRH,TPR,RIVN,MTH,PKG,LAD,FIVE,DAN,GLBE,HGV,TNL,JOUT,CART,SLGN,HLT,XPEL,SMP,URBN,DOO,VFC,GNTX,QSR,BIRK,PHM,DRVN,DECK,DHI,RVLV,BYD,MTN,TJX,SW,HRB,VC,KBH,JACK,GPC,HMC,MHK,PVH,MNRO,CARG,HNI,MBUU,DRI,TSLA,SIG,LCII,RACE,DKS,YUM,FOXF,SCI,OXM,NATH,CPS,WINA,HAS,HTHT,RCL,CPHC,CHH,RICK,HD,WWW,CNNE,FUN,KEQU,DDS,WGO,CVNA,WH,JD,ETD,YUMC,GME,GIL,NVR,ZUMZ,IBP,SGI,CCL,DFH,ONON,BKNG,BOOT,FND,ORLY,IP,MELI,CHDN,MCD,LOW,TM,WYNN,SE,DASH,NCLH,ULTA,CAVA,GPI,THO,PATK,GAP,CSV,LVS,CMG,PZZA,LEN,MMYT,DKNG,CPRI,DPZ,BKE,LKQ,ROL,SHOE,EYE,PDD,NKE,KRUS,BGSI,TCOM,CPNG,CHWY,FLUT,LULU,PSNY,HSAI,TSCO,PLNT,WING,SHAK,WHR"
9,Basic Materials,49,28,36,42,"INHD,NWPX,MTRN,CLMT,FRD,HYMC,RMIX,ODC,GPRE,KOP,PRM,ELVR,KALU,NUE,STLD,CSTM,MT,REX,CMP,RS,ESI,BHP,WDFC,CBT,NGVT,JHX,SCCO,CMT,MEOH,CF,CTVA,SMG,CGAU,KWR,SSRM,MTX,DD,SCL,RIO,HBM,SXT,TECK,TX,SSD,SQM,CENX,IFF,MTUS,BVN,UAN,TTAM,PPG,LIN,NEU,IOSP,HCC,FCX,WS,KNF,SKE,WFG,CC,ERO,SIM,NTR,ECL,IPI,WLKP,VMC,DOW,SHW,EXP,NEM,EMN,LYB,SOLS,RPM,SA,FUL,MLM,CRH,PAAS,EGO,UFPI,HWKN,OGC,FNV,OLN,PKX,KGC,MUX,USLM,TGLS,CLW,CE,SLVM,RGLD,WPM,TFPM,SMID,IDR,WLK,USAR,MOS,GFI,DRD,MSB,OR,MP,PPTA,CTGO,CMCL,IPX"
10,Communication Services,48,56,47,45,"QMMM,STRZ,SPHR,TIGO,IRDM,GRPN,NBIS,GSAT,SCHL,LILAP,MSGS,MSGE,ROKU,ZD,MCS,SIRI,WLY,EVER,WBD,WLYB,GOOGL,GOOG,ECHO,MANU,QNST,MGNI,SKM,IDT,OPRA,MTCH,VOD,PSO,LYV,IMAX,NYT,LLYVK,PPLI,LLYVA,JOYY,CRTO,OMC,EA,CNK,NWSA,NWS,FWONA,FWONK,RDDT,VZ,TTWO,GRVY,RCI,NTES,TIMB,VEON,CHT,META,TKO,NXST,TMUS,BIDU,WMG,PHI,WPP,YELP,DIS,FOXA,FOX,LBRDP,PINS,VSNT,BZ,T,KT,CMCSA,TDS,SPOT,LFTO,BILI,NFLX,RBLX,GLIBA,GLIBK,ZG,Z,TTD,LBRDA,LBRDK,CHTR,GIBO,CABO"
