SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Energy,1,FRO,97.75,Extended Near High,Normal,50.52,0.51,3.22,97.0,97.0,94.0,95.0,NO,2.11,NO,41.12,34.18,42.98,38.42,Oil & Gas Midstream
2,Energy,2,TEN,97.33,Extended Near High,Normal,49.62,0.12,3.05,96.0,96.0,93.0,92.0,NO,0.94,NO,40.87,35.18,42.42,39.88,Oil & Gas Midstream
2,Energy,3,INSW,96.55,Breakout Zone,Normal,105.84,0.83,3.51,96.0,94.0,94.0,94.0,NO,0.0,NO,94.61,75.33,97.7,85.17,Oil & Gas Midstream
2,Energy,4,LPG,96.34,Extended Near High,Normal,55.38,1.04,3.28,96.0,96.0,91.0,96.0,NO,0.0,NO,46.62,36.95,49.36,41.62,Oil & Gas Midstream
2,Energy,5,TNK,96.11,Extended Near High,Normal,100.0,1.95,3.56,96.0,96.0,94.0,94.0,NO,0.0,NO,81.89,71.74,86.15,77.84,Oil & Gas Midstream
3,Healthcare,1,TXG,98.52,Extended Near High,Loose,70.11,0.5,5.34,98.0,96.0,98.0,98.0,NO,0.0,NO,53.83,30.2,57.34,36.6,Medical Devices
3,Healthcare,2,ATRC,98.1,Extended Near High,Normal,55.79,0.38,3.73,96.0,97.0,98.0,96.0,NO,0.55,NO,42.5,35.0,45.28,34.62,Medical Instruments & Supplies
3,Healthcare,3,NUTX,97.35,Extended Near High,Loose,217.02,0.9,4.95,97.0,95.0,96.0,98.0,NO,0.0,NO,177.16,142.99,179.14,143.48,Medical Care Facilities
3,Healthcare,4,NTRA,97.12,Breakout Zone,Normal,341.79,0.41,2.96,96.0,93.0,97.0,96.0,NO,0.0,NO,298.07,238.27,309.04,245.33,Diagnostics & Research
3,Healthcare,5,CDNA,96.47,Extended Near High,Loose,52.37,2.42,4.76,98.0,93.0,98.0,98.0,NO,0.46,NO,42.87,25.92,46.45,29.83,Diagnostics & Research
4,Technology,1,OKTA,97.11,Extended Near High,Loose,186.45,1.7,6.09,97.0,96.0,97.0,98.0,NO,3.78,NO,149.75,104.19,155.04,114.7,Software - Infrastructure
4,Technology,2,TEAM,96.13,Extended Near High,Loose,192.77,2.94,5.2,97.0,95.0,98.0,98.0,NO,4.36,NO,135.98,110.14,151.68,104.55,Software - Application
4,Technology,3,IBTA,95.54,Extended Near High,Loose,42.4,2.37,4.33,96.0,94.0,95.0,96.0,NO,0.88,NO,34.18,29.2,35.58,32.71,Software - Application
4,Technology,4,CRWD,95.21,Extended Near High,Loose,235.38,1.67,6.46,97.0,88.0,95.0,97.0,NO,5.93,NO,203.41,144.67,207.42,160.04,Software - Infrastructure
4,Technology,5,DJCO,94.57,Breakout Zone,Normal,677.05,0.5,3.9,91.0,94.0,91.0,89.0,NO,0.0,NO,599.56,545.77,611.37,550.78,Software - Application
5,Financial Services,1,SLDE,97.29,Extended Near High,Normal,26.23,0.98,2.73,96.0,96.0,97.0,92.0,NO,1.45,NO,21.94,18.89,22.57,19.77,Insurance - Property & Casualty
5,Financial Services,2,KB,95.43,Breakout Zone,Tight,132.88,0.31,2.43,93.0,94.0,91.0,88.0,NO,0.0,NO,120.88,105.43,123.43,111.88,Banks - Regional
5,Financial Services,3,AII,95.3,Extended Near High,Normal,26.49,1.89,3.17,94.0,93.0,97.0,89.0,NO,0.89,NO,22.3,19.75,23.27,20.11,Insurance - Property & Casualty
5,Financial Services,4,ASIC,95.23,Near Breakout,Normal,27.99,1.37,3.51,93.0,94.0,95.0,91.0,NO,0.84,NO,25.07,21.26,25.52,22.45,Insurance - Property & Casualty
5,Financial Services,5,SHG,94.88,Near Breakout,Tight,84.11,1.71,2.42,94.0,94.0,92.0,91.0,NO,0.0,NO,74.75,65.1,76.76,69.01,Banks - Regional
