IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MGNI,24.73,Communication Services,Advertising Agencies,95.0,93.0,98.0,97.0,1.1007,0.895,0.49,NO,NO
2,QNST,20.5,Communication Services,Advertising Agencies,93.0,91.0,97.0,95.0,1.1218,0.7897,0.0,NO,NO
3,ZD,55.38,Communication Services,Advertising Agencies,93.0,77.0,92.0,95.0,2.3764,2.1114,0.0,NO,NO
4,WPP,26.91,Communication Services,Advertising Agencies,91.0,97.0,96.0,91.0,1.4643,0.9243,0.0,NO,NO
5,OMC,87.57,Communication Services,Advertising Agencies,76.0,75.0,83.0,84.0,3.3446,2.8682,0.0,NO,NO
1,DFNS,33.78,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,20.3717,14.2419,0.0,NO,NO
2,ATRO,93.45,Industrials,Aerospace & Defense,97.0,97.0,95.0,93.0,5.0757,4.5529,0.04,NO,NO
3,SIF,20.0,Industrials,Aerospace & Defense,97.0,4.0,73.0,97.0,2.5907,2.2164,0.0,NO,NO
4,DCO,206.98,Industrials,Aerospace & Defense,95.0,94.0,94.0,95.0,9.0579,8.3721,0.29,NO,NO
5,PKE,38.2,Industrials,Aerospace & Defense,94.0,89.0,79.0,93.0,1.7499,1.5574,1.13,NO,NO
1,CF,118.3,Basic Materials,Agricultural Inputs,76.0,24.0,17.0,84.0,4.7064,4.2257,0.35,NO,NO
2,UAN,123.5,Basic Materials,Agricultural Inputs,67.0,62.0,23.0,60.0,4.1064,3.4557,0.98,NO,NO
3,IPI,36.62,Basic Materials,Agricultural Inputs,57.0,48.0,5.0,52.0,1.6857,1.5629,1.08,NO,NO
4,NTR,68.24,Basic Materials,Agricultural Inputs,41.0,23.0,12.0,18.0,2.073,1.7969,0.77,NO,NO
5,CTVA,76.68,Basic Materials,Agricultural Inputs,34.0,3.0,11.0,39.0,2.5994,2.1416,0.24,NO,NO
1,DAL,89.35,Industrials,Airlines,89.0,52.0,90.0,85.0,2.4921,2.1343,0.0,NO,NO
2,UAL,125.34,Industrials,Airlines,84.0,73.0,92.0,69.0,4.2886,3.6486,0.0,NO,NO
3,LUV,44.26,Industrials,Airlines,74.0,4.0,78.0,7.0,1.5571,1.3628,0.0,NO,NO
4,SKYW,107.58,Industrials,Airlines,62.0,79.0,92.0,39.0,3.5596,3.2268,0.0,NO,NO
5,ALGT,85.75,Industrials,Airlines,60.0,1.0,67.0,3.0,5.4714,4.8336,0.0,NO,NO
1,CAAP,24.48,Industrials,Airports & Air Services,31.0,11.0,34.0,7.0,0.8327,0.8195,0.0,NO,NO
2,OMAB,103.39,Industrials,Airports & Air Services,9.0,11.0,14.0,5.0,3.2493,3.1143,0.0,NO,NO
3,PAC,206.98,Industrials,Airports & Air Services,5.0,3.0,5.0,2.0,5.7243,5.5104,0.0,NO,NO
4,ASR,264.58,Industrials,Airports & Air Services,4.0,7.0,7.0,2.0,7.4636,7.21,0.0,NO,NO
1,KALU,181.73,Basic Materials,Aluminum,94.0,88.0,46.0,87.0,8.7614,7.8586,0.0,NO,NO
2,CSTM,29.6,Basic Materials,Aluminum,90.0,60.0,8.0,80.0,1.2436,1.1278,0.0,NO,NO
