IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MGNI,23.7,Communication Services,Advertising Agencies,94.0,18.0,97.0,96.0,0.9664,0.9507,0.0,NO,NO
2,QNST,18.08,Communication Services,Advertising Agencies,91.0,3.0,97.0,93.0,0.825,0.8014,0.0,NO,NO
3,ZD,55.73,Communication Services,Advertising Agencies,91.0,81.0,88.0,91.0,1.2632,1.2561,0.0,NO,NO
4,WPP,25.07,Communication Services,Advertising Agencies,89.0,8.0,96.0,92.0,0.8154,0.5925,0.0,NO,NO
5,ADV,30.88,Communication Services,Advertising Agencies,67.0,90.0,4.0,97.0,1.7848,1.7409,0.0,NO,NO
1,SIF,21.08,Industrials,Aerospace & Defense,97.0,0.0,49.0,94.0,1.1607,1.1364,0.0,NO,NO
2,ATRO,76.0,Industrials,Aerospace & Defense,95.0,29.0,83.0,86.0,3.3296,3.2396,0.0,NO,NO
3,DCO,168.35,Industrials,Aerospace & Defense,93.0,3.0,82.0,86.0,7.0064,6.9264,0.0,NO,NO
4,AIR,130.76,Industrials,Aerospace & Defense,91.0,8.0,84.0,80.0,4.8307,4.5864,0.29,NO,NO
5,ARXS,53.19,Industrials,Aerospace & Defense,90.0,5.0,93.0,,2.1511,2.1511,0.0,NO,NO
1,CF,134.39,Basic Materials,Agricultural Inputs,91.0,94.0,90.0,80.0,5.7,5.1529,0.53,NO,NO
2,IPI,41.51,Basic Materials,Agricultural Inputs,88.0,95.0,89.0,25.0,1.8996,1.8296,0.69,NO,NO
3,UAN,132.51,Basic Materials,Agricultural Inputs,87.0,84.0,84.0,68.0,2.8007,2.5878,0.15,NO,NO
4,NTR,80.68,Basic Materials,Agricultural Inputs,85.0,96.0,89.0,47.0,2.4368,2.1054,0.82,NO,NO
5,CTVA,85.92,Basic Materials,Agricultural Inputs,78.0,92.0,83.0,56.0,2.5729,2.4243,0.0,NO,NO
1,DAL,78.99,Industrials,Airlines,76.0,3.0,40.0,87.0,2.2186,1.9496,0.0,NO,NO
2,LTM,52.42,Industrials,Airlines,51.0,10.0,81.0,50.0,1.4643,1.2679,0.0,NO,NO
3,UAL,108.24,Industrials,Airlines,45.0,2.0,49.0,69.0,3.6871,3.1714,0.0,NO,NO
4,CPA,129.73,Industrials,Airlines,43.0,8.0,23.0,40.0,3.1629,2.9079,0.0,NO,NO
