Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Silver,Basic Materials,97,41,97,97,"AG,EXK,SVM"
2,Copper,Basic Materials,96,47,94,95,"SCCO,FCX,HBM,ERO,TGB,IE"
3,Other Precious Metals & Mining,Basic Materials,96,47,91,94,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,ASM,ELE,MTA,VOXR"
4,Gold,Basic Materials,95,54,89,93,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,AGI,CDE,EQX,IAG,HMY,EGO,NGD,OR,BTG,ORLA,SSRM,AUGO,NG,AAUC,CGAU,SA,HYMC,FSM,DRD,CNL,DC,IDR,CMCL,CTGO,USAU"
5,Aluminum,Basic Materials,95,57,96,95,"AA,CENX,CSTM,KALU"
6,Uranium,Energy,93,26,79,91,"CCJ,NXE,UEC,UUUU,LEU,ISOU,AEC"
7,Real Estate - Diversified,Real Estate,90,88,90,90,"JOE,STRS"
8,Other Industrial Metals & Mining,Basic Materials,89,40,81,85,"BHP,RIO,VALE,TECK,MP,EMAT,SKE,USAR,ALM,TMC,MTRN,USAS,NEXA,SGML,IPX,LAR,CRML,UAMY,ELVR,CMP,GSM,SCZM,NB,NVA,USGO"
9,Semiconductor Equipment & Materials,Technology,88,69,85,88,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,FORM,CAMT,IPGP,ACMR,KLIC,AMBA,UCTT,ACLS,PLAB,VECO,ICHR,DQ,COHU,AXTI,AEHR,ATOM,ASYS,INTT"
10,Solar,Technology,86,69,57,83,"FSLR,NXT,ENPH,RUN,SEDG,SHLS,ARRY,JKS,CSIQ,TOYO,FTCI,ASTI"
11,Oil & Gas Drilling,Energy,86,86,95,84,"NE,RIG,HP,PTEN,SDRL,BORR,SOC,PDS,NBR"
12,Oil & Gas Equipment & Services,Energy,82,84,83,85,"SLB,BKR,HAL,TS,FTI,WFRD,NOV,VAL,AROC,LB,LBRT,KGS,WHD,TDW,OII,SEI,USAC,NESR,EFXT,FLOC,XPRO,AESI,INVX,WTTR,NEXT,PUMP,VTOL,RES,HLX,NPKI,WBI,ACDC,CLB,FET,OIS,FTK,NOA,NGS,RNGR,SND,GEOS,NCSM"
13,Marine Shipping,Industrials,81,88,73,81,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,CMRE,DAC,NMM,ECO,GSL,SFL,CCEC,GNK,HSHP,SB,ASC,PANL,CMDB,ESEA,GASS,SHIP,SMHI,HTCO,EDRY,EHLD"
14,Electronic Components,Technology,81,63,73,79,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,LFUS,SANM,VICR,OLED,PLXS,RAL,OSIS,BELFA,BELFB,KN,BHE,ROG,CTS,DAKT,ALNT,OUST,LPTH,LYTS,MEI,OPTX,MPTI,RELL,ELTK"
