Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
2,MUU,693.57,3790988.0,ETF,ETF,99.0,94.0,99.0,99.0,136.0371,105.4271,3042667.0,3823510.0,1081.71,16.73,,,No,448.34,192.65,474.37,254.2
5,SNDK,1643.23,10234049.0,Technology,Computer Hardware,99.0,87.0,99.0,99.0,142.7874,129.8223,15545872.0,10272560.0,1861.0,39.44,,243345539072.0,No,1242.68,554.22,1329.58,749.47
6,INTW,250.2,545796.0,ETF,ETF,99.0,2.0,99.0,99.0,44.9963,38.8397,815087.0,759000.0,407.99,13.74,,,No,216.7,90.89,235.49,115.29
9,MULL,605.01,387599.0,ETF,ETF,99.0,93.0,99.0,99.0,117.9409,91.3241,463845.0,469780.0,943.0,14.68,,,No,392.62,169.19,415.18,223.39
10,BWET,189.78,168818.0,ETF,ETF,99.0,90.0,99.0,99.0,16.8795,15.1095,134511.0,209830.0,216.5,9.66,,,No,163.06,64.43,169.63,87.56
11,AXTI,85.29,9306439.0,Technology,Semiconductor Equipment & Materials,99.0,2.0,97.0,99.0,16.0621,15.8707,11737727.0,8307490.0,143.16,1.8,,5579943424.0,No,91.03,36.16,97.74,50.53
13,MRVU,176.1,539068.0,ETF,ETF,99.0,99.0,99.0,,47.2779,38.6164,233412.0,683500.0,308.77,20.8,,,No,105.27,,112.09,
16,MVLL,133.18,3154886.0,ETF,ETF,99.0,99.0,99.0,99.0,35.671,29.5762,1419958.0,4327140.0,233.0,12.96,,,No,80.21,36.15,85.41,42.81
19,DLLL,149.3,,ETF,ETF,99.0,99.0,99.0,99.0,29.4304,22.8207,,,,,,,No,85.18,41.73,98.63,49.97
22,AAOI,175.13,16795735.0,Technology,Communication Equipment,99.0,22.0,94.0,99.0,25.9299,25.4199,12452209.0,13150000.0,233.67,15.29,,14052916224.0,No,161.82,72.45,168.7,91.94
25,SOXL,180.65,92070956.0,ETF,ETF,99.0,22.0,99.0,99.0,37.3593,30.9114,74607058.0,57706820.0,284.58,19.84,,,No,145.59,71.11,154.9,86.23
26,LINT,159.2,122272.0,ETF,ETF,99.0,2.0,99.0,99.0,27.6925,23.738,186041.0,212110.0,257.65,23.87,,,No,137.11,,149.21,73.13
27,AMDL,52.05,3164353.0,ETF,ETF,99.0,16.0,99.0,99.0,8.7231,7.4791,10644867.0,5679880.0,78.0,5.69,,,No,40.93,21.74,45.07,24.87
31,KORU,629.35,1442508.0,ETF,ETF,99.0,2.0,96.0,99.0,166.3643,118.3972,977338.0,847780.0,1279.7,64.45,,,No,677.08,338.45,684.22,422.06
32,AMDG,88.53,51525.0,ETF,ETF,99.0,17.0,99.0,99.0,14.1235,11.7926,101646.0,83440.0,131.64,10.83,,,No,69.3,38.24,76.36,42.75
33,AMUU,183.42,197078.0,ETF,ETF,99.0,17.0,99.0,99.0,29.6478,24.8815,138866.0,140850.0,272.68,22.69,,,No,143.2,78.82,157.73,87.83
34,MU,891.88,53807408.0,Technology,Semiconductors,99.0,93.0,98.0,99.0,81.1336,62.9336,49957127.0,57974660.0,1089.29,103.38,,1005803405312.0,No,652.21,372.99,686.4,458.81
