IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QNST,21.06,Communication Services,Advertising Agencies,96.0,94.0,98.0,97.0,1.1256,0.8078,0.24,NO,NO
2,MGNI,23.85,Communication Services,Advertising Agencies,96.0,93.0,98.0,97.0,1.1478,0.9485,0.0,NO,NO
3,ZD,55.5,Communication Services,Advertising Agencies,94.0,67.0,94.0,96.0,2.3471,2.0836,0.0,NO,NO
4,WPP,26.7,Communication Services,Advertising Agencies,91.0,97.0,96.0,93.0,1.3882,0.8461,0.19,NO,NO
5,OMC,87.43,Communication Services,Advertising Agencies,81.0,70.0,89.0,87.0,2.8464,2.5443,0.0,NO,NO
1,DFNS,26.01,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,14.0514,9.2509,0.0,NO,NO
2,SIF,20.74,Industrials,Aerospace & Defense,97.0,9.0,80.0,97.0,2.4678,2.1164,0.0,NO,NO
3,ATRO,81.67,Industrials,Aerospace & Defense,96.0,94.0,89.0,89.0,5.5504,4.9182,0.0,NO,NO
4,DCO,200.16,Industrials,Aerospace & Defense,95.0,93.0,93.0,95.0,8.4486,7.8479,0.0,NO,NO
5,ARXS,55.71,Industrials,Aerospace & Defense,93.0,95.0,97.0,,3.3936,3.3521,0.0,NO,NO
1,CF,119.02,Basic Materials,Agricultural Inputs,78.0,15.0,12.0,85.0,4.705,4.3257,0.0,NO,NO
2,UAN,122.27,Basic Materials,Agricultural Inputs,67.0,63.0,17.0,62.0,4.3407,3.69,0.32,NO,NO
3,IPI,36.99,Basic Materials,Agricultural Inputs,61.0,83.0,6.0,74.0,1.7207,1.5854,0.0,NO,NO
4,NTR,70.5,Basic Materials,Agricultural Inputs,49.0,69.0,19.0,31.0,1.9698,1.6637,0.92,NO,NO
5,CTVA,78.57,Basic Materials,Agricultural Inputs,41.0,5.0,13.0,47.0,2.5368,2.0217,0.63,NO,NO
1,DAL,83.29,Industrials,Airlines,86.0,18.0,88.0,78.0,2.3271,1.9957,0.0,NO,NO
2,UAL,115.78,Industrials,Airlines,75.0,16.0,89.0,38.0,4.0293,3.3693,0.0,NO,NO
3,LUV,41.42,Industrials,Airlines,56.0,3.0,67.0,3.0,1.3882,1.2325,0.0,NO,NO
4,SKYW,102.42,Industrials,Airlines,47.0,54.0,89.0,25.0,3.0921,2.885,0.0,NO,NO
5,LTM,51.39,Industrials,Airlines,40.0,14.0,59.0,5.0,1.7995,1.4916,1.6,NO,NO
1,CAAP,23.31,Industrials,Airports & Air Services,12.0,8.0,13.0,5.0,0.9502,0.9252,1.0,NO,NO
2,OMAB,102.02,Industrials,Airports & Air Services,10.0,11.0,20.0,4.0,3.0157,2.8364,0.85,NO,NO
3,ASR,259.44,Industrials,Airports & Air Services,4.0,10.0,5.0,1.0,6.745,6.6807,0.0,NO,NO
4,PAC,206.35,Industrials,Airports & Air Services,4.0,7.0,5.0,2.0,5.3521,5.27,0.0,NO,NO
1,KALU,156.95,Basic Materials,Aluminum,89.0,20.0,10.0,66.0,10.0271,8.7764,0.0,NO,NO
2,CSTM,26.54,Basic Materials,Aluminum,85.0,9.0,4.0,72.0,1.2243,1.0729,0.0,NO,NO
3,CENX,43.58,Basic Materials,Aluminum,69.0,56.0,1.0,7.0,3.3946,3.0546,0.0,NO,NO
4,AA,51.54,Basic Materials,Aluminum,63.0,91.0,3.0,6.0,2.1318,1.7299,2.36,NO,NO
1,KTB,82.17,Consumer Cyclical,Apparel Manufacturing,81.0,9.0,92.0,82.0,3.4104,3.1061,0.0,NO,NO
2,GIII,34.1,Consumer Cyclical,Apparel Manufacturing,79.0,11.0,86.0,56.0,0.8286,0.8214,0.03,NO,NO
3,RL,377.96,Consumer Cyclical,Apparel Manufacturing,69.0,16.0,81.0,45.0,13.7468,13.3825,0.0,NO,NO
4,COLM,60.31,Consumer Cyclical,Apparel Manufacturing,42.0,11.0,43.0,13.0,1.7643,1.6179,1.0,NO,NO
5,PVH,78.99,Consumer Cyclical,Apparel Manufacturing,39.0,38.0,20.0,73.0,3.1293,2.9736,0.0,NO,NO
1,VSXY,88.61,Consumer Cyclical,Apparel Retail,98.0,82.0,98.0,94.0,4.2881,4.0724,1.67,NO,NO
2,LVLU,15.57,Consumer Cyclical,Apparel Retail,97.0,94.0,97.0,53.0,1.7992,1.7564,0.0,NO,NO
3,CTRN,70.91,Consumer Cyclical,Apparel Retail,96.0,78.0,98.0,94.0,2.9749,2.8614,0.0,NO,NO
4,JILL,20.45,Consumer Cyclical,Apparel Retail,93.0,95.0,97.0,81.0,0.7391,0.7252,1.0,NO,NO
5,ANF,105.45,Consumer Cyclical,Apparel Retail,88.0,90.0,95.0,64.0,5.0961,4.8675,0.88,NO,NO
1,MAAS,15.93,Financial Services,Asset Management,98.0,1.0,96.0,98.0,1.8586,1.8509,0.0,NO,NO
2,AAMI,91.04,Financial Services,Asset Management,95.0,85.0,91.0,95.0,3.1988,2.9316,0.0,NO,NO
3,VCTR,115.81,Financial Services,Asset Management,93.0,91.0,93.0,93.0,3.7718,3.6018,0.0,NO,NO
4,TWN,96.8,Financial Services,Asset Management,93.0,86.0,68.0,94.0,2.9361,2.2586,0.0,NO,NO
