Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,92,90,98,"AA,CENX,CSTM,KALU"
2,Semiconductor Equipment & Materials,Technology,94,88,90,91,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,AMKR,NVMI,ONTO,FORM,CAMT,IPGP,AXTI,KLIC,ACLS,UCTT,ACMR,VECO,PLAB,AEHR,AMBA,ICHR,COHU,DQ,ATOM,ASYS,INTT,TRT"
3,Real Estate - Diversified,Real Estate,90,55,86,92,"JOE,STRS"
4,Other Precious Metals & Mining,Basic Materials,88,62,19,81,"HL,SBSW,BVN,TFPM,PPTA,SLSR,MUX,VMET,ASM,ELE,GMTL,MTA,VOXR"
5,Copper,Basic Materials,88,80,26,80,"SCCO,FCX,HBM,ERO,TGB,IE"
6,Oil & Gas Drilling,Energy,88,31,94,94,"NE,RIG,PTEN,HP,SDRL,SOC,BORR,NBR,PDS"
7,Semiconductors,Technology,87,93,86,83,"NVDA,TSM,AVGO,AMD,MU,INTC,TXN,ARM,ADI,MRVL,MPWR,MCHPP,QCOM,ASX,NXPI,MCHP,STM,ON,ALAB,CRDO,GFS,UMC,TSEM,MTSI,RMBS,LSCC,SITM,SMTC,SWKS,CRUS,ALGM,QRVO,SLAB,MXL,SIMO,DIOD,LASR,POWI,NVTS,VSH,PI,SYNA,POET,HIMX,SKYT,IMOS,WOLF,AOSL,AIP,CEVA,AMBQ,NVEC,ALMU,MRAM,GSIT,QUIK,MX,WKEY,PXLW"
8,Oil & Gas Integrated,Energy,86,20,88,89,"XOM,CVX,SHEL,TTE,PBR,BP,EQNR,E,SU,IMO,CVE,EC,YPF,NFG,TGS,DEC,SKYQ"
9,Gold,Basic Materials,85,71,26,79,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,CDE,AGI,EQX,HMY,IAG,EGO,OR,AUGO,OGC,SSRM,ORLA,AAUC,ARIS,CGAU,NG,HYMC,SA,FSM,DRD,CNL,DC,CTGO,IDR,MAKO,CMCL,USAU"
10,Oil & Gas Equipment & Services,Energy,85,55,84,87,"SLB,BKR,HAL,TS,FTI,WFRD,NOV,SEI,AROC,VAL,KGS,LB,LBRT,TDW,USAC,WHD,OII,EFXT,FLOC,NESR,PUMP,WTTR,AESI,XPRO,INVX,NEXT,RES,HLX,VTOL,WBI,ACDC,NPKI,HMH,CLB,FET,OIS,FTK,NGS,RNGR,NOA,SND,NCSM,GEOS,NINE,LSE"
11,Communication Equipment,Technology,84,69,79,76,"CSCO,CIEN,MSI,LITE,UI,NOK,ERIC,HPE,ASTS,AAOI,ZBRA,VIAV,VSAT,BDC,ONDS,VISN,TSAT,EXTR,DGII,ADTN,GILT,HLIT,NTGR,FEIM,CLFD,BKTI,AVNW,LTRX,INSG,AUDC,SILC,WATT,OCC,AIRG,FIEE"
12,Marine Shipping,Industrials,84,55,80,85,"KEX,MATX,HAFN,ZIM,BWLP,SBLK,DAC,ECO,NMM,CMRE,SFL,GSL,CCEC,GNK,ASC,SB,HSHP,ESEA,PANL,CMDB,GASS,SHIP,SMHI,HTCO,EDRY,EHLD,SVRN"
13,Electronic Components,Technology,84,79,75,78,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,VICR,SANM,LFUS,PLXS,RAL,OSIS,OLED,BELFB,BELFA,KN,BHE,ROG,OUST,CTS,ALNT,DAKT,LPTH,LYTS,OPTX,MEI,MPTI,RELL,CPSH,ELTK"
14,Uranium,Energy,81,63,17,50,"CCJ,NXE,UEC,UUUU,LEU,ISOU,NUCL,AEC"
15,Silver,Basic Materials,80,69,34,93,"AG,EXK,SVM,HSLV,NEWP"
16,Trucking,Industrials,80,91,81,83,"ODFL,XPO,SAIA,TFII,KNX,SNDR,RXO,ARCB,WERN,MRTN,HTLD,CVLG,ULH,PAMT"
17,Publishing,Communication Services,79,53,90,76,"NYT,PSO,WLYB,WLY,TDAY,SCHL,LEE"
