IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,52.0,40.0,35.0,0.0,0.0,0.0,NO,NO
2,ZD,52.93,Communication Services,Advertising Agencies,90.0,88.0,83.0,92.0,1.6775,1.6446,0.0,NO,NO
3,MGNI,19.7,Communication Services,Advertising Agencies,85.0,77.0,97.0,89.0,0.8532,0.8368,1.52,NO,NO
4,ADV,40.8,Communication Services,Advertising Agencies,85.0,11.0,87.0,96.0,2.6032,2.5064,1.48,NO,NO
5,QNST,15.94,Communication Services,Advertising Agencies,69.0,95.0,90.0,68.0,0.7479,0.7157,1.99,NO,NO
1,DFNS,24.0,Industrials,Aerospace & Defense,98.0,99.0,98.0,98.0,3.5504,2.6337,56.49,NO,NO
2,SIF,26.65,Industrials,Aerospace & Defense,98.0,97.0,98.0,98.0,1.9206,1.8685,0.8,NO,NO
3,DCO,177.66,Industrials,Aerospace & Defense,95.0,42.0,92.0,96.0,6.8879,6.2457,0.0,NO,NO
4,VVX,90.06,Industrials,Aerospace & Defense,94.0,97.0,96.0,89.0,3.0691,2.8255,1.37,NO,NO
5,AIR,140.8,Industrials,Aerospace & Defense,94.0,25.0,93.0,91.0,6.9736,6.2321,0.0,NO,NO
1,CTVA,88.95,Basic Materials,Agricultural Inputs,83.0,84.0,81.0,85.0,1.9705,1.8751,1.12,NO,NO
2,CF,122.92,Basic Materials,Agricultural Inputs,83.0,94.0,37.0,91.0,4.2689,3.6096,1.43,NO,NO
3,SMG,73.1,Basic Materials,Agricultural Inputs,75.0,80.0,76.0,79.0,3.0529,2.8036,0.47,NO,NO
4,UAN,121.78,Basic Materials,Agricultural Inputs,68.0,90.0,13.0,45.0,3.09,2.96,0.36,NO,NO
5,NTR,69.46,Basic Materials,Agricultural Inputs,51.0,92.0,20.0,25.0,1.8425,1.5457,1.28,NO,NO
1,ALGT,101.58,Industrials,Airlines,94.0,6.0,93.0,81.0,5.1811,4.6111,1.25,NO,NO
2,DAL,89.37,Industrials,Airlines,93.0,18.0,94.0,90.0,2.5879,2.3229,0.28,NO,NO
3,UAL,123.77,Industrials,Airlines,89.0,9.0,94.0,78.0,4.6446,4.3104,0.0,NO,NO
4,AAL,15.36,Industrials,Airlines,85.0,5.0,94.0,54.0,0.7221,0.6329,0.0,NO,NO
5,LUV,46.31,Industrials,Airlines,85.0,7.0,87.0,68.0,1.6539,1.5018,0.59,NO,NO
1,CAAP,26.1,Industrials,Airports & Air Services,75.0,62.0,65.0,14.0,0.7032,0.6843,0.0,NO,NO
2,OMAB,108.27,Industrials,Airports & Air Services,18.0,21.0,13.0,15.0,2.6111,2.4661,0.0,NO,NO
3,ASR,271.18,Industrials,Airports & Air Services,8.0,6.0,9.0,6.0,7.2136,7.1364,0.0,NO,NO
4,PAC,217.5,Industrials,Airports & Air Services,8.0,6.0,5.0,6.0,6.4737,6.4116,0.0,NO,NO
1,CSTM,29.08,Basic Materials,Aluminum,92.0,9.0,14.0,89.0,1.0371,1.0079,0.0,NO,NO
2,KALU,162.16,Basic Materials,Aluminum,92.0,8.0,11.0,88.0,8.6386,6.6893,0.0,NO,NO
3,CENX,43.96,Basic Materials,Aluminum,76.0,15.0,1.0,25.0,2.0036,1.8429,0.0,NO,NO
4,AA,44.36,Basic Materials,Aluminum,11.0,3.0,1.0,5.0,1.8726,1.7884,0.0,NO,NO
1,GIII,36.81,Consumer Cyclical,Apparel Manufacturing,88.0,85.0,86.0,89.0,0.9971,0.8979,0.75,NO,NO
2,KTB,88.06,Consumer Cyclical,Apparel Manufacturing,87.0,89.0,90.0,95.0,3.1781,3.0027,0.16,NO,NO
3,LEVI,25.46,Consumer Cyclical,Apparel Manufacturing,79.0,70.0,81.0,83.0,1.0404,1.0141,0.0,NO,NO
4,COLM,64.47,Consumer Cyclical,Apparel Manufacturing,67.0,41.0,67.0,84.0,2.0671,1.8925,1.1,NO,NO
5,RL,377.46,Consumer Cyclical,Apparel Manufacturing,62.0,11.0,48.0,44.0,13.4743,12.4271,0.0,NO,NO
1,LVLU,17.56,Consumer Cyclical,Apparel Retail,98.0,98.0,98.0,2.0,2.2632,2.2121,0.0,NO,NO
2,VSXY,89.31,Consumer Cyclical,Apparel Retail,98.0,85.0,97.0,94.0,4.075,3.7518,3.73,NO,NO
3,CTRN,67.12,Consumer Cyclical,Apparel Retail,96.0,91.0,95.0,96.0,2.9921,2.82,0.52,NO,NO
4,ROST,251.03,Consumer Cyclical,Apparel Retail,92.0,94.0,80.0,90.0,6.1479,5.3014,0.74,NO,NO
5,JILL,18.59,Consumer Cyclical,Apparel Retail,87.0,94.0,96.0,80.0,0.9614,0.9593,0.69,NO,NO
1,MAAS,17.1,Financial Services,Asset Management,98.0,28.0,98.0,98.0,2.8177,2.7499,0.0,NO,NO
2,AAMI,82.5,Financial Services,Asset Management,95.0,92.0,90.0,94.0,2.7812,2.5001,0.0,NO,NO
3,VCTR,100.47,Financial Services,Asset Management,93.0,96.0,95.0,94.0,3.1569,2.8253,0.03,NO,NO
4,STT,182.57,Financial Services,Asset Management,93.0,85.0,90.0,93.0,5.1321,4.9342,0.0,NO,NO
5,AMG,370.12,Financial Services,Asset Management,92.0,85.0,93.0,82.0,13.9883,13.2997,0.07,NO,NO
1,SAH,104.69,Consumer Cyclical,Auto & Truck Dealerships,94.0,97.0,96.0,96.0,4.5807,4.225,0.02,NO,NO
2,OPLN,40.34,Consumer Cyclical,Auto & Truck Dealerships,92.0,64.0,92.0,91.0,1.2429,1.1286,0.0,NO,NO
3,KMX,58.88,Consumer Cyclical,Auto & Truck Dealerships,90.0,90.0,97.0,88.0,2.2762,2.1005,0.0,NO,NO
4,PAG,220.01,Consumer Cyclical,Auto & Truck Dealerships,90.0,95.0,95.0,92.0,7.0321,5.5021,0.83,NO,NO
5,RUSHA,78.82,Consumer Cyclical,Auto & Truck Dealerships,87.0,85.0,65.0,87.0,2.2832,2.2761,1.1,NO,NO
1,CYD,46.43,Consumer Cyclical,Auto Manufacturers,90.0,70.0,80.0,53.0,2.0132,1.8689,0.0,NO,NO
2,GM,90.3,Consumer Cyclical,Auto Manufacturers,89.0,93.0,86.0,76.0,2.7529,2.555,0.65,NO,NO
3,RIVN,16.69,Consumer Cyclical,Auto Manufacturers,65.0,82.0,40.0,55.0,1.0293,0.9739,0.0,NO,NO
4,HMC,30.28,Consumer Cyclical,Auto Manufacturers,55.0,91.0,91.0,41.0,0.5479,0.3371,1.01,NO,NO
5,RACE,390.14,Consumer Cyclical,Auto Manufacturers,41.0,89.0,80.0,77.0,8.7146,5.8254,1.22,NO,NO
1,GTX,29.92,Consumer Cyclical,Auto Parts,96.0,5.0,96.0,96.0,1.1736,1.095,0.0,NO,NO
2,VGNT,44.17,Consumer Cyclical,Auto Parts,92.0,76.0,92.0,,1.8886,1.8807,0.0,NO,NO
3,BWA,63.21,Consumer Cyclical,Auto Parts,91.0,11.0,84.0,90.0,1.9779,1.9257,0.0,NO,NO
4,MGA,69.02,Consumer Cyclical,Auto Parts,90.0,81.0,77.0,89.0,1.8696,1.6854,0.39,NO,NO
5,MOD,208.06,Consumer Cyclical,Auto Parts,90.0,1.0,5.0,93.0,15.7275,14.0046,0.0,NO,NO
