Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,97,89,98,97,"RFAI,RFAIU,RACC,CCXIU"
2,Packaged software,Technology services,96,97,98,94,NIQ
3,Silver,Basic Materials,94,96,82,47,"AYA,AG"
4,Copper,Basic Materials,93,93,82,66,"ERO,HBM,SCCO,FCX,TECK"
5,Medical specialties,Health technology,92,3,95,94,SI
6,Electronics & Computer Distribution,Technology,90,52,75,92,"NSIT,SNX,AVT,ARW,SCSC,CNXN,CLMB"
7,Coking Coal,Basic Materials,88,96,64,88,"HCC,AMR"
8,Oil & Gas Drilling,Energy,87,88,38,57,"NBR,HP,SDRL,NE,PDS,VAL"
9,Staffing & Employment Services,Industrials,87,43,90,94,"MAN,KFRC,KELYB,KELYA,RHI,NSP,HQI,TNET,KFY,BBSI"
10,Oil & Gas Refining & Marketing,Energy,85,51,84,84,"PBF,DK,VLO,PARR,MPC,DINO,PSX,WKC,CVI,SUN,DKL,CAPL,APC"
11,REIT - Hotel & Motel,Real Estate,84,14,72,84,"PEB,PK,RHP,XHR,APLE,HST"
12,Marine Shipping,Industrials,83,67,76,67,"EDRY,ECO,MATX,SHIP,HSHP,NMM,DAC,ZIM,CMDB,SBLK,GSL,ASC,GNK,ESEA,KEX,CCEC,CMRE"
13,Semiconductor Equipment & Materials,Technology,80,73,18,68,"AXTI,AEHR,ICHR,UCTT,FORM,LRCX,ONTO,AMAT,TER,COHU,ACMR,ASYS,ASML,KLIC,ENTG,KLAC,VECO,AMKR,ACLS,CAMT,Q,PLAB,NVMI,AMBA,IPGP"
14,Biotechnology,Healthcare,79,65,76,70,"SLS,ERAS,QTTB,FBRX,MRNA,CLYM,ANRO,ORKA,NVCT,DMRA,DFTX,RVMD,SYRE,REPL,FTH,VOGX,RLAY,PRAX,TRAX,SPRB,MBX,XNCR,QURE,DNTH,RLYB,OMER,CRNX,NBTX,LBRX,ALMS,TNGX,APGE,TVTX,APLM,ELVN,MNPR,INBX,ANAB,CORT,ARWR,MANE,ARCT,KOD,URGN,RAPP,CGEM,NRIX,EWTX,IMVT,PTGX,ROIV,DSGN,KYMR,CGON,KZIA,SEPN,GHRS,CUE,NGNE,TGTX,FBIOP,RCUS,IMNM,IMUX,TRVI,VOR,YARW,FTRE,PVLA,JBIO,COAG,KRYS,ODTX,SCTX,HALO,DYN,SLGL,ZBIO,TECX,NKTR,BHVN,CLDX,STRO,ELOX,GPCR,BCAX,CTNM,IDYA,LGND,COGT,RPRX,SRRK,JAZZ,LTGO,AVTX,PHVS,SRZN,SPTX,XENE,PCVX,AVBP,INCY,ZYME,ARGX,BLTE,TECH,RIGL,CYTK,DNLI,ZLAB,ACAD,VRTX,AVLN,CAI,AKTS,PBLS,BLSM,GMAB,BBIO,GENB,EXEL,HRMY,AXSM,REGN,SRPT,ONC,BEAM,VTVT,ASMB,GLSI,BMRN,MESO,MIRM,IRON,IMCR,APMD,STOK,RYTM,SGP,AUPH,VCEL,ASND,TYRA,BNTX,MAZE,CBIO,AGIO,VRDN,ARQT,MDGL,VERA,TARS,DRUG,PTCT,VKTX,SNDX,CRSP,JANX,TBPH,RARE,CELC,ABVX,PTHS,ATTO,MLYS,OBX,INVA,LKFT,KARD,BRVE,IONS,INSM,QNCX,NAMS,MLTX,LEGN,KLRA,AAPG,ALNY"
15,Banks - Diversified,Financial Services,79,43,79,74,"BNY,BBVA,MUFG,BNS,UBS,TD,SMFG,HSBC,ING,RY,BMO,CM,C,BAC,JPM,BCS,NTB,WFC,FRBT"
16,Other Precious Metals & Mining,Basic Materials,78,93,64,8,"HL,SIND,ELE,BVN,MUX,TFPM,PPTA"
17,Diagnostics & Research,Healthcare,77,71,85,76,"TWST,CDNA,BDSX,PSNL,NEO,ILMN,CRL,ADPT,GH,NTRA,IQV,PRPO,GRAL,CSTL,RVTY,MEDP,DGX,LH,TMO,ICLR,WAT,SHC,A,WGS,RDNT,VCYT,MTD,DHR,QGEN,BLLN,FLGT,IDXX"
18,Insurance - Reinsurance,Financial Services,75,17,74,66,"HG,RGA,RNR,SPNT,EG,GLRE"
19,Gold,Basic Materials,74,95,71,17,"HYMC,CGAU,AUGO,ARIS,SSRM,EGO,IAG,AU,NEM,WPM,CDE,SA,RGLD,FNV,B,AEM,OGC,KGC,PAAS,GFI,HMY,DRD,CNL,AAUC,OR,USAU,AGI,CMCL,IDR,CTGO"
20,Aluminum,Basic Materials,72,58,4,37,"KALU,CSTM,CENX,AA"
21,Oil & Gas Integrated,Energy,72,37,57,67,"CVE,EQNR,EC,SU,YPF,IMO,E,PBR,XOM,CVX,TTE,SHEL,BP,DEC,NFG,TGS"
22,Oil & Gas Equipment & Services,Energy,72,70,50,51,"NESR,FET,OII,WTTR,FTK,FTI,WHD,TDW,LB,INVX,WBI,NCSM,KGS,XPRO,EFXT,SLB,NOV,HAL,TS,EROK,VTOL,RNGR,BKR,SEI,AROC,WFRD,FLOC,NGS,USAC,LBRT,HMH"
23,Healthcare Plans,Healthcare,72,29,62,81,"OSCR,CNC,HUM,MOH,UNH,ELV,CVS,PGNY,CI"
24,Publishing,Communication Services,72,17,58,72,"WLYB,WLY,SCHL,PSO,NYT"
25,Trucking,Industrials,72,23,23,64,"ARCB,RXO,CVLG,SNDR,KNX,TFII,WERN,ODFL,XPO,ULH,SAIA"
