Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Silver,Basic Materials,97,91,94,96,"AG,EXK,SVM"
2,Copper,Basic Materials,96,94,95,95,"SCCO,FCX,HBM,ERO,TGB,IE"
3,Other Precious Metals & Mining,Basic Materials,95,81,90,94,"HL,SBSW,BVN,TFPM,PPTA,SLSR,ASM,MUX,ELE,MTA,VOXR"
4,Aluminum,Basic Materials,95,90,96,94,"AA,CENX,CSTM,KALU"
5,Gold,Basic Materials,94,68,86,93,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,AGI,HMY,CDE,EQX,IAG,NGD,EGO,OR,AUGO,ORLA,SSRM,AAUC,ARMN,NG,CGAU,FSM,SA,HYMC,DRD,CNL,DC,IDR,CMCL,CTGO,USAU"
6,Uranium,Energy,93,94,49,91,"CCJ,NXE,UEC,UUUU,LEU,ISOU,AEC"
7,Real Estate - Diversified,Real Estate,90,90,92,90,"JOE,STRS"
8,Other Industrial Metals & Mining,Basic Materials,89,83,74,88,"RIO,BHP,VALE,TECK,MP,USAR,EMAT,TMC,SKE,ALM,MTRN,USAS,VZLA,NEXA,IPX,CRML,SGML,LAR,UAMY,CMP,SCZM,ELVR,NB,LZM,NVA,USGO"
9,Solar,Technology,87,59,65,88,"FSLR,NXT,ENPH,RUN,SEDG,ARRY,SHLS,JKS,CSIQ,TOYO,FTCI,SPRU,ASTI"
10,Semiconductor Equipment & Materials,Technology,87,85,82,89,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,CAMT,FORM,IPGP,ACMR,KLIC,ACLS,AMBA,PLAB,UCTT,VECO,DQ,COHU,AXTI,ICHR,AEHR,ASYS,INTT,TRT"
11,Banks - Diversified,Financial Services,84,57,80,81,"JPM,BAC,HSBC,WFC,RY,C,MUFG,SAN,TD,UBS,BBVA,SMFG,BMO,BCS,BNS,CM,ING,BK,NTB"
12,Steel,Basic Materials,84,73,73,84,"MT,NUE,STLD,PKX,RS,CMC,TX,CLF,WS,MTUS,NWPX,ZEUS,MSB,FRD,LUD"
13,Integrated Freight & Logistics,Industrials,82,78,86,75,"UPS,FDX,CHRW,EXPD,JBHT,ZTO,GXO,LSTR,HUBG,PBI,FWRD,CYRX,RLGT,PAL,PSIG,NCEW"
14,Electronic Components,Technology,82,74,69,79,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,SANM,LFUS,VICR,RAL,OLED,PLXS,OSIS,BELFA,BELFB,KN,BHE,ROG,CTS,OUST,DAKT,ALNT,LYTS,LPTH,MEI,OPTX,MPTI,RELL,CPSH,ELTK"
15,Department Stores,Consumer Cyclical,81,22,77,90,"DDS,M,PLBL,KSS"
16,Luxury Goods,Consumer Cyclical,78,39,66,81,"TPR,SIG,CPRI,REAL,LUXE,MOV,ELA"
17,Medical Distribution,Healthcare,78,65,76,70,"MCK,COR,CAH,HSIC,YI"
18,Marine Shipping,Industrials,77,81,75,74,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,CMRE,DAC,NMM,ECO,GSL,CCEC,SFL,GNK,SB,PANL,ASC,HSHP,CMDB,ESEA,GASS,SHIP,SMHI,HTCO,EDRY,EHLD"
19,Metal Fabrication,Industrials,75,73,69,64,"ATI,CRS,MLI,ESAB,GPGI,WOR,PRLB,RYI,IIIN,MEC,TG,AP"
20,Oil & Gas Drilling,Energy,75,81,77,77,"NE,HP,PTEN,SDRL,SOC,PDS,NBR"
21,Diagnostics & Research,Healthcare,75,54,70,81,"TMO,DHR,IDXX,IQV,A,NTRA,MTD,WAT,LH,ILMN,DGX,EXAS,MEDP,GH,ICLR,RVTY,QGEN,CRL,RDNT,SHC,GRAL,BLLN,VCYT,TWST,WGS,NEOG,NEO,CSTL,CDNA,PSNL,FLGT,MYGN,BNR,PRE,IMDX,FONR,BDSX,PRPO"
22,Utilities - Renewable,Utilities,75,70,55,72,"AXIA,BEP,ENLT,ORA,BEPC,CWEN,FLNC,RNW,XIFR,ELLO,STEM"
23,Oil & Gas Equipment & Services,Energy,74,83,70,77,"SLB,BKR,HAL,FTI,TS,NOV,WFRD,AROC,LB,LBRT,VAL,SEI,WHD,KGS,TDW,USAC,OII,EFXT,NESR,FLOC,AESI,XPRO,INVX,RES,WTTR,PUMP,NEXT,VTOL,HLX,NPKI,ACDC,WBI,CLB,FET,FTK,OIS,NGS,NOA,RNGR,GEOS,NCSM"
24,Airlines,Industrials,73,55,82,75,"DAL,RYAAY,UAL,LUV,LTM,AAL,ALK,CPA,SKYW,AERO,JBLU,ALGT,VLRS,ULCC,SNCY,RJET"
25,Recreational Vehicles,Consumer Cyclical,73,77,71,71,"THO,DOO,BC,PATK,PII,LCII,HOG,WGO,MBUU,MCFT,MPX"
26,Electrical Equipment & Parts,Industrials,72,73,56,71,"VRT,BE,HUBB,NVT,AEIS,AYI,ENS,POWL,EOSE,HAYW,ATKR,TE,AMPX,ENR,ENVX,PLPC,KE,ADSE,ELVA,LTBR,EAF,FCEL,ESP,RFIL,ULBI,STI,OESX"
27,Coking Coal,Basic Materials,72,63,56,60,"HCC,AMR,METCB,METC,SXC"
28,Engineering & Construction,Industrials,70,78,58,66,"PWR,FER,FIX,EME,MTZ,APG,J,BLD,ACM,STN,DY,STRL,TTEK,PRIM,IESC,FLR,ROAD,ACA,KBR,GVA,LGN,AGX,ECG,TPC,MYRG,EXPO,CDLR,WLDN,AMRC,GLDD,CDNL,BWMN,ORN,MTRX,PHOE,BBCP,ESOA,VATE"
29,Financial Conglomerates,Financial Services,69,73,68,70,"RILYL,RILYP,IX,FRHC,VOYA,HTH,TREE,RILY"
30,Tools & Accessories,Industrials,69,70,76,65,"SNA,RBC,LECO,SWK,TTC,TKR,KMT,HLMN,EML,CVR"
31,Airports & Air Services,Industrials,68,64,67,62,"PAC,ASR,JOBY,OMAB,CAAP,ASLE"
32,Thermal Coal,Energy,68,64,67,64,"CNR,BTU,ARLP,NRP,HNRG,NC"
33,Semiconductors,Technology,68,66,55,65,"MCHPP,NVDA,TSM,AVGO,MU,AMD,INTC,TXN,QCOM,ADI,ARM,MRVL,NXPI,MPWR,ASX,MCHP,STM,ALAB,UMC,ON,GFS,CRDO,MTSI,TSEM,RMBS,LSCC,SITM,SWKS,SMTC,QRVO,ALGM,CRUS,SLAB,PI,SIMO,SYNA,DIOD,VSH,POWI,LASR,NVTS,MXL,SKYT,HIMX,IMOS,POET,WOLF,AOSL,AIP,AMBQ,CEVA,NVEC,MRAM,ALMU,GSIT,QUIK,WKEY,IPWR,PXLW"
34,Trucking,Industrials,68,84,84,69,"ODFL,XPO,SAIA,KNX,TFII,SNDR,RXO,ARCB,WERN,MRTN,HTLD,CVLG,ULH,PAMT"
35,Oil & Gas Integrated,Energy,68,75,75,64,"XOM,CVX,SHEL,TTE,BP,PBR,EQNR,SU,E,IMO,CVE,EC,YPF,NFG,TGS,DEC,SLNG"
36,Banks - Regional,Financial Services,67,68,74,66,"MFG,ITUB,PNC,LYG,USB,NU,DB,NWG,TFC,FITB,BSBR,HBAN,MTB,KB,BAP,SHG,CFG,FCNCA,RF,KEY,BCH,CIB,BSAC,EWBC,WF,FHN,WBS,SSB,WTFC,WAL,ONB,UMBF,BPOP,ZION,CFR,COLB,BOKF,VLY,BMA,GBCI,FNB,UBSI,HWC,AUB,IFS,FLG,AX,ABCB,EBC,TCBI,ASB,SFBS,BBAR,IBOC,UCB,INTR,INDB,TFSL,FIBK,FULT,WSFS,BKU,CATY,FBP,MCHB,WSBC,CBU,SBCF,BANC,FBK,FFBC,BOH,PFS,CUBI,TRMK,FRME,WAFD,BBT,FBNC,BUSE,NIC,CASH,MBIN,LC,STEL,FCF,LOB,CLBK,BLX,SRCE,TCBK,STBA,BFC,GABC,HOPE,QCRH,DCOM,TFIN,BY,RBCAA,CNOB,OBK,AMAL,TMP,PEBO,CTBI,FSUN,OSBC,FMBH,NBN,NBBK,BHRB,EQBK,SBSI,CFFN,UVSP,MCB,MOFG,ESQ,BFST,AMTB,HBNC,MBWM,HFWA,CPF,HBT,FSBC,CCNE,CAC,EGBN,TRST,HAFC,HTBK,MPB,THFF,HTB,IBCP,ORRF,CCBG,SMBC,SMBK,GSBC,SPFI,FISI,WASH,HIFS,SHBI,ALRS,NPB,BCAL,TCBX,PGC,BHB,NFBK,RRBI,AROW,UNTY,FFIC,BWB,NRIM,PFIS,FFWM,ACNB,CIVB,KRNY,VBNK,MSBI,BSRR,FBIZ,CARE,HBCP,CWBC,SFST,BMRC,WTBA,BSVN,CBAN,OBT,FRBA,ISTR,CZNC,PDLB,NEWT,BWFG,FMAO,AVBC,MVBF,CBK,ISBA,RBB,PLBC,PBFS,USCB,FRST,WSBF,PKBK,LNKB,NECB,AVBH,PCB,FSBW,CZFS,FNLC,TSBK,JMSB,CHMG,COSO,NWFL,WNEB,FCCO,FVCB,BLFY,MBCN,OVLY,FDBC,FINW,FUNC,BPRN,CFFI,LCNB,MYFW,FXNC,CBNA,HWBK,ATLO,NKSH,FRAF,MRBK,VABK,OPBK,FBLA,EFSI,INBK,CFBK,PEBK,OVBC,UBFO,FCAP,CBFV,CZWI,EBMT,BVFL,LARK,MNSB,FNWD,ECBK,FGBI,SBFG,SRBK,RBKB,AFBI,MGYR,LSBK,WSBK,FNWB,SSBI,FUSB,IROQ,BOTJ,FDSB,BYFC,CPBI,CLST,FSEA,MSBIP,CNOBP,PNFP,HOMB,CBC,OZK,RNST,TOWN,FHB,PRK,SFNC,CVBF,NBTB,EFSC,NWBI,CHCO,NBHC,CCB,WABC,OCFC,MCBS,FCBC,CBNK,GCBC,BCML,HNVR,RMBI,BSBK,AUBN,UBCP,TCBS,UMBFO,BUSEP,HYNE,PROV,MBINL,MNSBP,EFSCP,WTFCN,PB,NSTS,MBNKO,CCNEP,VLYPN,TCBIO,MBINM,WSBCO,ONBPO,WAFDP,BWBBP,ONBPP,FITBP,HBANL,MBINN,NEWTP,DCOMP,HBANM,IBN,HBANP,FFIN,BANF,SYBT,FCNCO,FULTP,OZKAP,FCNCP,HDB,FITBI,GGAL,CBSH,VLYPO,VLYPP,TBBK,BANR,OFG,LKFN,PFBC,SUPV,FMNB,COFS,BCBP,RVSB,FITBO,UNB,SFBC,TECTP,FGBIP,ZIONP,GBFH,MBBC,BAFN"
37,Farm & Heavy Construction Machinery,Industrials,67,88,76,55,"CAT,DE,PCAR,CNH,OSK,AGCO,TEX,ALG,BLBD,LNN,AEBI,ASTE,TWI,CMCO,HY,MTW,WNC,GENC"
