20250808T,0,1000,0,211.55,0
20250809T,0,1000,0,211.55,0
20250810T,0,1000,0,211.55,0
20250811T,0,1000,0,211.55,0
20250812T,0,1000,0,211.55,0
20250808T,0,1000,0,116.86,0
20250809T,0,1000,0,116.86,0
20250810T,0,1000,0,116.86,0
20250811T,0,1000,0,116.86,0
20250812T,0,1000,0,116.86,0
20250808T,0,1000,0,99.34,0
20250809T,0,1000,0,99.34,0
20250810T,0,1000,0,99.34,0
20250811T,0,1000,0,99.34,0
20250812T,0,1000,0,99.34,0
20250808T,0,1000,0,93.4,0
20250809T,0,1000,0,93.4,0
20250810T,0,1000,0,93.4,0
20250811T,0,1000,0,93.4,0
20250812T,0,1000,0,93.4,0
20250808T,0,1000,0,90.32,0
20250809T,0,1000,0,90.32,0
20250810T,0,1000,0,90.32,0
20250811T,0,1000,0,90.32,0
20250812T,0,1000,0,90.32,0
20250808T,0,1000,0,79.42,0
20250809T,0,1000,0,79.42,0
20250810T,0,1000,0,79.42,0
20250811T,0,1000,0,79.42,0
20250812T,0,1000,0,79.42,0
20250808T,0,1000,0,58.46,0
20250809T,0,1000,0,58.46,0
20250810T,0,1000,0,58.46,0
20250811T,0,1000,0,58.46,0
20250812T,0,1000,0,58.46,0
