SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Energy,1,CVI,95.81,Near Breakout,Loose,53.15,3.7,4.89,96.0,98.0,98.0,93.0,NO,0.0,NO,39.08,31.44,41.77,34.81,Oil & Gas Refining & Marketing
1,Energy,2,INSW,93.64,Near Breakout,Normal,109.1,3.57,3.52,96.0,92.0,91.0,93.0,NO,0.0,NO,96.97,76.76,100.47,86.46,Oil & Gas Midstream
1,Energy,3,VLO,93.37,Stage 2 Watch,Normal,393.27,6.15,3.78,97.0,94.0,97.0,94.0,NO,0.0,NO,339.91,250.57,352.43,283.83,Oil & Gas Refining & Marketing
1,Energy,4,TEN,93.36,Stage 2 Watch,Normal,50.92,5.42,3.71,96.0,96.0,93.0,90.0,NO,0.0,NO,42.19,35.87,44.0,40.49,Oil & Gas Midstream
1,Energy,5,LPG,93.16,Stage 2 Watch,Normal,56.64,5.55,3.51,96.0,94.0,95.0,95.0,NO,0.0,NO,48.45,37.77,51.19,42.36,Oil & Gas Midstream
2,Healthcare,1,TXG,97.94,Extended Near High,Loose,79.1,1.26,5.41,98.0,96.0,98.0,98.0,NO,0.0,NO,57.4,31.63,61.53,38.69,Medical Devices
2,Healthcare,2,MRNA,97.43,Extended Near High,Loose,172.94,2.22,6.47,98.0,97.0,98.0,98.0,NO,4.55,NO,100.26,61.0,113.1,74.1,Biotechnology
2,Healthcare,3,CDNA,97.36,Extended Near High,Normal,54.33,1.5,3.71,98.0,94.0,98.0,98.0,NO,0.0,NO,45.39,26.82,48.06,31.06,Diagnostics & Research
2,Healthcare,4,NTRA,97.15,Extended Near High,Normal,370.64,0.63,3.05,96.0,94.0,97.0,96.0,NO,0.0,NO,306.3,241.36,321.72,251.67,Diagnostics & Research
2,Healthcare,5,SDGR,97.03,Extended Near High,Loose,30.24,2.55,6.01,97.0,98.0,98.0,98.0,NO,1.41,NO,18.71,15.42,20.36,15.84,Health Information Services
4,Technology,1,CRWD,98.14,Extended Near High,Loose,249.35,0.39,5.38,97.0,97.0,96.0,97.0,NO,0.0,NO,208.33,147.57,212.27,165.33,Software - Infrastructure
4,Technology,2,OKTA,98.1,Extended Near High,Loose,191.33,0.65,4.94,97.0,97.0,97.0,97.0,NO,0.84,NO,153.97,106.88,158.83,118.52,Software - Infrastructure
4,Technology,3,RNG,98.06,Extended Near High,Loose,77.3,0.83,4.56,98.0,95.0,98.0,97.0,NO,1.13,NO,61.27,42.05,65.93,48.65,Software - Application
4,Technology,4,TWLO,97.96,Extended Near High,Loose,266.06,0.16,4.32,97.0,96.0,95.0,97.0,NO,1.35,NO,221.47,168.91,230.16,191.03,Software - Infrastructure
4,Technology,5,FIVN,97.89,Extended Near High,Loose,37.01,0.32,5.28,97.0,94.0,98.0,97.0,NO,1.57,NO,30.39,21.93,31.78,23.85,Software - Infrastructure
5,Financial Services,1,SBFG,94.58,Breakout Zone,Loose,29.88,0.63,4.37,91.0,93.0,93.0,91.0,NO,0.0,NO,27.53,23.38,27.88,24.25,Banks - Regional
5,Financial Services,2,KB,92.65,Near Breakout,Normal,129.2,3.07,2.95,91.0,94.0,91.0,83.0,NO,0.0,NO,122.06,106.49,123.81,112.32,Banks - Regional
5,Financial Services,3,SHG,92.58,Near Breakout,Normal,82.29,3.83,3.06,92.0,94.0,92.0,86.0,NO,0.0,NO,75.79,65.78,77.51,69.4,Banks - Regional
5,Financial Services,4,MRX,92.28,Near Breakout,Loose,75.71,4.3,4.34,96.0,91.0,87.0,97.0,NO,0.27,NO,68.69,52.47,70.95,58.75,Capital Markets
5,Financial Services,5,ING,91.81,Near Breakout,Tight,36.91,1.63,1.76,90.0,90.0,86.0,91.0,NO,0.0,NO,35.06,30.38,35.7,31.31,Banks - Diversified
