Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Energy,72,56,70,48,"PBF,DK,FET,VLO,DINO,MPC,NESR,PARR,FRO,FTK,CVI,PSX,TEN,INSW,LPG,CMBT,PBT,BWLP,TNK,NGL,WTTR,CVE,OII,APA,EQNR,DHT,TRMD,SM,LB,SUNC,EC,REPX,YPF,PR,WHD,TALO,PBR,TDW,HP,SU,NBR,SUN,FTI,TRGP,WKC,VIST,STNG,TBN,OVV,NVGS,EFXT,CNQ,PAGP,SEI,PAA,SDRL,INVX,CHRD,E,COP,WDS,KNTK,CVX,XOM,TTE,IMO,KGS,EE,WBI,VAL,SHEL,NOV,DVN,SLB,OXY,LNG,DMLP,TS,SMC,BP,NE,FANG,ET,PNRG,DKL,FLNG,MTDR,OKE,EOG,XPRO,CQP,GLNG,WES,PDS,EROK,MUR,NOG,PBA,SOBO,EPD,HAL,GLP,RNGR,WMB,CNR,HESM,MPLX,ARLP,KMI,BKR,AM,CAPL,NRP,RRC,WHK,BTU,USAC,APC,AROC,VNOM,VTOL,HMH,TRP,NGS,AR,SBR,IMPPP,FLOC,WFRD,DTM,TGS,TPL,MGY,CRC,GEL,NFG,CNX,CCJ,ENB,VTS,LBRT,EQT,BKV,EXE,GPOR,NC,LEU"
2,Healthcare,70,48,68,65,"ANL,TXG,MRNA,TWST,ERAS,AGL,ORKA,CDNA,MBX,ANRO,BDSX,FTH,ETON,SYRE,VOGX,PLSE,DFTX,AMLX,DRTS,NVCT,DMRA,OMER,CUE,PRAX,RVMD,KRSA,RLAY,TRAX,NEO,ARCT,RLYB,PSNL,XNCR,CMPS,QURE,GH,MANE,CGEM,ELVN,SDGR,ADPT,EWTX,TVTX,ATRC,SPRB,URGN,LBRX,ILMN,ANAB,CORT,GHRS,ANIK,INBX,NRIX,DNTH,NUTX,KNSA,NTRA,PACS,PVLA,ROIV,HNGE,LQDA,HTFL,TNGX,VREX,SCTX,OSCR,BLSM,NBTX,KOD,HAE,MCTA,CRL,MNPR,HALO,AMN,AVTR,SEPN,PTGX,FTRE,KYMR,RVTY,CNC,AXGN,BLFS,CSTL,CGON,IMVT,TGTX,APLM,SMTI,ZBIO,DCTH,ALMR,CON,GKOS,CBLL,BRKR,IMNM,IQV,PDEX,NHC,ELOX,GRAL,ITGR,FRNM,NGNE,CAI,HUM,ALKS,TEVA,MRK,BLTE,AMRX,FBIOP,ACHC,TEM,PBLS,VEEV,THC,BRKRP,RIGL,KRYS,VOR,PARK,PHVS,BBNX,RAPP,SLGL,JAZZ,MMED,JBIO,PCVX,RGEN,TMO,INCY,WGS,CLDX,ODTX,COAG,BTSG,ANGO,LGND,BIO,TECH,VTRS,CARL,YARW,RPRX,LNTH,GENB,RCUS,AZTA,BTSGU,WST,EXEL,LTGO,ZLAB,SGP,GRDN,PNTG,HRMY,DGX,BCAX,UFPT,COGT,AXSM,TRVI,MEDP,WAT,GMAB,IDYA,ZYME,INSP,RDNT,A,DXCM,JNJ,TARS,ARGX,BIIB,ONC,ARWR,MD,CNMD,XENE,SHC,LH,BDX,GILD,TAK,REGN,CBIO,ACAD,STVN,ABBV,KIDS,ICLR,SNDA,ELV,NRC,BMRN,AVTX,SIBN,CHE,BLLN,LLY,SRRK,MMSI,SOLV,DVA,OMDA,MIRM,ASTH,EHC,UTMD,MOH,LIVN,NVCR,HSTM,BAX,AMGN,SPTX,VRTX,BMY,TECX,USPH,NKTR,PGNY,PRPO,AVBP,ADUS,MTD,KMTS,SLP,SRPT,AUPH,CAH,FLGT,AVLN,ARQT,SMMT,ICUI,GLSI,HSIC,INDV,APMD,IART,VCEL,MDGL,MCK,DHR,HCSG,AMPH,ESTA,WAY,CTEV,QGEN,TBPH,ASND,CYTK,JANX,CVS,BLCO,TYRA,UNH,DNLI,HQY,AGIO,MDT,PFE,EW,CRSP,UHS,BNTX,VRDN,GSK,AKTS,ABVX,PEN,RMD,ZBH,IMCR,ATTO,DYN,BBIO,TFX,ENSG,RYTM,COR,NBIX,VTVT,ELAN,TNDM,PCRX,CELC,STRO,ATR,NVST,IRON,HCA,DRUG,TCMD,OBX,NVS,VCYT,ASMB,UTHR,LFMDP,STOK,GMED,INVA,VERA,MLYS,CI,INSM,VKTX,SNY,ABT,WRBY,PTCT,LKFT,NVO,AZN,SUPN,STE,OPCH,FMS,IRMD,ALGN,BRVE,DOCS,SNDX,PAHC,GEHC,PHG,ANIP,TMDX,ALC,ELMD,QNCX,BEAM,IRTC,OMCL,GPCR,PRVA,SRZN,SNN,PTHS,STAA,ISRG,HIMS,PBH,LMAT,IDXX,SYK,MDLN,HROW,AORT,MAZE,COO,KARD,WW,NAMS,ENOV,ALNY,PRCT,ZTS,PODD,BSX,AAPG,LEGN,IONS,COLL"
3,Health technology,69,3,40,73,SI
4,Technology,61,47,52,64,"MGRT,SNDK,AXTI,DELL,MXL,QMCO,MU,SAIH,CHRN,BAND,UMC,INTC,AEHR,LITE,RNG,AMD,MRVL,HPE,SMTC,STX,ASX,OKTA,SILC,DOCN,TEAM,SIMO,PENG,CRWD,FEIM,PUBM,WDC,FSLY,AAOI,VICR,TWLO,FIVN,PANW,FTNT,ICHR,COHU,TSEM,GTLB,ZETA,FORM,NSIT,IMOS,VSAT,AMBQ,IBTA,SNOW,RBRK,PAYC,CHYM,OOMA,MLAB,FROG,NTAP,UMAC,TER,DAVE,ALNT,RDVT,NET,S,QLYS,GCT,UCTT,HPQ,NTSK,APPN,DDOG,VIAV,AVT,DGII,SITM,VIA,COHR,PAY,ARM,NAVN,P,KARO,ALAB,TENB,TSAT,VRNS,U,SNX,SHAZ,VSH,ZBRA,NTNX,ARW,SWKS,MANH,OSPN,ANET,ESTC,DBX,ACMR,CNXN,PI,MITK,WEX,QRVO,FFIV,FLEX,SCSC,DJCO,DOCU,WDAY,RELL,AMAT,SAIL,KEYS,SMCIP,CIEN,DT,RAL,LRCX,SAIC,DIOD,ONTO,BHE,PLTS,INTA,BOX,SMCI,NVEC,STM,TSM,PDFS,GLW,KN,KLIC,CSCO,AIP,CRM,SLAB,FLYW,CPAY,ASML,RELY,AAPL,IBEX,NTCT,PLXS,CGNX,CVLT,TTMI,ADEA,CCSI,OUST,GEN,MTSI,RAMP,PCTY,PGY,KSPI,SANM,GRMN,SPSC,APPF,CACI,WK,ZS,LFUS,VPG,ROG,TXN,MDB,ATEN,WIX,BILL,RDWR,MSFT,DCBO,PRGS,MKSI,NVDA,PLTR,VRSN,ENTG,CLMB,LSCC,ADP,NOW,NCNO,PAYP,IOT,MPTI,ACIW,PLUS,ACFN,GRND,INGM,BELFB,ADI,CTS,APH,KLAC,AGYS,XYZ,ALRM,SAP,PAYX,CEVA,BLKB,CDW,EFOR,NATL,IT,ST,MSI,CAMT,ZM,BRUN,DFIN,JBL,SKHY,QCOM,EXLS,ITRN,SONO,SSNC,BRZE,BLSH,CLS,QTWO,VECO,BELFA,MPWR,AKAM,Q,JKHY,TDC,TOST,EXTR,SONY,GDDY,CRDO,STRC,STRF,CTSH,NOVT,DUOL,NOVTU,TDY,ALKT,ADIG,NICE,SHOP,SYNA,IDCC,CIFR,DSGX,ITRI,ADBE,ESE,AMBA,AMKR,STRD,ON,UI,FTV,ROP,LYFT,ACN,LOGI,PCOR,GFS,EVTC,TEL,EPAM,AVGO,GWRE,NTGR,G,WOLF,ACLS,MBGL,OCTV,TYL,BSP,MCHP,MNDY,AVNW,NXPI,POWI,STRK,GIB,VNT,BR,EEFT,PLAB,APLD,MCHPP,TRMB,UPBD,ASTS,BDC,DOX,PTC,LDOS,ALGM,CLFD,OTEX,BKTI,LYTS,ADSK,HUBS,MQ,ARQQ,CHKP,FIG,UBER,AOSL,YOU,FORTY,DBD,SEDG,PEGA,IBM,QNT,CORZ,MSTR,INOD,ENPH,CNXC,CRUS,AEVA,WYFI,BSY,FSLR,GDS,CSQR,QBTS,NXT,SNPS,GLOB,DAKT,IONQ,NVMI,KVYO,OSIS,BMI,FOUR,CRWV,LASR,CDNS,PAR,RGTI,RMBS,INTU,NYAX,PSN,FN,ORCL,IPGP,BL,OLED,CALX,LIF,FIS,CBRS,FICO,TTAN,IIIV,SWMR"
5,Financial Services,58,44,59,61,"RFAIU,RFAI,TOP,MAAS,LIFE,ASST,MRX,HUT,ECPG,PS,AAMI,VBNK,SLDE,BWIN,PMTS,WT,TCGX,PRCH,MSBI,CIB,HFBL,ARX,TWN,SAFT,GCBC,VCTR,AII,KF,HRTG,SHG,UFCS,CHMG,AMTB,PBAM,ASIC,UVE,BFH,BOTJ,KB,SBFG,BWFG,IOND,STT,CMTV,EZPW,FMAO,VIRT,AMAL,MUFG,ING,CARE,CBNA,HBT,ATLC,OPY,PGC,KINS,SMFG,CZFS,BBVA,WCCB,WF,CFBK,ALRS,AGM,RRBI,OBK,SMBK,TRV,MBIN,FBIZ,WTBA,CFFI,BOW,PFIS,PLBC,PRAA,GOLD,RCBC,ACNB,CBC,ATLO,FISI,PKBK,STK,VOYA,TMP,HSBC,CNO,FSEA,USCB,NKSH,BNS,SEZL,WSFS,JXN,TRST,TD,IX,CAC,FNLC,CPBI,FDSB,OSBC,CTBI,SRCE,BPRN,BNY,THG,BSVN,HG,PFG,WASH,BEN,AVBC,FNWD,SEIC,OBT,DGICB,FBP,CBK,PBFS,RBCAA,FVCB,MET,AIZ,CZNC,MFC,TWFG,LSBK,SHBI,EFSI,SLF,SNEX,PEBO,NIC,PEO,RGA,OFG,AMG,CRBG,BHB,LARK,NWFL,RBB,BGR,ITIC,INBK,TSBK,PLGO,FRST,FBLA,RIOT,UVSP,ALL,MBWM,DCOM,NTRS,ECBK,IBKR,FCBC,CCNE,EGBN,ACT,BMO,FMBH,GSBC,MBBC,BY,BAP,EQH,FCFS,CATY,HQL,SII,SKWD,NWG,CFR,THFF,FNRN,WSBF,IVZ,PBHC,XP,HNVR,BCAL,UNM,MVBF,FCF,PDLB,RY,BPOP,FRHC,NBN,WRLD,RNR,PCB,NWBI,FRAF,PLMR,CLST,SFST,QNBC,NBTB,GABC,QCRH,STBA,FXNC,BSRR,BUSE,CM,MYFW,FSBC,HQH,PEBK,CACC,LCNB,AMP,TFSL,NECB,UBS,HAFC,WSBC,FDBC,BSTZ,UBSI,MPB,SRBK,ESQ,CBNK,CHCO,WABC,BWB,EMF,SPNT,MGYR,TCBX,IFS,EIG,EG,CVBF,BFST,MCBS,BMEZ,NP,CIVB,CPF,ENVA,SYBT,ORRF,GL,SMBC,FFBC,TRIN,PROV,FULT,NTB,VABK,HWC,NBBK,HIPO,SFNC,CFG,AROW,DB,NFJ,FMNB,BME,CZWI,FCCO,BST,ISTR,RMBI,HBCP,CCBG,BFC,EBC,LCLN,FUNC,JMSB,V,PRU,MNSB,BSAC,FBNC,USB,FUSB,CNOB,NMIH,BMRC,SFBC,TRMK,BCH,VALU,HYNE,GAIN,FCAP,SCHW,CRVL,GSHD,MKTW,ASB,ESNT,CWBC,PFBC,EMO,BBT,C,FGNXP,TCBK,BANR,HBNC,FDS,EVT,DBRG,HCI,MS,FITB,PRK,UMBF,JPM,COSO,UNTY,LNC,BVFL,AVBH,OPBK,ONB,HIFS,ADX,CUBI,BAC,MCY,CBAN,HWBK,MTG,SBCF,EQBK,COFS,ZION,CB,PFS,BHRB,UCB,OVLY,EWBC,BCS,MKTX,DXYZ,HFWA,FAF,CET,HASI,FSUN,HTH,FIBK,HOOD,PRI,MCHB,WHG,BOKF,SSB,JCAP,FSBW,AFRM,FRBA,MTB,IBCP,HTGC,MA,CBSH,MRBK,EBMT,PNC,TOWN,INDB,ASA,FCNCA,HOMB,PYPL,SPFI,BMNR,WTW,MORN,LOB,AUB,CSWC,COLB,CSQ,AFG,BMA,EFSC,QQQX,CNS,SPXX,JCE,BLX,RNST,THQ,HTB,UBCP,GAM,MCB,AX,ETV,FNB,SLM,SFBS,ETO,HMN,OVBC,SATA,CBU,XZO,NRIM,ACGL,OMF,ETG,CNA,CBFV,CBOE,AUBN,FFA,ABCB,RF,NDAQ,PFX,GDV,FRME,SIGI,WFC,AFL,WTFC,BTO,FRBT,NODK,GS,WTM,L,IGIC,PNFP,NEWTP,RJF,CNOBP,RVT,DGICA,FIGR,TY,TFC,BOH,LPLA,RLI,CEE,CINF,FDUS,NBHC,AJG,CII,FFIN,CCD,ASBH,CAF,ARCC,PB,IOR,FHN,RVI,ETB,GGZ,BCV,MBINL,BKU,ECCC,MXF,KNSL,MAIN,KEY,ICE,WRB,BANX,NXG,TCBS,WULF,MSBIP,STEW,OCCIN,MBINM,CME,FHI,TROW,NBXG,BUSEP,UNB,WAL,TCBI,HIG,SYF,ORI,XFLT,BANC,VLYPP,AIO,EICA,RDN,GLRE,SOR,MNSBP,SF,BXSL,SRV,MBNKO,TFIN,NIE,NCV,SPMA,SBSI,BLK,VLYPO,LKFN,OCCIM,OXLCO,PGR,FBK,SCD,VLYPN,SPME,OXLCN,ONBPO,CCNEP,GLU,OZK,ATLCP,FHB,IBOC,PDPA,ONBPP,CCID,MRSH,OCFC,WSBCO,FRMEP,GBLI,EOI,TRU,GLAD,TBLD,RVII,BCML,IREN,SLMBP,MBINN,MCO,HBANL,BTT,WTFCN,NNI,AXS,RYAN,AIG,MCI,UTF,BWBBP,IBN,WAFDP,ACV,WAFD,COF,HTD,CASH,LGI,HBANP,GBCI,TYG,PJT,PDX,BANF,UMBFO,ERIE,MIAX,TSLX,FGBIP,GGAL,AB,STC,TIPT,FFC,MSCI,PSUS,RNP,PUK,EOS,HBAN,SDHY,DFP,TPG,APAM,BUI,ISBA,HAPN,NPB,IGI,EOT,ALLY,NPFD,APO,LDP,TW,FLC,BMN,SPGI,ETX,BRO,FULTP,TCBIO,PSF,NTRSO,PTA,AXP,IIF,FCNCO,BX,HBANZ,BBN,MPV,MKL,OZKAP,ASGI,ACGLO,FPF,UTG,MC,STEP,HBANM,FCNCP,ARES,JLS,BAM,SIGIP,ZIONP,KKR,CRCL,ACGLN,VEL,TRUP,PIPR,AON,EFSCP,FUTU,ROOT,AGO,RM,HLNE,JEF,FNF,HERZ,HLI,BN,VRTS,KMPR,TBBK,BHF,COIN,BNT,SOFI,FG,ONIT,GLXY,HDB,LAZ,LMND,SAR,EVR,CG,BOT,ETOR,AMSF,UPST,PFSI,WD,GBFH,TREE,CCB,VCX"
6,Basic Materials,55,51,45,43,"CLMT,AYA,FRD,AUGO,CGAU,MTRN,MT,HYMC,NUE,TX,SSRM,CF,ERO,KOP,SCCO,HBM,NWPX,IAG,EGO,SXT,MEOH,STLD,KALU,PHOS,ARIS,TECK,ELE,UAN,FCX,WPM,NEM,ODC,SCL,CLW,BHP,SKE,AG,NTR,AU,IFF,IPI,ASH,RS,NEU,HL,FNV,HMY,BVN,GPRE,JHX,VHI,IOSP,PRM,AVNT,AEM,RIO,SA,RGLD,CSTM,CDE,B,REX,LYB,KWR,ELVR,HCC,CTVA,MTUS,OGC,CMT,SQM,WFG,GFI,KGC,NGVT,PAAS,TFPM,PKX,AXTA,SSMR,APD,CMCL,CMP,OR,BCPC,MUX,DD,ECL,BCC,CENX,DOW,DRD,ESI,CBT,AMR,MTX,SHW,PPTA,MOS,WLKP,AGI,EMN,PPG,USLM,USAU,CTGO,LIN,WS,CE,SSD,AAUC,AA,SIM,SOLS,RPM,UFPI,WDFC,SMG,ALB,SLVM,USAR,IDR,ASIX,VMC,EXP,FUL,MP,MLM,WLK,HWKN,CRH,SMID,TGLS,OLN,AMRZ,MSB,KNF,IPX"
7,Communication Services,52,42,50,51,"BBGI,ATEX,IRDM,NBIS,RDIB,MCS,MGNI,STRZ,SPHR,TIGO,GSAT,ZD,MSGS,ROKU,MSGE,IMAX,WPP,VEON,ATNI,QNST,SKM,LILAP,VOD,IDT,MTCH,WLY,WLYB,JOYY,GRPN,CNK,GRVY,NWSA,BATRA,FOXA,SIRI,WBD,FOX,ADV,BATRK,NWS,PSO,MANU,GOOGL,EVER,GOOG,META,OPRA,VZ,LYV,CHT,SCHL,ATHM,LLYVK,FWONK,LLYVA,T,CARG,FWONA,OMC,KT,DIS,SPOT,NYT,WMG,AMX,ECHO,TKO,RCI,PPLI,BCE,PHI,TDS,TTWO,NTES,VSNT,GLIBA,GLIBK,CRTO,CMCSA,TIMB,NXST,TMUS,RDDT,NFLX,AD,PINS,YELP,BIDU,CHTR,RBLX,GIBO,ZG,Z,LFTO,APP,CABO"
8,Technology services,46,78,47,95,"NIQ,GOOGN,GOOGM"
9,Industrials,46,33,40,46,"EDRY,BUUU,OESX,NCEW,BE,ECO,SIF,TH,MTW,FCEL,MAN,PKOH,RCMT,TISI,HSHP,KELYB,PESI,HQI,MATX,SHIP,CYRX,XMTR,CMDB,CXW,PLPC,NMM,CIX,KELYA,KFRC,PHOE,GEO,DAC,TWIN,CBZ,FA,MG,ZIM,ATKR,SBLK,NSP,PRLB,ATI,PBI,DCO,DXPE,TNET,TITN,ASC,GNK,ARCB,AIRT,ARMK,BWMN,GSL,ACA,BXC,EXPD,IESC,DE,FIX,ATRO,NX,HURC,RHI,GIC,ARXS,NPK,MSM,DSGR,HURN,WCC,EMBJ,CASS,IA,PKE,ESP,NVT,CSX,ELMT,TPC,WAB,NDSN,CAT,UNF,FDX,VOYG,KEX,GENC,CDLR,GRC,FLR,CLH,KNX,UHAL,DNOW,JBHT,NVRI,CVLG,UNP,LXFR,EFTY,GPN,PWR,ESEA,GFF,SWK,TTEK,LIME,CNI,SNDR,FSTR,WTS,IEX,ABM,EML,GEV,TKR,VRT,DAL,POWL,TRNS,GWW,RXO,KFY,URI,STRL,AIT,VVX,ICFI,AIR,R,WERN,JCI,CP,BETA,PPIH,ESLT,AME,J,EBF,TFII,ITT,CMPR,FAST,TAYD,AGCO,ETN,NSC,HXL,LGN,CTAS,MSA,ENS,TTC,CRS,RGR,GFL,GHM,PRG,NPO,CSW,EXPO,EMR,CDZIP,CMCO,CECO,GATX,CCEC,WOR,ENR,LSTR,OSK,VMI,AZZ,MMM,AER,CPA,PH,DLX,RTX,ALLE,GTES,PAM,VLTO,PCAR,FLS,ULH,HRI,BRC,OTTR,ROK,XPO,ECG,CMRE,SNA,CR,ITW,POWWP,UPS,MYRG,MLI,GD,LMT,SXI,HLIO,KRNT,EME,GHC,RSG,OC,TREX,BCO,RYZ,FTAIM,UAL,LECO,DCI,BLBD,AEIS,CMC,GNRC,SKYW,FSS,MAS,WLFC,TEX,CRAI,LUV,CWST,LTM,FPS,BKSY,MGRC,ALG,KMT,RHLD,FELE,TT,TRI,GE,CAAP,MRCY,RKLB,HWM,ROCK,APOG,ODFL,WM,SUNB,RBC,BAH,ZWS,DLB,LNN,AIRTP,ALGT,BBSI,HY,AYI,KBR,CXT,ZTO,GGG,RJET,IIIN,RELX,EPAC,WWD,CSL,WCN,SYM,SAIA,FERG,AWI,CMI,KE,AGX,CHRW,HUBB,VSEC,APG,HEI,DOV,MIDD,SEB,TRN,LOAR,GXO,GVA,IR,BA,PL,HON,TRC,TXT,NSSC,KAI,SPCX,EVI,CAE,FTAI,OMAB,VSECU,AXON,AOS,WMS,NOC,MDA,CARR,CW,FCN,GBX,XYL,CNM,VRSK,DRS,FWRD,HII,FBIN,WLDN,PSIX,RYAAY,EFX,CPRT,OTIS,DPC,CDNL,TNC,TATT,AMRC,MWA,STN,SPXC,FER,TDG,AMTM,MEC,HUBG,RRX,ALK,OFLX,SARO,LPX,ONT,ASTE,CDRE,WSC,JBTM,PAC,WSO,FOIL,CAR,MMS,LHX,AAON,MIR,AVAV,ROAD,DY,RBA,REZI,MATW,FDXF,ULS,ASR,FLY,BBUC,AMSC,MTZ,BWXT,RTO,POOL,HONA,SITE,ACM,AVEX,LII,MAIR,KTOS,EQPT,ATS,SMX,PRIM,ESAB,PNR,BLDR,NNE,XE,INIO,LMB,HAWK,KRMN,MFP"
