IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MGNI,24.53,Communication Services,Advertising Agencies,95.0,96.0,98.0,97.0,1.0907,0.8914,0.25,NO,NO
2,QNST,20.76,Communication Services,Advertising Agencies,95.0,94.0,98.0,96.0,1.1321,0.8143,1.09,NO,NO
3,ZD,55.09,Communication Services,Advertising Agencies,94.0,40.0,93.0,96.0,2.3772,2.1372,0.0,NO,NO
4,WPP,26.4,Communication Services,Advertising Agencies,90.0,97.0,95.0,92.0,1.39,0.835,0.0,NO,NO
5,OMC,86.31,Communication Services,Advertising Agencies,78.0,71.0,85.0,86.0,2.8036,2.4775,0.0,NO,NO
1,DFNS,27.2,Industrials,Aerospace & Defense,98.0,98.0,98.0,98.0,16.7374,11.2549,0.0,NO,NO
2,SIF,21.2,Industrials,Aerospace & Defense,97.0,5.0,84.0,95.0,2.5507,2.1721,0.0,NO,NO
3,DCO,204.27,Industrials,Aerospace & Defense,96.0,94.0,95.0,94.0,8.5161,7.9525,0.0,NO,NO
4,ATRO,86.12,Industrials,Aerospace & Defense,96.0,96.0,93.0,91.0,5.3293,4.7379,0.0,NO,NO
5,ARXS,56.56,Industrials,Aerospace & Defense,94.0,97.0,97.0,,3.7314,3.5907,0.0,NO,NO
1,CF,119.72,Basic Materials,Agricultural Inputs,79.0,11.0,13.0,86.0,4.5514,4.2136,0.0,NO,NO
2,UAN,121.11,Basic Materials,Agricultural Inputs,65.0,35.0,13.0,71.0,4.4243,3.7736,0.0,NO,NO
3,IPI,36.41,Basic Materials,Agricultural Inputs,62.0,80.0,7.0,63.0,1.6046,1.5896,0.0,NO,NO
4,NTR,69.4,Basic Materials,Agricultural Inputs,45.0,57.0,16.0,25.0,1.8198,1.6659,1.45,NO,NO
5,CTVA,77.91,Basic Materials,Agricultural Inputs,39.0,4.0,12.0,49.0,2.5194,2.04,1.0,NO,NO
1,DAL,85.7,Industrials,Airlines,87.0,41.0,88.0,82.0,2.2836,1.9514,0.0,NO,NO
2,UAL,118.72,Industrials,Airlines,79.0,38.0,91.0,47.0,4.0814,3.3614,0.0,NO,NO
3,LUV,42.49,Industrials,Airlines,66.0,3.0,76.0,4.0,1.3975,1.2418,0.0,NO,NO
4,ALGT,81.7,Industrials,Airlines,57.0,1.0,73.0,2.0,5.0036,4.4193,0.0,NO,NO
5,SKYW,103.11,Industrials,Airlines,51.0,63.0,90.0,18.0,3.2043,2.9046,0.0,NO,NO
1,CAAP,22.99,Industrials,Airports & Air Services,11.0,7.0,10.0,4.0,0.9484,0.9238,0.0,NO,NO
2,OMAB,100.85,Industrials,Airports & Air Services,8.0,11.0,14.0,3.0,2.9011,2.8211,0.0,NO,NO
3,PAC,204.63,Industrials,Airports & Air Services,5.0,7.0,4.0,2.0,5.405,5.3229,0.0,NO,NO
4,ASR,259.67,Industrials,Airports & Air Services,4.0,8.0,6.0,1.0,7.0179,6.7643,0.0,NO,NO
1,KALU,161.24,Basic Materials,Aluminum,91.0,51.0,15.0,74.0,9.8386,8.5875,0.0,NO,NO
2,CSTM,27.99,Basic Materials,Aluminum,89.0,36.0,6.0,81.0,1.1757,1.0264,0.0,NO,NO
3,CENX,45.66,Basic Materials,Aluminum,81.0,78.0,4.0,13.0,2.9879,2.6475,0.0,NO,NO
4,AA,50.02,Basic Materials,Aluminum,49.0,91.0,3.0,8.0,2.1004,1.6355,0.0,NO,NO
1,KTB,82.3,Consumer Cyclical,Apparel Manufacturing,82.0,10.0,93.0,82.0,3.3018,3.1118,0.54,NO,NO
2,GIII,33.72,Consumer Cyclical,Apparel Manufacturing,77.0,8.0,83.0,63.0,0.8514,0.845,0.0,NO,NO
3,RL,378.25,Consumer Cyclical,Apparel Manufacturing,72.0,34.0,83.0,41.0,13.7757,13.4114,0.0,NO,NO
4,COLM,57.89,Consumer Cyclical,Apparel Manufacturing,41.0,6.0,35.0,14.0,1.6729,1.4879,0.84,NO,NO
5,LEVI,22.01,Consumer Cyclical,Apparel Manufacturing,38.0,5.0,59.0,38.0,0.6018,0.5982,0.0,NO,NO
