SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Energy,1,DINO,98.2,Extended Near High,Normal,113.97,0.71,3.7,97.0,97.0,98.0,97.0,NO,0.0,NO,93.53,67.6,96.77,75.56,Oil & Gas Refining & Marketing
2,Energy,2,VLO,97.81,Extended Near High,Normal,403.28,0.97,3.24,97.0,96.0,98.0,95.0,NO,0.0,NO,332.43,247.16,343.07,277.21,Oil & Gas Refining & Marketing
2,Energy,3,CVI,97.72,Extended Near High,Loose,53.05,1.63,4.93,97.0,98.0,98.0,96.0,NO,0.0,NO,37.72,31.16,39.91,33.82,Oil & Gas Refining & Marketing
2,Energy,4,DK,97.61,Extended Near High,Loose,79.16,1.24,5.36,97.0,96.0,98.0,96.0,NO,0.0,NO,66.86,46.28,68.91,52.84,Oil & Gas Refining & Marketing
2,Energy,5,MPC,97.38,Extended Near High,Normal,413.92,1.27,3.09,97.0,95.0,98.0,96.0,NO,0.0,NO,341.4,248.98,352.02,279.15,Oil & Gas Refining & Marketing
3,Healthcare,1,ATRC,98.59,Extended Near High,Normal,57.14,0.19,3.74,97.0,97.0,98.0,97.0,NO,0.0,NO,43.46,35.2,45.42,34.67,Medical Instruments & Supplies
3,Healthcare,2,CDNA,97.39,Extended Near High,Loose,53.55,1.73,4.38,98.0,95.0,98.0,98.0,NO,0.0,NO,43.85,26.27,46.57,29.86,Diagnostics & Research
3,Healthcare,3,DRTS,97.14,Near Breakout,Loose,15.04,1.05,4.54,98.0,92.0,97.0,97.0,NO,0.07,NO,13.6,9.17,13.93,10.63,Biotechnology
3,Healthcare,4,RVTY,96.83,Extended Near High,Normal,145.73,1.19,3.22,95.0,97.0,96.0,95.0,NO,0.49,NO,118.87,103.47,121.84,104.77,Diagnostics & Research
3,Healthcare,5,SDGR,96.67,Extended Near High,Loose,23.93,1.89,5.26,95.0,98.0,97.0,97.0,NO,0.17,NO,17.91,15.23,18.36,15.06,Health Information Services
4,Technology,1,OKTA,97.28,Extended Near High,Loose,188.12,2.02,6.07,97.0,98.0,97.0,98.0,NO,0.0,NO,151.38,105.27,155.21,114.75,Software - Infrastructure
4,Technology,2,CRWD,96.86,Extended Near High,Loose,241.36,1.56,6.27,97.0,95.0,96.0,97.0,NO,0.0,NO,205.21,145.82,208.01,160.24,Software - Infrastructure
4,Technology,3,DELL,96.84,Extended Near High,Loose,563.29,2.33,6.31,98.0,96.0,96.0,98.0,NO,1.86,NO,457.25,268.03,473.68,337.81,Computer Hardware
4,Technology,4,NSIT,96.39,Extended Near High,Normal,165.19,1.64,3.26,96.0,94.0,97.0,97.0,NO,0.0,NO,140.69,100.25,146.01,108.81,Electronics & Computer Distribution
4,Technology,5,RDVT,96.1,Near Breakout,Normal,77.52,1.62,3.82,95.0,95.0,96.0,97.0,NO,0.0,NO,69.55,53.15,70.39,55.1,Software - Application
5,Financial Services,1,SLDE,94.68,Near Breakout,Normal,25.67,4.0,2.88,95.0,96.0,97.0,91.0,NO,0.0,NO,22.15,18.98,22.52,19.75,Insurance - Property & Casualty
5,Financial Services,2,WCCB,94.66,Breakout Zone,Very Tight,59.6,0.58,1.43,91.0,94.0,92.0,86.0,NO,0.0,NO,54.8,49.07,55.57,51.13,Banks - Regional
5,Financial Services,3,ASIC,94.58,Near Breakout,Normal,28.29,2.31,3.58,92.0,96.0,95.0,91.0,NO,0.0,NO,25.22,21.36,25.55,22.46,Insurance - Property & Casualty
5,Financial Services,4,BWIN,94.55,Near Breakout,Normal,32.04,2.02,3.75,94.0,89.0,98.0,93.0,NO,0.0,NO,29.15,23.96,29.77,24.68,Insurance Brokers
5,Financial Services,5,ARX,94.52,Extended Near High,Very Tight,19.84,0.3,0.39,93.0,85.0,97.0,95.0,NO,0.0,NO,16.21,14.33,17.05,14.66,Insurance Brokers
