SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Energy minerals,1,PBR,92.1,Near Breakout,Normal,21.14,4.95,2.96,93.0,94.0,92.0,54.0,NO,0.0,NO,19.14,17.53,19.49,19.18,Integrated oil
1,Energy minerals,2,YPF,88.98,Pullback to 50D,Normal,53.93,6.81,3.92,94.0,89.0,85.0,87.0,NO,1.32,NO,51.67,44.26,52.16,47.76,Integrated oil
1,Energy minerals,3,EQNR,87.41,Pullback to 50D,Normal,42.9,6.41,2.73,94.0,73.0,94.0,52.0,NO,0.0,NO,41.24,34.61,41.93,38.53,Integrated oil
1,Energy minerals,4,SU,84.89,Pullback to 50D,Normal,67.98,5.66,2.59,91.0,66.0,90.0,48.0,NO,1.07,NO,65.96,59.41,66.64,63.6,Integrated oil
1,Energy minerals,5,PBF,74.84,Pullback to 50D,Loose,70.47,14.7,6.38,97.0,34.0,97.0,93.0,NO,0.0,NO,69.54,46.48,71.26,53.31,Oil refining/Marketing
2,Health services,1,BDSX,93.14,Stage 2 Watch,Loose,29.29,6.45,5.85,98.0,93.0,96.0,97.0,NO,0.0,NO,24.56,16.09,25.58,19.32,Medical/Nursing services
2,Health services,2,PNTG,86.35,Pullback to 50D,Normal,39.65,7.23,3.83,90.0,83.0,87.0,85.0,NO,0.64,NO,39.53,33.79,39.22,35.55,Medical/Nursing services
2,Health services,3,AZTA,65.76,Stage 2 Watch,Normal,34.09,18.31,3.24,92.0,12.0,96.0,95.0,NO,0.0,NO,31.21,28.2,32.08,25.91,Medical/Nursing services
3,Health technology,1,SMTI,94.65,Breakout Zone,Very Tight,35.15,0.54,0.69,95.0,83.0,97.0,96.0,NO,0.0,NO,32.42,24.05,33.66,25.07,Medical specialties
3,Health technology,2,RVTY,93.45,Near Breakout,Normal,142.11,4.96,3.51,95.0,95.0,95.0,94.0,NO,0.0,NO,121.47,104.29,124.81,106.16,Medical specialties
3,Health technology,3,BLFS,93.43,Near Breakout,Tight,37.74,1.69,2.34,95.0,82.0,96.0,97.0,NO,0.0,NO,34.14,26.02,34.91,27.09,Medical specialties
3,Health technology,4,TWST,92.74,Stage 2 Watch,Loose,158.5,7.13,6.44,98.0,92.0,98.0,98.0,NO,0.0,NO,121.18,71.0,128.05,86.22,Biotechnology
3,Health technology,5,TXG,92.48,Stage 2 Watch,Loose,75.62,8.54,6.08,98.0,96.0,98.0,98.0,NO,0.0,NO,58.08,31.92,61.18,38.57,Biotechnology
4,Healthcare,1,ATRC,96.88,Extended Near High,Normal,59.96,2.47,3.86,97.0,97.0,98.0,97.0,NO,1.03,NO,45.43,35.66,48.01,35.65,Medical Instruments & Supplies
4,Healthcare,2,CDNA,94.75,Near Breakout,Normal,54.31,4.99,3.82,98.0,94.0,98.0,98.0,NO,0.0,NO,45.9,26.99,48.05,31.06,Diagnostics & Research
4,Healthcare,3,HALO,93.39,Near Breakout,Normal,112.44,3.77,2.66,96.0,87.0,97.0,96.0,NO,0.0,NO,97.43,76.35,102.21,79.77,Biotechnology
4,Healthcare,4,CAI,93.2,Stage 2 Watch,Loose,31.65,5.97,4.82,94.0,97.0,98.0,95.0,NO,1.53,NO,22.12,21.08,23.87,19.8,Biotechnology
4,Healthcare,5,GH,92.97,Near Breakout,Loose,176.31,3.92,4.76,97.0,86.0,94.0,97.0,NO,1.35,NO,161.7,120.98,164.17,129.63,Diagnostics & Research
5,Energy,1,CVI,93.78,Stage 2 Watch,Loose,51.8,6.14,5.2,96.0,97.0,98.0,94.0,NO,0.0,NO,39.45,31.53,41.64,34.77,Oil & Gas Refining & Marketing
5,Energy,2,FET,93.31,Stage 2 Watch,Normal,82.68,5.42,3.9,97.0,91.0,97.0,91.0,NO,0.23,NO,72.97,56.33,76.62,62.12,Oil & Gas Equipment & Services
5,Energy,3,PSX,90.88,Stage 2 Watch,Normal,256.48,7.45,3.55,96.0,89.0,96.0,92.0,NO,0.0,NO,232.38,179.36,238.7,196.45,Oil & Gas Refining & Marketing
5,Energy,4,DINO,90.02,Stage 2 Watch,Loose,106.14,10.35,4.79,97.0,93.0,97.0,96.0,NO,0.0,NO,96.17,68.79,98.72,77.49,Oil & Gas Refining & Marketing
5,Energy,5,APA,87.17,Stage 2 Watch,Normal,43.7,7.88,3.66,94.0,78.0,93.0,60.0,NO,0.0,NO,40.37,34.68,41.36,38.3,Oil & Gas E&P
