Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Other Precious Metals & Mining,Basic Materials,94,85,77,62,"SBSW,TFPM,HL,BVN,PPTA,SLSR,MUX"
2,Silver,Basic Materials,94,92,68,81,"AG,MAG,EXK"
3,Gold,Basic Materials,90,81,91,79,"NEM,AEM,B,WPM,FNV,GFI,AU,KGC,AGI,PAAS,RGLD,HMY,CDE,EQX,OR,IAG,EGO,NGD,SSRM,ORLA,SAND,NG,AUGO,FSM,SA,ARMN,AAUC,CGAU,DRD,CNL,CMCL,IDR,BGL,CTGO,USAU"
4,Airports & Air Services,Industrials,86,68,80,77,"JOBY,PAC,ASR,OMAB,CAAP,ASLE"
5,Financial Conglomerates,Financial Services,85,62,23,28,"RILYP,RILYL,IX,FRHC,VOYA,HTH,TREE,RILY"
6,Banks - Diversified,Financial Services,85,84,83,80,"JPM,BAC,WFC,HSBC,RY,MUFG,C,SAN,TD,UBS,SMFG,BBVA,BMO,BNS,BK,ING,BCS,CM,NTB"
7,Pollution & Treatment Controls,Industrials,81,74,62,39,"VLTO,FSS,ZWS,PCT,CECO,ERII,ADUR,ARQ,ZONE"
8,Solar,Technology,80,74,43,7,"FSLR,NXT,ENPH,RUN,SEDG,ARRY,JKS,SHLS,CSIQ,TOYO,FTCI,VVPR"
9,Pharmaceutical Retailers,Healthcare,80,62,79,28,WBA
10,Uranium,Energy,80,78,66,22,"CCJ,UEC,NXE,LEU,UUUU,ISOU"
11,Utilities - Independent Power Producers,Utilities,78,94,91,92,"VST,NRG,TLN,PAM,TAC,KEN"
12,Travel Services,Consumer Cyclical,77,69,57,77,"BKNG,RCL,ABNB,CCL,TCOM,CUK,VIK,EXPE,NCLH,MMYT,TNL,GBTG,TRIP,PRSU,LIND"
13,Electrical Equipment & Parts,Industrials,77,71,52,48,"VRT,HUBB,NVT,BE,AYI,AEIS,ENS,HAYW,POWL,ENVX,ATKR,ENR,EOSE,AMPX,PLPC,KE,ADSE,LTBR,TGEN,ELVA,ESP,ULBI,RFIL,ADN"
14,Engineering & Construction,Industrials,74,78,70,38,"PWR,FER,EME,FIX,J,ACM,APG,MTZ,STN,BLD,TTEK,STRL,DY,IESC,ROAD,FLR,KBR,PRIM,ACA,GVA,ECG,EXPO,AGX,TPC,MYRG,CDLR,WLDN,AMRC,GLDD,BWMN,MTRX,BBCP,ORN,MIMI,PHOE,ONEG,MSGY,ESOA,VATE"
15,Tobacco,Consumer Defensive,73,72,92,85,"PM,BTI,MO,TPB,UVV"
16,Communication Equipment,Technology,73,74,61,72,"CSCO,MSI,UI,HPE,ERIC,ASTS,ZBRA,CIEN,LITE,BDC,VSAT,COMM,EXTR,VIAV,AAOI,DGII,HLIT,TSAT,NTGR,ADTN,GILT,CLFD,FEIM,AVNW,AUDC,BKTI,INSG,SILC,OCC"
17,Computer Hardware,Technology,72,74,53,62,"ANET,DELL,STX,WDC,SMCI,HPQ,PSTG,LOGI,IONQ,SNDK,QBTS,RGTI,QUBT,CRCT,CRSR,SSYS,UMAC,OSS,ALOT,QMCO,RGTIW"
18,Utilities - Renewable,Utilities,71,75,58,40,"CEG,EBR,BEP,BEPC,CWEN,ORA,ENLT,RNW,FLNC,XIFR,ELLO,STEM,WAVE"
19,Airlines,Industrials,70,62,54,75,"DAL,RYAAY,UAL,LUV,LTM,AAL,ALK,SKYW,CPA,JBLU,ALGT,VLRS,SNCY"
20,Auto Parts,Consumer Cyclical,70,62,49,35,"ORLY,AZO,GPC,APTV,MGA,MBLY,ALV,BWA,LKQ,MOD,ALSN,GNTX,LEA,DORM,QS,ATMU,AAP,HSAI,VC,GTX,DAN,GT,PHIN,ADNT,FOXF,THRM,XPEL,SMP,PLOW,AXL,CPS,MLR,MNRO,MPAA,STRT,SRI"
21,Metal Fabrication,Industrials,69,79,77,59,"CRS,MLI,ATI,ESAB,WOR,CMPO,PRLB,IIIN,RYI,MEC,TG,GIFI,MTEN,TPCS,CMPOW"
22,Capital Markets,Financial Services,69,72,55,69,"MS,GS,SCHW,IBKR,HOOD,CRCL,LPLA,TW,FUTU,NMR,HLI,JEF,EVR,SF,GLXY,VIRT,XP,BMNR,PJT,MKTX,PIPR,MARA,IREN,MC,LAZ,SNEX,RIOT,BGC,ETOR,WULF,CIFR,MIAX,HUT,CLSK,MRX,TIGR,PWP,OPY,AMRK,FRGE,NCTY,DOMH,SRL,COHN,ZBAI"
23,Industrial Distribution,Industrials,68,60,46,32,"FAST,GWW,FERG,WSO,QXO,CNM,POOL,WCC,AIT,SITE,REZI,MSM,DXPE,DNOW,DSGR,GIC,BXC,TITN,EVI"
24,Luxury Goods,Consumer Cyclical,68,60,62,56,"TPR,SIG,CPRI,LUXE,REAL,MOV,ELA,SORA"
25,Steel,Basic Materials,67,50,34,33,"NUE,MT,STLD,PKX,RS,TX,CMC,CLF,WS,MTUS,NWPX,MSB,ZEUS,FRD,LUD,ACNT"
26,Aerospace & Defense,Industrials,67,74,72,58,"GE,RTX,BA,POWWP,LMT,GD,NOC,TDG,HWM,AXON,LHX,HEI,RKLB,ESLT,CW,BWXT,WWD,TXT,AVAV,KTOS,DRS,HII,ERJ,SARO,CAE,KRMN,LOAR,FLY,ACHR,HXL,SPR,MRCY,VSEC,AIR,PL,VOYG,VVX,DCO,RDW,ATRO,CDRE,EH,LUNR,RCAT,NPK,AIRO,RGR,EVTL,TATT,BYRN,PKE,SWBI,ISSC,PEW,VWAV,SPAI,CODA,OPXS,MOB,SIF"
27,Electronic Gaming & Multimedia,Communication Services,65,62,58,47,"NTES,RBLX,EA,TTWO,SOHU,DDI,GRVY,GDEV,SKLZ,DKI"
28,Electronic Components,Technology,65,64,55,53,"APH,TEL,GLW,CLS,JBL,FLEX,FN,OLED,LFUS,SANM,RAL,TTMI,OSIS,PLXS,VICR,KN,OUST,BELFB,BELFA,BHE,ROG,CTS,DAKT,ALNT,LYTS,NEON,MEI,RELL,MPTI,GAUZ,LINK,ELTK"
29,Entertainment,Communication Services,64,66,65,62,"NFLX,DIS,LYV,WBD,FWONA,FOXA,FWONK,FOX,NWS,NWSA,WMG,PSKY,TKO,ROKU,LLYVK,LLYVA,SIRI,MSGS,CNK,MANU,BATRK,BATRA,SPHR,IMAX,PLAY,RSVR,MCS,AMCX,AENT,STRZ,GAIA,CNVS,RDIB,BREA"
30,Semiconductors,Technology,64,66,41,40,"NVDA,AVGO,TSM,AMD,MCHPP,TXN,QCOM,ARM,MU,ADI,INTC,MRVL,NXPI,MPWR,MCHP,ALAB,STM,ASX,ON,CRDO,GFS,UMC,SWKS,MTSI,LSCC,QRVO,RMBS,TSEM,SITM,CRUS,ALGM,PI,SMTC,SLAB,SYNA,SIMO,POWI,DIOD,VSH,MXL,LASR,HIMX,NVTS,AOSL,AMBQ,SKYT,IMOS,CEVA,POET,AIP,ALMU,NVEC,MRAM,QUIK,WKEY,PXLW"
31,Internet Retail,Consumer Cyclical,64,65,50,62,"AMZN,BABA,PDD,MELI,SE,DASH,CPNG,JD,EBAY,CHWY,CART,W,VIPS,ETSY,GLBE,RVLV,TDUP,JMIA,LQDT,BYON,SBDS,JFBR,QVCGP,NEGG"
32,Credit Services,Financial Services,64,57,62,67,"V,MA,AXP,COF,SOFI,SYF,OMF,SLM,UPST,FCFS,CACC,ENVA,ATLCP,PYPL,ALLY,SLMBP,NNI,QFIN,SEZL,BFH,WU,FINV,AGM,NAVI,JCAP,LX,EZPW,ATLC,ECPG,WRLD,OPFI,GDOT,PRAA,XYF,YRD,MCVT,RM,RWAY,ANTA,FOA,OPRT,MFIN,PMTS,CPSS,OMCC"
33,Other Industrial Metals & Mining,Basic Materials,64,45,44,43,"BHP,RIO,VALE,TECK,MP,TMC,MTRN,SKE,USAR,IPX,CMP,CRML,SGML,PLL,NEXM,USGO,ATLX,NVA,NVAWW,USARW"
34,Mortgage Finance,Financial Services,62,36,37,48,"RKT,COOP,UWMC,PFSI,WD,GHLD,VEL,ONIT,BETR,GHI,SNFCA"
35,Auto Manufacturers,Consumer Cyclical,61,58,64,52,"TSLA,TM,RACE,GM,F,HMC,STLA,LI,XPEV,NIO,RIVN,ZK,CYD,EMPD"
36,Education & Training Services,Consumer Defensive,60,59,68,65,"EDU,LRN,TAL,LOPE,ATGE,GHC,LAUR,MH,PRDO,STRA,COUR,UTI,AFYA,DAO,UDMY,KLC,LINC,APEI,QSG,FC,COE,LGCY,SKIL,STG,FEDU"
37,Specialty Industrial Machinery,Industrials,60,60,48,48,"GEV,ETN,PH,ITW,EMR,CMI,AME,ROK,XYL,OTIS,IR,SYM,DOV,PNR,GGG,ITT,NDSN,IEX,CR,GNRC,AOS,RRX,WTS,GTLS,DCI,JBTM,FLS,MIDD,GTES,SMR,MIR,NPO,CSW,FELE,MWA,KAI,CXT,ATS,SXI,XMTR,AMSC,EPAC,PSIX,HLIO,HI,TNC,NNE,GRC,THR,KRNT,SERV,GHM,LXFR,OFLX,PKOH,TWIN,TAYD,HUHU,HURC,LASE"
38,Aluminum,Basic Materials,60,71,16,32,"AA,CENX,CSTM,KALU"
39,Food Distribution,Consumer Defensive,60,60,54,48,"SYY,USFD,PFGC,CHEF,UNFI,ANDE,SPTN,AVO,CVGW,WILC,DIT,TWG"
40,Residential Construction,Consumer Cyclical,59,20,11,20,"DHI,LEN,PHM,NVR,TOL,IBP,TMHC,MTH,KBH,SKY,CVCO,MHO,TPH,GRBK,DFH,LGIH,BZH,HOV,LEGH"
41,Medical Distribution,Healthcare,59,54,62,54,"MCK,COR,CAH,HSIC,OMI,EMPG,YI"
42,Real Estate Services,Real Estate,59,49,30,48,"CBRE,CSGP,JLL,BPYPO,BPYPN,BEKE,BPYPP,FSV,CIGI,COMP,NMRK,CWK,IHS,EXPI,MMI,KW,IRS,REAX,HOUS,FRPH,RMAX,TCI,MLP,SEG,RMR,NEN,ARL,CHCI,LHAI,ASPS,STHO,NYC,LRHC"
43,Farm & Heavy Construction Machinery,Industrials,59,63,51,35,"CAT,DE,PCAR,CNH,OSK,AGCO,TEX,ALG,REVG,BLBD,LNN,ASTE,BNC,AEBI,HY,TWI,WNC,CMCO,MTW,GENC,AGFY"
44,Rental & Leasing Services,Industrials,58,57,49,45,"URI,AER,FTAI,GATX,FTAIM,FTAIN,UHAL,R,AL,CAR,WSC,HRI,MGRC,HTZ,PRG,CTOS,WLFC,ALTG"
