IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,STFS,15.0,Communication Services,Advertising Agencies,97.0,97.0,98.0,98.0,2.1048,1.9526,0.0,NO,NO
2,ADV,40.02,Communication Services,Advertising Agencies,92.0,76.0,96.0,96.0,4.0722,4.0565,0.0,NO,NO
3,ZD,53.26,Communication Services,Advertising Agencies,90.0,87.0,85.0,93.0,1.8325,1.8096,0.0,NO,NO
4,MGNI,20.52,Communication Services,Advertising Agencies,86.0,97.0,96.0,84.0,0.9907,0.9879,0.0,NO,NO
5,QNST,16.27,Communication Services,Advertising Agencies,73.0,97.0,90.0,71.0,0.5796,0.566,0.0,NO,NO
1,SIF,25.71,Industrials,Aerospace & Defense,98.0,95.0,97.0,98.0,1.8343,1.8029,0.95,NO,NO
2,PL,28.66,Industrials,Aerospace & Defense,95.0,0.0,3.0,90.0,2.681,2.5228,0.0,NO,NO
3,MRCY,115.83,Industrials,Aerospace & Defense,94.0,30.0,94.0,92.0,6.6893,6.6793,0.0,NO,NO
4,DCO,179.95,Industrials,Aerospace & Defense,94.0,94.0,91.0,96.0,8.3314,8.0864,0.0,NO,NO
5,PKE,36.92,Industrials,Aerospace & Defense,94.0,89.0,87.0,95.0,1.96,1.955,0.0,NO,NO
1,CTVA,86.75,Basic Materials,Agricultural Inputs,72.0,88.0,38.0,85.0,2.0682,2.0682,0.0,NO,NO
2,CF,114.94,Basic Materials,Agricultural Inputs,64.0,27.0,6.0,91.0,3.5269,3.2869,0.0,NO,NO
3,UAN,114.93,Basic Materials,Agricultural Inputs,51.0,18.0,7.0,66.0,3.1214,3.0527,0.44,NO,NO
4,SMG,66.79,Basic Materials,Agricultural Inputs,43.0,93.0,36.0,64.0,2.6896,2.4718,0.0,NO,NO
5,IPI,35.07,Basic Materials,Agricultural Inputs,33.0,16.0,4.0,82.0,1.4304,1.3368,0.0,NO,NO
1,ALGT,111.14,Industrials,Airlines,92.0,97.0,91.0,83.0,6.381,5.9395,0.0,NO,NO
2,AAL,17.2,Industrials,Airlines,91.0,96.0,95.0,61.0,0.7243,0.67,0.0,NO,NO
3,DAL,88.63,Industrials,Airlines,91.0,88.0,90.0,85.0,2.8929,2.6964,0.0,NO,NO
4,UAL,128.31,Industrials,Airlines,89.0,95.0,92.0,67.0,5.0329,4.7129,0.0,NO,NO
5,LUV,49.43,Industrials,Airlines,88.0,94.0,88.0,77.0,1.9139,1.7061,0.0,NO,NO
1,CAAP,25.1,Industrials,Airports & Air Services,55.0,22.0,16.0,14.0,0.9114,0.8968,0.0,NO,NO
2,OMAB,107.17,Industrials,Airports & Air Services,15.0,82.0,10.0,21.0,3.6679,3.3936,0.0,NO,NO
3,PAC,237.18,Industrials,Airports & Air Services,14.0,36.0,13.0,11.0,8.3254,7.6332,0.0,NO,NO
4,ASR,288.89,Industrials,Airports & Air Services,7.0,32.0,5.0,10.0,9.9121,9.4632,0.0,NO,NO
1,KALU,170.83,Basic Materials,Aluminum,94.0,11.0,89.0,90.0,9.1186,8.1657,0.0,NO,NO
2,CSTM,29.82,Basic Materials,Aluminum,92.0,4.0,50.0,92.0,1.4271,1.295,0.0,NO,NO
3,CENX,45.28,Basic Materials,Aluminum,84.0,1.0,1.0,59.0,2.8707,2.4429,0.0,NO,NO
4,AA,49.01,Basic Materials,Aluminum,40.0,0.0,1.0,8.0,2.9364,2.3142,0.0,NO,NO
1,KTB,88.17,Consumer Cyclical,Apparel Manufacturing,82.0,96.0,86.0,91.0,3.2086,3.0911,0.52,NO,NO
2,GIII,33.92,Consumer Cyclical,Apparel Manufacturing,82.0,79.0,81.0,69.0,1.1121,1.0557,0.45,NO,NO
3,LEVI,24.66,Consumer Cyclical,Apparel Manufacturing,77.0,85.0,86.0,75.0,0.7982,0.7732,0.0,NO,NO
4,RL,395.31,Consumer Cyclical,Apparel Manufacturing,75.0,83.0,58.0,54.0,11.2964,10.7964,0.0,NO,NO
5,COLM,64.03,Consumer Cyclical,Apparel Manufacturing,62.0,32.0,72.0,68.0,2.1929,2.0907,0.49,NO,NO
1,VSXY,78.25,Consumer Cyclical,Apparel Retail,97.0,81.0,95.0,91.0,4.0843,3.8564,0.0,NO,NO
2,CTRN,57.03,Consumer Cyclical,Apparel Retail,91.0,95.0,85.0,89.0,3.9729,3.6471,0.0,NO,NO
3,GCO,33.44,Consumer Cyclical,Apparel Retail,82.0,4.0,66.0,88.0,1.875,1.7786,0.0,NO,NO
4,ROST,214.67,Consumer Cyclical,Apparel Retail,80.0,12.0,14.0,74.0,6.4057,6.0811,0.0,NO,NO
5,CRI,39.82,Consumer Cyclical,Apparel Retail,78.0,75.0,60.0,77.0,1.7014,1.5693,1.0,NO,NO
1,MAAS,16.6,Financial Services,Asset Management,98.0,98.0,98.0,98.0,3.5929,3.5714,4.06,NO,NO
2,KF,68.0,Financial Services,Asset Management,95.0,11.0,94.0,95.0,4.5703,3.2624,0.0,NO,NO
3,AAMI,78.28,Financial Services,Asset Management,94.0,72.0,92.0,94.0,3.7864,3.2207,0.0,NO,NO
4,TWN,91.9,Financial Services,Asset Management,94.0,14.0,92.0,95.0,4.3179,3.5414,0.0,NO,NO
5,BEN,34.36,Financial Services,Asset Management,91.0,82.0,93.0,91.0,0.9943,0.9614,0.0,NO,NO
1,OPLN,41.17,Consumer Cyclical,Auto & Truck Dealerships,91.0,89.0,92.0,90.0,1.3932,1.3475,0.0,NO,NO
2,SAH,87.26,Consumer Cyclical,Auto & Truck Dealerships,83.0,73.0,91.0,90.0,2.7332,2.6889,0.0,NO,NO
3,RUSHB,74.97,Consumer Cyclical,Auto & Truck Dealerships,82.0,90.0,65.0,89.0,2.4129,2.3557,0.0,NO,NO
4,RUSHA,72.09,Consumer Cyclical,Auto & Truck Dealerships,81.0,85.0,52.0,87.0,2.4264,2.3543,0.0,NO,NO
5,PAG,184.97,Consumer Cyclical,Auto & Truck Dealerships,67.0,83.0,85.0,73.0,4.9007,4.7236,0.0,NO,NO
1,CYD,46.79,Consumer Cyclical,Auto Manufacturers,88.0,3.0,78.0,84.0,3.0664,3.0036,0.0,NO,NO
2,GM,76.03,Consumer Cyclical,Auto Manufacturers,67.0,11.0,40.0,13.0,2.347,2.252,0.0,NO,NO
3,RIVN,16.49,Consumer Cyclical,Auto Manufacturers,53.0,10.0,52.0,8.0,1.319,1.1047,0.0,NO,NO
4,TSLA,402.9,Consumer Cyclical,Auto Manufacturers,49.0,21.0,70.0,12.0,20.3264,19.4407,0.0,NO,NO
5,HMC,28.5,Consumer Cyclical,Auto Manufacturers,40.0,67.0,80.0,14.0,0.6443,0.3718,0.0,NO,NO
1,GTX,32.25,Consumer Cyclical,Auto Parts,96.0,29.0,96.0,96.0,1.4992,1.3285,0.0,NO,NO
2,MOD,230.41,Consumer Cyclical,Auto Parts,92.0,2.0,50.0,94.0,18.5278,16.655,0.0,NO,NO
3,BWA,64.07,Consumer Cyclical,Auto Parts,90.0,4.0,82.0,89.0,2.4171,2.2314,0.0,NO,NO
4,VGNT,39.8,Consumer Cyclical,Auto Parts,88.0,2.0,92.0,,2.4479,2.3514,0.0,NO,NO
5,PHIN,78.28,Consumer Cyclical,Auto Parts,86.0,18.0,71.0,79.0,3.0757,2.9321,0.0,NO,NO
1,BMO,178.25,Financial Services,Banks - Diversified,89.0,83.0,88.0,88.0,2.9264,2.735,0.01,NO,NO
2,TD,121.43,Financial Services,Banks - Diversified,89.0,81.0,86.0,85.0,1.8186,1.7336,0.0,NO,NO
3,SMFG,25.31,Financial Services,Banks - Diversified,89.0,82.0,84.0,86.0,0.5704,0.3518,0.0,NO,NO
4,BNY,152.91,Financial Services,Banks - Diversified,89.0,79.0,84.0,86.0,3.4668,3.3093,0.13,NO,NO
5,RY,209.07,Financial Services,Banks - Diversified,88.0,82.0,87.0,80.0,2.795,2.7514,0.01,NO,NO
1,VBNK,21.73,Financial Services,Banks - Regional,93.0,91.0,94.0,91.0,1.0138,0.9809,0.0,NO,NO
