SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,89.28,Stage 2 Watch,Loose,22.6,8.09,5.3,96.0,82.0,98.0,95.0,NO,0.0,NO,19.46,15.32,20.31,16.13,Medical specialties
2,Healthcare,1,TWST,98.73,Extended Near High,Loose,115.01,0.48,7.65,98.0,97.0,98.0,98.0,NO,5.08,NO,86.36,53.69,91.33,64.07,Diagnostics & Research
2,Healthcare,2,FBRX,98.72,Extended Near High,Loose,76.61,0.76,5.98,98.0,98.0,98.0,97.0,NO,0.05,NO,35.14,27.36,39.46,31.69,Biotechnology
2,Healthcare,3,MNPR,98.11,Extended Near High,Loose,119.23,0.83,6.69,97.0,97.0,98.0,96.0,NO,0.46,NO,87.85,71.44,92.74,70.28,Biotechnology
2,Healthcare,4,PLSE,98.1,Extended Near High,Loose,37.9,1.12,6.9,97.0,98.0,98.0,98.0,NO,0.0,NO,28.31,20.67,29.12,23.47,Medical Instruments & Supplies
2,Healthcare,5,LBRX,97.12,Extended Near High,Loose,45.03,1.55,6.69,97.0,97.0,95.0,97.0,NO,0.0,NO,32.3,25.21,33.68,28.47,Biotechnology
3,Technology,1,RNG,97.23,Extended Near High,Loose,61.48,1.06,6.14,97.0,98.0,92.0,98.0,NO,0.69,NO,42.9,35.58,44.16,39.26,Software - Application
3,Technology,2,NSIT,97.17,Extended Near High,Normal,140.28,1.15,3.85,95.0,97.0,98.0,96.0,NO,0.0,NO,116.08,91.75,118.54,93.88,Electronics & Computer Distribution
3,Technology,3,SNOW,96.75,Extended Near High,Loose,316.84,1.91,4.67,96.0,96.0,98.0,96.0,NO,0.0,NO,256.29,211.61,262.1,201.38,Software - Application
3,Technology,4,SAIH,95.5,Stage 2 Watch,Loose,21.0,5.06,7.01,98.0,98.0,98.0,98.0,NO,5.65,NO,13.1,9.74,13.72,10.48,Information Technology Services
3,Technology,5,ZBRA,95.49,Extended Near High,Loose,368.99,2.05,4.32,92.0,98.0,97.0,94.0,NO,0.0,NO,259.97,247.18,267.79,244.25,Communication Equipment
4,Energy,1,FET,97.66,Extended Near High,Loose,75.52,0.49,5.82,97.0,98.0,92.0,95.0,NO,0.0,NO,53.24,47.99,55.06,54.61,Oil & Gas Equipment & Services
4,Energy,2,FTK,96.29,Near Breakout,Loose,36.07,3.53,7.01,97.0,98.0,98.0,97.0,NO,18.65,NO,24.07,18.54,25.24,19.85,Oil & Gas Equipment & Services
4,Energy,3,WTTR,96.26,Extended Near High,Loose,22.26,1.29,5.17,96.0,95.0,93.0,96.0,NO,8.11,NO,19.03,14.65,19.28,16.33,Oil & Gas Equipment & Services
4,Energy,4,PBT,96.2,Extended Near High,Loose,34.53,2.51,5.35,96.0,97.0,96.0,97.0,NO,0.0,NO,27.76,22.0,27.9,23.81,Oil & Gas Midstream
4,Energy,5,VLO,91.17,Stage 2 Watch,Normal,302.39,5.57,3.74,94.0,93.0,88.0,94.0,NO,0.0,NO,273.9,220.77,278.61,242.28,Oil & Gas Refining & Marketing
5,Financial Services,1,ENVA,96.46,Extended Near High,Normal,263.02,0.95,3.73,97.0,90.0,97.0,95.0,NO,0.28,NO,214.04,163.76,225.2,176.76,Credit Services
5,Financial Services,2,SAFT,96.42,Extended Near High,Normal,103.5,0.13,2.94,92.0,97.0,95.0,88.0,NO,0.18,NO,78.31,75.95,82.51,77.51,Insurance - Property & Casualty
5,Financial Services,3,AAMI,95.87,Extended Near High,Normal,91.41,1.73,3.78,96.0,94.0,94.0,96.0,NO,0.0,NO,78.42,59.91,79.62,65.81,Asset Management
5,Financial Services,4,FNWD,95.62,Extended Near High,Normal,45.27,0.92,2.78,91.0,97.0,96.0,80.0,NO,0.0,NO,36.8,35.89,37.77,36.21,Banks - Regional
5,Financial Services,5,ATLC,95.29,Near Breakout,Loose,111.31,2.65,4.38,96.0,93.0,96.0,97.0,NO,0.77,NO,96.87,70.26,99.96,75.66,Credit Services
