Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,62,73,96,"AA,CENX,CSTM,KALU"
2,Semiconductors,Technology,91,64,92,89,"SYNA,MCHPP,NVDA,TSM,AVGO,MU,AMD,INTC,ARM,TXN,MRVL,QCOM,ADI,ASX,MPWR,NXPI,STM,ALAB,UMC,MCHP,CRDO,ON,GFS,TSEM,MTSI,LSCC,SITM,RMBS,SMTC,SIMO,QRVO,CRUS,SLAB,NVTS,SWKS,CBRS,ALGM,VSH,MXL,DIOD,POWI,PI,LASR,HIMX,WOLF,IMOS,POET,AMBQ,SKYT,AIP,AOSL,CEVA,MRAM,NVEC,ALMU,QUIK,GSIT,MX,IPWR,WKEY,PXLW"
3,Semiconductor Equipment & Materials,Technology,91,67,86,90,"ASML,LRCX,AMAT,KLAC,TER,Q,ENTG,AMKR,NVMI,ONTO,FORM,CAMT,ACMR,KLIC,AXTI,ACLS,IPGP,UCTT,VECO,AEHR,ICHR,AMBA,COHU,PLAB,DQ,ASYS,ATOM,INTT,TRT"
4,Trucking,Industrials,90,96,94,93,"ODFL,XPO,KNX,TFII,SAIA,SNDR,RXO,ARCB,WERN,MRTN,HTLD,CVLG,ULH,PAMT"
5,REIT - Hotel & Motel,Real Estate,89,94,91,91,"HST,RHP,APLE,PK,DRH,SHO,PEB,XHR,RLJ,INN,CLDT"
6,Textile Manufacturing,Consumer Cyclical,86,96,92,92,"AIN,SMJF"
7,Electronic Components,Technology,83,72,81,81,"APH,GLW,TEL,FLEX,CLS,JBL,FN,TTMI,VICR,SANM,LFUS,PLXS,RAL,BELFB,OLED,OSIS,KN,BELFA,BHE,ROG,OUST,CTS,ALNT,DAKT,LPTH,KOPN,LYTS,OPTX,MPTI,MEI,RELL,CPSH,ELTK,MSAI"
8,Steel,Basic Materials,83,78,82,80,"NUE,MT,STLD,RS,PKX,TX,CLF,WS,NWPX,MTUS,MSB,FRD"
9,Healthcare Plans,Healthcare,82,76,90,79,"UNH,CVS,ELV,CI,HUM,CNC,MOH,OSCR,ALHC,PGNY"
10,Publishing,Communication Services,82,76,74,88,"TDAY,NYT,PSO,WLY,WLYB,SCHL,LEE"
11,Oil & Gas Drilling,Energy,82,26,48,92,"NE,RIG,VAL,PTEN,HP,SDRL,SOC,NBR,PDS"
12,Banks - Diversified,Financial Services,81,79,79,72,"TD,JPM,BAC,HSBC,RY,WFC,C,MUFG,SAN,UBS,SMFG,BBVA,BMO,CM,BNS,BNY,ING,BCS,NTB"
13,Copper,Basic Materials,80,20,45,74,"SCCO,FCX,HBM,ERO,TGB,IE"
14,Silver,Basic Materials,80,3,16,64,"SVM,AG,AYA,EXK"
