Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,96,93,98,96,SI
2,Healthcare,69,56,68,60,"ERAS,QTTB,FBRX,AGL,ALMS,ORKA,SYRE,ANRO,DMRA,DFTX,LQDA,MBX,NVCT,TXG,RLYB,RLAY,DNTH,ETON,RVMD,BIOA,SLGL,TNGX,NBTX,BDSX,PACS,FTH,TRAX,ARWR,MCTA,KOD,CDNA,APGE,CORT,CRNX,GH,TWST,BTSG,QURE,PLSE,TVTX,PVLA,MNPR,BTSGU,MANE,PRAX,CUE,ELVN,GLUE,EWTX,URGN,FTRE,FBIOP,COGT,OSCR,VCYT,NEO,LBRX,XNCR,KNSA,ROIV,ANAB,DVA,PTGX,SEPN,ILMN,IMVT,HNGE,ADPT,GHRS,TRVI,RAPP,AXGN,NHC,KRYS,ESTA,CGEM,AMN,ANIK,ELMD,KYMR,BRKR,AMRX,AVTX,DYN,GKOS,JAZZ,ZBIO,TYRA,BRKRP,AMLX,CTNM,NRIX,TCMD,RCUS,STRO,CGON,TGTX,LGND,ALKS,BLLN,NKTR,CNC,AXSM,BCAX,TENX,SMTI,MRNA,HUM,PGNY,JBIO,PNTG,BWAY,CYTK,INDV,GPCR,XENE,INBX,CON,SION,VTRS,IART,LIVN,NTRA,MIRM,MD,BLTE,APLM,LNTH,CLDX,BLFS,DNLI,TEVA,RPRX,GRDN,COAG,CVS,HAE,NGNE,THC,ARQT,RIGL,NBIX,PDEX,VTVT,LLY,ICUI,EXEL,PHVS,VCEL,BAX,INCY,MRK,SNDA,ACHC,ELAN,NUTX,PARK,ABVX,IMNM,GRAL,AVBP,UNH,CRL,HALO,DGX,BBIO,ASTH,HCSG,ATRC,TECX,IQV,BIIB,NRC,BMY,IDYA,WST,SIBN,JNJ,TECH,NVCR,SNDX,STOK,ASND,ABBV,SRRK,RVTY,CAH,UFPT,CHE,SOLV,IRMD,HSTM,AMGN,NVST,SRZN,MEDP,DRUG,HSIC,KIDS,PTCT,UTHR,LH,PCRX,SLP,MMED,ITGR,ENOV,VOR,WAT,PCVX,AUPH,OMDA,NVS,SHC,HQY,ARGX,RYTM,MLTX,ACAD,WRBY,CNMD,BIO,REGN,MDGL,UTMD,CSTL,VRDN,CELC,TMO,GSK,AKTS,A,MMSI,TBPH,ODTX,IRON,BDX,ADUS,TAK,ZYME,PEN,KMTS,ICLR,YARW,FLGT,ELV,TNDM,DXCM,BMRN,BLCO,HRMY,LMAT,RGEN,ALMR,IMCR,VRTX,GMED,MAZE,MCK,MOH,FMS,ZBH,MLYS,TFX,EW,NVO,STAA,STVN,GMAB,MTD,INVA,ASMB,VERA,COO,CBLL,TARS,EHC,GILD,CBIO,ONC,ANIP,ALHC,INMD,PTHS,USPH,ATR,PRVA,VKTX,SPTX,COLL,AGIO,ALGN,PBLS,ENSG,SDGR,SUPN,BEAM,STE,GEHC,HROW,RDNT,SNN,AZTA,AVLN,ABT,SYK,LFMDP,OMCL,AZN,CI,NAMS,DHR,QGEN,COR,RARE,PFE,VEEV,MDT,PHG,SGRY,PRPO,QDEL,SCTX,IDXX,KARD,SGP,HCA,MDLN,JANX,LKFT,UHS,SNY,PAHC,ALC,AMPH,CRSP,BNTX,RMD,IRTC,WGS,HTFL,IONS,PBH,HIMS,ZLAB,SRPT,OPCH,CTEV,LEGN,PODD,AORT,INSM,TEM,ISRG,WAY,CAI,INSP,TMDX,KLRA,AAPG,PRCT,ALNY,BSX,ZTS,DOCS,SPRB,QNCX"
3,Energy,65,69,34,68,"PBF,DK,PARR,NGL,NESR,OII,DINO,INSW,VLO,PBT,MPC,EC,FTK,CVE,WKC,EFXT,FRO,LPG,WTTR,TEN,BWLP,CMBT,PSX,NBR,FET,SUNC,TRGP,EQNR,YPF,KGS,APA,SU,FTI,OVV,WBI,DHT,E,SOBO,PR,EE,PAGP,SUN,SM,CNQ,PAA,WHD,CVI,TNK,LB,PBA,IMO,TRMD,TRP,PBR,TS,WDS,DKL,STNG,AROC,CHRD,NVGS,HP,EOG,VIST,TTE,XOM,FANG,TBN,MUR,WES,TDW,NOV,INVX,DTM,SDRL,KNTK,BP,NE,APC,SHEL,SMC,OXY,ENB,AM,VAL,CVX,COP,NGS,FLNG,EPD,REPX,SLB,DVN,OKE,ET,CQP,WMB,LNG,BKR,HESM,KMI,TPL,MPLX,GLNG,VTOL,NC,USAC,PDS,VNOM,WFRD,GLP,ARLP,TGS,XPRO,RRC,SBR,CAPL,HMH,IMPPP,DMLP,HAL,RNGR,SEI,WHK,AR,NCSM,CNX,EROK,PNRG,FLOC,NFG,MTDR,MGY,BKV,EQT,CNR,CRC,GEL,EXE,NRP,LBRT,CCJ,BTU,GPOR,NOG,VTS,LEU"
4,Financial Services,60,60,62,58,"MAAS,HUT,RACC,SEZL,ENVA,ATLC,ECPG,CARE,MRX,MSBI,AAMI,UFCS,CIB,WULF,BFH,BOTJ,MBIN,SNEX,BWFG,PGC,IX,GCBC,AMAL,AMTB,FSEA,CBNA,ALRS,SAFT,STT,EZPW,VIRT,FNWD,SMFG,FNRN,UVE,SHBI,VCTR,HFBL,MUFG,CHMG,PS,AMG,CMTV,BAP,TRST,SMBK,KF,HSBC,RBCAA,PFIS,IFS,BBVA,SRCE,CAC,BPOP,HBT,FCAP,PLGO,ACNB,THFF,CFBK,OBK,VBNK,FISI,RY,WASH,BMO,TD,TMP,UVSP,TRV,CBC,BNY,THG,HG,PKBK,ING,RIOT,CTBI,PBFS,ALL,PEBO,PLBC,OSBC,BY,VOYA,OPY,AVBC,FBP,CCNE,FNLC,CM,KB,CBK,DGICB,RRBI,PBAM,AGM,FVCB,GSBC,CNO,SBFG,FMAO,AIZ,OBT,SKWD,ATLO,TFSL,FRAF,STBA,DCOM,BUSE,WSFS,FSBC,EGBN,BNS,MYFW,UBS,FMBH,CZFS,AROW,SMBC,WT,MCY,FXNC,KINS,FCBC,GL,PFG,ESQ,BBAR,FBIZ,WRLD,PRK,BSRR,CIVB,SLF,TWN,CPF,WSBF,BEN,WSBC,PEBK,NTB,WTBA,EBC,MFC,LCNB,OFG,FFBC,NTRS,MPB,CATY,PDLB,SHG,FCF,PMTS,IBKR,TSBK,RBB,FRST,NP,NIC,QCRH,MET,CNOB,CFG,GABC,NBTB,SFST,AVBH,TCBK,CZWI,BFST,PCB,LARK,FULT,MBWM,UMBF,NWFL,FDSB,BCS,MS,BHB,HWBK,SYBT,BLX,BPRN,ORRF,ASIC,GOLD,HBCP,CCBG,FCCO,INBK,NKSH,PRU,FITB,USCB,LNC,FCFS,EBMT,NWBI,GS,MTB,UBSI,USB,HBNC,MCBS,BSTZ,FUNC,BCAL,CBNK,STK,HWC,ACT,ITIC,PNC,CZNC,WBS,CFR,FBLA,FDBC,CBAN,HTB,PRI,ZION,RGA,BAC,BCH,IVZ,CPBI,FRBA,LSBK,MVBF,EIG,MRBK,HQL,ECBK,PFS,BOW,BMA,C,CHCO,HQH,LOB,HRTG,NBBK,NWG,HNVR,HAFC,EQBK,CNS,LIFE,AUB,HMN,NECB,HFWA,BOKF,BSAC,CEE,IOR,SRBK,SFNC,SEIC,RNR,FUSB,CFFI,ONB,HAPN,CB,FMNB,BHRB,SLDE,EFSC,TWFG,TFIN,BWB,WABC,COSO,NODK,AFL,BVFL,WF,FBNC,IBCP,MKTW,SIGI,CVBF,ASB,UNTY,EWBC,FIBK,INDB,MCB,TROW,ISTR,SFBS,JPM,JXN,MCHB,RF,TRMK,DBRG,JMSB,CLST,PFBC,CNA,TCBX,FAF,PBHC,HCI,NRIM,COLB,VABK,RNST,BMRC,BHF,FNB,OPBK,HTH,GLRE,BSVN,WTFC,IGIC,CACC,EMF,COFS,WAFD,SPNT,HOMB,HASI,SPFI,L,BOH,KEY,FGNXP,FHI,NFJ,CWBC,BTO,CBSH,BME,PEO,CAF,NMIH,ACGL,PNFP,ABCB,WHG,AFBI,FBK,BFC,PLMR,MIAX,FRME,PB,RGT,HYNE,ORI,DB,IOND,EG,MTG,RDN,EVT,EFSI,AMP,FCNCA,CBOE,SBCF,BST,AX,WTW,NBN,BBT,OVLY,TRIN,CINF,AON,CBU,FGBIP,FHN,UNM,DGICA,AFG,HIG,MGYR,GAIN,BGR,IBOC,SSB,TOWN,PROV,AFRM,UCB,SCHW,BANR,ADX,CBFV,CASH,MXF,FOA,ESNT,FRBT,NXG,CUBI,TFC,RJF,IREN,V,CCD,FFIN,AXS,HIPO,RLI,BKU,BMEZ,UTF,GGZ,GGAL,EQH,OCFC,ASGI,OZK,OVBC,EMO,FHB,PUK,BANC,RMBI,ETO,NCZ,OMF,MA,GSHD,NBHC,ETG,BCML,NCV,SII,MNSB,WRB,KVACU,CRBG,FSBW,TCBI,GDV,FSUN,BWIN,AJG,SF,RVT,MRSH,TBLD,SFBC,BCAT,RLTY,MEGI,WTM,STEW,GBCI,CSQ,AIO,SYF,TCBS,GAM,SPXX,MBINL,AIG,HBAN,ACV,HTD,PRAA,ALLY,ATLCP,RMI,NPB,LKFN,THQ,FFA,CNOBP,TY,SBSI,UBCP,CSWC,AII,ISBA,FRHC,IBN,NEWTP,SATA,JCE,QQQX,ECCC,SRV,CII,LGI,JCAP,JEF,AUBN,BCV,RVI,NDAQ,EOT,OXLCO,AXP,MSBIP,AGO,COF,FDUS,SCD,WFC,CET,MNSBP,NIE,NNI,MBINM,BUSEP,OXLCN,BUI,MBNKO,VRTS,OCCIN,EICA,BLK,MBINN,GLU,ASA,ONBPP,ETB,TRU,MKL,BWBBP,CCID,WAFDP,HIFS,SOR,WSBCO,BPYPM,PJT,EIIA,SPME,BMN,OCCIM,PGR,WAL,ONBPO,RYAN,WTFCN,BTT,CCNEP,PDPA,SLMBP,VLYPO,SPMA,FG,VLYPP,PYPL,DFP,PFX,MCO,VLYPN,FFC,MSCI,TBBK,SLM,UMBFO,BANX,BANF,EFSCP,SDHY,HPF,STC,HBANL,GUG,HPI,FRMEP,RNP,MC,LDP,PDX,TIPT,ETX,BBN,BRO,ECAT,OZKAP,FNF,FLC,LPLA,TCBIO,APAM,EOI,UTG,GBLI,IGI,PSF,NBB,FULTP,FDS,PTA,EVR,CME,FCNCP,MKTX,BNT,IIF,TYG,XP,ICE,NPFD,FPF,VALU,ARCC,HOOD,ACGLN,NTRSO,ACGLO,HBANZ,JLS,KNSL,BN,ETOR,BAM,VEL,MAIN,FCNCO,APO,HBANM,HTGC,UNB,HBANP,SIGIP,GLAD,BX,SPGI,EOS,MORN,ARES,LCLN,AB,KLAR,PSUS,ZIONP,PIPR,PDI,RM,LMND,BXSL,CRVL,KKR,ONIT,MPV,ERIE,ROOT,XFLT,MCI,TPG,XZO,TW,LAZ,CG,SOFI,TSLX,AMSF,SAR,AIFU,HDB,HLNE,WD,HERZ,GSIW,TRUP,BOT,DXYZ,GLXY,STEP,HLI,KMPR,PFSI,BETR,COIN,FIGR,BMNR,UPST,GBFH,FUTU,TREE,CRCL,CCB,VCX"
5,Technology,56,45,58,57,"MGRT,SNDK,AXTI,PN,MU,CHRN,WDC,STX,MXL,LITE,ALOT,DELL,AEHR,DOCN,ICHR,VSAT,RTB,BAND,VPG,TSEM,PENG,INTC,TER,SIMO,UCTT,SAIH,ASX,SILC,UMC,HPE,VICR,FSLY,DDOG,AMD,AAOI,AMBQ,VIAV,CIEN,ALAB,MRVL,ACMR,CIFR,AMAT,AIP,FTNT,LASR,LRCX,PANW,FORM,RNG,MKSI,KLIC,DAVE,IMOS,OKTA,SKYT,OOMA,SITM,VSH,SNOW,NTAP,FROG,COHU,FLEX,PTRN,NVEC,RDVT,STM,CRWD,DGII,EXTR,UMAC,MITK,NAVN,LSCC,BHE,RELL,FEIM,ALNT,BRUN,SMTC,CCSI,YOU,ARM,VECO,ASML,MPTI,ARW,RAL,ONTO,TWLO,CSCO,TTMI,NTCT,LFUS,SNX,PDFS,ATEN,KN,CGNX,NSIT,KEYS,CRDO,WYFI,COHR,FIVN,NET,SCSC,AVT,PLXS,SYNA,ST,GLW,OUST,SHAZ,BELFB,SLAB,CNXN,RELY,KARO,AAPL,RAMP,TENB,KLAC,CTS,TXN,ACLS,CEVA,PLTS,ACIW,ROG,ADEA,ESE,MTSI,QLYS,AGYS,NATL,DJCO,FFIV,AKAM,CPAY,GCT,INGM,TSM,BELFA,GRMN,FLYW,TDC,GRND,NYAX,ADI,DBX,INOD,CORZ,HPQ,PAY,ITRN,DIOD,MLAB,ON,OSPN,APLD,ZETA,APH,JBL,SEDG,NTNX,GEN,MPWR,BKTI,Q,WEX,SANM,PLUS,SAIC,CLS,SWMR,S,XYZ,TSAT,MANH,ANET,ZBRA,AMKR,NOVTU,POWI,ALGM,PRGS,MDB,IBEX,BOX,ALRM,RBRK,TDY,VRNS,NOVT,ENPH,AVGO,IOT,VRSN,GTLB,KSPI,LYTS,FTV,QRVO,PAYX,GFS,BILL,ADP,AMBA,CLMB,U,INTA,LOGI,ZM,DBD,EVTC,P,PI,DT,SAIL,PAYC,AEVA,PCTY,AOSL,APPN,CSQR,WOLF,SONY,DAKT,ENTG,ESTC,MSI,CDW,TTAN,NVDA,BRZE,NXT,NVMI,FSLR,SSNC,LYFT,CRUS,CDNS,CAMT,NXPI,MBGL,CVLT,UPBD,CHYM,TOST,ITRI,MCHP,SWKS,DCBO,LIF,EEFT,TEL,CLFD,ROP,ACFN,MSFT,IDCC,PGY,QTWO,WDAY,JKHY,RDWR,DOCU,BDC,MQ,EXLS,AVNW,MCHPP,STRF,QCOM,OTEX,PLAB,SMCIP,FN,GIB,GDDY,TEAM,SHOP,STRC,G,BMI,FOUR,CACI,DSGX,IPGP,NOW,NTGR,SKHY,GWRE,WK,ADSK,ALKT,DFIN,FICO,BSY,ARQQ,RMBS,APPF,UBER,BSP,DUOL,QNT,FIG,IBM,PAYP,VNT,IBTA,ADBE,QBTS,PCOR,OSIS,VIA,NCNO,SAP,SPSC,IIIV,CRM,NICE,PTC,ALMU,CTSH,MNDY,OCTV,EFOR,FIS,BLKB,SMCI,ASTS,GDS,PLTR,BR,UI,IONQ,TRMB,ZS,PAR,STRD,KVYO,TYL,CHKP,FORTY,IT,HUBS,DOX,STRK,BL,SNPS,CNXC,ACN,EPAM,CALX,OLED,ALIT,LDOS,PSN,GLOB,CBRS,ORCL,PEGA,CRWV,INTU,WIX,BLSH,MSTR"
6,Industrials,55,40,50,52,"DFNS,SIF,FCEL,BUUU,BE,CDNL,NCEW,XMTR,PHOE,EDRY,SHIP,PKOH,SMX,DCO,CYRX,GEO,KELYB,TWIN,HSHP,ECO,MAN,ATI,PLPC,AGX,ATRO,STRL,PAMT,KFRC,FIX,CXW,MATX,NVRI,ARCB,AIR,TKR,POWL,GRC,CRS,FSTR,UNF,ALGT,RHLD,PBI,NMM,VVX,CMDB,FA,PRLB,DAL,PKE,EFTY,ACA,KELYA,BLBD,HLIO,JBHT,CMPR,DAC,CVLG,SBLK,MEC,ARMK,TNET,GHM,PL,MSM,CAT,HXL,GNK,KNX,MRCY,ESEA,NVT,UAL,ARXS,PWR,WCC,CBZ,GSL,HWM,UHAL,WAB,GEV,PESI,MYRG,LUV,CASS,SWK,R,PRG,CSX,SXI,NPO,AAL,FDX,ASC,RHI,CMCO,ESLT,MTZ,AIRT,ENS,CNI,CMI,GWW,NSP,DY,IESC,XPO,LGN,SNDR,LXFR,ZIM,AIT,GE,MG,RJET,ECG,DSGR,EXPD,CIX,ODFL,ROK,RTX,WTS,TFII,UNP,HURC,AZZ,TRN,PCAR,KFY,HEI,CPA,IEX,RXO,TPC,RRX,CLH,JCI,AER,MIDD,BRC,RBC,CW,URI,AEIS,MLI,AME,CR,HURN,SKYW,CMRE,ULS,TRNS,MMM,NDSN,WERN,WWD,DLX,LMT,EBF,DXPE,VSEC,GHC,DE,SNA,NSC,GPN,EML,CP,CSW,GIC,PH,RCMT,GD,HUBG,CECO,LTM,ESP,EMBJ,FLS,CAAP,ABM,HON,CTAS,OC,KMT,ISSC,ITW,LSTR,VMI,BCO,BBSI,AYI,ZWS,DRS,DCI,VRT,TTC,HRI,MATW,PAM,CRAI,ZTO,TEX,CMC,RYZ,TISI,FSS,FTAI,KEX,JBTM,OTTR,SEB,EME,VSECU,LOAR,UPS,SARO,LIME,FAST,ALK,EMR,FPS,GFF,APOG,MAS,GTES,TATT,FELE,GATX,WSC,IIIN,IR,CSL,FBIN,ITT,GBX,GVA,TNC,TXT,MSA,RBA,FER,ICFI,FTAIM,ALLE,ASTE,HONA,NPK,CCEC,DOV,OSK,LECO,RYAAY,ENR,CXT,MDA,HAYW,OMAB,POWWP,AIRTP,ETN,DPC,AXON,WOR,SAIA,CHRW,REZI,WM,CWST,CARR,SPXC,FLR,TAYD,SUNB,TT,HUBB,WMS,AAON,GNRC,KAI,VLTO,RKLB,ATKR,NX,GGG,BA,KE,EPAC,J,KRNT,WCN,TITN,CDLR,MGRC,AWI,RGR,RSG,APG,HII,AGCO,TREX,TDG,TRC,GFL,TTEK,CAR,MWA,EXPO,FCN,LNN,BBUC,CDRE,CAE,GXO,VRSK,AADX,FERG,NSSC,FDXF,XYL,PAC,ROAD,RELX,ONT,HY,OFLX,ATS,NOC,ASR,AOS,ROCK,LPX,EFX,LHX,MAIR,BKSY,AERO,ALG,OTIS,BWXT,PPIH,BXC,KBR,AMTM,BETA,RTO,TRI,CNM,MMS,WLDN,BAH,LII,DLB,VOYG,ESAB,POOL,CPRT,BWMN,AMRC,WSO,SYM,SITE,ACM,INIO,LMB,PNR,STN,EQPT,SPCX,AMSC,KRMN,KTOS,BLDR,PRIM,HAWK,AVAV,FLY,XE,NNE,AVEX,YSS,WLFC,MFP,PSIX"
7,Real Estate,54,58,58,59,"CBL,PEB,OUT,XHR,RHP,HST,PK,APLE,MAC,FVR,PSTL,CDP,DOC,LXP,HIW,LAMR,WELL,SPG,JAN,CUZ,NHP,HR,AHR,PINE,NHPAP,AAT,CURB,VNO,SKT,NHPBP,FRT,KRG,RMR,CTO,VTR,IRM,SEG,IVT,NREF,TRNO,OHI,IIPR,BNL,EPR,CCS,FR,CTRE,PECO,MDV,EQIX,PLD,EGP,KIM,CHCT,GTY,SLG,NNN,BRX,MLP,JLL,UE,SBRA,BXP,UHT,LINE,OLP,NTST,KRC,LTC,AKR,FOR,DEA,PSA,VTMX,WPC,ALX,REG,LANDO,MMI,BFS,DLR,ESS,ELS,ADAML,O,CPT,ADC,ADAMN,JOE,LANDP,SAFE,XRN,BPYPP,EQR,BXDC,INVH,NLY,GOODN,UDR,CUBE,BRT,EXR,STAG,AMH,FCPT,EPRT,REXR,BPYPO,ADAMZ,IRT,TCI,AVB,NHI,SMA,AGNCM,AGNCL,SUI,AGNCP,AGNCN,AGNCO,IRS,WHLRD,ADAMM,AGNCZ,REGCP,MAYS,UMH,MAA,FRPH,AXR,BEKE,ARE,CBRE,GLPI,REGCO,RYN,ARR,WY,FSV,AMT,NMRK,HHH,MRP,ACR,CSR,NXRT,VICI,NEN,SBAC,STWD,EUDA,CCI,STRS,OZ,CIGI,CSGP,OPI"
8,Consumer Cyclical,53,55,58,50,"VSXY,LVLU,NDLS,ELA,BJRI,LIND,MYE,MOV,GTX,FLXS,CTRN,ANDG,CAKE,CBRL,LTH,RCKY,VIK,KRT,CALY,SN,ESCA,LOCO,SAH,VAC,BZH,EAT,PRSU,OPLN,BWA,M,ROST,MUSA,CASY,SHOO,MGA,KSS,CYD,JAKK,BBY,GEF,LAD,RSI,HZO,KMX,VGNT,PAG,DIN,CROX,RUSHA,LEA,HBB,LQDT,GIII,BDL,MLKN,THRM,RUSHB,EXPE,TILE,BURL,BSET,YETI,MGM,ETSY,GM,GCO,WEYS,STRT,IHG,WSM,AIN,SON,KTB,COOK,TPR,PENN,JILL,BH,CVEO,MAR,TXRH,FIVE,LEGH,BOBS,EBAY,FTDR,PLOW,CZR,MOD,GLBE,CCK,MCRI,MHO,PKG,OSW,CRI,MLR,REYN,PRKS,TNL,ANF,LEVI,LGIH,PHIN,VVV,BALL,RIVN,SBH,H,BROS,BWMX,HVT,RRR,RL,W,LZB,MCFT,GOLF,ABNB,INTG,RCL,HRB,MTN,SW,HLT,ALSN,HAS,HMC,PVH,HOV,CVCO,TJX,TOL,DAN,SBUX,DORM,AMCR,COLM,RGS,CART,SKY,SIG,URBN,ALH,BC,DDS,JOUT,PHM,ALV,ABG,RACE,HOG,MHK,DRI,IP,AEO,AN,TRS,XPEL,SMP,DOO,JD,PII,LOVE,SCI,GRBK,GPC,WWW,QSR,BYD,JACK,YUM,RVLV,MTH,CARG,AAP,HNI,CMG,AS,HGV,ATMU,AVY,VC,ADNT,CCL,KBH,CHH,RH,DECK,BIRK,BKNG,GNTX,NATH,HTHT,YUMC,CPS,DASH,TM,AMZN,VIPS,DHI,RICK,OXM,ULTA,WH,SE,MBUU,ZUMZ,HD,SLGN,CPHC,EYE,ATAT,ETD,GME,NCLH,LCII,DPZ,DKS,MELI,FND,ASO,ORLY,MMYT,WYNN,GIL,ONON,BBWI,NVR,MAT,LVS,MCD,BOOT,CSV,LOW,CAVA,FOXF,GAP,KEQU,WGO,IBP,APTV,SGI,BFAM,FUN,BKE,WINA,THO,DKNG,PATK,CVNA,BABA,SHOE,AZO,PDD,CHDN,LEN,TSLA,PZZA,TCOM,CPRI,GPI,BBW,CHWY,NKE,BGSI,KRUS,HSAI,LKQ,LULU,PLNT,CPNG,ROL,TSCO,FLUT,SHAK,WING,WHR"
9,Basic Materials,51,47,36,38,"INHD,HYMC,NWPX,CLMT,FRD,PRM,ODC,MTRN,AYA,MT,NUE,CGAU,STLD,KOP,GPRE,ASH,KALU,RMIX,TECK,CMP,CSTM,HBM,ELVR,BHP,SCCO,SCL,AUGO,NEU,CLW,TX,RS,FCX,BVN,SSRM,SKE,ERO,CF,AXTA,MEOH,CTVA,REX,CBT,RIO,DD,UAN,CENX,JHX,NGVT,KWR,SXT,EGO,ESI,IFF,SA,MTX,SQM,B,ACNT,IOSP,CMT,SMG,MTUS,HCC,AU,WDFC,AG,LIN,APD,FNV,NTR,AVNT,ECL,NEM,SHW,PAAS,OGC,PPG,IPI,SSD,WS,TTAM,LYB,EMN,RPM,WLKP,DOW,BCPC,TFPM,ASIX,WPM,ELE,CDE,CC,RGLD,HMY,MUX,SOLS,IDR,AA,WFG,KNF,BCC,ALB,EXP,KGC,SIM,VMC,FUL,AMRZ,USLM,OLN,AEM,DRD,UFPI,OR,MLM,GFI,CRH,TGLS,PKX,AMR,MOS,CE,SLVM,AAUC,AGI,SMID,HWKN,PPTA,WLK,MSB,CMCL,CTGO,MP,IPX"
10,Communication Services,50,57,48,48,"QMMM,ATEX,BBGI,STRZ,NBIS,IRDM,SPHR,MCS,GSAT,TIGO,GRPN,LILAP,MSGS,MSGE,IMAX,ROKU,WLY,WLYB,ZD,CNK,MANU,SIRI,EVER,IDT,SCHL,JOYY,ADV,ECHO,PSO,MGNI,LYV,VOD,WBD,LLYVK,SKM,LLYVA,GOOG,GOOGL,OPRA,BATRK,NYT,BATRA,MTCH,ATNI,AMX,EA,FWONA,FWONK,QNST,VZ,TTWO,CRTO,RDDT,ATHM,PPLI,NTES,NWSA,OMC,VEON,NWS,SPOT,TKO,GRVY,CHT,PINS,BZ,NXST,WPP,PHI,FOXA,RCI,WMG,FOX,LBRDP,BCE,BIDU,KT,T,VSNT,DIS,YELP,APP,CMCSA,TIMB,TMUS,TDS,META,LFTO,NFLX,BILI,LBRDK,LBRDA,CHTR,AD,GLIBA,GLIBK,RBLX,ZG,Z,GIBO,TTD,CABO"
