Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Other Precious Metals & Mining,Basic Materials,95,80,70,50,"SBSW,TFPM,HL,BVN,PPTA,SLSR,MUX"
2,Silver,Basic Materials,95,90,45,68,"AG,MAG,EXK"
3,Gold,Basic Materials,90,77,87,74,"NEM,AEM,WPM,B,FNV,GFI,AU,KGC,PAAS,RGLD,AGI,HMY,CDE,EQX,OR,IAG,EGO,NGD,SSRM,ORLA,SAND,NG,AUGO,FSM,SA,CGAU,AAUC,ARMN,DRD,CNL,CMCL,IDR,BGL,CTGO,USAU"
4,Uranium,Energy,88,79,37,22,"CCJ,UEC,NXE,LEU,UUUU,ISOU"
5,Airports & Air Services,Industrials,87,68,80,70,"JOBY,PAC,ASR,OMAB,CAAP,ASLE"
6,Utilities - Independent Power Producers,Utilities,87,88,84,94,"VST,NRG,TLN,PAM,TAC,KEN"
7,Banks - Diversified,Financial Services,84,82,83,81,"JPM,BAC,WFC,HSBC,RY,MUFG,C,SAN,TD,UBS,BBVA,SMFG,BMO,ING,BCS,BK,BNS,CM,NTB"
8,Financial Conglomerates,Financial Services,82,60,24,23,"RILYP,RILYL,IX,FRHC,VOYA,HTH,TREE,RILY"
9,Pharmaceutical Retailers,Healthcare,82,36,61,25,WBA
10,Pollution & Treatment Controls,Industrials,79,72,59,45,"VLTO,FSS,ZWS,PCT,CECO,ERII,ADUR,ARQ"
11,Tobacco,Consumer Defensive,77,78,91,79,"PM,BTI,MO,TPB,UVV"
12,Solar,Technology,74,75,53,14,"FSLR,NXT,ENPH,RUN,SEDG,JKS,ARRY,SHLS,CSIQ,FTCI,VVPR"
13,Engineering & Construction,Industrials,74,77,71,41,"PWR,FER,EME,FIX,J,ACM,APG,MTZ,STN,BLD,TTEK,STRL,DY,FLR,IESC,KBR,PRIM,ROAD,GVA,ACA,ECG,EXPO,AGX,TPC,MYRG,CDLR,WLDN,AMRC,GLDD,BWMN,MTRX,BBCP,ORN,MIMI,MSGY,PHOE,ESOA,ONEG"
14,Utilities - Renewable,Utilities,72,76,58,38,"CEG,EBR,BEP,BEPC,CWEN,ORA,ENLT,RNW,FLNC,XIFR,ELLO,STEM,WAVE"
15,Travel Services,Consumer Cyclical,71,70,57,82,"BKNG,RCL,ABNB,TCOM,CCL,CUK,VIK,EXPE,NCLH,MMYT,TNL,GBTG,TRIP,PRSU,LIND"
