IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MF,18.81,Communication Services,Advertising Agencies,98.0,98.0,98.0,0.0,2.8707,2.7126,0.0,NO,NO
2,ZD,55.82,Communication Services,Advertising Agencies,94.0,48.0,90.0,97.0,1.4804,1.4346,0.27,NO,NO
3,MGNI,23.36,Communication Services,Advertising Agencies,93.0,88.0,97.0,95.0,0.7671,0.75,0.0,NO,NO
4,QNST,18.9,Communication Services,Advertising Agencies,93.0,87.0,96.0,95.0,0.8471,0.8336,0.0,NO,NO
5,WPP,25.95,Communication Services,Advertising Agencies,87.0,89.0,95.0,91.0,0.865,0.6807,0.0,NO,NO
1,SIF,22.36,Industrials,Aerospace & Defense,97.0,1.0,62.0,94.0,2.0369,1.6855,1.99,NO,NO
2,DCO,183.93,Industrials,Aerospace & Defense,95.0,75.0,89.0,93.0,7.0121,6.7479,0.0,NO,NO
3,ATRO,77.99,Industrials,Aerospace & Defense,95.0,89.0,80.0,84.0,5.5322,5.073,0.05,NO,NO
4,IA,21.17,Industrials,Aerospace & Defense,92.0,88.0,91.0,5.0,1.377,1.3584,0.0,NO,NO
5,AIR,135.9,Industrials,Aerospace & Defense,91.0,31.0,87.0,76.0,5.7779,5.3416,0.0,NO,NO
1,CF,125.71,Basic Materials,Agricultural Inputs,88.0,17.0,74.0,88.0,4.995,4.5165,0.0,NO,NO
2,UAN,126.28,Basic Materials,Agricultural Inputs,80.0,49.0,55.0,85.0,3.7706,3.2335,0.0,NO,NO
3,IPI,37.68,Basic Materials,Agricultural Inputs,74.0,67.0,15.0,59.0,1.5593,1.51,0.0,NO,NO
4,NTR,73.06,Basic Materials,Agricultural Inputs,69.0,52.0,65.0,34.0,1.823,1.5744,0.0,NO,NO
5,CTVA,82.4,Basic Materials,Agricultural Inputs,56.0,4.0,52.0,49.0,1.9443,1.8392,0.0,NO,NO
1,DAL,81.14,Industrials,Airlines,75.0,7.0,24.0,76.0,2.3093,1.9936,0.0,NO,NO
2,UAL,112.39,Industrials,Airlines,40.0,7.0,21.0,20.0,3.7402,3.3245,0.0,NO,NO
3,SKYW,98.87,Industrials,Airlines,32.0,4.0,84.0,11.0,2.7721,2.55,0.0,NO,NO
4,LUV,39.76,Industrials,Airlines,30.0,3.0,11.0,4.0,1.2046,1.1075,0.0,NO,NO
5,ALGT,80.31,Industrials,Airlines,29.0,1.0,8.0,3.0,3.9996,3.6332,0.0,NO,NO
1,CAAP,24.18,Industrials,Airports & Air Services,17.0,8.0,11.0,6.0,0.888,0.8673,0.0,NO,NO
2,OMAB,102.77,Industrials,Airports & Air Services,14.0,11.0,50.0,5.0,2.5729,2.485,0.0,NO,NO
3,PAC,214.85,Industrials,Airports & Air Services,6.0,18.0,9.0,5.0,5.1354,5.0532,0.0,NO,NO
4,ASR,260.05,Industrials,Airports & Air Services,4.0,9.0,7.0,2.0,6.1154,5.9082,0.0,NO,NO
1,KALU,156.75,Basic Materials,Aluminum,88.0,52.0,6.0,82.0,8.04,7.4128,0.69,NO,NO
2,CSTM,27.41,Basic Materials,Aluminum,86.0,18.0,4.0,52.0,1.025,0.9629,0.0,NO,NO
3,CENX,45.89,Basic Materials,Aluminum,79.0,72.0,2.0,9.0,2.8518,2.7782,0.02,NO,NO
4,AA,51.19,Basic Materials,Aluminum,35.0,88.0,2.0,5.0,2.4496,2.1445,0.0,NO,NO
1,FIGS,15.1,Consumer Cyclical,Apparel Manufacturing,93.0,96.0,90.0,83.0,0.6781,0.6728,0.0,NO,NO
2,GIII,33.35,Consumer Cyclical,Apparel Manufacturing,59.0,4.0,46.0,50.0,0.8357,0.7707,0.0,NO,NO
3,KTB,76.48,Consumer Cyclical,Apparel Manufacturing,46.0,3.0,60.0,75.0,3.4268,3.0118,0.0,NO,NO
4,RL,351.9,Consumer Cyclical,Apparel Manufacturing,33.0,6.0,14.0,13.0,10.3657,9.9014,0.0,NO,NO
5,LEVI,21.05,Consumer Cyclical,Apparel Manufacturing,10.0,2.0,8.0,13.0,0.6325,0.6014,0.0,NO,NO
1,VSXY,89.71,Consumer Cyclical,Apparel Retail,97.0,34.0,96.0,91.0,4.1605,3.9048,0.0,NO,NO
2,ANF,145.75,Consumer Cyclical,Apparel Retail,96.0,95.0,98.0,93.0,8.285,6.6093,0.0,NO,NO
3,CTRN,68.67,Consumer Cyclical,Apparel Retail,94.0,49.0,94.0,92.0,3.8018,3.5268,0.0,NO,NO
4,JILL,19.83,Consumer Cyclical,Apparel Retail,89.0,74.0,96.0,70.0,0.8354,0.8186,0.0,NO,NO
5,ROST,229.87,Consumer Cyclical,Apparel Retail,81.0,4.0,46.0,72.0,6.7843,6.1736,0.0,NO,NO
1,MAAS,16.54,Financial Services,Asset Management,98.0,4.0,95.0,98.0,1.7096,1.6991,0.27,NO,NO
