SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Health technology,1,SI,67.4,Pullback to 50D,Loose,21.27,13.5,6.7,92.0,3.0,95.0,94.0,NO,0.0,NO,21.2,16.06,21.36,16.76,Medical specialties
2,Healthcare,1,TWST,98.17,Extended Near High,Loose,153.1,1.5,6.3,98.0,98.0,98.0,98.0,NO,0.0,NO,105.55,61.66,109.83,73.82,Diagnostics & Research
2,Healthcare,2,VREX,97.47,Extended Near High,Normal,18.49,0.75,2.73,95.0,97.0,98.0,91.0,NO,0.0,NO,13.02,12.13,13.25,11.99,Medical Devices
2,Healthcare,3,CDNA,97.06,Extended Near High,Loose,52.36,2.44,4.12,98.0,96.0,98.0,98.0,NO,0.08,NO,37.82,24.05,40.01,26.72,Diagnostics & Research
2,Healthcare,4,OMER,97.06,Extended Near High,Loose,19.25,2.04,5.95,97.0,97.0,97.0,95.0,NO,0.0,NO,12.48,11.79,12.85,12.04,Biotechnology
2,Healthcare,5,REPL,96.74,Near Breakout,Loose,15.6,3.41,6.99,98.0,98.0,98.0,97.0,NO,0.0,NO,11.7,8.4,12.27,8.53,Biotechnology
3,Energy,1,MPC,95.43,Extended Near High,Normal,363.54,1.1,3.28,96.0,88.0,96.0,96.0,NO,0.14,NO,305.87,236.15,312.03,259.12,Oil & Gas Refining & Marketing
3,Energy,2,NESR,94.2,Stage 2 Watch,Loose,35.03,5.17,6.01,97.0,96.0,95.0,91.0,NO,0.0,NO,29.46,22.8,30.07,25.56,Oil & Gas Equipment & Services
3,Energy,3,VLO,94.14,Extended Near High,Normal,346.59,1.82,3.06,96.0,85.0,95.0,95.0,NO,0.0,NO,300.61,234.13,306.83,258.32,Oil & Gas Refining & Marketing
3,Energy,4,CMBT,93.02,Near Breakout,Normal,18.28,1.3,2.77,94.0,87.0,87.0,87.0,NO,0.74,NO,15.91,13.41,16.1,14.56,Oil & Gas Midstream
3,Energy,5,PSX,92.68,Extended Near High,Normal,239.81,2.89,3.09,94.0,86.0,94.0,94.0,NO,0.0,NO,204.38,169.03,208.19,182.43,Oil & Gas Refining & Marketing
4,Technology,1,TEAM,98.57,Extended Near High,Loose,185.62,0.02,4.74,96.0,98.0,98.0,97.0,NO,0.31,NO,112.76,108.17,120.13,94.16,Software - Application
4,Technology,2,FROG,96.95,Extended Near High,Loose,104.03,0.76,5.29,96.0,95.0,95.0,98.0,NO,3.88,NO,87.5,64.71,90.35,67.2,Software - Application
4,Technology,3,OKTA,96.9,Extended Near High,Loose,172.91,1.11,5.35,97.0,92.0,98.0,97.0,NO,23.6,NO,139.8,99.33,143.79,105.75,Software - Infrastructure
4,Technology,4,FIVN,96.57,Extended Near High,Loose,34.57,0.2,5.08,95.0,92.0,96.0,96.0,NO,2.59,NO,26.8,20.85,28.07,21.78,Software - Infrastructure
4,Technology,5,RBRK,96.55,Extended Near High,Loose,107.02,0.82,5.64,94.0,96.0,96.0,96.0,NO,6.1,NO,84.2,68.37,86.43,67.19,Software - Infrastructure
5,Basic Materials,1,CGAU,97.31,Extended Near High,Normal,24.25,0.29,3.61,96.0,95.0,95.0,83.0,NO,0.0,NO,18.3,17.09,18.82,18.17,Gold
5,Basic Materials,2,AYA,96.15,Near Breakout,Loose,29.29,3.05,5.37,97.0,97.0,96.0,92.0,NO,0.72,NO,22.06,17.77,22.69,19.28,Silver
5,Basic Materials,3,SSRM,95.97,Extended Near High,Normal,39.01,1.07,3.68,94.0,97.0,92.0,83.0,NO,0.0,NO,30.03,27.64,30.74,29.94,Gold
5,Basic Materials,4,ERO,95.57,Extended Near High,Loose,39.82,2.47,4.69,95.0,97.0,94.0,77.0,NO,0.0,NO,29.6,28.53,30.27,28.99,Copper
5,Basic Materials,5,FCX,92.95,Extended Near High,Normal,78.42,2.27,3.53,92.0,93.0,88.0,75.0,NO,0.0,NO,65.48,59.93,65.97,63.65,Copper
