IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,52.0,44.0,41.0,0.0,0.0,0.0,NO,NO
2,ADV,36.39,Communication Services,Advertising Agencies,83.0,63.0,82.0,96.0,2.9894,2.9759,0.0,NO,NO
3,MGNI,18.3,Communication Services,Advertising Agencies,76.0,78.0,95.0,84.0,0.8186,0.8086,0.0,NO,NO
4,QNST,15.63,Communication Services,Advertising Agencies,66.0,96.0,89.0,54.0,0.7411,0.7411,0.0,NO,NO
5,CRTO,21.05,Communication Services,Advertising Agencies,43.0,97.0,76.0,49.0,1.2089,1.1761,0.0,NO,NO
1,SIF,26.16,Industrials,Aerospace & Defense,98.0,97.0,98.0,98.0,1.8507,1.8336,0.78,NO,NO
2,DCO,174.59,Industrials,Aerospace & Defense,94.0,81.0,91.0,94.0,7.9211,7.2996,0.0,NO,NO
3,ATRO,70.89,Industrials,Aerospace & Defense,94.0,5.0,87.0,81.0,3.2257,3.1129,0.0,NO,NO
4,HXL,106.62,Industrials,Aerospace & Defense,92.0,86.0,91.0,88.0,3.1807,3.0057,0.0,NO,NO
5,MRCY,98.92,Industrials,Aerospace & Defense,88.0,7.0,89.0,38.0,6.1893,5.6464,0.0,NO,NO
1,CF,127.35,Basic Materials,Agricultural Inputs,87.0,97.0,60.0,92.0,4.2907,3.9316,2.34,NO,NO
2,CTVA,88.53,Basic Materials,Agricultural Inputs,83.0,92.0,79.0,87.0,2.0882,2.0264,0.81,NO,NO
3,UAN,122.86,Basic Materials,Agricultural Inputs,75.0,92.0,18.0,52.0,3.2093,3.0736,0.52,NO,NO
4,SMG,68.7,Basic Materials,Agricultural Inputs,61.0,89.0,69.0,59.0,2.8829,2.7279,0.0,NO,NO
5,NTR,68.5,Basic Materials,Agricultural Inputs,46.0,90.0,13.0,38.0,1.7332,1.5064,1.45,NO,NO
1,ALGT,98.28,Industrials,Airlines,90.0,19.0,85.0,64.0,5.7564,5.4371,0.0,NO,NO
2,DAL,83.52,Industrials,Airlines,88.0,22.0,89.0,84.0,2.7014,2.5417,0.0,NO,NO
