SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
2,Energy,1,TNK,97.33,Extended Near High,Normal,98.25,0.13,3.58,95.0,97.0,94.0,92.0,NO,0.39,NO,80.52,71.36,83.14,76.85,Oil & Gas Midstream
2,Energy,2,FRO,97.32,Extended Near High,Normal,48.4,0.62,3.32,96.0,97.0,94.0,93.0,NO,0.25,NO,40.56,33.93,41.66,37.86,Oil & Gas Midstream
2,Energy,3,VLO,96.72,Extended Near High,Normal,385.43,2.01,2.73,97.0,96.0,96.0,95.0,NO,0.0,NO,322.43,242.77,330.31,270.29,Oil & Gas Refining & Marketing
2,Energy,4,DINO,96.43,Extended Near High,Normal,107.72,2.88,3.65,97.0,97.0,97.0,97.0,NO,0.0,NO,90.58,66.44,93.17,73.45,Oil & Gas Refining & Marketing
2,Energy,5,LPG,96.29,Extended Near High,Normal,54.41,1.57,3.45,96.0,97.0,92.0,96.0,NO,0.73,NO,45.83,36.64,47.75,40.93,Oil & Gas Midstream
3,Healthcare,1,TXG,97.02,Extended Near High,Loose,66.38,1.95,5.52,98.0,94.0,98.0,98.0,NO,0.0,NO,52.61,29.7,54.38,34.82,Medical Devices
3,Healthcare,2,TVTX,96.45,Near Breakout,Normal,67.51,1.57,3.35,97.0,93.0,96.0,98.0,NO,0.0,NO,60.78,42.89,61.42,47.13,Biotechnology
3,Healthcare,3,ROIV,95.28,Near Breakout,Loose,40.94,3.67,4.12,97.0,95.0,96.0,91.0,NO,0.0,NO,35.68,28.81,35.88,31.49,Biotechnology
3,Healthcare,4,OMER,95.25,Stage 2 Watch,Loose,18.59,5.39,4.65,98.0,98.0,98.0,95.0,NO,0.0,NO,14.08,12.3,14.75,12.51,Biotechnology
3,Healthcare,5,ATRC,94.47,Near Breakout,Normal,52.96,4.95,3.92,96.0,96.0,98.0,96.0,NO,0.0,NO,41.52,34.82,42.97,33.79,Medical Instruments & Supplies
4,Basic Materials,1,CLMT,98.03,Extended Near High,Normal,56.44,0.95,3.95,98.0,96.0,97.0,97.0,NO,0.92,NO,44.91,32.19,46.17,36.93,Specialty Chemicals
4,Basic Materials,2,TX,92.86,Near Breakout,Normal,57.61,1.91,2.84,93.0,88.0,90.0,93.0,NO,0.0,NO,50.66,44.36,51.92,46.16,Steel
4,Basic Materials,3,CF,91.68,Near Breakout,Loose,135.11,4.83,4.07,92.0,94.0,91.0,67.0,NO,0.0,NO,122.95,108.93,124.51,119.09,Agricultural Inputs
4,Basic Materials,4,SSRM,90.98,Stage 2 Watch,Loose,36.21,8.19,4.44,95.0,94.0,96.0,80.0,NO,0.0,NO,31.43,28.36,31.9,30.58,Gold
4,Basic Materials,5,AYA,90.82,Stage 2 Watch,Loose,28.42,6.51,5.96,97.0,82.0,98.0,95.0,NO,0.0,NO,23.77,18.59,24.35,20.02,Silver
5,Technology,1,IBTA,95.52,Extended Near High,Loose,40.16,0.79,4.26,95.0,92.0,92.0,96.0,NO,0.0,NO,33.94,29.01,34.32,32.0,Software - Application
5,Technology,2,HPQ,94.79,Extended Near High,Loose,32.73,1.3,4.79,92.0,94.0,94.0,96.0,NO,0.0,NO,27.78,23.01,28.78,23.82,Computer Hardware
5,Technology,3,OKTA,94.36,Near Breakout,Loose,171.11,4.63,5.75,97.0,94.0,96.0,97.0,NO,0.0,NO,148.33,103.21,150.72,111.11,Software - Infrastructure
5,Technology,4,NSIT,92.57,Near Breakout,Normal,155.87,3.64,2.85,95.0,85.0,96.0,97.0,NO,0.0,NO,136.76,98.69,140.52,105.84,Electronics & Computer Distribution
5,Technology,5,ZETA,90.92,Stage 2 Watch,Loose,30.56,6.86,4.83,95.0,88.0,97.0,96.0,NO,0.0,NO,25.52,20.3,26.11,20.8,Software - Infrastructure
