Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,94,20,97,93,SI
2,Energy,67,65,40,70,"DK,NESR,PBF,NGL,PARR,OII,DINO,VLO,INSW,MPC,FET,EFXT,FTI,FTK,PBT,WKC,FRO,YPF,WTTR,PSX,CVE,NBR,TEN,EC,LPG,CMBT,TRGP,BWLP,SUNC,OVV,EQNR,WBI,KGS,VIST,SOBO,SU,APA,DHT,PR,STNG,PAGP,SUN,VAL,SM,PAA,TNK,EE,TRMD,IMO,HP,TDW,TBN,LB,PBA,TRP,CNQ,NOV,AROC,TS,E,FANG,INVX,NE,NVGS,CHRD,DKL,XOM,PBR,APC,WDS,DTM,EOG,MUR,TTE,SLB,WES,REPX,OXY,CVI,AM,SDRL,NGS,PDS,KNTK,XPRO,ENB,FLNG,CVX,SMC,EPD,COP,DVN,OKE,GLNG,BP,TGS,ET,WHD,LNG,BKR,CQP,HESM,TPL,SHEL,MPLX,WMB,VTOL,KMI,HAL,WFRD,VNOM,SBR,CAPL,DMLP,SEI,GLP,RNGR,ARLP,USAC,NC,HMH,BKV,WHK,IMPPP,EROK,NCSM,RRC,PNRG,AR,MTDR,CNX,CNR,FLOC,NFG,CRC,MGY,EQT,BTU,EXE,NRP,CCJ,LBRT,GPOR,NOG,VTS,LEU"
3,Healthcare,66,60,65,56,"VYNE,ERAS,FBRX,QTTB,AGL,ALMS,SYRE,ANRO,DMRA,ORKA,LQDA,RLYB,MBX,DFTX,TXG,RVMD,RLAY,SLGL,NVCT,BDSX,DNTH,NBTX,MANE,PACS,ETON,BIOA,TNGX,MCTA,TRAX,ARWR,FTH,KOD,APGE,CRNX,CDNA,BTSG,TVTX,URGN,TWST,BTSGU,PRAX,FTRE,GH,FBIOP,EWTX,PVLA,MNPR,GLUE,COGT,ELVN,CUE,CELC,PLSE,ROIV,QURE,ANAB,CORT,DVA,AXGN,GHRS,PTGX,CNC,ZBIO,DYN,IMVT,OSCR,KYMR,VCYT,KNSA,ALKS,NHC,HNGE,NRIX,TRVI,ELMD,CGEM,AMN,XNCR,AMRX,AVTX,TENX,ESTA,INBX,IART,BCAX,RAPP,JAZZ,KRYS,SEPN,ILMN,TGTX,AXSM,CGON,LBRX,RCUS,BWAY,LGND,ADPT,HUM,TYRA,PGNY,TCMD,STRO,XENE,INDV,LNTH,PNTG,MIRM,NKTR,BRKR,CON,COAG,ACHC,BRKRP,CYTK,VTRS,GKOS,BKD,BLTE,APLM,AMLX,CVS,GRDN,NSYS,LIVN,MD,SNDA,GPCR,PARK,MRNA,JBIO,RPRX,SION,NGNE,PDEX,BLLN,THC,NTRA,BBIO,NRC,TECX,PHVS,ARQT,LLY,INCY,DNLI,NBIX,MRK,NVCR,NUTX,TEVA,ABVX,RIGL,ASTH,JNJ,MDGL,ANIK,HAE,EXEL,BLFS,CLDX,SNDX,HCSG,CAH,DGX,MEDP,ABBV,IDYA,BIIB,HALO,ICUI,UNH,SRRK,IMNM,ELAN,CRL,VCEL,VTVT,SRZN,AVBP,ASND,TECH,HSTM,OMDA,AGIO,PTCT,MLTX,IRMD,BMY,ARGX,UTHR,ICLR,WST,AUPH,PCRX,OMCL,DRUG,NPCE,SLP,CHE,ODTX,STOK,AMGN,PCVX,ATRC,HQY,NVST,BBNX,NVS,SMTI,UFPT,HSIC,RYTM,WAT,GRAL,SIBN,IQV,RVTY,LH,MAZE,TBPH,SHC,PTHS,TAK,BAX,ENOV,ZYME,HRMY,SOLV,ELV,AKTS,ACAD,MMED,KIDS,UTMD,A,VRDN,GSK,ADUS,PEN,TMO,BIO,BMRN,VERA,MLYS,VKTX,MCK,VRTX,MOH,EHC,PRVA,TFX,ALMR,ITGR,WRBY,DXCM,ONC,PRPO,BDX,EW,ALHC,IRON,INMD,INVA,GMAB,SUPN,BLCO,IMCR,LMAT,CBIO,KMTS,GMED,SPTX,VOR,GILD,ENSG,RARE,FMS,TARS,STAA,NAMS,CSTL,ASMB,CNMD,COLL,STVN,MTD,ATR,CBLL,PBLS,CI,FLGT,REGN,MMSI,ANIP,RGEN,COO,SDGR,DHR,ZBH,ABT,COR,LFMDP,AZN,USPH,NVO,ALGN,RDNT,KARD,TNDM,PFE,BEAM,SNN,SYK,QDEL,HROW,IDXX,AVLN,STE,MDT,VEEV,LKFT,MDLN,SNY,QGEN,PHG,SGRY,AZTA,HCA,UHS,SCTX,IONS,HIMS,SRPT,PAHC,JANX,ALC,CRSP,AMPH,RMD,BNTX,SGP,GEHC,ALNY,IRTC,PBH,HTFL,WAY,ZLAB,INSM,LEGN,ISRG,OPCH,WGS,KLRA,TEM,CTEV,INSP,AORT,PODD,AAPG,CAI,TMDX,ZTS,DOCS,PRCT,BSX,SPRB,QNCX"
4,Financial Services,59,61,63,56,"MAAS,HUT,SEZL,ENVA,ECPG,ATLC,CARE,MRX,WULF,MSBI,AAMI,UFCS,PGC,BOTJ,IX,FSEA,CMTV,STT,HFBL,BFH,GCBC,EZPW,KF,AMAL,SMFG,VCTR,BWFG,FNRN,CIB,VIRT,SNEX,AMTB,MUFG,PS,TRST,SAFT,ALRS,BBAR,UVE,PLGO,IFS,TRV,AMG,CBNA,CHMG,ACNB,TMP,SHBI,FCAP,TWN,FNWD,VBNK,BNY,BAP,PFIS,HSBC,FISI,BPOP,RBCAA,HG,UVSP,OPY,RY,PBFS,BMO,WT,TD,WSFS,PKBK,OBK,SMBK,BBVA,WASH,BEN,RRBI,SKWD,SRCE,TFSL,STBA,CBC,ATLO,CNO,PLBC,CM,ALL,VOYA,OSBC,IBKR,SMBC,BY,MCY,BCS,PEBO,CBK,BMA,CTBI,FBP,AIZ,AROW,FSBC,ING,THFF,UBS,WTBA,CCNE,HBT,DGICB,THG,WRLD,LCNB,FNLC,AVBC,CFBK,MS,BNS,FRAF,FVCB,PDLB,NTRS,PCB,BSRR,OBT,SLF,FRST,ASIC,RIOT,CPF,DCOM,RBB,MFC,MBIN,FMBH,GSBC,OFG,PFG,CIVB,KB,SBFG,FFBC,FCBC,CAC,CATY,CFG,TCBK,SPNT,GL,MPB,EBC,GS,WSBF,NBTB,NTB,WSBC,FDSB,CNOB,SHG,NBN,USCB,QCRH,PEBK,MYFW,USB,SFST,MET,EBMT,AGM,IVZ,FBIZ,MTB,CZFS,LARK,KINS,BAC,PRU,STK,BOW,NWFL,FBLA,CZWI,PNC,NIC,SLDE,CFR,FCFS,FITB,TSBK,NP,BLX,LSBK,RNR,BPRN,BUSE,BHB,BMRC,C,UBSI,BCAL,GOLD,UMBF,CB,RGA,ACT,FULT,AXS,WBS,CLST,BSTZ,MBWM,FUNC,CCBG,MRBK,CPBI,FCCO,FMAO,FAF,NWG,ECBK,PMTS,BFST,HBNC,AVBH,CBAN,MCBS,NODK,HWBK,IOR,ORRF,HQL,FXNC,NWBI,FGNXP,EGBN,BANC,ISTR,CAF,FCF,ITIC,MKTW,ONB,WABC,BOKF,FUSB,GABC,SRBK,HBCP,CNS,PFS,PRI,COSO,JPM,NECB,HAFC,SEIC,IGIC,AUB,HWC,BVFL,CNA,CINF,NKSH,HMN,LOB,JXN,BCH,ASB,ZION,DBRG,CZNC,NBBK,SYBT,HQH,TROW,GGAL,GLRE,RNST,CEE,SFNC,LIFE,SIGI,EQBK,RF,EMF,COFS,AFL,BWB,EWBC,TFIN,L,FBNC,COLB,CBNK,VABK,WHG,EFSC,EIG,JMSB,FRBA,NRIM,BHRB,CVBF,BOH,PRK,NXG,HTB,HFWA,WAFD,EG,PFBC,WTFC,HRTG,INDB,CHCO,CUBI,PLMR,BSAC,FDBC,RDN,HASI,KEY,UNTY,BHF,ACGL,TRMK,NFJ,MVBF,BTO,HNVR,RM,SFBS,INBK,TWFG,PBHC,FGBIP,OPBK,FIBK,HYNE,AFBI,TRIN,SRV,IBCP,ABCB,AMP,UNM,CWBC,CACC,AFG,BSVN,WF,HOMB,HAPN,BME,ESQ,FNB,PEO,FHI,RLI,SCHW,CBU,EVT,CCD,FMNB,MCB,V,NMIH,HCI,WRB,CBSH,BGR,BST,MTG,CFFI,ORI,HTH,TCBX,EMO,GAIN,LNC,BANR,AON,SSB,UCB,FHN,TFC,FRBT,IBOC,AFRM,MCHB,FBK,MNSB,BFC,SPFI,OVLY,BKU,FRME,CBOE,AX,ADX,WTM,UBCP,UTF,ASGI,ESNT,SBCF,PNFP,RJF,MIAX,CRBG,TOWN,NCZ,RMBI,MXF,JEF,OVBC,PB,HIG,LMND,FCNCA,TCBI,BCML,RVT,GGZ,NCV,BBT,RLTY,GDV,CBFV,FHB,MGYR,EFSI,FRHC,EQH,PROV,OZK,RVI,FSBW,AIO,TCBS,BMEZ,WFC,HTD,ACV,SF,DB,ALLY,NBHC,ETO,BCV,SPXX,CSQ,ETG,CASH,CII,RMI,DGICA,TBLD,JCE,ATLCP,JCAP,SBSI,PRAA,AIG,BCAT,MBINL,TBBK,TY,FFA,CSWC,CNOBP,OCFC,QQQX,MA,MKL,GAM,BUI,GBCI,NEWTP,MEGI,LKFN,FOA,ECCC,LGI,OMF,FFIN,STEW,THQ,SII,SATA,AGO,AUBN,NDAQ,FG,SFBC,BWIN,PUK,MSBIP,HBAN,NIE,AXP,OXLCO,NPB,CET,WAL,VRTS,CCNEP,ETB,AJG,SPME,EVR,GLU,SCD,BWBBP,BANF,OCCIN,OXLCN,LCLN,EICA,FDUS,SYF,COF,BUSEP,UTG,NNI,MNSBP,PFX,MCO,BPYPM,EOT,EIIA,MBINM,MMD,WSBCO,MBNKO,CCID,MSCI,TIPT,MBINN,PJT,MRSH,WAFDP,FRMEP,PGR,WTFCN,VALU,ONBPO,IBN,ONBPP,OCCIM,PDX,PDPA,BTT,VLYPN,SPMA,VLYPP,SLMBP,VLYPO,DFP,UMBFO,WTW,GUG,SOR,ASA,HPI,EFSCP,RNP,HIFS,FFC,HPF,TYG,BMN,ECAT,HBANL,AII,HIPO,LDP,FNF,ETX,SDHY,BLK,APAM,BBN,MC,HOOD,GSHD,RYAN,SPGI,LPLA,OZKAP,EOI,ISBA,ETOR,TCBIO,PSF,NBB,BANX,FLC,PTA,FDS,TRU,SLM,FULTP,IGI,AB,STC,FCNCP,PYPL,FPF,NPFD,APO,GBLI,HBANZ,ACGLN,BNT,JLS,ARCC,ACGLO,VEL,EOS,FCNCO,MSDL,NTRSO,IREN,UNB,SIGIP,BX,HBANM,GLAD,BN,IIF,HBANP,HTGC,ARES,MAIN,ONIT,CME,BAM,GBFH,KNSL,XP,ICE,PSUS,BRO,TW,ZIONP,FSUN,BXSL,MORN,CRVL,PIPR,PDI,KKR,MCI,LAZ,KLAR,XFLT,MPV,CG,AMSF,ROOT,SAR,TPG,XZO,TSLX,HERZ,GSIW,DXYZ,HLI,PFSI,ERIE,WD,FIGR,SOFI,PWP,CCB,TREE,STEP,AIFU,HDB,GLXY,TRUP,BETR,KMPR,HLNE,COIN,MKTX,AFJKU,BOT,FUTU,UPST,CRCL,BMNR,VCX"
5,Industrials,58,46,53,54,"SIF,BUUU,FCEL,NCEW,VSTS,BE,CDNL,XMTR,CRS,STRL,TH,FIX,PKOH,KFRC,EDRY,ATI,SHIP,DCO,MAN,CVLG,GEO,ECO,HSHP,POWL,KELYB,TWIN,ATRO,CXW,MEC,ARCB,PAMT,MATX,CYRX,TKR,AGX,FSTR,PKE,NVRI,GRC,MYRG,LGN,VVX,PRLB,CMPR,KELYA,VRT,UNF,AIR,HXL,PBI,GHM,RHLD,CAT,FA,ALGT,JBHT,EFTY,SMX,NMM,MRCY,CECO,HLIO,NVT,BLBD,DAC,WWD,MSM,ACA,DAL,RXO,RHI,CMDB,ESOA,ARMK,SXI,MTZ,IESC,PRG,HWM,NPO,PHOE,TFII,PLPC,CSX,WAB,SNDR,CMI,PL,ESLT,GNK,GEV,ECG,ESEA,R,GSL,WCC,GWW,ENS,SBLK,TRN,KNX,LXFR,UHAL,FDX,XPO,WERN,DY,GE,AIT,UAL,ASC,ZIM,RTX,SWK,EXPD,ODFL,DXPE,CNI,PWR,TNET,MG,AEIS,TPC,UNP,CASS,RRX,LSTR,CW,BRC,RBC,AZZ,LUV,ROK,RYZ,AIRT,NSP,WTS,CR,DE,TEX,KEX,DSGR,URI,CHRW,HRI,HEI,MIDD,MRTN,PESI,HURC,KFY,VSEC,GD,DLX,JCI,ARXS,AME,AER,PCAR,DRS,FPS,IEX,CMRE,HUBG,CIX,LMT,KMT,SAIA,MMM,CAAP,NDSN,TRNS,PH,ISSC,NSC,CP,MAS,EBF,CPA,SKYW,WSC,PAM,VMI,ULS,CLH,FTAI,SNA,ASTE,TATT,EML,BBSI,TTC,GVA,ABM,OC,CCEC,UPS,TXT,GPN,TISI,GIC,MLI,CTAS,OTTR,GHC,CARR,GFF,TT,HON,EMBJ,AYI,DCI,OSK,AAON,RCMT,TITN,FLS,RBA,SEB,MATW,LOAR,SARO,CBZ,BCO,ESP,ZTO,TNC,ITW,SPXC,LTM,IIIN,AGCO,APOG,FELE,MAIR,FLR,GTES,HONA,FAST,GNRC,ITT,WM,ZWS,LII,FBIN,VSECU,EMR,CMC,TAYD,CXT,LIME,LECO,DPC,ETN,JBTM,DOV,CSW,GATX,ALK,FTAIM,MGRC,HUBB,GBX,ATKR,EME,FSS,NPK,MSA,WMS,NX,CRAI,SUNB,WOR,ICFI,AIRTP,IR,AXON,REZI,POWWP,ALLE,FDXF,CMCO,KAI,APG,TDG,RKLB,LHX,RSG,AADX,TRC,CDLR,FER,CWST,WCN,VLTO,J,KRNT,RJET,ENR,RGR,VRSK,CAR,GXO,KE,LNN,MDA,OMAB,GGG,CDRE,RTO,MWA,TTEK,RYAAY,FERG,FCN,TREX,CSL,BBUC,CAE,NOC,NSSC,BWXT,ROCK,XYL,AOS,EPAC,OFLX,KBR,BA,AWI,ROAD,EXPO,GFL,PPIH,LPX,ALG,WSO,PAC,EFX,ATS,AMTM,BXC,ONT,HII,HY,OTIS,RELX,AERO,ASR,HURN,BKSY,BETA,WLDN,TRI,CNM,MMS,VOYG,INIO,BAH,MIR,LMB,DLB,AMRC,CPRT,ESAB,BWMN,SITE,ACM,KRMN,STN,SPCX,KTOS,SYM,POOL,AMSC,BLDR,EQPT,PRIM,PNR,AVAV,HAWK,YSS,FLY,AVEX,NNE,XE,MFP,WLFC,PSIX"
6,Technology,56,51,56,56,"SNDK,MGRT,AXTI,MU,BAND,WDC,LITE,CHRN,STX,DELL,MXL,ALOT,VPG,DOCN,RTB,TSEM,ICHR,SIMO,AEHR,AAOI,VSAT,UCTT,PENG,INTC,ASX,VIAV,MEI,UMC,HPE,AMBQ,AMD,SILC,AIP,CIEN,VICR,MRVL,IMOS,KLIC,ACMR,MKSI,DDOG,AMAT,TER,VSH,LASR,DAVE,FSLY,FTNT,SAIH,FEIM,FROG,EXTR,LRCX,FLEX,ALAB,RNG,COHU,PANW,SHAZ,PTRN,CIFR,OKTA,COHR,SKYT,ATEN,SITM,TTMI,NTAP,ASYS,NVEC,SMTC,OOMA,ARM,CRWD,STM,DGII,BELFB,BHE,ONTO,FORM,MPTI,RELL,LSCC,UMAC,AMKR,KN,NAVN,ALNT,MITK,SNOW,RAL,ARW,KLAC,TWLO,CCSI,GLW,VECO,CSCO,ASML,AVT,BRUN,CRDO,PLXS,SYNA,BELFA,PDFS,RDVT,SANM,NTCT,KEYS,SNX,FFIV,CGNX,MTSI,YOU,CEVA,ROG,NSIT,SCSC,VRNS,SLAB,TENB,NET,AAPL,ESE,LFUS,FIVN,TXN,RAMP,ADEA,KARO,DBD,ACLS,CNXN,ALGM,ST,AKAM,PLTS,ACIW,RELY,DIOD,OUST,ON,NYAX,TSM,ADI,QLYS,CTS,NATL,FLYW,CVLT,WYFI,MPWR,CPAY,ITRN,TDC,AGYS,JBL,Q,SWMR,BKTI,HPQ,INGM,OSPN,DJCO,POWI,RBRK,ANET,DBX,S,SAIC,SEDG,CORZ,GEN,MLAB,ZETA,NXPI,INOD,GFS,NTNX,CLS,FTV,PLUS,WEX,GRND,GCT,RDWR,XYZ,APH,NOVTU,LOGI,NXT,ALRM,PAY,SONO,ENTG,MDB,IBEX,TSAT,AVGO,CAMT,TDY,NVMI,NOVT,QCOM,BOX,CLMB,GTLB,APLD,PRGS,ZM,PAYX,LYTS,IOT,ADP,CSQR,KSPI,P,ACFN,DT,BILL,VRSN,QRVO,CDNS,NVDA,MCHP,DAKT,ENPH,ZBRA,FICO,GRMN,CRUS,FN,FSLR,EVTC,PCTY,AOSL,NTGR,MCHPP,ESTC,MSI,AMBA,MBGL,INTA,SMCIP,SSNC,UPBD,SAIL,APPN,U,CLFD,PAYC,EEFT,SONY,SWKS,QTWO,TEL,SHOP,PLAB,LYFT,MQ,WOLF,CDW,MANH,DCBO,DFIN,IPGP,JKHY,STRF,CACI,PI,TTAN,DOCU,BRZE,RMBS,QBTS,PSN,CHYM,AEVA,STRC,GDDY,TOST,AVNW,GWRE,WDAY,ALKT,TEAM,LIF,ROP,PGY,QNT,OTEX,SKHY,WK,PAYP,DSGX,ARQQ,BMI,NOW,ADSK,DUOL,PLTR,BDC,IBTA,VNT,SPSC,MSFT,GIB,IIIV,UBER,IBM,SMCI,APPF,BSY,BSP,OSIS,FIG,IDCC,G,VIA,ADBE,FOUR,CRM,NICE,ITRI,NCNO,CHKP,GDS,BR,RGTI,ALIT,UI,SAP,EXLS,MNDY,FORTY,ZS,OCTV,PTC,SNPS,IONQ,TRMB,STRD,FIS,TYL,KVYO,ASTS,BL,CALX,PCOR,HUBS,PAR,STRK,IT,CTSH,BLKB,EFOR,DOX,LDOS,ACN,OLED,CNXC,JKS,CRWV,EPAM,CBRS,PEGA,INTU,ORCL,WIX,GLOB,BLSH,MSTR"
7,Real Estate,55,59,61,57,"CBL,PEB,XHR,OUT,FVR,RHP,MAC,PSTL,APLE,HST,PK,WELL,VTR,JAN,NHP,DOC,AHR,HIW,CDP,LXP,LAMR,SPG,CURB,RMR,CUZ,SKT,PINE,FRT,KRG,AAT,NHPAP,IVT,CTO,BNL,NHPBP,HR,IRM,CTRE,OHI,NREF,VNO,PECO,TRNO,SBRA,KIM,GTY,IIPR,SEG,EQIX,FR,CHCT,MDV,BRX,PLD,NNN,LTC,UE,EGP,OLP,NTST,CCS,EPR,SLG,KRC,UHT,AKR,ESS,VTMX,LINE,REG,WPC,BFS,ALX,DEA,FOR,SAFE,PSA,IRS,DLR,STAG,XRN,MMI,BXP,ADC,O,UDR,CPT,ADAML,CHCI,BXDC,EQR,LANDO,MLP,CUBE,JLL,ADAMN,JOE,NHI,BPYPP,INVH,LANDP,TCI,ELS,AMH,SMA,AVB,EPRT,FCPT,GOODN,ARL,NLY,REXR,BPYPO,EXR,BRT,AGNCL,ADAMZ,AGNCP,AGNCM,IRT,AGNCO,AGNCN,ADAMM,WHLRD,MAA,FRPH,AGNCZ,REGCP,MAYS,NMRK,UMH,GLPI,REGCO,SUI,AXR,WY,RYN,ARR,BEKE,CBRE,HHH,MRP,ACR,EUDA,NXRT,VICI,STWD,CSR,AMT,NEN,ARE,FSV,BXMT,STRS,SBAC,OZ,CCI,CIGI,CSGP,OPI"
8,Consumer Cyclical,50,53,55,46,"LVLU,VSXY,ELA,GTX,LIND,BJRI,FLXS,MYE,ANDG,MOV,RSI,CTRN,LTH,KRT,CBRL,VIK,MOD,CALY,SAH,PRSU,CAKE,BZH,LOCO,VAC,M,OPLN,CROX,SN,BWA,INTG,ROST,EAT,MUSA,CASY,CYD,BBY,LQDT,KMX,VGNT,CVEO,PAG,ETSY,ESCA,AIN,YETI,MGA,RCKY,HZO,THRM,MGM,TILE,PENN,PHIN,GIII,LEA,SON,GM,KTB,JAKK,PII,RUSHA,DIN,LGIH,MLKN,BSET,WSM,OSW,SHOO,MAR,EBAY,PLOW,STRT,H,WEYS,KSS,IHG,GEF,RUSHB,BURL,COOK,HBB,LEGH,LEVI,JILL,PKG,MCRI,W,BDL,GCO,EXPE,FTDR,SW,BWMX,MLR,VVV,ANF,LAD,CCK,TPR,TXRH,CZR,ALSN,RRR,GOLF,REYN,TRS,MHO,TNL,BROS,FIVE,GLBE,MCFT,BALL,LZB,PRKS,HLT,DORM,BC,COLM,HVT,BOBS,RL,MTN,RIVN,SBH,SBUX,CRI,TOL,CVCO,HGV,BH,AEO,ALH,HOV,AMCR,ABNB,BYD,ATMU,SLGN,TJX,HRB,DAN,JOUT,PHM,RGS,HAS,LOVE,SKY,PVH,RH,AAP,IP,MTH,HOG,CART,RCL,SIG,GRBK,RVLV,GPC,SMP,DOO,AN,DRI,URBN,HMC,QSR,ABG,VFC,ALV,XPEL,MHK,KBH,SCI,HNI,AS,RACE,JD,DDS,CHH,BIRK,VEEE,CARG,NATH,VC,YUM,NCLH,MNRO,DHI,AMZN,HTHT,GNTX,CCL,WWW,CPHC,OXM,BKNG,MBUU,CPS,DKS,RICK,JACK,DECK,ORLY,AVY,YUMC,ETD,ADNT,LCII,HD,SE,LVS,ZUMZ,TM,ASO,WYNN,FOXF,WH,GME,SGI,MCD,ONON,MELI,DASH,BOOT,ATAT,NVR,GPI,CHDN,FND,WGO,BBWI,LOW,ULTA,CMG,CSV,GIL,KEQU,DPZ,CVNA,BFAM,IBP,MMYT,WINA,APTV,THO,EYE,DKNG,DFH,AZO,GAP,PATK,FUN,BKE,CAVA,TSLA,BABA,LEN,LKQ,PDD,SHOE,BGSI,PZZA,TCOM,NKE,CPRI,BBW,CHWY,KRUS,LULU,TSCO,HSAI,CPNG,ROL,FLUT,PLNT,SHAK,WING,WHR"
9,Basic Materials,49,40,31,36,"INHD,NWPX,FRD,HYMC,CLMT,MTRN,ODC,AYA,KOP,MT,STLD,NUE,CSTM,RMIX,KALU,GPRE,ELVR,PRM,CMP,HBM,BHP,RS,CGAU,SCCO,ESI,TECK,REX,TX,MEOH,SSRM,FCX,ASH,CTVA,CBT,AUGO,NGVT,BVN,CF,CENX,DD,SKE,ERO,SXT,HL,JHX,CMT,MTUS,SQM,RIO,AXTA,MTX,EGO,NEU,SCL,KWR,UAN,SMG,SSD,ACNT,B,TTAM,WDFC,IOSP,PPG,IFF,AG,LIN,HCC,WS,AU,APD,SA,AVNT,NTR,PAAS,WLKP,IPI,KNF,FNV,BCPC,SOLS,DOW,LYB,ECL,SIM,EXP,VMC,OGC,NEM,ASIX,RPM,WFG,CC,SHW,EMN,BCC,CLW,WPM,AAUC,TFPM,AMRZ,RGLD,AA,MLM,KGC,CDE,ELE,FUL,OLN,HMY,USLM,CRH,UFPI,ALB,MUX,SMID,HWKN,GFI,DRD,TGLS,IDR,PKX,SLVM,AEM,AMR,CE,AGI,OR,WLK,MOS,MSB,PPTA,CMCL,CTGO,MP,IPX"
10,Communication Services,48,61,46,46,"QMMM,ATEX,BBGI,NBIS,SPHR,STRZ,IRDM,TIGO,GSAT,LILAP,GRPN,MSGS,MCS,MSGE,ROKU,EVER,WLYB,WLY,IMAX,ZD,MANU,SIRI,SCHL,SKM,IDT,JOYY,ECHO,CNK,ADV,MGNI,LYV,GOOGL,GOOG,OPRA,PSO,WBD,VOD,BATRA,BATRK,AMX,LLYVK,MTCH,LLYVA,ATNI,VZ,EA,QNST,NYT,TTWO,FWONA,FWONK,OMC,PPLI,RDDT,CRTO,NWSA,NWS,GRVY,CHT,TKO,NTES,VEON,ATHM,T,PHI,NXST,BZ,PINS,TIMB,LBRDP,WPP,VSNT,KT,RCI,WMG,FOXA,APP,FOX,DIS,BCE,SPOT,BIDU,YELP,TMUS,META,LFTO,TDS,CMCSA,NFLX,BILI,AD,NIPG,RBLX,GLIBA,GLIBK,LBRDK,LBRDA,GIBO,CHTR,ZG,Z,TTD,CABO"
