Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,MULL,171.37,396514.0,ETF,ETF,99.0,98.0,98.0,98.0,382634.0,565800.0,216.21,6.04,,No
2,MUU,193.36,2093128.0,ETF,ETF,98.0,98.0,98.0,98.0,1774726.0,2702130.0,249.1,6.77,,No
3,ERAS,12.0,3194353.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,5164880.0,4540040.0,12.69,1.01,3715041792.0,No
4,TERN,37.79,828404.0,Healthcare,Biotechnology,98.0,61.0,98.0,98.0,3257101.0,1961980.0,48.26,1.86,4110315520.0,No
5,KORU,447.49,211702.0,ETF,ETF,98.0,98.0,98.0,98.0,148537.0,273390.0,450.23,27.16,,No
6,IBCA,26.19,132825.0,ETF,ETF,98.0,51.0,43.0,39.0,169190.0,167750.0,26.72,1.0,,No
7,CLSM,23.82,3172.0,ETF,ETF,98.0,51.0,45.0,98.0,25803.0,44460.0,24.5,2.28,,No
8,SLGL,67.2,18021.0,Healthcare,Biotechnology,98.0,33.0,98.0,98.0,21427.0,27380.0,76.8,4.02,187204880.0,No
9,AFJKU,67.24,2.0,Financial Services,Shell Companies,98.0,69.0,98.0,98.0,329.0,0.0,80.0,7.6,,No
10,VTYX,13.97,2531230.0,Healthcare,Biotechnology,98.0,56.0,95.0,98.0,3195795.0,2731990.0,25.0,0.78,1002349504.0,No
11,GLTO,29.12,707934.0,Healthcare,Biotechnology,98.0,93.0,88.0,98.0,159891.0,467890.0,38.33,2.01,1754190976.0,No
12,BNAI,20.92,979831.0,Technology,Software - Infrastructure,98.0,98.0,98.0,98.0,8825562.0,2746370.0,86.28,1.18,122048368.0,No
13,BW,9.75,1755147.0,Industrials,Specialty Industrial Machinery,98.0,94.0,94.0,98.0,3174922.0,3017920.0,11.57,0.22,1083225984.0,No
14,ALMS,26.54,1245530.0,Healthcare,Biotechnology,98.0,85.0,98.0,98.0,2944239.0,1203320.0,28.29,2.76,3309296640.0,No
15,ANL,9.51,287758.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,884675.0,874030.0,12.09,0.88,350921568.0,No
