IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MF,17.86,Communication Services,Advertising Agencies,97.0,98.0,98.0,0.0,2.8342,2.6754,0.0,NO,NO
2,MGNI,23.89,Communication Services,Advertising Agencies,95.0,94.0,97.0,97.0,1.075,0.9043,0.0,NO,NO
3,QNST,20.1,Communication Services,Advertising Agencies,94.0,95.0,97.0,96.0,1.185,0.8864,0.0,NO,NO
4,ZD,55.41,Communication Services,Advertising Agencies,94.0,74.0,90.0,97.0,1.97,1.7943,0.0,NO,NO
5,WPP,26.67,Communication Services,Advertising Agencies,89.0,96.0,95.0,92.0,1.3214,0.8039,0.0,NO,NO
1,SIF,21.49,Industrials,Aerospace & Defense,97.0,1.0,25.0,93.0,2.1421,1.7807,0.0,NO,NO
2,DCO,181.36,Industrials,Aerospace & Defense,94.0,17.0,89.0,92.0,8.1554,7.7882,0.0,NO,NO
3,ATRO,74.5,Industrials,Aerospace & Defense,94.0,75.0,79.0,78.0,5.7893,5.33,0.0,NO,NO
4,IA,21.46,Industrials,Aerospace & Defense,93.0,85.0,92.0,6.0,1.415,1.3964,0.0,NO,NO
5,AIR,135.36,Industrials,Aerospace & Defense,91.0,18.0,88.0,74.0,6.1843,5.7771,0.0,NO,NO
1,CF,127.26,Basic Materials,Agricultural Inputs,88.0,75.0,71.0,88.0,5.2082,4.6611,0.0,NO,NO
2,UAN,126.13,Basic Materials,Agricultural Inputs,80.0,70.0,50.0,86.0,3.9064,3.3693,0.54,NO,NO
3,IPI,37.81,Basic Materials,Agricultural Inputs,78.0,84.0,15.0,70.0,1.6258,1.5765,0.0,NO,NO
4,NTR,72.84,Basic Materials,Agricultural Inputs,69.0,80.0,62.0,34.0,1.9657,1.6821,0.0,NO,NO
5,CTVA,83.05,Basic Materials,Agricultural Inputs,64.0,9.0,65.0,53.0,1.9439,1.8256,0.0,NO,NO
1,DAL,83.62,Industrials,Airlines,83.0,11.0,67.0,82.0,2.2279,1.9171,0.0,NO,NO
2,UAL,117.41,Industrials,Airlines,70.0,14.0,79.0,47.0,3.6707,3.255,3.2,NO,NO
3,ALGT,82.32,Industrials,Airlines,49.0,2.0,14.0,4.0,4.4468,4.0668,0.0,NO,NO
4,LTM,54.7,Industrials,Airlines,48.0,67.0,64.0,14.0,1.5945,1.4495,0.0,NO,NO
5,SKYW,103.51,Industrials,Airlines,47.0,8.0,88.0,21.0,2.7221,2.5307,0.0,NO,NO
1,CAAP,24.82,Industrials,Airports & Air Services,33.0,9.0,19.0,7.0,0.9209,0.8943,1.01,NO,NO
2,OMAB,104.22,Industrials,Airports & Air Services,14.0,20.0,50.0,5.0,2.6475,2.5596,0.0,NO,NO
3,PAC,209.72,Industrials,Airports & Air Services,5.0,13.0,7.0,4.0,5.3418,5.2954,0.06,NO,NO
4,ASR,263.97,Industrials,Airports & Air Services,4.0,16.0,6.0,2.0,6.485,6.2779,0.96,NO,NO
1,KALU,153.8,Basic Materials,Aluminum,87.0,9.0,5.0,80.0,9.0915,8.4251,0.0,NO,NO
2,CSTM,27.08,Basic Materials,Aluminum,84.0,5.0,3.0,61.0,1.1321,1.0521,0.41,NO,NO
3,CENX,44.2,Basic Materials,Aluminum,75.0,17.0,1.0,5.0,3.3529,3.1644,0.0,NO,NO
4,AA,51.28,Basic Materials,Aluminum,43.0,90.0,2.0,5.0,2.4675,2.0938,0.0,NO,NO
1,GIII,33.29,Consumer Cyclical,Apparel Manufacturing,67.0,6.0,66.0,55.0,0.8457,0.7807,0.0,NO,NO
2,KTB,80.01,Consumer Cyclical,Apparel Manufacturing,66.0,7.0,81.0,79.0,3.5564,3.1414,0.0,NO,NO
3,RL,362.6,Consumer Cyclical,Apparel Manufacturing,42.0,10.0,15.0,20.0,12.5839,12.1432,0.0,NO,NO
4,COLM,58.94,Consumer Cyclical,Apparel Manufacturing,25.0,7.0,9.0,15.0,1.4229,1.3025,0.0,NO,NO
5,LEVI,21.1,Consumer Cyclical,Apparel Manufacturing,13.0,1.0,10.0,16.0,0.6407,0.6004,0.0,NO,NO
1,VSXY,87.36,Consumer Cyclical,Apparel Retail,97.0,50.0,96.0,91.0,4.336,4.0803,0.24,NO,NO
2,CTRN,69.71,Consumer Cyclical,Apparel Retail,95.0,77.0,97.0,94.0,3.6886,3.4132,0.0,NO,NO
3,JILL,19.76,Consumer Cyclical,Apparel Retail,90.0,87.0,96.0,76.0,0.8018,0.7786,0.0,NO,NO
4,ANF,108.9,Consumer Cyclical,Apparel Retail,90.0,83.0,95.0,74.0,4.8725,4.7211,0.0,NO,NO
5,ROST,241.19,Consumer Cyclical,Apparel Retail,86.0,19.0,55.0,81.0,6.3479,5.7964,0.0,NO,NO
1,MAAS,15.01,Financial Services,Asset Management,98.0,3.0,93.0,98.0,1.745,1.7373,0.0,NO,NO
2,WT,24.13,Financial Services,Asset Management,95.0,92.0,91.0,92.0,0.72,0.6929,0.67,NO,NO
3,AAMI,93.48,Financial Services,Asset Management,95.0,87.0,90.0,95.0,2.4781,2.3316,0.98,NO,NO
4,VCTR,115.34,Financial Services,Asset Management,94.0,89.0,93.0,93.0,3.4338,3.2595,0.0,NO,NO
5,PS,42.65,Financial Services,Asset Management,94.0,94.0,87.0,,2.6068,2.6068,0.0,NO,NO
1,KMX,64.22,Consumer Cyclical,Auto & Truck Dealerships,94.0,84.0,97.0,93.0,1.9879,1.9643,0.46,NO,NO
2,PAG,219.76,Consumer Cyclical,Auto & Truck Dealerships,88.0,46.0,93.0,90.0,2.5636,2.5071,0.43,NO,NO
3,RUSHB,77.89,Consumer Cyclical,Auto & Truck Dealerships,88.0,50.0,88.0,80.0,2.0332,1.9982,0.0,NO,NO
4,LAD,371.89,Consumer Cyclical,Auto & Truck Dealerships,86.0,79.0,93.0,88.0,10.5129,10.0971,0.0,NO,NO
