Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
4,MGRT,136.98,14071.0,Technology,Information Technology Services,99.0,99.0,99.0,99.0,80881.0,27840.0,170.0,1.5,1883440512.0,No,,67.9,21.04,75.14,29.3
15,AAOI,203.57,11579450.0,Technology,Communication Equipment,99.0,97.0,99.0,99.0,12066675.0,13599950.0,233.67,15.06,16335021056.0,No,,133.72,58.34,139.47,73.3
36,AMDL,54.25,5199501.0,ETF,ETF,99.0,99.0,99.0,98.0,12212852.0,17279720.0,59.18,5.05,,No,,23.44,17.38,27.04,20.15
40,AMDG,91.85,60133.0,ETF,ETF,99.0,99.0,99.0,98.0,112368.0,189520.0,99.86,9.71,,No,,39.69,31.09,45.74,35.33
42,AMUU,189.75,124582.0,ETF,ETF,99.0,99.0,99.0,98.0,152481.0,217010.0,206.68,20.08,,No,,81.94,64.04,94.43,72.53
54,CIEN,591.57,1116127.0,Technology,Communication Equipment,99.0,94.0,98.0,99.0,2767988.0,1977720.0,598.84,70.77,83647070208.0,No,,455.67,258.55,476.99,318.62
57,PRAX,345.52,224723.0,Healthcare,Biotechnology,99.0,55.0,59.0,96.0,418386.0,465990.0,358.76,35.21,9632673792.0,No,,318.8,215.33,319.59,282.85
70,WOLF,69.96,17649490.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,3921626.0,11713400.0,73.74,8.05,3381801984.0,No,,26.29,,29.93,22.83
76,HUT,109.37,3959121.0,Financial Services,Capital Markets,99.0,98.0,98.0,98.0,4826422.0,6329530.0,112.26,14.74,12314418176.0,No,,66.97,48.64,69.4,55.89
85,SLGL,68.68,7938.0,Healthcare,Biotechnology,99.0,6.0,14.0,97.0,39577.0,17030.0,97.97,6.8,222885216.0,No,,76.02,50.6,75.43,60.59
87,VIAV,53.11,3498033.0,Technology,Communication Equipment,99.0,96.0,98.0,99.0,6360909.0,7940490.0,60.43,8.87,12422847488.0,No,,40.68,22.85,42.63,27.81
90,SYRE,75.65,369286.0,Healthcare,Biotechnology,99.0,84.0,98.0,99.0,1096878.0,1187270.0,78.8,13.93,6569541120.0,No,,57.79,33.79,59.01,40.94
98,ICHR,74.51,504895.0,Technology,Semiconductor Equipment & Materials,98.0,90.0,96.0,99.0,853640.0,1288140.0,78.0,13.12,2589245696.0,No,,57.18,31.62,58.91,37.34
114,ANAB,62.19,469350.0,Healthcare,Biotechnology,98.0,96.0,96.0,98.0,838027.0,696460.0,72.36,11.4,1809785088.0,No,,50.04,31.02,51.04,37.29
