SectorRank,Sector,LeaderRank,Ticker,Leader_Score,Setup_Type,Tightness,Setup_Price,Dist_52WH_%,ATR_%,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,IPO,Gap (%),HVE,SMA50,SMA200,SMA10W,SMA30W,Industry
1,Energy,1,VLO,97.93,Extended Near High,Normal,413.28,0.81,3.32,97.0,96.0,98.0,95.0,NO,0.0,NO,337.66,249.5,344.07,277.54,Oil & Gas Refining & Marketing
1,Energy,2,MPC,97.79,Extended Near High,Normal,424.89,0.73,3.17,97.0,95.0,98.0,96.0,NO,0.0,NO,347.06,251.26,353.12,279.52,Oil & Gas Refining & Marketing
1,Energy,3,DINO,97.39,Extended Near High,Normal,115.9,1.53,3.76,97.0,96.0,98.0,96.0,NO,0.0,NO,95.06,68.23,96.96,75.62,Oil & Gas Refining & Marketing
1,Energy,4,CVI,97.35,Extended Near High,Loose,53.69,1.65,4.94,96.0,98.0,98.0,95.0,NO,0.0,NO,38.64,31.35,39.97,33.85,Oil & Gas Refining & Marketing
1,Energy,5,PSX,96.55,Extended Near High,Normal,273.13,1.44,2.89,96.0,94.0,97.0,93.0,NO,0.0,NO,229.75,178.16,233.74,193.05,Oil & Gas Refining & Marketing
3,Healthcare,1,TWST,98.67,Extended Near High,Loose,166.99,0.02,5.93,98.0,95.0,98.0,98.0,NO,1.85,NO,118.31,69.68,121.58,82.5,Biotechnology
3,Healthcare,2,NEO,98.16,Extended Near High,Normal,19.91,0.5,3.99,97.0,96.0,98.0,98.0,NO,0.0,NO,16.31,11.98,16.59,12.1,Diagnostics & Research
3,Healthcare,3,ADPT,97.69,Extended Near High,Loose,28.61,0.38,4.14,97.0,94.0,97.0,97.0,NO,0.0,NO,24.3,18.04,24.57,18.57,Diagnostics & Research
3,Healthcare,4,NTRA,97.57,Extended Near High,Normal,369.39,0.08,3.08,96.0,94.0,97.0,96.0,NO,0.0,NO,304.28,240.69,311.8,246.25,Diagnostics & Research
3,Healthcare,5,FRNM,97.12,Extended Near High,Loose,17.11,0.81,5.59,95.0,97.0,96.0,93.0,NO,1.72,YES,13.07,12.25,13.34,11.91,Diagnostics & Research
4,Technology,1,SMTC,97.24,Extended Near High,Loose,185.0,0.25,6.07,97.0,98.0,88.0,97.0,NO,2.32,NO,136.84,111.77,140.39,125.53,Semiconductors
4,Technology,2,TEAM,95.44,Near Breakout,Loose,192.02,3.31,4.65,97.0,93.0,98.0,98.0,NO,0.0,NO,144.27,110.97,151.6,104.53,Software - Application
4,Technology,3,DELL,95.24,Near Breakout,Loose,568.53,4.53,6.54,98.0,97.0,95.0,98.0,NO,0.0,NO,462.74,272.48,474.16,337.97,Computer Hardware
4,Technology,4,RBRK,94.94,Extended Near High,Loose,106.71,2.1,5.34,95.0,91.0,96.0,97.0,NO,0.0,NO,89.3,70.24,89.7,71.1,Software - Infrastructure
4,Technology,5,OKTA,94.45,Stage 2 Watch,Loose,182.37,5.31,5.1,97.0,97.0,96.0,97.0,NO,0.0,NO,152.92,106.33,154.64,114.56,Software - Infrastructure
5,Financial Services,1,AII,94.35,Extended Near High,Normal,26.42,2.15,3.54,93.0,91.0,97.0,90.0,NO,0.0,NO,22.89,19.86,23.26,20.11,Insurance - Property & Casualty
5,Financial Services,2,WCCB,93.89,Breakout Zone,Tight,59.51,0.73,1.58,90.0,94.0,90.0,85.0,NO,0.0,NO,55.14,49.25,55.56,51.13,Banks - Regional
5,Financial Services,3,SBFG,93.78,Near Breakout,Normal,29.48,1.96,3.27,91.0,94.0,93.0,92.0,NO,0.0,NO,27.46,23.33,27.6,23.95,Banks - Regional
5,Financial Services,4,BWIN,92.98,Near Breakout,Normal,31.93,2.35,3.48,93.0,85.0,97.0,93.0,NO,0.0,NO,29.36,24.0,29.75,24.67,Insurance Brokers
5,Financial Services,5,FMAO,92.76,Near Breakout,Tight,35.53,1.63,2.2,90.0,91.0,91.0,91.0,NO,0.0,NO,33.65,28.59,33.95,29.54,Banks - Regional
