Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
42,FSLY,31.57,13325126.0,Technology,Software - Application,99.0,18.0,99.0,99.0,15279311.0,7872000.0,34.82,5.84,4936535552.0,No,2026-05-06,25.57,13.44,26.19,16.13
54,STX,786.42,5437880.0,Technology,Computer Hardware,99.0,97.0,98.0,99.0,3906716.0,5524390.0,792.01,93.33,176338157568.0,No,,481.81,315.17,510.76,378.99
76,NKTR,85.09,516812.0,Healthcare,Biotechnology,99.0,75.0,99.0,91.0,1301321.0,1319410.0,109.0,7.99,2871119360.0,No,,77.64,54.67,78.74,61.71
91,STRO,37.69,140043.0,Healthcare,Biotechnology,99.0,96.0,99.0,99.0,211031.0,263390.0,39.74,6.7,624443648.0,No,,27.11,14.67,28.13,17.51
128,SIMO,244.95,1295055.0,Technology,Semiconductors,98.0,99.0,98.0,98.0,711565.0,1496850.0,248.59,52.01,8305724416.0,No,,139.15,106.21,148.87,118.98
134,AFJK,45.34,1848.0,Financial Services,Shell Companies,98.0,97.0,14.0,99.0,19480.0,9170.0,130.37,6.75,277559360.0,No,,35.45,27.61,37.3,34.77
137,SPHR,143.95,621177.0,Communication Services,Entertainment,98.0,83.0,96.0,98.0,850913.0,797370.0,149.0,29.25,5152287744.0,No,,122.43,84.89,124.41,101.13
143,PVLA,130.17,274175.0,Healthcare,Biotechnology,98.0,64.0,96.0,95.0,301453.0,178160.0,151.18,20.2,1864514176.0,No,,126.62,87.34,124.25,102.26
194,GSAT,81.97,1198419.0,Communication Services,Telecom Services,97.0,73.0,94.0,94.0,1283610.0,1340240.0,82.85,17.24,10541161472.0,No,,69.58,53.42,71.44,63.54
195,MKSI,293.77,1821195.0,Technology,Scientific & Technical Instruments,97.0,90.0,92.0,97.0,1315086.0,1282780.0,298.0,71.49,19777093632.0,No,2026-05-06,249.83,176.95,250.99,206.39
205,CENX,62.62,1640776.0,Basic Materials,Aluminum,97.0,8.0,92.0,97.0,2195258.0,1044660.0,68.69,14.77,6197754880.0,No,,57.84,39.02,58.12,45.42
243,CRDO,198.29,5566665.0,Technology,Semiconductors,97.0,98.0,98.0,63.0,7228678.0,5622430.0,213.8,46.09,36574576640.0,No,,131.7,138.33,138.56,142.66
283,NWPX,111.2,154231.0,Basic Materials,Steel,97.0,95.0,96.0,96.0,131606.0,195870.0,114.27,36.97,1071635264.0,No,,81.91,63.79,84.21,70.85
290,AEIS,360.81,823564.0,Industrials,Electrical Equipment & Parts,96.0,56.0,94.0,96.0,680116.0,812630.0,397.44,107.29,13721840640.0,No,,344.97,238.11,344.54,273.5
