Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Aluminum,Basic Materials,96,90,93,96,"AA,CENX,CSTM,KALU"
2,Oil & Gas Drilling,Energy,92,89,95,86,"NE,RIG,PTEN,HP,SDRL,SOC,BORR,PDS,NBR"
3,Copper,Basic Materials,92,9,67,86,"SCCO,FCX,HBM,ERO,TGB,IE"
4,Oil & Gas Integrated,Energy,91,95,94,90,"XOM,CVX,SHEL,TTE,PBR,BP,EQNR,E,SU,IMO,CVE,EC,YPF,NFG,TGS,DEC,SKYQ"
5,Gold,Basic Materials,89,17,69,75,"NEM,AEM,B,WPM,AU,FNV,GFI,KGC,PAAS,RGLD,CDE,AGI,EQX,IAG,HMY,OR,AUGO,EGO,SSRM,ORLA,ARIS,NG,AAUC,CGAU,HYMC,SA,FSM,DRD,CNL,DC,CTGO,MAKO,IDR,CMCL,USAU"
6,Other Precious Metals & Mining,Basic Materials,89,14,69,85,"HL,BVN,SBSW,TFPM,PPTA,SLSR,MUX,ELE,ASM,VMET,GMTL,MTA,VOXR"
7,Real Estate - Diversified,Real Estate,89,36,86,92,"JOE,STRS"
8,Semiconductor Equipment & Materials,Technology,88,62,82,82,"ASML,AMAT,LRCX,KLAC,TER,Q,ENTG,NVMI,AMKR,ONTO,FORM,CAMT,IPGP,KLIC,AXTI,ACLS,UCTT,ACMR,PLAB,AMBA,VECO,ICHR,COHU,DQ,AEHR,INTT,ASYS,TRT"
9,Business Equipment & Supplies,Industrials,86,90,91,89,"EBF,ACTG"
10,Other Industrial Metals & Mining,Basic Materials,86,31,77,76,"BHP,RIO,VALE,TECK,MP,EMAT,ALM,SKE,USAR,MTRN,USAS,SGML,NEXA,UAMY,LAR,ELVR,CRML,IPX,CMP,SCZM,ALOY,BMM,NVA,USGO"
11,Marine Shipping,Industrials,85,50,85,84,"KEX,MATX,HAFN,ZIM,SBLK,BWLP,DAC,CMRE,ECO,NMM,SFL,GSL,CCEC,GNK,SB,HSHP,ASC,PANL,ESEA,CMDB,GASS,SHIP,SMHI,HTCO,EDRY,EHLD,SVRN"
12,Oil & Gas Equipment & Services,Energy,83,68,86,85,"SLB,BKR,HAL,TS,FTI,NOV,WFRD,VAL,AROC,LB,SEI,KGS,LBRT,TDW,USAC,OII,WHD,EFXT,NESR,FLOC,WTTR,NEXT,XPRO,PUMP,INVX,RES,AESI,HLX,VTOL,NPKI,WBI,ACDC,CLB,OIS,FET,FTK,NGS,RNGR,NOA,SND,GEOS,NCSM,NINE,LSE"
13,Oil & Gas Midstream,Energy,83,66,88,82,"ENB,WMB,EPD,KMI,TRP,ET,LNG,MPLX,OKE,TRGP,VG,CQP,PBA,VNOM,WES,PAA,DTM,AM,FRO,HESM,SOBO,GLNG,PAGP,STNG,CMBT,EE,INSW,SUNC,KNTK,DHT,TRMD,TNK,GEL,FLNG,NGL,LPG,NAT,NVGS,TEN,TK,SBR,PBT,SMC,KNOP,MARPS,IMPPP,GLP"
14,Chemicals,Basic Materials,82,84,89,84,"DOW,CE,MEOH,OLN,HUN,REX,TROX,GPRE,LXU,WLKP,RYAM,ASIX,VHI,ACNT,GURE"
15,Medical Distribution,Healthcare,80,27,62,79,"MCK,COR,CAH,HSIC,EMPG,YI"
16,Uranium,Energy,79,25,76,57,"CCJ,NXE,UEC,UUUU,LEU,ISOU,NUCL,AEC"
17,Oil & Gas E&P,Energy,79,79,87,80,"COP,CNQ,EOG,OXY,FANG,WDS,EQT,DVN,TPL,CTRA,EXE,PR,OVV,APA,AR,RRC,CHRD,MTDR,VIST,SM,CRC,MGY,MUR,CRK,CNX,CRGY,GPOR,BSM,BKV,NOG,TALO,MNR,VET,KRP,DMLP,TBN,HPK,REPX,GFR,GRNT,VTS,TXO,EGY,OBE,SD,FTW,GPRK,PNRG,INR,ANNA,GTE,AMPY,PED,GLND,EPSN,KGEI,NRT,CRT,CKX,MXC"
18,Electronic Components,Technology,77,44,66,70,"APH,GLW,TEL,CLS,JBL,FLEX,FN,TTMI,LFUS,SANM,VICR,PLXS,RAL,OSIS,OLED,BELFB,BELFA,KN,BHE,ROG,CTS,OUST,ALNT,DAKT,LYTS,LPTH,OPTX,MPTI,MEI,RELL,ELTK"
19,Silver,Basic Materials,76,4,83,93,"AG,EXK,SVM,HSLV"
20,Communication Equipment,Technology,76,64,71,67,"CSCO,MSI,CIEN,LITE,UI,NOK,ERIC,ASTS,HPE,ZBRA,VIAV,AAOI,VSAT,ONDS,BDC,VISN,EXTR,TSAT,DGII,GILT,ADTN,HLIT,NTGR,FEIM,CLFD,BKTI,AVNW,AUDC,LTRX,INSG,SILC,WATT,OCC,AIRG,FIEE"
21,Thermal Coal,Energy,75,52,72,71,"CNR,BTU,ARLP,NRP,HNRG,NC"
22,Oil & Gas Refining & Marketing,Energy,74,70,86,72,"VLO,MPC,PSX,SUN,DINO,UGP,PBF,IEP,PARR,CVI,DK,DKL,APC,WKC,CAPL,SGU"
23,Publishing,Communication Services,74,82,84,67,"NYT,PSO,WLY,WLYB,TDAY,SCHL,LEE"
24,Engineering & Construction,Industrials,73,50,65,64,"PWR,FIX,FER,EME,MTZ,APG,J,STRL,ACM,DY,BLD,STN,IESC,TTEK,AGX,PRIM,FLR,LGN,ECG,ROAD,GVA,ACA,KBR,MYRG,TPC,EXPO,CDLR,AMRC,WLDN,CDNL,BWMN,ORN,BBCP,MTRX,PHOE,ESOA,MAGH,VATE"
25,Trucking,Industrials,73,30,79,76,"ODFL,XPO,KNX,SAIA,TFII,SNDR,RXO,ARCB,WERN,MRTN,HTLD,CVLG,ULH,PAMT"
26,Banks - Diversified,Financial Services,73,56,45,70,"JPM,BAC,HSBC,WFC,RY,C,MUFG,SAN,TD,SMFG,UBS,BBVA,BMO,CM,BNS,BK,ING,BCS,NTB"
27,Utilities - Diversified,Utilities,72,62,72,69,"SRE,BIP,AES,AQN,AVA,UTL"
28,Semiconductors,Technology,71,54,65,62,"NVDA,TSM,AVGO,MU,AMD,INTC,TXN,ARM,ADI,MRVL,MCHPP,QCOM,MPWR,NXPI,ASX,MCHP,STM,ON,GFS,TSEM,UMC,ALAB,CRDO,MTSI,LSCC,RMBS,SITM,SWKS,SMTC,CRUS,QRVO,SLAB,ALGM,SIMO,LASR,DIOD,PI,POWI,SYNA,VSH,NVTS,MXL,HIMX,SKYT,IMOS,POET,WOLF,AIP,AOSL,AMBQ,CEVA,NVEC,ALMU,MRAM,GSIT,QUIK,WKEY,PXLW"
29,Utilities - Regulated Gas,Utilities,71,61,74,71,"ATO,NI,UGI,SWX,NJR,OGS,SR,BKH,BIPC,MDU,CPK,CTRI,NWN,SPH,RGCO"
