Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,92,3,91,91,SI
2,Healthcare,70,53,70,62,"CLYM,QTTB,ERAS,AGL,FBRX,ORKA,ANRO,TXG,SYRE,TWST,DFTX,RLAY,ETON,FTH,RVMD,DMRA,DNTH,CDNA,MBX,ALMS,PRAX,RLYB,NVCT,TRAX,PLSE,SLGL,BDSX,CRNX,OMER,ELVN,SEPN,APGE,LBRX,PACS,TNGX,MNPR,NBTX,ARWR,ANAB,QURE,LQDA,XNCR,MANE,APLM,URGN,TVTX,CORT,KOD,NRIX,PVLA,PTGX,CGEM,ANIK,NEO,IMVT,JBIO,EWTX,OSCR,RAPP,GH,FBIOP,AXGN,KYMR,GHRS,HNGE,CRL,ADPT,AMLX,MRNA,KNSA,YARW,CGON,SPRB,ROIV,COAG,DCTH,DSGN,AMN,VREX,ELOX,NTRA,GKOS,IMUX,MCTA,RCUS,STRO,NUTX,DYN,CBLL,IMNM,PARK,FTRE,BTSG,TRVI,BCAX,CNC,CUE,CLDX,BTSGU,ILMN,AMRX,GPCR,INBX,BLFS,SMTI,BWAY,HAE,VOR,PDEX,LGND,NHC,JAZZ,TNDM,ELMD,TGTX,HUM,CON,NGNE,AZTA,COGT,ALKS,HTFL,HALO,ANGO,ALMR,BRKR,LNTH,ACHC,ICUI,KRYS,ITGR,OMDA,ASTH,ATRC,AVTX,UFPT,ZBIO,TECX,TECH,NKTR,BLTE,GLUE,XENE,KIDS,DNLI,BRKRP,RGEN,BBNX,SRZN,NRC,IART,MMED,BAX,DXCM,PHVS,ICLR,RPRX,THC,MRK,TEVA,IQV,PCVX,SLP,BIO,SPTX,AXSM,MEDP,CSTL,LIVN,APMD,TYRA,SRRK,AVLN,IDYA,PNTG,MD,ACAD,MOH,AMGN,INCY,LLY,AVBP,ESTA,RIGL,WST,DRUG,NVCR,ZYME,CBIO,KMTS,CYTK,BBIO,JNJ,DGX,STOK,ARGX,RVTY,CAH,INDV,WAT,ODTX,HSIC,VCEL,LH,SDGR,AKTS,RDNT,MMSI,ARQT,BIIB,GMAB,IRON,HSTM,A,CLPT,VOGX,HQY,BMRN,VEEV,TMO,SIBN,CNMD,WGS,GRDN,RYTM,BMY,VTRS,UNH,ABVX,BDX,SNDA,TCMD,NVST,REGN,VRTX,CTEV,SHC,GRAL,PBLS,CHE,MIRM,MTD,EXEL,SOLV,UTMD,VTVT,HRMY,ABBV,CVS,ASND,VCYT,ELAN,DVA,BEAM,HCSG,GENB,ZLAB,ONC,EW,IMCR,MAZE,ELV,TFX,GMED,PRPO,UTHR,SCTX,PGNY,PTCT,STVN,TARS,ADUS,GLSI,MDGL,ALGN,VRDN,COO,CAI,MCK,EHC,MESO,TAK,SNDX,PEN,NBIX,ZBH,USPH,HIMS,NVS,HROW,DHR,BLCO,WRBY,GILD,ABT,ATR,LTGO,AGIO,ASMB,PTHS,QGEN,INMD,AUPH,MLYS,CRSP,MDT,COR,GSK,PFE,TBPH,IRMD,ATTO,GEHC,WAY,BLSM,CELC,FMS,VKTX,SUPN,PCRX,SGP,OBX,SRPT,ENSG,LFMDP,BLLN,ALC,INSP,TMDX,PHG,STE,INSM,VERA,SYK,CI,RARE,ENOV,SNY,TEM,OMCL,INVA,STAA,PRVA,JANX,RMD,NVO,OPCH,KARD,ANIP,BRVE,FLGT,AMPH,HCA,IDXX,SNN,AORT,LKFT,BNTX,PBH,IONS,MLTX,PAHC,UHS,DOCS,LMAT,MDLN,AZN,IRTC,ISRG,NAMS,QNCX,KLRA,LEGN,BSX,COLL,ZTS,AAPG,PRCT,PODD,ALNY"
3,Energy,67,63,42,63,"NESR,FET,PBF,DK,PARR,OII,NGL,VLO,FTK,MPC,WTTR,DINO,NBR,INSW,PSX,EC,PBT,HP,FTI,FRO,CMBT,CVE,APA,WHD,LPG,TEN,SM,EQNR,TNK,TDW,BWLP,TALO,KGS,INVX,EFXT,YPF,PR,OVV,WKC,TBN,SEI,NCSM,SUNC,TRGP,SMC,XPRO,VIST,CNQ,DHT,NOV,E,SU,SUN,CHRD,PAGP,KNTK,STNG,IMO,REPX,LB,SLB,FANG,SDRL,TRMD,CVI,WBI,PAA,WDS,VAL,XOM,PDS,COP,OXY,SOBO,BKR,PBR,NE,TTE,RNGR,EROK,EOG,CVX,OKE,LNG,AROC,CQP,SHEL,DVN,WES,CNR,GLNG,NGS,EE,PBA,ET,TS,VTOL,FLOC,HAL,MTDR,PNRG,NVGS,FLNG,LBRT,AM,MPLX,BP,WFRD,DKL,MUR,DMLP,EPD,CAPL,WMB,GLP,DTM,KMI,HMH,NOG,TRP,HESM,AR,APC,BTU,ARLP,MGY,CCJ,RRC,USAC,WHK,VNOM,CNX,IMPPP,TPL,CRC,BKV,NFG,GEL,SBR,ENB,TGS,NRP,EQT,EXE,LEU,GPOR,NC,VTS"
4,Technology,65,62,58,68,"AXTI,MGRT,SNDK,AEHR,AAOI,MU,MXL,QMCO,CHRN,BLZE,LITE,DELL,STX,WDC,BAND,ALOT,UMAC,TSEM,ICHR,SAIH,FSLY,PENG,VICR,RTB,BNAI,OCC,MRVL,INTC,HPE,DOCN,SILC,FORM,UCTT,ASX,MEI,SIMO,TER,VIAV,COHU,SHAZ,PUBM,ALNT,CIEN,ONTO,ACMR,CRDO,FEIM,UMC,RNG,IMOS,AMD,COHR,SITM,PANW,DGII,SMTC,LRCX,VSAT,AMAT,NTAP,ALAB,SNOW,NAVN,KLIC,PDFS,OUST,ASYS,VSH,FLEX,TTMI,ARM,MKSI,VELO,QLYS,CRWD,FROG,AMBQ,OKTA,TWLO,AIP,NVEC,VPG,MRAM,FTNT,ZETA,ASML,TSAT,U,DAVE,AEVA,DIOD,STM,RELY,HQ,NSIT,P,BELFB,MITK,CHYM,KEYS,AVT,SWMR,ENTG,HIMX,ADEA,GLW,LSCC,RELL,DDOG,FIVN,MTSI,NET,RBRK,KLAC,BRUN,VECO,CIFR,TEAM,TENB,PLXS,MPTI,SNX,RDVT,BHE,BELFA,MDB,OOMA,AMKR,GCT,PAY,ARW,ANET,PAYC,RAL,KN,LFUS,INTA,PATH,ROG,WYFI,JBL,APPN,GRMN,PTRN,ZBRA,VRNS,CCSI,ACLS,RAMP,FLYW,KARO,S,CAMT,ESTC,DJCO,GTLB,APH,ARQQ,HPQ,AGYS,TSM,SAIC,CSCO,FFIV,NTCT,CGNX,SANM,WOLF,SLAB,PLTS,ATEN,MANH,OSPN,IOT,CPAY,IBTA,BRZE,MLAB,CVLT,NTNX,SCSC,NOVT,TXN,ESE,CTS,ADI,INGM,SHOP,WEX,CNXN,TTAN,CACI,PRGS,PGY,EXTR,SYNA,ALGM,MPWR,LASR,DBX,XYZ,BOX,SMCIP,WDAY,NOVTU,POWI,FN,PI,ACIW,VIA,PCTY,ST,ZM,GRND,Q,ON,KSPI,TOST,WK,IDCC,CLS,ALRM,LYFT,SPSC,QTWO,BDC,LYTS,CEVA,DT,NN,PLTR,SAIL,TDY,PAYX,GFS,AOSL,AKAM,BILL,NATL,APLD,CLMB,ADP,AAPL,ITRN,NVDA,EVTC,DCBO,GWRE,AVNW,DOCU,SMCI,IBEX,FTV,RDWR,ALKT,DFIN,NVMI,ACFN,MSI,CORZ,EFOR,QNT,NCNO,QRVO,CSQR,CDW,ITRI,SSNC,AVGO,NTSK,INOD,MCHP,CRWV,GEN,PCOR,EXLS,YOU,MSFT,PLAB,PLUS,IONQ,ROP,APPF,VRSN,UPBD,ASTS,SONO,MCHPP,BLKB,ADIG,SKHY,IT,AMBA,UI,DBD,QBTS,SAP,DAKT,DSGX,BKTI,WIX,NXT,JKHY,TEL,LOGI,RGTI,NOW,SWKS,ALMU,EEFT,CDNS,OSIS,RMBS,GIB,LIF,FSLR,CTSH,ENPH,CRM,SONY,STRC,BSP,TDC,ADSK,G,QCOM,MBGL,NXPI,UBER,NICE,BR,IBM,GDS,LDOS,BSY,VNT,NYAX,DUOL,STRF,ZS,GDDY,KVYO,NTGR,OTEX,PTC,ADBE,MNDY,BMI,STRD,IPGP,CRUS,TYL,MQ,SNPS,PAR,CBRS,TRMB,FIG,ACN,STRK,FICO,DOX,OCTV,CHKP,HUBS,CLFD,FORTY,CALX,FIS,FOUR,BL,GLOB,EPAM,OLED,CNXC,SEDG,PEGA,ORCL,PSN,INTU,IIIV,JKS,BLSH,MSTR,WETO"
5,Financial Services,58,43,63,55,"MAAS,RACC,LIFE,PMTS,ENVA,HUT,ECPG,CCXIU,AAMI,CCXI,MRX,ATLC,SEZL,VCTR,PRCH,CIB,MSBI,BFH,KF,TWN,WT,CARE,DGICB,BOTJ,AMAL,STT,BWFG,OPY,CBNA,PGC,GCBC,VBNK,CHMG,HRTG,HFBL,PRAA,BWIN,HBT,SAFT,MBIN,ALRS,AMTB,CMTV,BNY,VIRT,BMO,CFBK,CBK,TD,FNWD,UFCS,GOLD,WTBA,SMBK,PKBK,PBAM,PS,BBVA,CZFS,AMG,PFIS,EGBN,FCAP,BPOP,AII,RBCAA,INBK,FBP,RY,FMAO,FISI,SMFG,OSBC,TMP,NP,FBIZ,AGM,ATLO,FRST,KINS,TRST,ARX,PLBC,CAC,CM,THFF,MUFG,SHBI,NTRS,SRCE,VOYA,UVE,HSBC,FVCB,AVBC,WASH,CBC,BNS,CFG,CTBI,RRBI,WSFS,OBT,NIC,STK,TFIN,FNLC,BAP,HQL,OBK,NKSH,IVZ,PEBO,ACNB,SNEX,BY,ING,EZPW,FRAF,FCBC,BSTZ,WSBC,WRLD,FMBH,FDSB,SBFG,JXN,GSBC,CNO,ASIC,IX,GSHD,SHG,RBB,EBC,WSBF,CFR,DCOM,PEBK,CZNC,UVSP,PDLB,BWB,CCNE,BPRN,IFS,USB,FSBC,BAC,TRV,NBN,SLDE,UMBF,MS,C,UBS,MFC,SFST,FXNC,LCNB,HQH,FSEA,TSBK,PFG,ZION,OFG,MYFW,SMBC,QCRH,BUSE,NTB,HG,BEN,CATY,MPB,FNRN,MBWM,CIVB,MTB,CPBI,PRK,FFBC,IBKR,BHB,GL,GABC,FITB,CBNK,JCAP,HWC,FCF,PNC,SLF,STBA,NWBI,FULT,MCBS,FUNC,KB,BCS,SKWD,TWFG,HNVR,NWG,PCB,HBCP,USCB,CNOB,BOW,FCCO,MET,SEIC,PBFS,FDBC,ORRF,LOB,BOKF,NBTB,UBSI,ALL,LARK,BFST,THG,ACT,SII,TCBK,RGA,WULF,CBAN,NWFL,AIZ,MBBC,TFSL,BSRR,CPF,SRBK,GS,CCBG,BSVN,FRBA,WBS,DBRG,ASB,EWBC,COSO,ESQ,AVBH,SYBT,PYPL,UNM,FHI,FCFS,FBLA,EBMT,HWBK,MRBK,NECB,SFNC,MVBF,JPM,HBNC,AROW,ONB,PRU,RIOT,CFFI,BBT,HAPN,AUB,FBNC,HAFC,PFS,MCY,TCBX,UNTY,CHCO,NMIH,EFSI,CNS,HASI,RCBC,ECBK,MCHB,EMF,ISTR,IREN,EQBK,CVBF,CLST,RF,BCAL,HFWA,FMNB,SCHW,PRI,BST,PFBC,NBBK,SBCF,AMP,LNC,BVFL,CUBI,FCNCA,WHG,SSB,IBCP,LSBK,BSAC,FSUN,MNSB,BFC,PBHC,BANR,PEO,KEY,NXG,EIG,WAFD,INDB,CWBC,EVT,TRMK,FIBK,PLGO,WABC,MTG,BHRB,OMF,WTW,WTFC,NFJ,TBBK,CACC,JMSB,PNFP,FUSB,FNB,SFBS,BCH,HMN,FBK,SPFI,EFSC,BTO,AX,RNR,COFS,CZWI,NRIM,ITIC,UCB,MCB,WF,NODK,FDS,COLB,HOMB,VABK,BGR,HIPO,BME,CEE,CCD,AFRM,ABCB,CAF,ESNT,OPBK,MKTW,RJF,FHN,ASA,RGT,RNST,CBSH,OVBC,HYNE,SPNT,HCI,EQH,BLX,TRIN,SYF,GGZ,RMBI,HTB,FRME,BMEZ,DB,LPLA,TFC,CRBG,HBAN,RVT,MGYR,BKU,LCLN,CB,BMRC,HTH,BCV,PROV,BOH,FAF,BANC,ADX,NCZ,OVLY,VRTS,FGNXP,WFC,SLM,EMO,SIGI,HIFS,ETO,AJG,IOR,MORN,PB,GDV,GAIN,CBFV,THQ,AFG,CNA,NBHC,V,NDAQ,GAM,ETG,TCBI,AIO,COF,CSWC,SF,L,TROW,CASH,CSQ,RLI,TOWN,ASGI,JCE,QQQX,SPXX,IGIC,GBCI,OZK,EG,FFA,FRHC,HOOD,NBXG,OCFC,FFIN,ALLY,NCV,CBU,FHB,AFL,MA,ACV,CRVL,TCBS,CET,SATA,TY,IOND,PFX,SRV,TRU,AUBN,FRBT,RMI,FSBW,SFBC,ETV,ORI,UBCP,BX,SBSI,MRSH,CINF,TBLD,RDN,IBOC,GLRE,LGI,MCO,BLK,CII,BCML,ACGL,MXF,ECCC,LKFN,AON,NIE,BCAT,DXYZ,PJT,WTM,BMA,TPG,EOT,SCD,UTF,STEW,ETB,MEGI,RVII,PLMR,BANX,DGICA,AXP,RVI,MBINL,MAIN,NEWTP,NPB,RLTY,MBNKO,CNOBP,GLU,FGBIP,SOR,KNSL,IBN,HIG,OCCIN,MKTX,HTD,BANF,WAL,OXLCO,MNSBP,APAM,UNB,ATLCP,MBINM,EIIA,MSBIP,EICA,BUSEP,CBOE,VALU,ISBA,UTG,BRO,APO,BMN,MC,WSBCO,BBAR,RYAN,BTT,FDUS,OXLCN,AXS,CCNEP,PDX,ONBPP,ONBPO,WRB,UMBFO,HTGC,FFC,PDPA,TRUP,EOI,FRMEP,SPME,CCID,SLMBP,WAFDP,VLYPO,VLYPN,SPMA,DFP,VLYPP,BAM,SDHY,HBANL,KKR,OCCIM,WTFCN,MSCI,HPI,NNI,ARCC,BUI,ARES,STC,JEF,BPYPM,BWBBP,ECAT,HPF,XZO,VEL,TIPT,AIG,TCBIO,IGI,MBINN,PSF,RNP,LDP,FLC,ICE,SPGI,TYG,NPFD,BBN,OZKAP,IIF,ONIT,ETX,PSUS,EOS,PUK,GBLI,NBB,GLAD,MCI,GUG,PTA,FIGR,FOA,MSDL,PGR,FPF,ERIE,MIAX,GGAL,EFSCP,AGO,ACGLN,BHF,FULTP,NTRSO,BXSL,RM,ACGLO,EVR,BN,FCNCP,PIPR,SOFI,FNF,FCNCO,KLAR,MPV,CME,HBANP,MKL,BNT,TSLX,HBANZ,SIGIP,TW,AB,JLS,CG,ZIONP,HLNE,HBANM,XFLT,LAZ,FG,PDI,BOT,XP,LMND,PWP,UPST,STEP,SAR,HERZ,GLXY,CRCL,HDB,PFSI,KMPR,HLI,ROOT,ETOR,TREE,AMSF,FUTU,BMNR,COIN,GBFH,WD,GSIW,CCB,VCX,AIFU"
6,Industrials,57,50,56,48,"DFNS,BUUU,EDRY,FCEL,NCEW,SIF,ATRO,BE,PHOE,OESX,ATI,PKOH,MAN,TH,RCMT,PLPC,KELYB,ISSC,DCO,TWIN,MTW,CXW,GEO,KFRC,IESC,AIR,KELYA,ARCB,FIX,ECO,RXO,GHM,CRS,SHIP,MATX,PKE,RHI,PL,ARXS,NSP,DXPE,CBZ,CYRX,HSHP,VOYG,FA,PRLB,PESI,HQI,AGX,LGN,TNET,NVT,LIME,UHAL,NMM,GRC,BXC,MRCY,ZIM,ARMK,JBHT,AEIS,POWL,TKR,EFTY,GEV,VSEC,TISI,LUNR,NVRI,ATKR,GENC,XMTR,SXI,TPC,UNF,MG,PWR,CAT,PBI,SBLK,VRT,DAC,DAL,BKSY,CECO,KNX,FWRD,HXL,EXPD,NPO,FDX,HURC,TRNS,CVLG,ESLT,WTS,CMDB,SNDR,TFII,PRG,SWK,ECG,STRL,MSM,R,LSTR,CASS,VVX,WAB,WCC,ADUR,HWM,CDNL,ACA,GNK,GIC,GFF,AIRT,URI,RHLD,RTX,CIX,GE,KFY,AXON,EMBJ,ASC,OC,ENS,AIT,ESP,IEX,HLIO,XPO,CSX,FSTR,CSW,CLH,ESEA,EML,BETA,WERN,MEC,UAL,GPN,FLR,BRC,ULH,PH,NPK,BWMN,AZZ,HRI,CMCO,CMPR,ODFL,CNI,RKLB,FLS,DY,DSGR,VSECU,UNP,MYRG,PCAR,NDSN,HEI,LXFR,HURN,AME,RYZ,TEX,GWW,NX,JCI,TREX,ETN,EMR,WWD,GSL,KRNT,MRTN,ICFI,CR,LOAR,CP,LMT,AYI,EBF,CMI,GD,TTEK,LUV,ITT,MTZ,OSK,KEX,FAST,TTC,DNOW,DRS,MLI,EME,MMM,APOG,SNA,ELMT,VMI,NSC,ALGT,DE,ABM,RBC,FTAI,GTES,CW,AER,J,SKYW,FPS,LECO,ITW,DCI,APG,ROK,TATT,DPC,SUNB,LTM,DLX,FSS,MSA,MAS,CMC,TAYD,GHC,MGRC,OTTR,FBIN,ENR,CCEC,CTAS,EXPO,GATX,HUBB,IIIN,HUBG,ALLE,KE,MDA,TT,FELE,KMT,SAIA,KAI,BLBD,IR,CRAI,CXT,SPXC,GVA,VLTO,ZTO,FERG,RGR,SEB,WSC,CPA,ZWS,GNRC,FTAIM,UPS,DOV,CSL,HON,ROCK,BA,NSSC,ROAD,WM,AWI,WOR,MIDD,KBR,WMS,TXT,CMRE,WCN,RSG,RRX,CAE,POWWP,GFL,BCO,SARO,ALK,PAM,CARR,RJET,GGG,DLB,CAR,CAAP,TDG,FER,CDRE,CDLR,FOIL,NOC,KRMN,HY,HII,CWST,KTOS,EPAC,AIRTP,TRI,AMRC,TRN,LNN,MWA,FCN,TITN,FLY,REZI,GBX,RYAAY,OMAB,AADX,FDXF,OFLX,CHRW,AOS,EFX,XYL,TRC,RELX,ALG,BBSI,EROC,ULS,VRSK,LHX,AERO,BAH,SPCX,MATW,LPX,ASTE,GXO,BBUC,PPIH,BWXT,OTIS,AVAV,JBTM,AGCO,CNM,CPRT,PAC,POOL,TNC,MAIR,ASR,INIO,STN,AMTM,WLDN,AAON,ONT,RTO,HONA,SYM,LII,WSO,ESAB,RBA,MMS,AVEX,EVI,BLDR,EQPT,MIR,AMSC,XE,SITE,PNR,HAWK,NNE,ACM,PSIX,PRIM,ATS,LMB,MFP,WLFC"
7,Basic Materials,57,64,43,34,"FRD,HYMC,CLMT,AYA,MTRN,ALM,CGAU,AUGO,ELVR,NWPX,KALU,ERO,MT,NUE,PHOS,HBM,STLD,ARIS,JHX,ODC,CSTM,SIND,TX,KOP,SKE,NEU,IAG,SSRM,ASH,RMIX,TECK,RS,HL,EGO,GPRE,AVNT,AG,FCX,BHP,CMT,SA,ELE,SCCO,SCL,CLW,SXT,MTUS,CENX,NEM,PRM,HCC,BVN,REX,NGVT,MEOH,AU,AXTA,ESI,CDE,B,SQM,KWR,CF,HMY,IOSP,RIO,CBT,WPM,IFF,UAN,VHI,CMP,DD,FNV,LYB,BCC,OGC,IPI,RGLD,AAUC,AEM,BCPC,AA,WDFC,ACNT,MTX,DOW,PAAS,SSD,EMN,FUL,WFG,APD,KGC,USLM,MUX,RPM,SHW,PPG,NTR,ECL,GFI,ALB,SIM,WLKP,DRD,CTVA,WS,PPTA,TFPM,LIN,SMG,SOLS,EXP,AMR,VMC,UFPI,USAR,AGI,TTAM,WLK,OR,SSMR,MP,CMCL,CE,PKX,IDR,MLM,AMRZ,CC,CRH,HWKN,ASIX,KNF,CTGO,MOS,SMID,TGLS,SLVM,OLN,MSB,IPX"
8,Consumer Cyclical,51,42,61,41,"NDLS,LVLU,VSXY,HBB,LIND,VAC,CAKE,KRT,ANDG,HZO,CTRN,EAT,CBRL,BJRI,SN,MYE,MOV,FLXS,LTH,BDL,RCKY,LQDT,CROX,KMX,FTDR,EXPE,ABNB,GTX,BZH,MLKN,WEYS,VIK,INTG,ESCA,JAKK,W,ETSY,CALY,VGNT,FIVE,GLBE,TILE,JILL,CASY,LOCO,RUSHB,MUSA,ANF,GEF,KSS,BBY,THRM,RUSHA,SHOO,BWA,M,HNI,PAG,BH,MLR,LAD,ROST,DIN,LEGH,PRSU,HRB,MGA,CZR,WSM,BSET,CART,HVT,ELA,RSI,ALSN,SKY,CVEO,BOBS,MGM,SON,PENN,MHK,KTB,SBH,RICK,GIII,PRKS,GM,PKG,LGIH,CVCO,DAN,DASH,JACK,MCRI,SW,OSW,LZB,OPLN,XPEL,CARG,TXRH,BKNG,CCK,IHG,CRI,BURL,SAH,RL,GPC,TNL,COOK,DRI,JOUT,MHO,GCO,REYN,LOVE,H,FOXF,WWW,MCFT,MOD,HOV,BC,AIN,STRT,PHIN,MAR,RRR,BALL,SBUX,CYD,RVLV,RH,PLOW,URBN,HOG,AMCR,RGS,AMZN,RACE,QSR,AAP,HMC,HLT,CAVA,MTN,TRS,TPR,IP,RCL,TOL,YETI,PII,SE,MTH,HTHT,LEVI,HAS,REF,PHM,AN,GOLF,GRBK,MMYT,JMKE,SCI,DOO,CVNA,TJX,AVY,DDS,DORM,EBAY,LEA,ETD,BWMX,SLGN,BYD,PVH,MBUU,KBH,HGV,SIG,BIRK,ALH,CCL,ALV,COLM,ABG,DHI,FND,BOOT,AEO,YUMC,SMP,ATMU,GNTX,VVV,NCLH,HD,VC,IBP,CPHC,CMG,CHH,CHDN,MELI,NATH,WYNN,YUM,SHAK,ORLY,NVR,WGO,AS,GIL,DPZ,JD,TM,ATAT,DECK,OXM,BROS,ULTA,DKNG,DKS,WH,CPS,LOW,BABA,LCII,ASO,BBWI,KRUS,MCD,LKQ,GAP,WINA,SHOE,BFAM,BBW,ADNT,KEQU,EYE,SGI,DFH,THO,ZUMZ,TSLA,CHWY,LEN,AZO,GME,BKE,TSCO,LVS,PDD,PATK,CSV,FUN,TCOM,CPNG,QVCG,HSAI,LULU,ONON,APTV,GPI,NKE,FLUT,BGSI,WHR,PLNT,ROL,WING,PZZA,NEGG"
9,Communication Services,49,47,52,53,"CCG,BBGI,ATEX,NBIS,SPHR,IRDM,STRZ,MCS,MGNI,QNST,IMAX,LILAP,MSGE,GSAT,MSGS,TIGO,ZD,ROKU,ATNI,CNK,SKM,WLY,WLYB,ECHO,WBD,WPP,MANU,JOYY,OPRA,SCHL,IDT,EVER,SIRI,SIFY,VOD,OMC,BATRK,PSO,LYV,BATRA,GOOGL,GOOG,GRPN,LLYVK,LLYVA,FOXA,FWONA,FWONK,NWSA,ADV,NWS,FOX,GRVY,MTCH,VEON,PPLI,VZ,TTWO,ATHM,PINS,TKO,NTES,AMX,RCI,VSNT,CHT,SPOT,BCE,DIS,NYT,CRTO,RDDT,T,LBRDP,KT,YELP,CMCSA,NXST,PHI,BZ,META,TMUS,BIDU,GLIBA,WMG,TDS,GLIBK,NFLX,LBRDK,TIMB,CHTR,LBRDA,BILI,ZG,GIBO,LFTO,Z,AD,APP,RBLX,CABO"
10,Real Estate,46,23,50,44,"CBL,PEB,PK,NHPBP,LXP,MAC,NHP,FVR,NHPAP,XHR,CHCI,JLL,RHP,SLG,APLE,PSTL,JAN,CCS,CDP,OUT,IRM,WELL,EQIX,HST,SEG,CTO,CURB,ALX,RMR,VNO,SPG,HIW,NREF,AHR,AAT,DOC,CUZ,LAMR,VTR,FRT,BNL,PSA,SKT,IVT,DLR,PINE,JOE,FR,KIM,TRNO,KRG,EGP,FOR,EPR,PLD,OLP,ESS,LTC,IIPR,ADAMN,MMI,GTY,NNN,DEA,PECO,ADAML,CUBE,NLY,LANDO,EXR,UE,BXP,LINE,LANDP,BRX,XRN,BFS,SMA,GOODN,VTMX,UMH,AMH,BPYPP,NTST,MAYS,CBRE,ELS,INVH,CPT,REG,HR,O,OHI,SBRA,CTRE,BXDC,AKR,WPC,WHLRD,BPYPO,MLP,EPRT,FCPT,AGNCP,EQR,IRT,UDR,AGNCM,MRP,AGNCO,ADAMM,KRC,AGNCN,WY,ADC,UHT,AGNCZ,AGNCL,MAA,ADAMZ,STAG,REGCP,ARR,AXR,SUI,RYN,NMRK,REGCO,REXR,NHI,AMT,FRPH,BEKE,FSV,GLPI,HHH,STWD,ARE,CIGI,SBAC,OZ,VICI,NEN,CSR,TCI,CCI,NXRT,CSGP,OPI"
