IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,QMMM,119.4,Communication Services,Advertising Agencies,98.0,52.0,37.0,33.0,0.0,0.0,0.0,NO,NO
2,STFS,15.05,Communication Services,Advertising Agencies,97.0,97.0,98.0,98.0,1.8626,1.7047,1.56,NO,NO
3,ADV,46.82,Communication Services,Advertising Agencies,93.0,94.0,95.0,96.0,3.5178,3.5021,0.59,NO,NO
4,ZD,52.2,Communication Services,Advertising Agencies,88.0,92.0,80.0,91.0,1.9575,1.9346,0.24,NO,NO
5,MGNI,19.1,Communication Services,Advertising Agencies,77.0,97.0,94.0,71.0,1.0464,1.0121,0.0,NO,NO
1,SIF,21.89,Industrials,Aerospace & Defense,97.0,65.0,94.0,98.0,1.5943,1.5571,0.0,NO,NO
2,ATRO,85.66,Industrials,Aerospace & Defense,96.0,94.0,94.0,95.0,5.1327,4.9213,0.0,NO,NO
3,PL,31.28,Industrials,Aerospace & Defense,96.0,0.0,25.0,92.0,2.9364,2.8257,5.65,NO,NO
4,RKLB,98.01,Industrials,Aerospace & Defense,94.0,0.0,93.0,84.0,9.9698,9.2069,8.14,NO,NO
5,DCO,184.42,Industrials,Aerospace & Defense,94.0,94.0,92.0,95.0,7.5029,7.2957,0.0,NO,NO
1,SMG,67.69,Basic Materials,Agricultural Inputs,58.0,89.0,53.0,74.0,2.8686,2.5293,0.0,NO,NO
2,CTVA,83.37,Basic Materials,Agricultural Inputs,57.0,71.0,27.0,81.0,1.7856,1.7656,0.0,NO,NO
3,UAN,112.41,Basic Materials,Agricultural Inputs,41.0,11.0,3.0,72.0,3.4018,3.3832,0.39,NO,NO
4,CF,105.4,Basic Materials,Agricultural Inputs,39.0,10.0,2.0,88.0,3.7977,3.5905,0.0,NO,NO
5,IPI,33.42,Basic Materials,Agricultural Inputs,11.0,5.0,1.0,75.0,1.49,1.37,0.0,NO,NO
1,ALGT,114.2,Industrials,Airlines,92.0,96.0,90.0,87.0,6.3425,5.6768,0.0,NO,NO
2,AAL,17.92,Industrials,Airlines,91.0,95.0,95.0,69.0,0.7714,0.6836,0.0,NO,NO
3,DAL,93.17,Industrials,Airlines,91.0,90.0,90.0,86.0,3.2136,2.8579,0.0,NO,NO
4,UAL,135.19,Industrials,Airlines,89.0,93.0,92.0,75.0,6.0464,5.3114,0.0,NO,NO
5,LUV,51.6,Industrials,Airlines,89.0,93.0,88.0,82.0,2.1557,1.9157,0.0,NO,NO
1,CAAP,25.75,Industrials,Airports & Air Services,63.0,26.0,39.0,25.0,1.1075,1.0607,0.63,NO,NO
2,PAC,254.56,Industrials,Airports & Air Services,37.0,81.0,37.0,15.0,8.5371,7.4871,0.0,NO,NO
3,OMAB,113.28,Industrials,Airports & Air Services,36.0,89.0,15.0,35.0,3.83,3.4543,0.57,NO,NO
4,ASR,308.42,Industrials,Airports & Air Services,11.0,67.0,9.0,14.0,10.18,9.2864,0.0,NO,NO
1,KALU,187.16,Basic Materials,Aluminum,95.0,63.0,93.0,93.0,8.6793,8.1886,0.0,NO,NO
2,CSTM,31.16,Basic Materials,Aluminum,93.0,10.0,86.0,93.0,1.6671,1.5386,0.0,NO,NO
3,CENX,46.55,Basic Materials,Aluminum,90.0,0.0,9.0,76.0,3.4729,3.0614,0.0,NO,NO
4,AA,53.47,Basic Materials,Aluminum,79.0,1.0,8.0,30.0,3.5674,2.9931,0.0,NO,NO
1,RL,397.61,Consumer Cyclical,Apparel Manufacturing,79.0,82.0,75.0,60.0,13.8043,12.3164,0.0,NO,NO
2,LEVI,24.48,Consumer Cyclical,Apparel Manufacturing,78.0,70.0,86.0,71.0,0.8082,0.7675,0.0,NO,NO
3,GIII,32.92,Consumer Cyclical,Apparel Manufacturing,78.0,44.0,78.0,57.0,1.2736,1.2136,0.0,NO,NO
4,KTB,81.99,Consumer Cyclical,Apparel Manufacturing,74.0,88.0,78.0,86.0,3.5811,3.3318,0.0,NO,NO
