Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
25,GDXU,347.25,748655.0,ETF,ETF,98.0,64.0,98.0,98.0,728932.0,1071140.0,540.78,36.34,,No
48,COGT,36.53,1021345.0,Healthcare,Biotechnology,98.0,24.0,55.0,98.0,2479127.0,1335120.0,43.73,3.72,5607558144.0,No
51,JNUG,274.09,278643.0,ETF,ETF,98.0,83.0,97.0,98.0,314552.0,385870.0,363.0,43.17,,No
61,NUGT,253.54,786612.0,ETF,ETF,98.0,84.0,97.0,97.0,805611.0,994230.0,317.99,44.3,,No
102,AUGO,72.36,770444.0,Basic Materials,Gold,97.0,96.0,98.0,97.0,799404.0,1261620.0,76.8,22.24,6044556800.0,No
108,AAUC,31.47,211288.0,Basic Materials,Gold,97.0,92.0,98.0,97.0,933067.0,832380.0,32.08,8.67,3940502272.0,No
113,ICHR,46.77,1349713.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,98.0,97.0,892565.0,1621180.0,48.72,13.12,1610467712.0,No
116,AGQ,133.16,6847671.0,ETF,ETF,97.0,0.0,94.0,97.0,7864562.0,14639060.0,431.47,31.88,,No
120,SHNY,184.82,94587.0,ETF,ETF,97.0,92.0,95.0,97.0,130565.0,222360.0,269.76,49.98,,No
126,SKE,33.06,832361.0,Basic Materials,Other Industrial Metals & Mining,97.0,96.0,98.0,96.0,959519.0,1205440.0,35.69,8.53,4003345920.0,No
143,GDMN,122.99,56640.0,ETF,ETF,97.0,88.0,95.0,97.0,65321.0,100980.0,147.27,34.01,,No
146,MEXX,38.52,37857.0,ETF,ETF,97.0,97.0,97.0,96.0,40949.0,68750.0,39.27,8.44,,No
150,STOK,31.91,500727.0,Healthcare,Biotechnology,97.0,67.0,90.0,95.0,813255.0,597770.0,38.69,5.35,1822608256.0,No
152,TSEM,128.74,1417967.0,Technology,Semiconductors,97.0,72.0,86.0,97.0,1855850.0,3331010.0,149.57,28.64,14476522496.0,No
153,MKSI,260.74,1636300.0,Technology,Scientific & Technical Instruments,97.0,97.0,97.0,97.0,1182542.0,1923330.0,266.08,54.84,17513766912.0,No
160,SLVP,41.64,440441.0,ETF,ETF,97.0,73.0,95.0,96.0,988316.0,1221520.0,50.15,12.4,,No
165,DRD,35.65,227294.0,Basic Materials,Gold,97.0,65.0,88.0,97.0,417526.0,399730.0,39.37,10.17,3084596480.0,No
168,GRAL,97.5,446040.0,Healthcare,Diagnostics & Research,97.0,18.0,80.0,98.0,912680.0,672280.0,118.84,20.44,3800766720.0,No
172,FRGE,44.64,258564.0,Financial Services,Capital Markets,97.0,42.0,40.0,96.0,323831.0,201550.0,44.88,6.6,618023232.0,No
175,ASMG,37.47,74157.0,ETF,ETF,97.0,95.0,96.0,97.0,136447.0,157610.0,42.6,8.93,,No
177,AU,109.82,1450292.0,Basic Materials,Gold,97.0,87.0,90.0,96.0,2797514.0,3155290.0,115.81,28.45,55446831104.0,No
