Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,96,66,97,95,"RFAIU,RFAI,CCXIU"
2,Packaged software,Technology services,95,98,98,91,NIQ
3,Silver,Basic Materials,94,94,93,49,"AYA,AG"
4,Copper,Basic Materials,92,80,77,75,"ERO,TECK,HBM,FCX,SCCO"
5,Medical specialties,Health technology,92,5,95,94,SI
6,Electronics & Computer Distribution,Technology,89,51,66,93,"NSIT,AVT,ARW,SNX,SCSC,CNXN,CLMB"
7,Coking Coal,Basic Materials,88,95,67,88,"HCC,AMR"
8,Marine Shipping,Industrials,85,83,78,74,"EDRY,ECO,HSHP,MATX,CMDB,SHIP,NMM,DAC,SBLK,ZIM,GNK,GSL,ASC,ESEA,KEX,CCEC,CMRE"
9,Oil & Gas Drilling,Energy,85,92,40,54,"HP,NBR,SDRL,VAL,NE,PDS"
10,Staffing & Employment Services,Industrials,85,73,87,92,"MAN,KELYB,KELYA,KFRC,NSP,HQI,RHI,TNET,KFY,BBSI"
11,Oil & Gas Refining & Marketing,Energy,84,74,82,80,"PBF,VLO,MPC,DINO,DK,PARR,PSX,CVI,WKC,SUN,DKL,CAPL,APC"
12,Banks - Diversified,Financial Services,82,60,79,84,"BBVA,MUFG,ING,SMFG,HSBC,BNY,UBS,TD,BNS,RY,CM,BMO,C,BAC,NTB,BCS,JPM,WFC,FRBT"
13,Semiconductor Equipment & Materials,Technology,79,13,20,74,"AXTI,AEHR,ICHR,UCTT,LRCX,ACMR,COHU,FORM,TER,AMAT,ONTO,ASML,KLAC,KLIC,ENTG,VECO,CAMT,ACLS,AMKR,Q,PLAB,NVMI,AMBA,IPGP"
14,Biotechnology,Healthcare,79,58,78,69,"ANL,CLYM,MRNA,ERAS,ANRO,FTH,NVCT,DMRA,ORKA,TWST,DRTS,PRAX,RVMD,DFTX,MBX,SYRE,APLM,VOGX,RLAY,OMER,XNCR,TRAX,ELVN,DNTH,LBRX,QURE,SPRB,MNPR,RLYB,INBX,TVTX,CGEM,ARCT,ANAB,NBTX,NRIX,URGN,MANE,KOD,CORT,TNGX,KYMR,REPL,VOR,EWTX,ODTX,PTGX,RAPP,PVLA,NGNE,GHRS,DSGN,IMNM,TGTX,ARWR,IMVT,CGON,ROIV,BLTE,FBIOP,JBIO,HALO,ZBIO,KRYS,CUE,SEPN,RCUS,SCTX,TRVI,DYN,COAG,CLDX,GPCR,BHVN,RIGL,CBIO,CTNM,ASMB,AVTX,RPRX,LGND,NKTR,TARS,FTRE,BLSM,SLGL,JAZZ,ZYME,PCVX,ELOX,SPTX,BCAX,COGT,IDYA,AKTS,ZLAB,SRRK,TYRA,TECH,XENE,STRO,GENB,EXEL,AVLN,INCY,JANX,AGMB,SRPT,PHVS,HRMY,YARW,ASND,PBLS,SGP,LTGO,AVBP,REGN,ARGX,TECX,SRZN,GMAB,VRTX,AXSM,MIRM,VTVT,DNLI,ACAD,ONC,CAI,MESO,BEAM,IRON,ATTO,BMRN,CYTK,BBIO,VKTX,CELC,ABVX,VRDN,VCEL,AGIO,MDGL,VERA,IMCR,SNDX,ARQT,AUPH,APMD,TBPH,GLSI,BNTX,RYTM,STOK,SMMT,CRSP,PTCT,MAZE,DRUG,INSM,MLYS,INVA,OBX,QNCX,KARD,LKFT,PTHS,BRVE,NAMS,IONS,MLTX,AAPG,LEGN,ALNY,KLRA,RARE"
15,Insurance - Reinsurance,Financial Services,76,64,74,67,"HG,RGA,RNR,SPNT,EG,GLRE"
16,Healthcare Plans,Healthcare,76,64,49,86,"OSCR,CNC,HUM,MOH,ELV,CVS,UNH,PGNY,CI"
17,Diagnostics & Research,Healthcare,76,76,83,79,"BIAF,CDNA,BDSX,PSNL,NEO,GH,ILMN,CRL,NTRA,ADPT,GRAL,FRNM,IQV,RVTY,CSTL,DGX,PRPO,TMO,MEDP,LH,SHC,WAT,RDNT,A,ICLR,WGS,MTD,BLLN,DHR,VCYT,QGEN,FLGT,IDXX"
18,REIT - Hotel & Motel,Real Estate,75,29,41,82,"PEB,PK,RHP,APLE,XHR,HST"
19,Gold,Basic Materials,75,88,80,22,"CGAU,AUGO,HYMC,SSRM,ARIS,IAG,EGO,NEM,AU,WPM,ELE,CDE,RGLD,FNV,HMY,GFI,CNL,SA,OGC,AEM,B,KGC,PAAS,DRD,CMCL,USAU,AAUC,OR,AGI,CTGO,IDR"
20,Medical Distribution,Healthcare,74,74,86,41,"CAH,HSIC,MCK,COR"
21,Oil & Gas Integrated,Energy,74,74,61,59,"CVE,EC,EQNR,PBR,SU,YPF,E,CVX,IMO,XOM,TTE,SHEL,BP,DEC,NFG,TGS"
22,Oil & Gas Equipment & Services,Energy,74,63,48,55,"NESR,FET,OII,WTTR,FTI,TDW,WHD,FTK,EFXT,KGS,SLB,INVX,WBI,NOV,XPRO,HAL,EROK,TS,SEI,WFRD,BKR,RNGR,AROC,VTOL,NGS,FLOC,LBRT,USAC,HMH"
23,Other Precious Metals & Mining,Basic Materials,74,86,83,11,"HL,SIND,BVN,MUX,TFPM,PPTA"
24,Financial Conglomerates,Financial Services,73,56,71,76,"VOYA,IX,FRHC,HTH"
25,Aluminum,Basic Materials,70,44,4,38,"KALU,CSTM,CENX,AA"
26,Oil & Gas Midstream,Energy,70,77,64,56,"NGL,INSW,LPG,CMBT,FRO,PBT,BWLP,TEN,TNK,DHT,TRMD,SUNC,TRGP,EE,PAGP,KNTK,PAA,STNG,SMC,LNG,WES,NVGS,ET,SOBO,OKE,CQP,GLNG,PBA,AM,WMB,FLNG,EPD,GLP,MPLX,WHK,KMI,VNOM,HESM,TRP,DTM,IMPPP,SBR,GEL,ENB"
27,Medical Care Facilities,Healthcare,69,49,70,56,"AGL,NUTX,PACS,MCTA,CON,AMN,PARK,NHC,THC,MD,ACHC,ASTH,PNTG,GRDN,DVA,CHE,SNDA,ADUS,HCSG,EHC,USPH,FMS,UHS,OPCH,ENSG,HCA,WW"
28,Agricultural Inputs,Basic Materials,69,79,78,36,"CF,IPI,NTR,UAN,CTVA,MOS,SMG"
29,Other Industrial Metals & Mining,Basic Materials,66,64,37,41,"ALM,MTRN,SKE,PHOS,BHP,ELVR,RIO,VALE,SSMR,CMP,USAR,MP,IPX"
