Rank,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Health technology,95,83,97,95,SI
2,Healthcare,68,45,67,57,"ERAS,QTTB,FBRX,AGL,ORKA,DMRA,SYRE,ALMS,ANRO,LQDA,MBX,DFTX,RLYB,CDNA,NVCT,TXG,RLAY,TNGX,DNTH,BDSX,RVMD,SLGL,TWST,NBTX,ETON,KOD,PACS,FTH,TRAX,APGE,ARWR,GH,PLSE,CRNX,ELVN,CORT,QURE,MCTA,MANE,MNPR,PRAX,LBRX,PVLA,FBIOP,ANIK,TVTX,NEO,FTRE,URGN,OSCR,COGT,AXGN,HNGE,EWTX,SEPN,ANAB,DVA,KNSA,ELMD,ROIV,TCMD,STRO,BTSG,AMRX,GHRS,IMVT,PTGX,TRVI,BTSGU,ELOX,BRKR,XNCR,ILMN,RAPP,NHC,NRIX,ADPT,AMN,GKOS,JAZZ,BRKRP,CNC,ZBIO,ESTA,CGEM,NKTR,TYRA,DYN,SION,HUM,AMLX,LGND,ALKS,RCUS,BCAX,KYMR,BWAY,MRNA,BLLN,PGNY,CTNM,CGON,PDEX,SMTI,JBIO,LIVN,ITGR,APLM,PNTG,VTRS,CON,IART,XENE,INBX,BAX,ACHC,NTRA,GPCR,KRYS,BLFS,HAE,MD,ANGO,AVTX,LNTH,VCYT,YARW,CLDX,CVS,TGTX,CUE,GRDN,TEVA,CYTK,ICUI,BLTE,AXSM,PARK,NGNE,RPRX,THC,EXEL,GLUE,DNLI,MIRM,RIGL,VTVT,SNDA,COAG,IMNM,MRK,UNH,CRL,INCY,VCEL,CSTL,WST,BMY,HCSG,PHVS,CAH,UFPT,DXCM,AVBP,ELAN,INDV,DGX,SNDX,HALO,LLY,IQV,CHE,CNMD,SOLV,JNJ,BBIO,MMED,NBIX,ABVX,ENOV,HSTM,RVTY,TECH,ASTH,BIIB,NUTX,NRC,SIBN,DRUG,GRAL,BIO,IDYA,HSIC,WRBY,KIDS,VOR,SRZN,TECX,PCRX,NVST,MEDP,ARQT,OMDA,CLPT,STOK,UTMD,AMGN,SLP,SHC,LH,HQY,UTHR,ATRC,TFX,MMSI,ASND,ABBV,WAT,SRRK,ALMR,IRMD,BDX,REGN,NVS,RGEN,TNDM,TMO,PCVX,A,ELV,ALGN,RYTM,CELC,TBPH,MDGL,ICLR,ACAD,MOH,GMED,PEN,MTD,NVCR,ODTX,ADUS,LMAT,GSK,ZBH,KMTS,BMRN,ZYME,CBLL,TAK,IRON,HRMY,COO,VRDN,EW,VRTX,BLCO,PBLS,AKTS,RDNT,MAZE,TARS,ATR,GMAB,ARGX,PTHS,STAA,MLTX,PTCT,FMS,STVN,IMCR,INMD,MCK,VKTX,VERA,SPTX,EHC,GILD,INVA,HROW,ENSG,ANIP,ONC,PRVA,ABT,AZTA,DHR,ASMB,STE,COLL,MLYS,GEHC,USPH,SDGR,SYK,OMCL,CI,QGEN,SUPN,LFMDP,APMD,BEAM,FLGT,SNN,PRPO,PFE,MDT,COR,PHG,VEEV,QDEL,NVO,NAMS,AGIO,IDXX,SCTX,AVLN,SGRY,HCA,RARE,MDLN,OPCH,WW,UHS,AZN,CRSP,PAHC,RMD,SNY,KARD,ALC,HIMS,SGP,BNTX,JANX,IRTC,AMPH,LKFT,HTFL,PBH,WAY,IONS,ZLAB,WGS,SRPT,ISRG,CTEV,TEM,LEGN,PODD,AORT,INSP,INSM,CAI,TMDX,KLRA,BSX,ALNY,AAPG,ZTS,PRCT,DOCS,QNCX,SPRB"
3,Energy,65,74,35,65,"PBF,NESR,NGL,DK,FET,PARR,OII,FTK,PBT,VLO,INSW,DINO,MPC,EC,FRO,WKC,EFXT,WTTR,CVE,CMBT,LPG,TEN,NBR,PSX,BWLP,APA,SUNC,TRGP,WBI,EQNR,FTI,OVV,YPF,SU,WHD,TNK,KGS,SUN,SM,EE,DHT,E,PR,PAGP,INVX,TS,PAA,LB,MUR,SOBO,CNQ,TRMD,CHRD,IMO,HP,PBR,STNG,EOG,WDS,VIST,TTE,AROC,NVGS,DKL,XOM,FANG,NOV,PBA,NCSM,TBN,TRP,VAL,OXY,WES,BP,REPX,SHEL,SDRL,COP,SMC,KNTK,TDW,AM,NGS,CVX,NE,TPL,DVN,CQP,EPD,APC,SLB,DTM,FLNG,CVI,BSM,ET,OKE,BKR,LNG,ENB,HESM,MPLX,NC,VTOL,GLNG,XPRO,WFRD,WMB,RNGR,SEI,PDS,KMI,PNRG,RRC,TGS,ARLP,CNX,WHK,GLP,VNOM,HMH,USAC,AR,HAL,EROK,SBR,IMPPP,NFG,CAPL,FLOC,MTDR,DMLP,MGY,CNR,EQT,CRC,BKV,GEL,EXE,LBRT,BTU,GPOR,NRP,CCJ,NOG,LEU,VTS"
4,Financial Services,60,57,63,56,"MAAS,HUT,RACC,SEZL,ENVA,ATLC,ECPG,CARE,AAMI,MSBI,WULF,CCXIU,MRX,UFCS,BFH,CCXI,CIB,PRCH,BOTJ,MBIN,GCBC,SNEX,VCTR,AMTB,PGC,BWFG,CBNA,AMG,FSEA,AMAL,WT,ALRS,IX,EZPW,SAFT,STT,CHMG,AGM,IFS,FNWD,FCAP,SHBI,INBK,UVE,HFBL,SMBK,RBCAA,TRST,VIRT,FISI,MUFG,HSBC,THFF,SRCE,HBT,SMFG,CMTV,PLGO,FNRN,BBVA,FBIZ,TMP,ACNB,CAC,PFIS,BAP,DGICB,KF,VBNK,BMO,BPOP,PKBK,UVSP,PMTS,OSBC,HG,TD,OBK,CFBK,BEN,PBAM,RY,CTBI,BY,RRBI,CNO,LIFE,ING,OBT,WRLD,FNLC,FVCB,PLBC,BNY,CBC,CCNE,PEBO,OPY,TRV,SKWD,FBP,EGBN,BOW,FMAO,CBK,FXNC,GSBC,CZFS,DCOM,THG,WASH,WSFS,TFSL,CM,TWN,ATLO,VOYA,SMBC,FMBH,AIZ,STBA,SBFG,CPF,PDLB,KB,WTBA,GL,PBFS,ALL,FRST,NIC,BUSE,KINS,AROW,MCY,WSBC,CNOB,MYFW,CIVB,FRAF,BNS,BLX,NKSH,FSBC,CFG,PFG,SFST,QCRH,CFR,FCBC,WSBF,PEBK,UBS,TSBK,CATY,GOLD,ESQ,RBB,PRK,NP,BPRN,FFBC,FCF,USCB,EBC,BHB,SLF,IVZ,NTRS,RIOT,OFG,MFC,FULT,PCB,MBWM,NWG,LCNB,NWBI,HBCP,ASIC,GABC,ORRF,LOB,TFIN,USB,NTB,ACT,LARK,FHI,PS,NBTB,CZWI,MPB,TCBK,FUNC,FCCO,CCBG,FDSB,CBNK,MCBS,MS,MBBC,FDBC,UBSI,ITIC,BCS,HWBK,BBAR,MTB,HWC,CNS,STK,BWIN,PFS,PNC,UMBF,FITB,MET,ECBK,ZION,SHG,FCFS,FRBA,BSRR,AVBC,HAPN,EBMT,HBNC,BFST,AVBH,BCAL,WBS,BSTZ,CPBI,EIG,NBN,GS,CBAN,SFNC,NWFL,FBLA,BOKF,HTB,BAC,C,BBT,TWFG,SRBK,NBBK,MVBF,BMA,MKTW,BVFL,AUB,CZNC,HRTG,NECB,PRU,JXN,HFWA,NMIH,SYBT,MCHB,SEIC,HNVR,SIGI,IBKR,HQH,CHCO,BWB,NODK,LSBK,ONB,BSAC,AX,LNC,BCH,EQBK,HAFC,EFSC,ASB,PRI,JMSB,RGA,RNR,FBNC,HQL,WTW,WABC,BHRB,EWBC,FMNB,IBCP,NRIM,IOR,RF,MRBK,FAF,RNST,UNM,COSO,AFL,CFFI,INDB,CVBF,BFC,SLDE,ISTR,CACC,FUSB,TRMK,CB,WAFD,UNTY,BSVN,PNFP,MTG,FIBK,RDN,SFBS,PFBC,HMN,WTFC,HASI,DBRG,EMF,BMRC,TCBX,CNA,COFS,VABK,MCB,CLST,FNB,JPM,IGIC,CEE,GSHD,CWBC,KEY,GLRE,OPBK,HTH,COLB,MIAX,HOMB,FBK,SPNT,NFJ,WHG,CINF,DGICA,WF,BST,ABCB,BTO,SPFI,FCNCA,FGNXP,HCI,L,CBSH,EVT,SBCF,ORI,AFRM,CASH,SSB,TBBK,AMP,FRME,BME,BOH,CBU,PBHC,IREN,PLMR,RGT,MGYR,ADX,PEO,ESNT,RVI,CCD,HIPO,UCB,TRIN,BANR,GAIN,BHF,CUBI,ACGL,OVLY,FHN,PB,OMF,EG,SCHW,HYNE,RJF,DB,PROV,V,BANC,EFSI,OVBC,FOA,IOND,FRBT,IBOC,TROW,TOWN,HIG,AFG,MNSB,NXG,BKU,AXS,FFIN,RMBI,CBOE,FSUN,NBHC,BGR,GBCI,CAF,FGBIP,VRTS,SFBC,GGZ,TCBI,AON,TFC,RVT,OZK,RLI,UBCP,MA,FHB,CBFV,NCZ,MRSH,BMEZ,ETG,ETO,MXF,SF,GGAL,NCV,GDV,ALLY,CSQ,RMI,PRAA,UTF,BCML,OCFC,EMO,BCAT,GAM,TCBS,SYF,RYAN,TBLD,FRHC,SPXX,HBAN,AII,WRB,COF,CET,HIFS,SRV,AUBN,STEW,JCAP,WFC,FSBW,AIO,EQH,ASGI,WTM,QQQX,AXP,ISBA,CSWC,JCE,SII,SLM,FFA,CII,LPLA,LKFN,BCV,TY,NPB,ACV,IBN,CNOBP,SATA,SBSI,ATLCP,MBINL,THQ,JEF,NNI,RLTY,AJG,BLK,EOT,LGI,BRO,PUK,CRBG,PJT,MEGI,NEWTP,WAL,HTD,ETB,NIE,ECCC,TRU,NDAQ,FDS,OXLCO,SOR,FDUS,AGO,NBXG,SCD,APAM,MSBIP,ASA,MNSBP,AIG,MC,CCNEP,MBINM,BMN,STC,BUSEP,PYPL,OCCIN,EVR,MBNKO,OXLCN,EICA,VALU,BWBBP,EIIA,BUI,CCID,BANX,MCO,BANF,OCCIM,WAFDP,MORN,PGR,UMBFO,WSBCO,GLU,ONBPP,MKL,PDPA,ONBPO,VLYPO,VLYPN,SPMA,MBINN,SPME,WTFCN,SLMBP,VLYPP,BTT,PFX,EFSCP,KNSL,MSCI,FG,ARES,HBANL,FFC,SDHY,TIPT,HPF,PDX,HPI,MKTX,FRMEP,GUG,BAM,DFP,ECAT,APO,TCBIO,FNF,EOI,ETX,HOOD,RM,BBN,BPYPM,BNT,RNP,FLC,LDP,GBLI,UTG,HTGC,BN,NBB,IIF,IGI,UNB,ETOR,PSF,LMND,BX,OZKAP,PTA,FULTP,CME,ARCC,VEL,FCNCP,NTRSO,FPF,EOS,MAIN,NPFD,PIPR,ACGLN,ACGLO,HBANZ,ICE,TYG,XP,SIGIP,JLS,FCNCO,HBANP,HBANM,SPGI,KKR,PSUS,BETR,AB,KLAR,GLAD,LCLN,TPG,MSDL,ERIE,CRVL,TW,CG,ZIONP,LAZ,ONIT,MPV,BXSL,PDI,SOFI,XFLT,XZO,AMSF,MCI,PWP,WD,ROOT,HLNE,SAR,TSLX,AIFU,HERZ,STEP,TRUP,HDB,PFSI,DXYZ,GLXY,HLI,BOT,KMPR,UPST,FIGR,TREE,GSIW,FUTU,GBFH,BMNR,COIN,CRCL,CCB,VCX"
5,Technology,58,52,57,61,"SNDK,AXTI,MGRT,CHRN,MU,BLZE,WDC,AEHR,LITE,MXL,DELL,ALOT,STX,ICHR,DOCN,TSEM,AAOI,UCTT,VSAT,BAND,VPG,PENG,ASX,SAIH,INTC,FSLY,HPE,VICR,SIMO,CIFR,UMC,RTB,DDOG,ALAB,PANW,MRVL,VIAV,FTNT,AIP,AMAT,AMD,CIEN,FORM,TER,LASR,MKSI,AMBQ,SILC,RNG,UMAC,ACMR,DAVE,KLIC,CRWD,COHU,FLEX,NTAP,LRCX,OKTA,SNOW,IMOS,FROG,VSH,OUST,NVEC,PTRN,SITM,NAVN,EXTR,RELL,DGII,OOMA,ASYS,LSCC,ONTO,BRUN,STM,COHR,VECO,RDVT,CCSI,SMTC,MITK,ARW,ALNT,ARM,NSIT,PDFS,SHAZ,BHE,ASML,KN,CRDO,YOU,NTCT,CSCO,ATEN,TTMI,CGNX,BELFB,TENB,GLW,SNX,PLXS,KEYS,MPTI,AVT,FEIM,QLYS,TWLO,LFUS,RAL,KLAC,ADEA,SCSC,CNXN,ACLS,FFIV,RELY,SLAB,WYFI,CTS,GRMN,NET,KARO,GCT,SYNA,AKAM,RAMP,FIVN,MRAM,ROG,SEDG,ST,MTSI,ACIW,VRNS,TDC,NYAX,FLYW,PLTS,BELFA,ESE,GRND,S,CEVA,WATT,CPAY,ZETA,DBX,TXN,CORZ,AMKR,TSM,AGYS,MDB,OSPN,PAY,SANM,DJCO,ADI,APH,NATL,GEN,NTNX,SAIC,ANET,MLAB,DIOD,HPQ,Q,JBL,ITRN,TSAT,PLUS,WEX,MPWR,INGM,INOD,AAPL,NOVTU,ON,BKTI,RBRK,ENPH,DLO,DBD,MANH,AMBA,VRSN,PGY,NOVT,XYZ,BOX,ZBRA,ENTG,KSPI,APLD,AEVA,PRGS,TDY,IOT,POWI,IBEX,SWMR,ALRM,SONO,BILL,CLS,FTV,P,CLMB,GTLB,FSLR,INTA,GFS,SAIL,ADP,CVLT,U,ALGM,PAYX,ESTC,ZM,LYTS,PAYC,AVGO,APPN,LOGI,TTAN,DAKT,PCTY,NVDA,RDWR,MSFT,DT,BRZE,QTWO,CLBT,LYFT,AOSL,BDC,CHYM,SSNC,CDW,MSI,EVTC,IDCC,PI,MBGL,NVMI,QRVO,UPBD,SONY,CAMT,CDNS,PLAB,WDAY,ITRI,MQ,MCHP,CSIQ,CSQR,TOST,ALKT,CLFD,DOCU,JKHY,DFIN,CACI,OTEX,ROP,NTGR,SPSC,SMCIP,CRUS,LIF,APPF,TEL,WOLF,MCHPP,NXT,NOW,EXLS,EEFT,GWRE,DSGX,WK,STRC,FN,BMI,NXPI,GIB,EFOR,QBTS,FOUR,DCBO,QNT,QCOM,G,SAP,SWKS,IPGP,RMBS,STRF,BLKB,BSY,AVNW,BSP,ACFN,NCNO,OSIS,ADSK,ARQQ,TEAM,PCOR,UBER,CRM,OCTV,ASTS,DUOL,SHOP,FIG,VIA,IBM,CTSH,ADBE,PTC,VNT,IONQ,SKHY,IIIV,RGTI,BR,PAYP,GDDY,ALMU,FICO,SMCI,NICE,CHKP,GDS,UI,PLTR,FIS,MNDY,ZS,IBTA,TRMB,SNPS,FORTY,PAR,IT,HUBS,BL,STRD,CALX,TYL,PSN,CNXC,EPAM,ACN,KVYO,CRWV,DOX,ALIT,LDOS,ORCL,STRK,CBRS,PEGA,GLOB,OLED,JKS,INTU,WIX,BLSH,MSTR"
6,Industrials,57,49,53,53,"DFNS,SIF,FCEL,BUUU,NCEW,BE,CDNL,SMX,XMTR,PKOH,SHIP,EDRY,TH,ATI,TWIN,CYRX,GEO,KFRC,HSHP,DCO,ECO,MAN,CRS,PAMT,NVRI,ATRO,IESC,KELYB,AGX,STRL,TKR,MATX,RHLD,FIX,CXW,ALGT,GRC,AIR,ARCB,POWL,FSTR,PLPC,CMDB,PKE,FA,PRLB,NMM,DAL,PBI,PHOE,UNF,HLIO,ARXS,MRCY,NSP,PL,VVX,EFTY,AIRT,KELYA,SXI,NVT,BLBD,PRG,JBHT,MEC,DAC,GHM,ACA,MSM,UAL,CBZ,ARMK,NPO,HWM,CVLG,ESLT,CMPR,SBLK,UHAL,GNK,WCC,SWK,TNET,HXL,LGN,AAL,GEV,WAB,ZIM,KNX,ECG,ESEA,CASS,SNDR,R,LUV,PWR,RHI,CAT,ATKR,GWW,PESI,CSW,FDX,ENS,XPO,AIT,CIX,CSX,MG,TRNS,GSL,CMI,URI,GE,EXPD,CMCO,ASC,HURC,CNI,ODFL,AEIS,ESOA,GTES,TFII,WTS,ROK,RTX,ISSC,HRI,MYRG,VRT,AZZ,LXFR,IEX,KFY,MIDD,CPA,UNP,RRX,RXO,BRC,DSGR,HEI,DY,PCAR,CW,CR,PH,DXPE,NDSN,CLH,SKYW,TPC,JCI,RBC,WWD,MMM,LSTR,WERN,RJET,AER,AME,VSEC,DLX,LMT,MLI,EBF,CECO,CP,EML,ESP,KMT,SNA,GPN,ALK,GIC,HUBG,OC,NSC,DRS,ITW,DE,ULS,DCI,RYZ,GD,FTAI,TEX,RCMT,MSA,ABM,NPK,ZTO,CMRE,GHC,LTM,TTC,FPS,FLS,WSC,FBIN,APOG,ETN,AXON,KEX,HON,EMBJ,JBTM,LOAR,VMI,SARO,EMR,CTAS,FELE,MAS,LIME,FAST,CMC,BBSI,MATW,CAAP,IR,BCO,AYI,PAM,CSL,KAI,FSS,OTTR,ZWS,UPS,SPXC,GFF,GVA,CCEC,VSECU,OSK,ALLE,EME,TNC,MGRC,TRN,RBA,NX,RKLB,LECO,GBX,TISI,FER,WMS,MDA,CRAI,HONA,BA,CXT,SAIA,SEB,HURN,ICFI,ITT,IIIN,GATX,ASTE,WM,TT,DOV,KRNT,DPC,FTAIM,EXPO,WOR,AADX,TAYD,J,POWWP,REZI,TTEK,TREX,FERG,SUNB,AAON,RYAAY,TXT,AWI,OMAB,KE,VLTO,WCN,OFLX,CWST,TATT,AIRTP,APG,GFL,ENR,HUBB,HAYW,BXC,RSG,TDG,MTZ,GGG,GNRC,CARR,MWA,FLR,TITN,HII,RGR,CHRW,CDLR,BKSY,TRC,NSSC,LNN,ONT,EPAC,CAE,DLB,ROAD,ROCK,GXO,VRSK,VOYG,ATS,AOS,FCN,HY,NOC,FDXF,ULH,LPX,LHX,BBUC,XYL,AERO,CAR,AGCO,KBR,RELX,PAC,CDRE,ASR,AMTM,BWXT,EFX,ALG,BETA,OTIS,PPIH,CNM,TRI,WLDN,MAIR,BAH,LII,MMS,AMRC,ESAB,RTO,POOL,EQPT,BWMN,WSO,SYM,CPRT,ACM,BLDR,SITE,INIO,LMB,PNR,KRMN,STN,SPCX,MIR,KTOS,FLY,AVAV,HAWK,AVEX,AMSC,PRIM,NNE,XE,WLFC,MFP,PSIX"
7,Consumer Cyclical,54,57,58,50,"DBGI,LVLU,VSXY,NDLS,LIND,ELA,MYE,BJRI,MOV,FLXS,CAKE,ANDG,CTRN,CBRL,GTX,LTH,RCKY,CALY,EAT,VIK,KRT,ZGN,BZH,LOCO,ESCA,M,VAC,SN,OPLN,CROX,PRSU,KSS,SHOO,ROST,BDL,MLKN,ETSY,BWA,CASY,DIN,KMX,LQDT,HBB,GEF,MGA,COOK,HZO,AIN,TILE,PAG,CYD,RUSHA,JILL,GCO,MUSA,JAKK,RSI,BSET,WEYS,EXPE,YETI,BBY,THRM,RUSHB,VGNT,CRI,GIII,WSM,KTB,SAH,ANF,MGM,GM,BOBS,LAD,PHIN,CZR,TPR,BURL,TXRH,PENN,STRT,MCRI,SON,SBH,BH,MHK,LEGH,TNL,PKG,IHG,CCK,GLBE,FTDR,FIVE,INTG,HVT,LEVI,LZB,VVV,RRR,OSW,W,MHO,CVEO,MLR,LGIH,SW,BALL,GOLF,HRB,AMZN,PLOW,PRKS,BROS,MAR,SKY,CVCO,PVH,JMKE,REYN,HOV,RGS,ABNB,HNI,RCL,PII,AMCR,RL,H,AEO,REF,TOL,ALSN,URBN,MCFT,CART,LOVE,DAN,BC,BWMX,ATMU,MTN,DDS,RACE,LEA,TRS,GRBK,EBAY,JACK,SBUX,IP,PHM,TJX,SCI,JOUT,HLT,RIVN,RVLV,XPEL,SIG,ALH,JD,MTH,GPC,CARG,HAS,RH,HMC,ALV,HOG,AN,DRI,DORM,SMP,MOD,DOO,CHH,ABG,AS,WWW,BYD,CCL,AAP,COLM,YUMC,QSR,KBH,BKNG,CMG,HTHT,AVY,VC,MMYT,HGV,SLGN,CPS,DHI,GNTX,SE,YUM,ETD,VIPS,DECK,ULTA,ZUMZ,NATH,ADNT,HD,OXM,ATAT,DASH,WH,BIRK,ONON,RICK,TM,DPZ,MBUU,CPHC,LCII,BBWI,FND,NCLH,GIL,ASO,ORLY,DKS,FOXF,MELI,WGO,EYE,NVR,WYNN,BOOT,KEQU,MCD,BABA,LOW,WINA,BKE,CSV,IBP,LVS,CVNA,GAP,CAVA,THO,SGI,PATK,BFAM,DKNG,FUN,LEN,CHDN,APTV,PDD,TSLA,AZO,SHOE,CPRI,HSAI,PZZA,TCOM,LKQ,GPI,LULU,GME,CHWY,NKE,KRUS,BBW,BGSI,TSCO,CPNG,PLNT,FLUT,ROL,SHAK,WING,WHR"
8,Basic Materials,52,39,34,39,"HYMC,NWPX,CLMT,FRD,MT,ODC,AYA,MTRN,KOP,NUE,STLD,CGAU,KALU,HBM,GPRE,CLW,RMIX,CSTM,ASH,SCCO,ELVR,SSRM,PRM,AUGO,CMP,TECK,BHP,FCX,TX,SKE,RS,ERO,SCL,CENX,JHX,NEU,AXTA,KWR,NGVT,CBT,SXT,ESI,MEOH,DD,REX,BVN,RIO,CF,UAN,IFF,CMT,MTX,EGO,B,SA,SMG,AU,MTUS,SQM,HCC,AG,ACNT,IOSP,BCPC,AVNT,OGC,WDFC,PAAS,PPG,NEM,BCC,SHW,FNV,ECL,SSD,RPM,APD,LYB,CTVA,CDE,WFG,MUX,KNF,HMY,WS,SOLS,LIN,EMN,DOW,TFPM,CC,WPM,RGLD,UFPI,SIM,NTR,EXP,USLM,TTAM,WLKP,IPI,IDR,ASIX,ALB,AA,AMRZ,FUL,VMC,ELE,KGC,DRD,GFI,TGLS,AEM,AAUC,OR,MLM,CRH,AGI,SLVM,HWKN,CE,AMR,PPTA,PKX,OLN,MOS,CMCL,USAR,WLK,SMID,MSB,CTGO,MP,IPX"
9,Real Estate,52,44,56,53,"CBL,PEB,XHR,OUT,HST,MAC,PK,RHP,APLE,FVR,PSTL,DOC,CDP,LXP,HIW,SPG,NHPAP,NHP,AAT,LAMR,WELL,NHPBP,PINE,CURB,CUZ,SKT,CTO,NREF,AHR,FRT,VNO,JAN,SEG,CCS,JLL,VTR,IVT,TRNO,KRG,HR,BNL,IRM,PECO,EQIX,KIM,FR,RMR,SLG,CTRE,EGP,OHI,SAFE,BRX,MLP,IIPR,PSA,PLD,GTY,EPR,JOE,MDV,NNN,CHCT,NTST,OLP,ESS,AKR,DEA,BXP,UE,LINE,SBRA,KRC,FOR,UHT,ALX,REG,VTMX,INVH,MMI,EQR,EXR,LTC,AMH,LANDP,ARL,LANDO,ADAML,ELS,CUBE,UDR,ADAMN,BFS,WPC,DLR,CPT,O,BXDC,NLY,AVB,ADC,XRN,WHLRD,WY,STAG,IRT,SMA,IRS,BPYPP,ARE,GOODN,FCPT,BPYPO,EPRT,MAA,AGNCM,AGNCP,NHI,TCI,AGNCN,AGNCL,AGNCO,REXR,ADAMM,AGNCZ,ADAMZ,UMH,FRPH,REGCP,SUI,CBRE,GLPI,RYN,MAYS,BEKE,REGCO,ARR,FSV,MRP,AXR,AMT,HHH,NMRK,VICI,CSR,SBAC,NXRT,STWD,NEN,STRS,CCI,OZ,ACR,CIGI,EUDA,CSGP,OPI"
10,Communication Services,48,51,45,47,"QMMM,ATEX,BBGI,NBIS,MCS,IRDM,STRZ,SPHR,GSAT,TIGO,GRPN,IMAX,LILAP,MSGE,MSGS,CNK,WLY,ZD,WLYB,ROKU,EVER,SIRI,SIFY,SCHL,IDT,JOYY,GOOGL,GOOG,MANU,OPRA,MGNI,WBD,LYV,ADV,ECHO,SKM,ATNI,PSO,MTCH,LLYVK,VOD,NYT,BATRK,LLYVA,BATRA,QNST,AMX,EA,TTWO,PPLI,FWONK,ATHM,FWONA,VZ,OMC,NWSA,NTES,VEON,CRTO,NWS,TKO,GRVY,CHT,BZ,NXST,PINS,WPP,PHI,BIDU,SPOT,FOXA,LBRDP,FOX,RCI,VSNT,BCE,T,KT,DIS,YELP,RDDT,CMCSA,META,APP,WMG,TMUS,TLK,TIMB,TDS,LFTO,NFLX,BILI,LBRDA,LBRDK,CHTR,GLIBA,GLIBK,AD,GIBO,ZG,Z,RBLX,TTD,CABO"
