Rank,Industry,Sector,RS,1 M_RS,3M_RS,6M_RS,Ticker
1,Shell Companies,Financial Services,97,96,98,98,"RFAIU,RFAI,TCGX"
2,Packaged software,Technology services,96,86,98,95,NIQ
3,Silver,Basic Materials,92,92,84,56,"AYA,AG"
4,Electronics & Computer Distribution,Technology,91,76,67,94,"NSIT,AVT,SNX,ARW,CNXN,SCSC,CLMB"
5,Copper,Basic Materials,90,81,53,85,"ERO,SCCO,HBM,TECK,FCX"
6,Oil & Gas Refining & Marketing,Energy,87,81,90,80,"PBF,DK,VLO,DINO,MPC,PARR,CVI,PSX,SUN,WKC,DKL,CAPL,APC"
7,Marine Shipping,Industrials,87,86,85,77,"EDRY,ECO,HSHP,MATX,SHIP,CMDB,NMM,DAC,ZIM,SBLK,ASC,GNK,GSL,KEX,ESEA,CCEC,CMRE"
8,Oil & Gas Drilling,Energy,86,39,63,34,"HP,NBR,SDRL,VAL,NE,PDS"
9,Diagnostics & Research,Healthcare,85,88,89,84,"CDNA,BDSX,NEO,PSNL,GH,ADPT,ILMN,NTRA,CRL,RVTY,CSTL,IQV,GRAL,FRNM,TMO,WGS,DGX,MEDP,WAT,RDNT,A,SHC,LH,ICLR,BLLN,PRPO,MTD,FLGT,DHR,QGEN,VCYT,IDXX"
10,Staffing & Employment Services,Industrials,84,39,86,93,"MAN,KELYB,HQI,KELYA,KFRC,NSP,TNET,RHI,KFY,BBSI"
11,Oil & Gas Integrated,Energy,81,71,82,48,"CVE,EQNR,EC,YPF,PBR,SU,E,CVX,XOM,TTE,IMO,SHEL,BP,TGS,NFG"
12,Financial Conglomerates,Financial Services,80,71,74,80,"VOYA,IX,FRHC,HTH"
13,Banks - Diversified,Financial Services,78,46,65,83,"MUFG,ING,SMFG,BBVA,HSBC,BNS,TD,BNY,BMO,RY,CM,UBS,NTB,C,JPM,BAC,BCS,WFC,FRBT"
14,Biotechnology,Healthcare,75,41,67,66,"ANL,MRNA,TWST,ERAS,ORKA,MBX,ANRO,FTH,SYRE,VOGX,DFTX,DRTS,NVCT,DMRA,OMER,CUE,PRAX,RVMD,KRSA,RLAY,TRAX,ARCT,RLYB,XNCR,QURE,MANE,CGEM,ELVN,EWTX,TVTX,SPRB,URGN,LBRX,ANAB,CORT,GHRS,INBX,NRIX,DNTH,PVLA,ROIV,TNGX,SCTX,BLSM,NBTX,KOD,MNPR,HALO,SEPN,PTGX,FTRE,KYMR,CGON,IMVT,TGTX,APLM,ZBIO,IMNM,ELOX,NGNE,CAI,BLTE,FBIOP,PBLS,RIGL,KRYS,VOR,PHVS,RAPP,SLGL,JAZZ,JBIO,PCVX,INCY,CLDX,ODTX,COAG,LGND,TECH,YARW,RPRX,GENB,RCUS,EXEL,LTGO,ZLAB,SGP,HRMY,BCAX,COGT,AXSM,TRVI,GMAB,IDYA,ZYME,TARS,ARGX,ONC,ARWR,XENE,REGN,CBIO,ACAD,BMRN,AVTX,SRRK,MIRM,SPTX,VRTX,TECX,NKTR,AVBP,SRPT,AUPH,AVLN,ARQT,SMMT,GLSI,APMD,VCEL,MDGL,TBPH,ASND,CYTK,JANX,TYRA,DNLI,AGIO,CRSP,BNTX,VRDN,AKTS,ABVX,IMCR,ATTO,DYN,BBIO,RYTM,VTVT,CELC,STRO,IRON,DRUG,OBX,ASMB,STOK,INVA,VERA,MLYS,INSM,VKTX,PTCT,LKFT,BRVE,SNDX,QNCX,BEAM,GPCR,SRZN,PTHS,MAZE,KARD,NAMS,ALNY,AAPG,LEGN,IONS"
15,Medical Care Facilities,Healthcare,75,58,70,65,"AGL,CMPS,NUTX,PACS,MCTA,AMN,CON,NHC,ACHC,THC,PARK,GRDN,PNTG,MD,SNDA,CHE,DVA,ASTH,EHC,USPH,ADUS,HCSG,UHS,ENSG,HCA,OPCH,FMS,WW"
16,Healthcare Plans,Healthcare,75,66,56,86,"OSCR,CNC,HUM,ELV,MOH,PGNY,CVS,UNH,CI"
17,REIT - Hotel & Motel,Real Estate,75,30,30,84,"PEB,PK,APLE,RHP,XHR,HST"
