Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
23,SYRE,102.07,98.95,1520323,Healthcare,Biotechnology,98.0,96.0,96.0,98.0,5.5551,5.3508,1386721.0,1398240.0,105.09,14.51,8863887360,NO,92.17,81.32,47.45,83.96,58.12,,2582,0.0,1520323,NO,NO,2023-06-22,10228380.0
57,DNTH,99.91,101.28,745752,Healthcare,Biotechnology,98.0,95.0,57.0,98.0,5.41,5.3936,935272.0,1111610.0,102.37,18.08,5461703680,NO,92.91,88.52,62.57,89.79,73.43,,2026,0.0,745752,NO,NO,2025-09-08,5974200.0
110,INBX,91.22,93.21,208114,Healthcare,Biotechnology,97.0,29.0,74.0,81.0,6.8556,6.7377,474650.0,385190.0,155.29,20.55,1338305664,NO,95.15,102.14,80.79,96.29,86.77,,533,0.0,208114,NO,NO,2025-10-24,6079600.0
127,EWTX,40.83,39.73,701212,Healthcare,Biotechnology,96.0,94.0,89.0,95.0,2.795,2.6832,1476798.0,1220950.0,48.4,12.3,4393022464,NO,40.59,36.94,28.27,37.44,32.26,,1331,0.0,701212,NO,NO,2025-04-02,16114400.0
136,SNOU,46.52,47.92,41869,ETF,ETF,96.0,97.0,98.0,69.0,4.0131,3.9516,242563.0,91470.0,76.31,10.51,0,NO,40.09,32.35,37.64,35.85,29.0,,307,0.0,41869,NO,NO,2026-05-28,1302300.0
155,SPHR,143.42,137.02,394687,Communication Services,Entertainment,96.0,10.0,65.0,93.0,8.5832,8.3986,712578.0,682310.0,174.6,37.89,5133317632,NO,156.42,145.45,108.03,147.75,124.14,,1573,0.51,394687,NO,NO,2023-12-05,9793100.0
159,CLMT,40.01,39.57,1073665,Basic Materials,Specialty Chemicals,96.0,94.0,90.0,97.0,1.535,1.4893,936732.0,923800.0,41.37,12.94,3486757120,NO,36.09,34.86,26.67,35.43,30.08,,5148,0.0,1073665,NO,NO,2016-04-18,11492600.0
168,AXGN,38.72,38.77,1063176,Healthcare,Medical Devices,96.0,6.0,80.0,83.0,2.48,2.4414,1278619.0,1531910.0,46.95,11.25,2059045376,NO,43.48,42.37,32.67,42.21,36.86,,9968,0.0,1063176,NO,NO,2025-07-29,5556000.0
178,CORT,89.57,90.47,928898,Healthcare,Biotechnology,95.0,87.0,98.0,97.0,4.23,4.1521,1105477.0,1071050.0,95.11,28.66,9615481856,NO,87.09,73.43,61.05,78.05,54.24,,5598,0.0,928898,NO,NO,2020-09-02,88404100.0
188,MPLT,37.33,37.91,611726,Healthcare,Biotechnology,95.0,97.0,94.0,97.0,2.8898,2.8626,388995.0,511890.0,40.43,12.24,1692754176,NO,34.22,30.99,,31.84,24.42,,179,0.0,611726,NO,NO,2025-12-19,3294600.0
214,ATI,193.59,189.44,1368763,Industrials,Metal Fabrication,95.0,20.0,87.0,94.0,7.2514,6.675,1793742.0,1256330.0,205.31,70.42,26419310592,NO,193.54,179.42,136.84,183.51,155.91,,6696,0.0,1368763,NO,NO,2025-03-21,25961500.0
252,ECO,56.65,56.73,527041,Industrials,Marine Shipping,94.0,86.0,85.0,92.0,2.4175,2.1432,459324.0,419340.0,58.45,22.38,2211879936,NO,53.15,52.77,43.58,52.39,47.88,,732,0.0,527041,NO,NO,2026-03-31,1471500.0
266,ANDG,42.22,42.91,161991,Consumer Cyclical,Personal Services,94.0,91.0,93.0,96.0,2.6461,2.6425,309354.0,488420.0,44.31,18.12,4749148160,NO,38.8,37.6,,38.24,30.35,,143,0.0,161991,NO,NO,2025-12-17,7670200.0
289,RAPP,39.93,41.46,243799,Healthcare,Biotechnology,94.0,79.0,76.0,93.0,2.8247,2.8247,390262.0,474210.0,43.76,13.62,1909729280,NO,39.76,38.2,31.27,38.68,33.24,,526,0.0,243799,NO,NO,2025-09-08,13877600.0
311,CBL,53.08,52.41,184128,Real Estate,REIT - Retail,93.0,85.0,90.0,91.0,1.8071,1.7831,270352.0,330610.0,55.78,26.1,1642547840,NO,51.7,49.0,39.2,49.9,42.55,,1178,0.0,184128,NO,NO,2022-06-24,3600200.0
