Rank,Ticker,Price,Prev_Close,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA20,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
6,SNDK,1816.57,1887.04,7646795.0,Electronic technology,Computer peripherals,98.0,97.0,21.0,98.0,106.4245,95.4331,13849965.0,10110300.0,2354.39,93.53,265980362752,NO,1636.43,1506.65,1092.52,1556.75,1390.25,,404,0.0,7672720,NO,NO,2025-11-26,43000900.0
12,LINT,168.11,166.5,54143.0,ETF,ETF,98.0,98.0,2.0,98.0,14.9926,10.5701,133511.0,128480.0,266.71,23.87,0,NO,114.72,114.55,98.56,117.48,127.07,,210,0.0,54143,NO,NO,2026-01-23,456000.0
33,ATEX,83.98,83.62,152975.0,Communication Services,Telecom Services,98.0,10.0,73.0,97.0,4.2491,4.0341,385623.0,382170.0,113.0,17.58,1646829952,NO,85.0,91.4,56.94,89.28,70.69,,2926,0.0,152975,NO,NO,2020-12-21,3077900.0
39,SOXL,146.25,151.95,60463230.0,ETF,ETF,98.0,97.0,1.0,98.0,11.6093,8.095,63336901.0,61187940.0,302.0,28.12,0,NO,118.64,127.08,113.87,127.77,137.8,,4160,0.0,61043803,YES,NO,2025-04-09,787748800.0
43,SILC,48.58,48.73,141200.0,Technology,Communication Equipment,98.0,94.0,89.0,98.0,2.9093,2.7386,189582.0,167860.0,52.95,13.34,279218944,NO,43.29,43.03,31.25,43.5,37.99,,8201,0.0,141200,NO,NO,1999-12-08,2163100.0
46,CUE,31.71,28.27,692844.0,Healthcare,Biotechnology,98.0,98.0,89.0,98.0,4.5442,4.4285,241739.0,629270.0,45.5,4.98,230354560,NO,29.81,29.25,19.59,29.71,24.06,,2192,6.12,693524,NO,NO,2026-05-01,18924600.0
66,BE,275.19,276.53,8157245.0,Electronic technology,Electronic production equipment,97.0,98.0,7.0,96.0,18.3639,15.7496,16253573.0,18919440.0,351.28,61.37,81050984448,NO,250.53,227.49,201.33,232.16,229.54,,2052,0.0,8157245,NO,NO,2026-09-18,73471700.0
76,GH,176.31,173.87,1424141.0,Healthcare,Diagnostics & Research,97.0,86.0,94.0,97.0,8.39,8.3293,2497988.0,1852470.0,183.51,55.38,23660126208,NO,167.3,161.7,120.98,164.17,129.63,,2001,1.35,1424141,NO,NO,2026-06-26,18771300.0
124,TSEM,230.5,233.82,1471446.0,Electronic technology,Semiconductors,96.0,87.0,5.0,89.0,11.8157,9.8836,1871865.0,2369120.0,319.94,66.3,26053701632,NO,212.64,226.6,192.24,228.96,221.38,,8029,0.0,1471446,NO,NO,2022-02-15,19691500.0
155,SKYU,54.22,54.642,2729.0,ETF,ETF,95.0,90.0,97.0,97.0,1.6659,0.9691,5742.0,1490.0,55.9,22.55,0,NO,51.1,46.71,35.95,48.49,37.63,,1424,0.0,2729,NO,NO,2022-11-09,126700.0
