IndustryRank,Ticker,Price,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,Gap (%),IPO,HVE
1,MF,18.52,Communication Services,Advertising Agencies,98.0,98.0,98.0,0.0,2.8892,2.7311,0.0,NO,NO
2,MGNI,23.38,Communication Services,Advertising Agencies,95.0,91.0,97.0,97.0,0.7979,0.7636,0.0,NO,NO
3,QNST,19.68,Communication Services,Advertising Agencies,94.0,93.0,97.0,95.0,1.1993,0.8993,0.0,NO,NO
4,ZD,55.61,Communication Services,Advertising Agencies,94.0,70.0,89.0,97.0,1.9021,1.7279,0.0,NO,NO
5,WPP,25.86,Communication Services,Advertising Agencies,87.0,92.0,94.0,91.0,0.9543,0.7593,0.0,NO,NO
1,SIF,21.62,Industrials,Aerospace & Defense,97.0,1.0,39.0,94.0,2.0807,1.7293,0.33,NO,NO
2,DCO,185.36,Industrials,Aerospace & Defense,95.0,66.0,91.0,93.0,7.2064,6.9421,0.84,NO,NO
3,ATRO,77.51,Industrials,Aerospace & Defense,95.0,88.0,83.0,85.0,5.7186,5.2593,0.0,NO,NO
4,IA,21.67,Industrials,Aerospace & Defense,93.0,87.0,92.0,7.0,1.4143,1.3957,0.51,NO,NO
5,AIR,138.58,Industrials,Aerospace & Defense,92.0,18.0,90.0,81.0,5.9311,5.5239,1.7,NO,NO
1,CF,125.7,Basic Materials,Agricultural Inputs,88.0,51.0,74.0,89.0,4.9709,4.4238,0.0,NO,NO
2,UAN,126.23,Basic Materials,Agricultural Inputs,81.0,62.0,57.0,87.0,3.7993,3.2621,0.0,NO,NO
3,IPI,37.38,Basic Materials,Agricultural Inputs,75.0,74.0,17.0,65.0,1.5475,1.4982,0.0,NO,NO
4,NTR,73.61,Basic Materials,Agricultural Inputs,72.0,74.0,72.0,40.0,1.8877,1.6041,0.0,NO,NO
5,CTVA,82.88,Basic Materials,Agricultural Inputs,61.0,7.0,59.0,55.0,1.9182,1.8131,0.0,NO,NO
1,DAL,83.08,Industrials,Airlines,81.0,7.0,47.0,82.0,2.27,1.9593,0.0,NO,NO
2,UAL,114.83,Industrials,Airlines,53.0,6.0,50.0,41.0,3.7443,3.3286,0.0,NO,NO
3,ALGT,82.6,Industrials,Airlines,44.0,1.0,9.0,5.0,4.09,3.7236,0.0,NO,NO
4,LUV,40.67,Industrials,Airlines,39.0,3.0,12.0,5.0,1.2007,1.1036,0.0,NO,NO
5,SKYW,100.93,Industrials,Airlines,38.0,3.0,86.0,14.0,2.785,2.5936,0.0,NO,NO
1,CAAP,24.6,Industrials,Airports & Air Services,28.0,8.0,12.0,6.0,0.9194,0.8987,0.0,NO,NO
2,OMAB,102.85,Industrials,Airports & Air Services,13.0,9.0,42.0,5.0,2.5679,2.48,0.0,NO,NO
3,PAC,214.87,Industrials,Airports & Air Services,6.0,19.0,7.0,5.0,5.1671,5.0314,0.24,NO,NO
4,ASR,262.52,Industrials,Airports & Air Services,4.0,13.0,6.0,2.0,6.1886,5.9814,0.0,NO,NO
1,KALU,155.5,Basic Materials,Aluminum,88.0,11.0,5.0,80.0,8.8646,8.1982,0.0,NO,NO
2,CSTM,27.18,Basic Materials,Aluminum,85.0,7.0,4.0,49.0,1.0836,1.0029,0.26,NO,NO
3,CENX,43.95,Basic Materials,Aluminum,73.0,29.0,1.0,6.0,3.1645,2.9759,0.0,NO,NO
4,AA,49.72,Basic Materials,Aluminum,34.0,86.0,2.0,3.0,2.4932,2.0981,0.0,NO,NO
1,FIGS,15.22,Consumer Cyclical,Apparel Manufacturing,94.0,97.0,88.0,91.0,1.0106,0.8003,1.43,NO,NO
2,GIII,33.53,Consumer Cyclical,Apparel Manufacturing,65.0,5.0,60.0,58.0,0.8325,0.7675,0.24,NO,NO
3,KTB,77.18,Consumer Cyclical,Apparel Manufacturing,50.0,3.0,67.0,78.0,3.4089,2.9868,0.0,NO,NO
4,RL,362.32,Consumer Cyclical,Apparel Manufacturing,41.0,11.0,17.0,17.0,10.5571,10.1164,0.0,NO,NO
5,COLM,58.16,Consumer Cyclical,Apparel Manufacturing,14.0,4.0,7.0,16.0,1.4686,1.3486,0.0,NO,NO
1,VSXY,90.79,Consumer Cyclical,Apparel Retail,97.0,47.0,97.0,93.0,4.3771,4.1214,0.27,NO,NO
2,ANF,147.75,Consumer Cyclical,Apparel Retail,96.0,97.0,98.0,94.0,7.8871,6.2118,20.63,NO,NO
3,CTRN,69.09,Consumer Cyclical,Apparel Retail,95.0,56.0,96.0,93.0,3.7754,3.5004,0.0,NO,NO
4,JILL,19.86,Consumer Cyclical,Apparel Retail,90.0,77.0,96.0,76.0,0.8075,0.7907,0.0,NO,NO
5,ROST,236.27,Consumer Cyclical,Apparel Retail,83.0,8.0,45.0,80.0,6.6461,6.0947,0.0,NO,NO
1,WT,24.76,Financial Services,Asset Management,95.0,94.0,93.0,92.0,0.7143,0.68,1.45,NO,NO
2,AAMI,95.65,Financial Services,Asset Management,95.0,89.0,92.0,95.0,2.4098,2.2644,0.43,NO,NO
3,VCTR,120.64,Financial Services,Asset Management,94.0,91.0,94.0,94.0,3.4788,3.4563,1.27,NO,NO
4,STT,193.62,Financial Services,Asset Management,93.0,74.0,90.0,93.0,3.9171,3.7336,0.1,NO,NO
5,PS,42.11,Financial Services,Asset Management,93.0,93.0,83.0,,2.469,2.469,0.0,NO,NO
1,KMX,63.84,Consumer Cyclical,Auto & Truck Dealerships,93.0,81.0,96.0,94.0,1.8939,1.8704,0.0,NO,NO
2,PAG,217.24,Consumer Cyclical,Auto & Truck Dealerships,87.0,19.0,92.0,91.0,2.6914,2.635,0.0,NO,NO
3,RUSHB,76.68,Consumer Cyclical,Auto & Truck Dealerships,85.0,29.0,86.0,75.0,2.0386,2.0036,0.0,NO,NO
4,LAD,370.15,Consumer Cyclical,Auto & Truck Dealerships,84.0,59.0,91.0,89.0,10.3896,9.9739,0.0,NO,NO
5,RUSHA,76.97,Consumer Cyclical,Auto & Truck Dealerships,82.0,25.0,77.0,47.0,2.0791,2.0791,0.0,NO,NO
1,GM,86.33,Consumer Cyclical,Auto Manufacturers,75.0,10.0,53.0,50.0,1.9753,1.9096,0.2,NO,NO
2,RIVN,16.33,Consumer Cyclical,Auto Manufacturers,68.0,16.0,80.0,57.0,0.6634,0.6341,0.0,NO,NO
3,RACE,412.83,Consumer Cyclical,Auto Manufacturers,61.0,74.0,90.0,67.0,7.3936,5.5568,0.0,NO,NO
4,HMC,31.41,Consumer Cyclical,Auto Manufacturers,49.0,62.0,86.0,49.0,0.582,0.3241,0.0,NO,NO
5,TM,191.84,Consumer Cyclical,Auto Manufacturers,11.0,56.0,44.0,4.0,2.6893,1.8236,0.0,NO,NO
1,VGNT,47.36,Consumer Cyclical,Auto Parts,91.0,78.0,73.0,,1.8325,1.8132,0.19,NO,NO
2,GTX,27.06,Consumer Cyclical,Auto Parts,89.0,4.0,4.0,90.0,0.9445,0.9124,0.84,NO,NO
3,MLR,57.2,Consumer Cyclical,Auto Parts,88.0,86.0,87.0,90.0,1.6132,1.6132,0.0,NO,NO
4,ALSN,128.78,Consumer Cyclical,Auto Parts,85.0,75.0,82.0,51.0,3.8396,3.7932,0.0,NO,NO
5,GPC,139.49,Consumer Cyclical,Auto Parts,82.0,79.0,95.0,82.0,3.0686,2.7929,0.36,NO,NO
1,BNY,163.08,Financial Services,Banks - Diversified,90.0,66.0,86.0,90.0,2.835,2.7271,0.0,NO,NO
2,BBVA,29.03,Financial Services,Banks - Diversified,89.0,83.0,91.0,84.0,0.3471,0.2771,0.0,NO,NO
3,BNS,93.59,Financial Services,Banks - Diversified,89.0,74.0,85.0,85.0,1.8729,1.6657,0.0,NO,NO
4,MUFG,22.44,Financial Services,Banks - Diversified,88.0,31.0,87.0,83.0,0.4339,0.2721,0.0,NO,NO
5,UBS,54.52,Financial Services,Banks - Diversified,87.0,69.0,85.0,89.0,0.6417,0.5839,0.0,NO,NO
1,CIB,101.01,Financial Services,Banks - Regional,94.0,88.0,95.0,90.0,3.5082,3.1568,0.0,NO,NO
2,HFBL,25.92,Financial Services,Banks - Regional,94.0,87.0,93.0,91.0,0.5093,0.3546,0.0,NO,NO
3,MSBI,32.79,Financial Services,Banks - Regional,94.0,12.0,87.0,92.0,0.6988,0.6899,0.0,NO,NO
4,GCBC,34.68,Financial Services,Banks - Regional,92.0,53.0,94.0,94.0,0.8329,0.8279,0.0,NO,NO
5,CARE,31.49,Financial Services,Banks - Regional,92.0,5.0,86.0,93.0,0.8471,0.8443,0.25,NO,NO
