Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
1,NEGG,65.94,1189617,Consumer Cyclical,Internet Retail,99.0,99.0,,0.0,1679798.0,1345470.0,137.84,3.32,1382739328.0,No
2,IREN,64.93,32026013,Financial Services,Capital Markets,99.0,99.0,98.0,14.0,35224526.0,43020430.0,74.15,5.12,17654253568.0,No
3,SOGP,16.6,67555,Communication Services,Internet Content & Information,99.0,,99.0,4.0,2865443.0,344410.0,37.0,1.18,74218584.0,No
4,BETR,78.45,589213,Financial Services,Mortgage Finance,99.0,99.0,14.0,21.0,729884.0,1097780.0,94.06,7.71,1204724352.0,No
5,UAMY,9.6,27068678,Basic Materials,Other Industrial Metals & Mining,99.0,99.0,99.0,,11979582.0,29728110.0,19.71,0.49,1332538496.0,No
6,QURE,67.92,2574211,Healthcare,Biotechnology,99.0,99.0,92.0,97.0,3265587.0,1833090.0,68.27,5.35,4184128000.0,No
7,ONDS,7.52,46612358,Technology,Communication Equipment,99.0,99.0,98.0,9.0,47895559.0,46082550.0,11.7,0.57,2625622528.0,No
8,BE,108.63,8683060,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,90.0,13017990.0,13622710.0,125.75,9.46,25405159424.0,No
9,OPEN,8.16,104253129,Real Estate,Real Estate Services,99.0,,98.0,1.0,272787593.0,101242160.0,10.87,0.51,6057922560.0,No
10,DBVT,16.14,218070,Healthcare,Biotechnology,99.0,99.0,99.0,,87068.0,212330.0,18.0,0.44,441882720.0,No
11,LAES,6.81,42153578,Technology,Semiconductors,99.0,98.0,99.0,99.0,24288532.0,66141970.0,11.0,0.31,1218314496.0,No
12,HOOX,180.69,92699,ETF,ETF,99.0,99.0,99.0,88.0,76598.0,62880.0,205.84,10.22,,No
13,RKLX,149.54,171103,ETF,ETF,99.0,99.0,99.0,96.0,490331.0,409450.0,192.72,11.44,,No
14,AGH,7.69,367088,Consumer Cyclical,Leisure,99.0,99.0,99.0,0.0,453818.0,366950.0,8.1,0.52,112343120.0,No
15,HOOG,115.31,237141,ETF,ETF,99.0,99.0,99.0,77.0,270209.0,225710.0,132.19,6.88,,No
16,NVFY,5.7,673946,Consumer Cyclical,"Furnishings, Fixtures & Appliances",99.0,99.0,99.0,91.0,1239043.0,1378430.0,6.08,0.39,214163360.0,No
17,APLD,34.36,19883603,Technology,Information Technology Services,99.0,98.0,98.0,71.0,33191529.0,38230660.0,40.2,3.31,9615600640.0,No
18,BMNR,53.67,34522155,Financial Services,Capital Markets,99.0,99.0,99.0,,51308926.0,34723920.0,161.0,3.92,15002085376.0,No
19,DZZ,8.39,5640137,n/a,n/a,99.0,9.0,31.0,80.0,35531.0,197050.0,11.76,1.35,,No
20,SNDK,177.05,9477204,Technology,Computer Hardware,99.0,98.0,85.0,31.0,5678521.0,7686250.0,191.81,27.89,25939959808.0,No
21,CELC,77.51,1891392,Healthcare,Biotechnology,99.0,99.0,99.0,7.0,1752690.0,1992150.0,83.0,7.58,3288494592.0,No
22,CIFR,20.54,40834540,Financial Services,Capital Markets,99.0,99.0,84.0,4.0,41589864.0,50533880.0,22.0,1.86,8078095360.0,No
23,CDTX,99.98,1561554,Healthcare,Biotechnology,99.0,99.0,99.0,95.0,769498.0,759620.0,121.21,12.1,2535298048.0,No
24,SLGL,40.73,8435,Healthcare,Biotechnology,99.0,99.0,98.0,94.0,22570.0,12680.0,52.26,4.01,113453128.0,No
25,TDUP,8.97,1039267,Consumer Cyclical,Internet Retail,99.0,99.0,99.0,99.0,2113267.0,1233930.0,12.28,0.5,1104753152.0,No
26,AMPX,12.61,5747867,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,94.0,8819778.0,10747970.0,16.03,1.18,1576580864.0,No
27,NVTX,114.49,138426,ETF,ETF,99.0,91.0,,,152176.0,312160.0,192.82,25.02,,No
28,APLX,126.55,160757,ETF,ETF,99.0,97.0,,,224426.0,350440.0,180.0,25.55,,No
29,NBIS,125.89,15545704,Communication Services,Internet Content & Information,99.0,99.0,98.0,76.0,17524385.0,16916190.0,141.1,17.39,31563397120.0,No
30,ANPA,23.55,5510,Industrials,Specialty Business Services,99.0,,,,50103.0,7500.0,54.75,2.8,294374976.0,No
31,PRCH,16.43,1053043,Technology,Software - Application,99.0,99.0,99.0,99.0,2074782.0,1436410.0,19.44,1.45,1713137920.0,No
32,NVTS,13.91,37524574,Technology,Semiconductors,99.0,97.0,99.0,4.0,36867510.0,94263810.0,17.79,1.52,2963256576.0,No
33,AMUU,97.03,373853,ETF,ETF,99.0,97.0,99.0,68.0,264470.0,220650.0,97.03,11.12,,No
34,OKLO,136.43,15428289,Utilities,Utilities - Regulated Electric,99.0,99.0,99.0,98.0,20262743.0,24285550.0,193.84,17.14,20132419584.0,No
35,RR,5.87,36292329,Industrials,Specialty Industrial Machinery,99.0,98.0,88.0,98.0,39567781.0,53186870.0,7.43,0.52,1164238720.0,No
36,MUU,69.32,1401618,ETF,ETF,99.0,97.0,72.0,2.0,825206.0,897580.0,72.42,6.77,,No
37,MENS,50.0,494852,Healthcare,Biotechnology,99.0,99.0,98.0,,283992.0,464170.0,67.0,6.01,3801383168.0,No
38,ORBS,6.42,2654810,Consumer Cyclical,Packaging & Containers,99.0,,44.0,12.0,6376485.0,2559730.0,83.12,0.98,1205867648.0,No
39,MULL,60.11,294529,ETF,ETF,99.0,97.0,72.0,2.0,241548.0,314710.0,62.73,6.04,,No
40,QUBT,15.72,44650632,Technology,Computer Hardware,99.0,,,99.0,32284167.0,47172640.0,27.15,1.03,3520248832.0,No
41,CRML,13.05,19211332,Basic Materials,Other Industrial Metals & Mining,99.0,97.0,87.0,0.0,14923487.0,38928960.0,32.15,1.23,1536042368.0,No
42,NKTR,62.39,521024,Healthcare,Biotechnology,99.0,99.0,97.0,5.0,996365.0,1053690.0,65.79,6.45,1187900032.0,No
43,ROBN,107.28,906241,ETF,ETF,99.0,99.0,99.0,4.0,1150934.0,855200.0,123.06,6.05,,No
44,PTIR,34.08,3892243,ETF,ETF,99.0,99.0,99.0,99.0,4707796.0,3232140.0,36.34,2.84,,No
45,ANRO,12.25,1006158,Healthcare,Biotechnology,99.0,88.0,10.0,1.0,1439106.0,2195930.0,12.71,1.6,378633920.0,No
46,RYM,37.75,13354,Industrials,Farm & Heavy Construction Machinery,99.0,99.0,99.0,99.0,22801.0,25120.0,84.44,2.94,75596944.0,No
47,INBX,58.89,1044515,Healthcare,Biotechnology,99.0,98.0,96.0,27.0,244617.0,879780.0,61.21,10.8,854205312.0,No
48,MOB,8.23,190841,Industrials,Aerospace & Defense,99.0,99.0,98.0,93.0,529710.0,514920.0,11.02,1.28,81803472.0,No
49,TGEN,8.59,328752,Industrials,Electrical Equipment & Parts,99.0,99.0,,99.0,872778.0,1153230.0,12.07,0.83,254895504.0,No
50,PHOE,16.5,9114,Industrials,Engineering & Construction,99.0,96.0,99.0,14.0,17862.0,12120.0,24.88,2.31,356400000.0,No
