Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,Aluminum,96,92,90,98
🔹 RS > 80: Leading Sectors,Semiconductor Equipment & Materials,94,88,90,91
🔹 RS > 80: Leading Sectors,Semiconductors,87,93,86,83
🔹 RS ≥ 80: Breakout Sectors,Other Precious Metals & Mining,88,62,19,81
🔹 RS ≥ 80: Breakout Sectors,Copper,88,80,26,80
🔹 RS ≥ 80: Breakout Sectors,Gold,85,71,26,79
🔹 RS ≥ 80: Breakout Sectors,Uranium,81,63,17,50
🔹 RS ≥ 80: Breakout Sectors,Silver,80,69,34,93
