Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
6,QURE,54.99,5279965,Healthcare,Biotechnology,99.0,97.0,98.0,87.0,2849812.0,11959450.0,60.7,4.45,3387591424.0,No
14,AMPX,12.09,9670906,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,97.0,9131061.0,10402630.0,12.29,0.97,1567852288.0,No
15,BE,90.22,19118575,Industrials,Electrical Equipment & Parts,99.0,99.0,95.0,94.0,12193841.0,17757130.0,91.23,9.02,21112465408.0,No
16,UAMY,7.55,18014498,Basic Materials,Other Industrial Metals & Mining,99.0,99.0,99.0,99.0,6763995.0,11690120.0,8.17,0.49,979084224.0,No
17,MSGY,20.52,797064,Industrials,Engineering & Construction,99.0,99.0,22.0,,279346.0,600190.0,22.2,3.83,291896992.0,No
24,NBTX,18.79,158373,Healthcare,Biotechnology,99.0,98.0,93.0,14.0,35633.0,167180.0,21.0,2.76,905953344.0,No
28,CDTX,96.34,845423,Healthcare,Biotechnology,99.0,99.0,99.0,90.0,720350.0,1523540.0,100.48,10.14,2442994688.0,No
35,DBVT,10.12,306267,Healthcare,Biotechnology,99.0,99.0,,99.0,34606.0,39250.0,12.78,0.44,276904576.0,No
37,MOB,8.35,565924,Industrials,Aerospace & Defense,99.0,99.0,96.0,88.0,509168.0,735640.0,10.91,1.03,82996240.0,No
50,ABAT,5.22,14798460,Industrials,Waste Management,99.0,98.0,96.0,7.0,6808644.0,13773720.0,5.49,0.73,616960256.0,No
52,PL,13.77,16862272,Industrials,Aerospace & Defense,99.0,97.0,99.0,98.0,10588744.0,14066030.0,14.02,2.06,3985764864.0,No
53,LTBR,20.49,1825209,Industrials,Electrical Equipment & Parts,99.0,98.0,98.0,99.0,1727912.0,3390920.0,23.37,2.58,611425984.0,No
55,LPTH,7.68,1094452,Technology,Electronic Components,99.0,99.0,95.0,79.0,1001476.0,2242280.0,8.43,1.4,343067232.0,No
72,DPRO,9.19,15689506,Industrials,Aerospace & Defense,99.0,97.0,68.0,5.0,4665787.0,9346610.0,10.03,1.63,172441888.0,No
76,UUUU,15.68,33393454,Energy,Uranium,99.0,98.0,86.0,7.0,15278206.0,20999900.0,18.78,3.2,3924658432.0,No
81,CIFR,12.6,61035874,Financial Services,Capital Markets,99.0,98.0,97.0,3.0,38496896.0,61362870.0,15.54,1.86,4955403776.0,No
82,MLYS,39.81,1533781,Healthcare,Biotechnology,99.0,98.0,61.0,83.0,1512506.0,1642790.0,41.09,8.24,3257480960.0,No
83,SATS,79.5,5553274,Communication Services,Telecom Services,99.0,99.0,94.0,94.0,5158122.0,5402230.0,85.37,14.9,22004654080.0,No
87,EOSE,12.38,18858776,Industrials,Electrical Equipment & Parts,99.0,98.0,94.0,99.0,15092109.0,22983990.0,12.39,2.06,3456698880.0,No
88,SNDK,121.18,9268390,Technology,Computer Hardware,99.0,91.0,89.0,79.0,4070301.0,9166510.0,123.85,27.89,17671632896.0,No
94,IONQ,63.15,24880949,Technology,Computer Hardware,98.0,98.0,99.0,99.0,22816353.0,38229610.0,76.13,7.99,22300577792.0,No
97,SSRM,23.92,3557220,Basic Materials,Gold,98.0,99.0,97.0,98.0,3314192.0,4306190.0,25.09,5.06,4851516928.0,No
98,PRPO,20.5,17319,Healthcare,Diagnostics & Research,98.0,98.0,99.0,43.0,16088.0,21920.0,22.38,3.9,33201472.0,No
102,PRE,14.6,96456,Healthcare,Diagnostics & Research,98.0,93.0,96.0,7.0,71384.0,173420.0,14.6,3.1,179379248.0,No
103,NG,10.11,7972457,Basic Materials,Gold,98.0,96.0,92.0,11.0,3449919.0,4627280.0,10.13,2.26,4116990208.0,No
105,RAPT,27.24,445566,Healthcare,Biotechnology,98.0,81.0,1.0,1.0,144128.0,356340.0,28.3,5.66,462409088.0,No
106,PSIX,92.2,868590,Industrials,Specialty Industrial Machinery,98.0,99.0,99.0,99.0,741804.0,695270.0,121.78,15.3,2242144512.0,No
110,HOUS,10.1,3181570,Real Estate,Real Estate Services,98.0,94.0,50.0,24.0,2215458.0,7004650.0,12.03,2.71,1128640000.0,No
115,CMCL,37.35,236373,Basic Materials,Gold,98.0,98.0,97.0,91.0,226990.0,297430.0,37.73,8.8,728422080.0,No
118,QS,14.58,85579004,Consumer Cyclical,Auto Parts,98.0,96.0,96.0,9.0,43909563.0,47931700.0,15.03,3.4,8480353280.0,No
119,GRAL,62.06,950182,Healthcare,Diagnostics & Research,98.0,90.0,98.0,98.0,918831.0,1102770.0,63.99,12.33,2237126400.0,No
121,LAC,7.03,211538991,Basic Materials,Other Industrial Metals & Mining,98.0,29.0,30.0,17.0,19624039.0,79190440.0,7.55,2.31,1886402816.0,No
122,NEUP,13.65,108989,Healthcare,Biotechnology,98.0,98.0,96.0,87.0,57676.0,77940.0,15.14,2.12,27360046.0,No
126,WDC,130.59,18011956,Technology,Computer Hardware,98.0,96.0,95.0,9.0,7774653.0,9757660.0,131.12,28.83,45304557568.0,No
127,LINK,14.36,198096,Technology,Electronic Components,98.0,97.0,95.0,92.0,86419.0,269390.0,15.15,3.25,153238640.0,No
129,VSAT,29.32,4183416,Technology,Communication Equipment,98.0,99.0,95.0,13.0,3843434.0,3627810.0,34.05,6.69,3936586752.0,No
137,TNGX,7.99,2409977,Healthcare,Biotechnology,98.0,97.0,98.0,0.0,1974009.0,3333180.0,8.8,1.03,904315456.0,No
138,EMX,5.16,963501,Basic Materials,Other Industrial Metals & Mining,98.0,98.0,93.0,85.0,713087.0,1106900.0,5.28,1.65,562579328.0,No
143,DRD,28.1,759004,Basic Materials,Gold,98.0,97.0,83.0,98.0,652987.0,1382730.0,29.12,8.38,2428296448.0,No
145,BKKT,34.13,5254160,Technology,Software - Infrastructure,98.0,1.0,95.0,3.0,2077715.0,6320330.0,37.21,6.81,543832128.0,No
147,SBSW,11.48,11276444,Basic Materials,Other Precious Metals & Mining,98.0,97.0,97.0,29.0,8510541.0,9415040.0,12.05,3.05,8120189952.0,No
150,HYMC,6.56,932313,Basic Materials,Gold,98.0,97.0,85.0,92.0,780436.0,1004600.0,7.18,1.99,348326720.0,No
152,MASS,8.99,532073,Healthcare,Medical Devices,98.0,91.0,97.0,96.0,333658.0,548070.0,9.0,1.81,324410400.0,No
154,STX,256.82,8816987,Technology,Computer Hardware,98.0,96.0,96.0,13.0,3775787.0,4186860.0,258.4,63.19,54728589312.0,No
158,IVA,5.91,55159,Healthcare,Biotechnology,98.0,98.0,90.0,97.0,45950.0,61040.0,6.5,1.6,840178432.0,No
164,FSI,10.0,78856,Basic Materials,Specialty Chemicals,98.0,98.0,97.0,97.0,68895.0,60290.0,11.48,3.21,126565320.0,No
166,OPRX,19.0,348930,Healthcare,Health Information Services,98.0,98.0,97.0,92.0,340284.0,375030.0,20.7,3.78,352549952.0,No
170,TTMI,59.07,4356394,Technology,Electronic Components,98.0,97.0,98.0,70.0,2460225.0,3030140.0,60.1,15.77,6102714880.0,No
171,OLMA,11.03,2138260,Healthcare,Biotechnology,98.0,76.0,8.0,1.0,776601.0,1164830.0,13.51,2.86,757036608.0,No
174,GILT,13.91,1471603,Technology,Communication Equipment,98.0,96.0,89.0,89.0,785582.0,1101290.0,13.99,4.83,795817536.0,No
