Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,RAPT,57.72,12077646.0,Healthcare,Biotechnology,98.0,98.0,98.0,98.0,2281201.0,7030640.0,57.86,5.66,1671604736.0,No
Leading Stocks (RS > 90),2,CPS,45.2,1115515.0,Consumer Cyclical,Auto Parts,96.0,98.0,95.0,92.0,178555.0,270370.0,47.77,10.38,797192768.0,No
Leading Stocks (RS > 90),3,UCTT,55.39,1601616.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,98.0,97.0,837881.0,1221550.0,58.7,16.66,2517621760.0,No
Leading Stocks (RS > 90),4,SPHR,115.7,1293402.0,Communication Services,Entertainment,97.0,94.0,95.0,98.0,782800.0,941610.0,117.5,23.89,4107595264.0,No
Leading Stocks (RS > 90),5,NESR,20.83,1767630.0,Energy,Oil & Gas Equipment & Services,97.0,91.0,97.0,98.0,1077175.0,1473310.0,21.6,5.2,2099200768.0,No
Leading Stocks (RS > 90),6,IPGP,153.91,1334824.0,Technology,Semiconductor Equipment & Materials,96.0,98.0,98.0,95.0,415668.0,932240.0,155.82,48.59,6483777024.0,No
Leading Stocks (RS > 90),7,ICHR,46.77,1402334.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,98.0,97.0,903877.0,1667250.0,48.72,13.12,1610467712.0,No
Leading Stocks (RS > 90),8,EGO,47.37,3211843.0,Basic Materials,Gold,97.0,93.0,97.0,96.0,2110429.0,3694740.0,51.16,13.29,9564484608.0,No
Leading Stocks (RS > 90),9,VAL,95.96,2625633.0,Energy,Oil & Gas Equipment & Services,96.0,98.0,97.0,96.0,1464673.0,3666040.0,96.4,27.15,6676635648.0,No
Leading Stocks (RS > 90),10,SSRM,28.11,5593742.0,Basic Materials,Gold,96.0,94.0,91.0,94.0,3126036.0,3623790.0,28.81,8.65,5730136576.0,No
Leading Stocks (RS > 90),11,CLMT,28.61,3098321.0,Basic Materials,Specialty Chemicals,95.0,98.0,96.0,96.0,990098.0,1593820.0,29.2,7.68,2482041088.0,No
Leading Stocks (RS > 90),12,AMAT,354.91,15706020.0,Technology,Semiconductor Equipment & Materials,95.0,94.0,96.0,95.0,7687663.0,9655430.0,376.32,123.74,281699680256.0,No
Leading Stocks (RS > 90),13,KF,50.0,32902.0,Financial Services,Asset Management,95.0,96.0,94.0,94.0,17478.0,16330.0,50.0,18.15,208607456.0,No
Leading Stocks (RS > 90),14,LBRT,25.9,7610478.0,Energy,Oil & Gas Equipment & Services,95.0,97.0,97.0,97.0,4122714.0,6600810.0,27.21,9.5,4197134336.0,No
Leading Stocks (RS > 90),15,PKST,20.82,1787915.0,Real Estate,REIT - Office,94.0,98.0,95.0,94.0,521373.0,2074690.0,20.97,10.35,774007808.0,No
Leading Stocks (RS > 90),16,DOCN,68.16,3948899.0,Technology,Software - Infrastructure,95.0,97.0,94.0,97.0,2331027.0,3568580.0,70.43,25.45,6236104704.0,No
Leading Stocks (RS > 90),17,MGA,68.73,8242349.0,Consumer Cyclical,Auto Parts,93.0,95.0,93.0,92.0,1656460.0,2823970.0,69.94,30.39,19442321408.0,No
Leading Stocks (RS > 90),18,BWA,62.8,8084013.0,Consumer Cyclical,Auto Parts,94.0,97.0,93.0,91.0,3335980.0,5205790.0,70.08,24.4,13434685440.0,No
Leading Stocks (RS > 90),19,SEB,5373.93,34951.0,Industrials,Conglomerates,94.0,92.0,94.0,92.0,16142.0,20910.0,5654.0,2437.0,5147118080.0,No
Leading Stocks (RS > 90),20,NE,45.82,6500655.0,Energy,Oil & Gas Drilling,93.0,98.0,96.0,93.0,1981567.0,3120280.0,46.31,17.4,7294424576.0,No
Leading Stocks (RS > 90),21,PDS,87.35,210520.0,Energy,Oil & Gas Drilling,93.0,93.0,96.0,93.0,90708.0,144140.0,91.99,36.2,1151174144.0,No
Leading Stocks (RS > 90),22,SLAB,207.27,919917.0,Technology,Semiconductors,93.0,98.0,97.0,92.0,579903.0,2079450.0,208.84,82.82,6830775296.0,No
Leading Stocks (RS > 90),23,LINC,28.9,1044980.0,Consumer Defensive,Education & Training Services,91.0,92.0,93.0,91.0,264109.0,380670.0,30.21,14.1,913927680.0,No
Leading Stocks (RS > 90),24,OCS,28.49,318913.0,Healthcare,Biotechnology,92.0,95.0,96.0,93.0,204250.0,309810.0,29.36,14.0,1646918784.0,No
Leading Stocks (RS > 90),25,DAR,50.96,4003489.0,Consumer Defensive,Packaged Foods,91.0,97.0,95.0,93.0,2301178.0,2903930.0,52.88,26.0,8061162496.0,No
