Section,Industry,RS,1 M_RS,3M_RS,6M_RS
🔹 RS > 80: Leading Sectors,REIT - Hotel & Motel,90,95,93,90
🔹 RS > 80: Leading Sectors,Trucking,87,86,88,88
🔹 RS > 80: Leading Sectors,Textile Manufacturing,86,95,94,85
🕵️ Improving Watchlist (RS < 75),Drug Manufacturers - Specialty & Generic,54,52,51,47
