Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,FCEL,26.38,22234104,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,99.0,5229600.0,13118210.0,26.9,3.78,1397555968.0,No,,10.67,8.25,11.96,9.22
Leading Stocks (RS > 90),2,WOLF,69.5,9234993,Technology,Semiconductors,99.0,99.0,99.0,99.0,4604741.0,12420100.0,73.74,8.05,3359566080.0,No,,30.7,,34.42,23.9
Leading Stocks (RS > 90),3,VELO,20.33,3820728,Technology,Computer Hardware,99.0,97.0,98.0,99.0,2517190.0,3950490.0,23.84,2.81,605854400.0,No,,13.48,9.68,13.72,12.05
Leading Stocks (RS > 90),4,APLD,48.02,42816282,Technology,Information Technology Services,98.0,98.0,97.0,97.0,21050583.0,20424390.0,48.57,6.67,13722653696.0,No,,32.37,28.42,33.24,31.15
Leading Stocks (RS > 90),5,BRUN,25.52,1455956,Technology,Software - Infrastructure,98.0,99.0,98.0,97.0,694348.0,1937490.0,31.5,10.13,1567659776.0,No,,15.31,12.56,16.67,13.42
Leading Stocks (RS > 90),6,DXYZ,61.66,9825782,Financial Services,Asset Management,97.0,99.0,98.0,98.0,2694975.0,7093420.0,71.24,19.71,1855852416.0,No,,34.46,29.41,36.69,31.23
Leading Stocks (RS > 90),7,VSH,42.17,5351319,Technology,Semiconductors,98.0,98.0,98.0,99.0,3051914.0,6245730.0,42.79,11.77,5739582464.0,No,,25.67,18.54,27.21,20.09
Leading Stocks (RS > 90),8,VSAT,70.76,2771915,Technology,Communication Equipment,98.0,91.0,96.0,97.0,1618614.0,1928590.0,77.76,8.61,9611430912.0,No,,58.81,42.06,60.31,46.82
Leading Stocks (RS > 90),9,PENG,48.81,3172504,Technology,Information Technology Services,98.0,99.0,99.0,98.0,1980241.0,4392110.0,53.27,16.04,2565461248.0,No,,28.48,23.43,30.65,23.41
Leading Stocks (RS > 90),10,SILC,42.76,150729,Technology,Communication Equipment,98.0,98.0,98.0,98.0,95319.0,201390.0,52.58,13.34,243994624.0,No,,29.91,20.01,32.04,21.67
Leading Stocks (RS > 90),11,GFS,81.35,10758007,Technology,Semiconductors,97.0,97.0,97.0,98.0,4096758.0,4141710.0,81.46,31.51,44613677056.0,No,,56.16,42.3,58.67,46.22
Leading Stocks (RS > 90),12,ARM,298.23,21320169,Technology,Semiconductors,97.0,98.0,99.0,97.0,8419362.0,11765860.0,298.69,100.02,317316300800.0,No,,178.22,146.21,190.79,147.31
Leading Stocks (RS > 90),13,GTX,33.22,4203478,Consumer Cyclical,Auto Parts,97.0,99.0,97.0,97.0,2469814.0,3271690.0,33.37,9.57,6218402304.0,No,,22.05,17.62,23.26,19.69
Leading Stocks (RS > 90),14,SEDG,63.0,6731990,Technology,Solar,97.0,98.0,97.0,95.0,3986087.0,5305710.0,65.16,13.73,3831546624.0,No,,45.41,37.0,48.71,38.91
Leading Stocks (RS > 90),15,ENS,238.91,855098,Industrials,Electrical Equipment & Parts,96.0,94.0,94.0,95.0,366070.0,457820.0,244.3,76.6,8804162560.0,No,,197.18,152.13,203.15,171.3
Leading Stocks (RS > 90),16,PBT,29.98,282062,Energy,Oil & Gas Midstream,96.0,97.0,96.0,93.0,167629.0,298750.0,32.25,10.8,1397331712.0,No,,23.09,19.31,23.35,20.18
Leading Stocks (RS > 90),17,OUST,35.09,4825933,Technology,Electronic Components,96.0,96.0,98.0,94.0,2958317.0,6662440.0,41.65,9.77,2234283776.0,No,,24.55,25.61,25.2,23.67
Leading Stocks (RS > 90),18,ADV,40.83,195509,Communication Services,Advertising Agencies,95.0,96.0,99.0,92.0,73162.0,89480.0,53.62,12.22,542846336.0,No,,29.25,29.63,30.92,24.79
Leading Stocks (RS > 90),19,RXO,24.36,3379225,Industrials,Trucking,94.0,97.0,96.0,98.0,2251075.0,4188630.0,24.98,10.43,4017459200.0,No,,17.24,15.67,18.06,15.44
Leading Stocks (RS > 90),20,ENPH,62.34,17702747,Technology,Solar,93.0,99.0,93.0,98.0,6674262.0,9994730.0,63.27,25.78,8216301056.0,No,,38.55,36.86,40.18,37.45
Leading Stocks (RS > 90),21,PDEX,62.61,54379,Healthcare,Medical Instruments & Supplies,93.0,96.0,96.0,97.0,26908.0,28660.0,64.35,23.47,199898640.0,No,,52.44,41.7,53.37,44.01
