Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W
32,WDC,670.75,12513095.0,Technology,Computer Hardware,99.0,98.0,98.0,99.0,56.9086,42.9728,7927611.0,10086610.0,799.87,60.57,,231195541504,No,494.42,272.24,530.47,344.5
38,MU,1051.77,58149691.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,100.0314,73.3264,50656600.0,53732170.0,1213.56,103.38,,1186116796416,No,761.22,410.85,826.38,519.87
50,STX,1038.59,5182059.0,Technology,Computer Hardware,99.0,97.0,99.0,99.0,73.9657,63.3178,4083901.0,4648800.0,1145.0,133.85,,234983178240,No,783.36,430.7,847.11,532.47
52,VICR,336.12,1029806.0,Technology,Electronic Components,99.0,97.0,97.0,99.0,28.4486,23.8686,835312.0,709730.0,369.4,41.76,,15320822784,No,280.44,158.26,291.72,198.22
54,SYRE,97.05,2613018.0,Healthcare,Biotechnology,99.0,97.0,98.0,98.0,5.8818,5.34,1241162.0,1509260.0,102.06,14.0,,8427943936,No,74.62,41.71,77.64,52.22
69,VSH,58.96,7589506.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,6.9036,6.1814,5572648.0,9114680.0,69.47,11.77,,8024799232,No,42.3,23.04,46.9,27.65
75,UCTT,111.63,1292637.0,Technology,Semiconductor Equipment & Materials,99.0,98.0,97.0,99.0,9.8407,8.13,1108995.0,1265710.0,125.0,20.3,,5004188672,No,87.29,50.7,92.41,62.82
77,PRAX,305.37,509571.0,Healthcare,Biotechnology,99.0,9.0,48.0,73.0,18.4001,17.7636,448856.0,532750.0,366.52,37.19,,8513340928,No,315.47,247.89,314.34,306.36
85,MRVL,279.04,44861019.0,Technology,Semiconductors,99.0,98.0,99.0,99.0,35.12,29.0179,41444620.0,79758540.0,329.88,61.44,,244104200192,No,204.71,115.37,221.04,134.4
88,NBIS,275.25,18422605.0,Communication Services,Internet Content & Information,99.0,97.0,98.0,99.0,27.865,26.2179,17352969.0,19050270.0,299.86,43.89,,69885476864,No,202.75,127.19,216.66,140.35
90,PENG,66.96,4758810.0,Technology,Information Technology Services,99.0,98.0,99.0,99.0,7.8147,7.3885,2698443.0,2861270.0,77.4,16.04,,3519428096,No,46.7,27.44,52.01,30.67
119,SHAZ,84.36,1405756.0,Technology,Information Technology Services,98.0,98.0,99.0,,11.4721,10.69,609433.0,1416940.0,97.48,16.55,,1424046720,No,57.84,,64.18,
120,ALAB,397.02,6452625.0,Technology,Semiconductors,98.0,98.0,99.0,98.0,38.2546,33.4845,6014245.0,7399120.0,440.99,84.78,,68052377600,No,269.19,188.58,299.6,197.94
127,MBX,46.39,669204.0,Healthcare,Biotechnology,98.0,98.0,96.0,94.0,3.3142,3.248,657101.0,1149700.0,46.9,9.63,,2208049664,No,33.66,28.89,35.37,33.7
145,ACMR,99.12,1671902.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,98.0,10.3587,8.9834,1489662.0,1765990.0,111.41,23.03,,6850132480,No,70.39,50.26,77.09,58.29
146,POWL,291.5,1044343.0,Industrials,Electrical Equipment & Parts,98.0,86.0,95.0,98.0,22.275,21.1828,661854.0,670120.0,328.0,60.68,,10619825152,No,278.68,171.36,286.21,202.03
147,WYFI,44.76,4538050.0,Technology,Information Technology Services,98.0,99.0,99.0,99.0,4.6429,4.4536,1570391.0,2453920.0,46.87,10.51,,1728372224,No,24.42,21.77,26.98,20.16
149,STRL,892.25,650185.0,Industrials,Engineering & Construction,98.0,96.0,98.0,98.0,76.1057,69.4582,618858.0,669720.0,1005.68,217.07,,27379542016,No,727.77,455.6,781.28,513.66
152,AMBQ,79.78,685867.0,Technology,Semiconductors,98.0,78.0,99.0,98.0,7.6985,7.2756,599072.0,727480.0,91.61,22.12,,1742829056,No,61.16,37.51,68.14,42.52
159,CDNL,72.73,785717.0,Industrials,Engineering & Construction,98.0,98.0,98.0,98.0,5.6128,5.5121,476654.0,538040.0,82.33,21.98,,1112258816,No,56.26,,59.33,
160,KLIC,127.1,2311475.0,Technology,Semiconductor Equipment & Materials,98.0,97.0,97.0,98.0,8.3298,7.5655,814922.0,1040810.0,129.65,31.32,,6651508224,No,98.81,63.69,104.53,75.71
162,COHU,64.37,1416821.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,98.0,98.0,4.7493,3.8989,1352601.0,1443760.0,70.92,17.8,,3036677376,No,50.5,32.01,53.34,37.14
164,TER,420.12,7307619.0,Technology,Semiconductor Equipment & Materials,98.0,95.0,92.0,98.0,33.5536,26.5871,3874943.0,5365560.0,459.19,88.6,,65766490112,No,375.12,256.59,381.31,306.27
165,AMKR,86.72,6393466.0,Technology,Semiconductor Equipment & Materials,98.0,97.0,97.0,98.0,7.6507,6.6786,5044009.0,7278190.0,96.68,20.5,,21495504896,No,73.0,48.47,75.64,56.85
173,MKSI,389.17,1590821.0,Technology,Scientific & Technical Instruments,98.0,96.0,96.0,98.0,25.3411,19.4875,1153617.0,1241440.0,421.58,88.49,,26286149632,No,312.52,213.97,327.45,253.04
176,FLEX,151.85,7581259.0,Technology,Electronic Components,98.0,94.0,98.0,98.0,10.0193,9.3343,6460062.0,13078860.0,166.86,46.64,,55634489344,No,124.83,78.14,134.75,88.57
179,ELVR,82.65,283165.0,Basic Materials,Other Industrial Metals & Mining,98.0,19.0,97.0,96.0,7.5094,5.485,137279.0,329720.0,102.8,15.54,,1497737216,No,84.71,52.79,87.65,64.99
184,IMOS,65.34,105079.0,Technology,Semiconductors,98.0,98.0,96.0,98.0,4.5329,3.1554,96329.0,109770.0,72.91,15.06,,2271930624,No,54.21,36.04,57.51,43.35
186,STM,72.43,14100223.0,Technology,Semiconductors,98.0,90.0,98.0,98.0,5.22,3.6957,12103059.0,14643480.0,81.42,21.11,,64375357440,No,62.08,37.03,66.18,42.78
189,LRCX,371.33,15758700.0,Technology,Semiconductor Equipment & Materials,98.0,96.0,95.0,98.0,28.4964,20.7729,10009380.0,13797400.0,409.75,90.94,,464374530048,No,303.33,212.98,315.73,248.37
198,AMAT,585.88,12008490.0,Technology,Semiconductor Equipment & Materials,98.0,98.0,96.0,98.0,41.9779,30.2278,7605827.0,11446220.0,641.18,154.47,,465164959744,No,454.25,322.38,478.36,376.71
200,NWPX,138.62,174541.0,Basic Materials,Steel,98.0,97.0,97.0,97.0,6.0321,5.9257,148937.0,172650.0,144.35,39.18,,1335881984,No,109.63,75.41,116.97,86.48
201,ENLT,90.56,480318.0,Utilities,Utilities - Renewable,98.0,35.0,85.0,97.0,5.8358,4.0108,198941.0,277580.0,108.65,22.58,,12652703744,No,90.5,59.18,91.87,70.67
205,TWST,85.0,1643944.0,Healthcare,Diagnostics & Research,97.0,98.0,97.0,98.0,5.6979,5.3943,1591351.0,2293370.0,89.71,23.3,,5293061632,No,63.93,43.78,67.27,50.78
206,AGX,736.77,437545.0,Industrials,Engineering & Construction,97.0,93.0,95.0,98.0,56.7064,51.5493,383619.0,390490.0,791.38,196.9,,10328961024,No,666.21,435.06,689.32,508.36
209,CRDO,272.01,10313821.0,Technology,Semiconductors,97.0,98.0,99.0,97.0,29.5024,25.8481,7765398.0,10227660.0,308.67,84.25,,50722922496,No,204.27,155.18,219.61,159.7
212,DNTH,87.53,953091.0,Healthcare,Biotechnology,97.0,27.0,66.0,97.0,5.9096,5.2846,824909.0,1508640.0,96.5,17.11,,4784935424,No,86.66,58.09,85.98,67.73
213,APGE,132.88,10192020.0,Healthcare,Biotechnology,97.0,99.0,96.0,95.0,7.6579,4.6529,1912837.0,7145490.0,133.16,34.34,,9990412288,No,86.61,70.33,89.23,79.74
221,MTRN,265.34,308727.0,Basic Materials,Other Industrial Metals & Mining,97.0,97.0,97.0,97.0,11.6764,10.9814,281850.0,398260.0,281.55,78.05,,5519465472,No,209.44,152.08,222.19,169.58
224,MANE,103.6,585703.0,Healthcare,Biotechnology,97.0,35.0,96.0,,7.0546,6.8018,578501.0,474380.0,117.71,32.0,,4328271872,No,95.35,,96.25,
230,GLW,194.07,14231586.0,Technology,Electronic Components,97.0,64.0,94.0,98.0,15.2286,12.0875,13096338.0,13356200.0,212.39,51.09,,167023984640,No,180.45,121.9,183.39,139.84
254,MTSI,372.15,2035151.0,Technology,Semiconductors,97.0,28.0,96.0,97.0,23.3636,20.1321,1392250.0,1574540.0,418.9,118.16,,28393472000,No,339.8,223.88,354.68,262.71
257,FIX,1908.07,459630.0,Industrials,Engineering & Construction,97.0,77.0,91.0,97.0,113.0743,100.6164,426187.0,510810.0,2073.99,504.75,,67133472768,No,1846.96,1266.17,1879.17,1451.72
258,ONTO,315.88,1198799.0,Technology,Semiconductor Equipment & Materials,97.0,95.0,94.0,97.0,24.62,19.1634,1079050.0,1348020.0,349.38,89.4,,15712998400,No,284.26,197.76,290.45,230.67
260,MYRG,468.0,352599.0,Industrials,Engineering & Construction,97.0,84.0,96.0,97.0,24.4493,23.4079,290991.0,306520.0,484.71,171.51,,7287244800,No,418.73,280.64,441.05,319.33
263,ELVN,48.6,1915617.0,Healthcare,Biotechnology,97.0,93.0,95.0,98.0,3.563,3.2798,1352462.0,2790300.0,48.79,14.79,,3471900416,No,41.82,28.5,42.37,32.84
289,ON,117.06,15475565.0,Technology,Semiconductors,97.0,85.0,97.0,97.0,9.9007,7.7643,11505564.0,12703760.0,134.92,44.56,,45513302016,No,107.83,69.27,112.73,78.94
296,KLAC,244.49,18037842.0,Technology,Semiconductor Equipment & Materials,97.0,98.0,96.0,97.0,19.469,15.5016,10628988.0,15531430.0,269.9,83.22,,319371214848,No,197.07,146.12,206.6,164.85
316,INTG,43.42,57684.0,Consumer Cyclical,Lodging,96.0,94.0,81.0,92.0,3.0044,2.9872,48582.0,106690.0,43.84,9.57,,93301416,No,37.3,31.76,37.83,33.51
321,IRDM,44.16,2815282.0,Communication Services,Telecom Services,96.0,23.0,96.0,98.0,3.9814,3.8079,2559069.0,3087280.0,53.83,15.65,,4668937216,No,43.64,26.26,44.55,30.51
328,KF,70.62,38880.0,Financial Services,Asset Management,96.0,81.0,93.0,97.0,5.3636,3.6964,24008.0,22790.0,81.94,26.29,,293662560,No,65.96,46.13,68.1,52.51
333,SNX,290.14,997451.0,Technology,Electronics & Computer Distribution,96.0,97.0,97.0,96.0,10.0293,9.6179,859140.0,864450.0,294.98,128.01,,23392942080,No,244.2,178.82,254.8,193.5
341,CNTA,40.5,11271924.0,Healthcare,Biotechnology,96.0,67.0,95.0,94.0,0.2046,0.2046,2786216.0,2295040.0,40.56,12.74,,6266618368,No,39.69,29.21,39.76,31.63
343,OUST,45.16,4201816.0,Technology,Electronic Components,96.0,97.0,98.0,97.0,6.0811,5.6318,3898820.0,4656720.0,51.5,16.4,,2875470336,No,34.13,27.02,36.9,26.84
351,ALNT,96.03,270959.0,Technology,Electronic Components,96.0,99.0,94.0,95.0,5.8371,5.555,224035.0,258460.0,100.01,34.82,,1632174976,No,76.7,61.45,78.96,67.83
352,LASR,66.44,1560209.0,Technology,Semiconductors,96.0,8.0,16.0,96.0,5.8684,5.5604,1283672.0,1018860.0,86.95,17.51,,3747794688,No,71.61,49.89,71.56,57.99
360,CRS,578.12,851079.0,Industrials,Metal Fabrication,96.0,98.0,95.0,96.0,21.0043,20.5007,721641.0,881480.0,597.52,228.0,,28724246528,No,466.32,360.18,480.64,401.52
372,VRT,318.32,10250377.0,Industrials,Electrical Equipment & Parts,96.0,32.0,87.0,97.0,22.233,17.8844,5810967.0,6382050.0,379.94,110.06,,122269515776,No,323.41,226.07,326.06,254.11
379,CAT,984.24,4164510.0,Industrials,Farm & Heavy Construction Machinery,96.0,92.0,93.0,95.0,38.5779,29.6382,2597224.0,3291280.0,1023.29,367.92,,453333024768,No,881.52,676.2,904.69,753.69
382,MOD,277.46,1522901.0,Consumer Cyclical,Auto Parts,96.0,91.0,90.0,97.0,19.6964,18.0143,1157696.0,1254660.0,323.25,86.48,,14654267392,No,268.27,193.23,272.81,213.83
394,AXSM,241.97,1243622.0,Healthcare,Biotechnology,96.0,76.0,95.0,94.0,9.3272,9.0676,733914.0,685280.0,260.19,96.09,,12451720192,No,220.68,169.34,228.8,188.81
401,ALGM,55.52,3406002.0,Technology,Semiconductors,96.0,96.0,97.0,97.0,4.63,3.8889,2319832.0,2693260.0,61.67,22.41,,10339067904,No,46.98,35.02,49.03,38.47
412,KN,40.09,1042705.0,Technology,Electronic Components,95.0,93.0,95.0,96.0,1.9507,1.675,919656.0,1141440.0,42.93,17.34,,3430126592,No,35.2,26.78,36.52,28.86
