Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,UCTT,60.68,7113037.0,Technology,Semiconductor Equipment & Materials,97.0,97.0,98.0,97.0,1054909.0,2017830.0,73.8,16.66,2754088448.0,No
Leading Stocks (RS > 90),2,AAOI,84.23,24298605.0,Technology,Communication Equipment,98.0,98.0,98.0,98.0,5039413.0,4279020.0,84.31,9.71,5751215104.0,No
Leading Stocks (RS > 90),3,LASR,56.19,3687689.0,Technology,Semiconductors,98.0,96.0,96.0,95.0,1015511.0,1637900.0,62.98,6.2,3110671104.0,No
Leading Stocks (RS > 90),4,NBTX,31.04,85655.0,Healthcare,Biotechnology,98.0,98.0,94.0,98.0,29578.0,24940.0,31.62,2.95,1501962112.0,No
Leading Stocks (RS > 90),5,PVLA,135.02,654170.0,Healthcare,Biotechnology,98.0,98.0,93.0,97.0,307434.0,492590.0,151.18,18.23,1598162944.0,No
Leading Stocks (RS > 90),6,LITE,700.91,8582561.0,Technology,Communication Equipment,98.0,98.0,98.0,98.0,4516111.0,4488000.0,765.0,45.65,50044973056.0,No
Leading Stocks (RS > 90),7,ENLT,67.24,228599.0,Utilities,Utilities - Renewable,97.0,93.0,97.0,97.0,91429.0,208740.0,81.28,14.01,9301056512.0,No
Leading Stocks (RS > 90),8,EDRY,21.98,26521.0,Industrials,Marine Shipping,95.0,98.0,96.0,96.0,7847.0,29700.0,21.99,7.6,63534220.0,No
Leading Stocks (RS > 90),9,FRO,37.95,6530219.0,Energy,Oil & Gas Midstream,95.0,97.0,96.0,95.0,3067237.0,3712710.0,37.96,12.4,8448539136.0,No
Leading Stocks (RS > 90),10,ECO,54.05,639155.0,Industrials,Marine Shipping,95.0,97.0,94.0,96.0,371491.0,513610.0,54.05,17.91,2111363328.0,No
Leading Stocks (RS > 90),11,LINC,36.24,1034068.0,Consumer Defensive,Education & Training Services,94.0,97.0,97.0,95.0,332865.0,795160.0,36.51,14.1,1146046464.0,No
Leading Stocks (RS > 90),12,TIGO,72.89,2836393.0,Communication Services,Telecom Services,94.0,95.0,92.0,91.0,1119475.0,1353480.0,73.54,25.5,12178825216.0,No
Leading Stocks (RS > 90),13,MTZ,298.02,1819470.0,Industrials,Engineering & Construction,94.0,95.0,94.0,93.0,864800.0,993000.0,300.0,99.7,23516147712.0,No
Leading Stocks (RS > 90),14,TEN,35.3,582678.0,Energy,Oil & Gas Midstream,94.0,97.0,94.0,93.0,308801.0,461790.0,35.59,13.4,1063504384.0,No
Leading Stocks (RS > 90),15,RCKY,45.2,69355.0,Consumer Cyclical,Footwear & Accessories,94.0,98.0,94.0,91.0,40839.0,71800.0,48.7,11.93,338714656.0,No
Leading Stocks (RS > 90),16,INSW,75.53,809917.0,Energy,Oil & Gas Midstream,94.0,96.0,93.0,93.0,520596.0,524260.0,75.64,27.2,3730768896.0,No
Leading Stocks (RS > 90),17,CLMT,26.96,2677849.0,Basic Materials,Specialty Chemicals,93.0,96.0,93.0,93.0,1078918.0,1455500.0,30.35,7.68,2338896384.0,No
Leading Stocks (RS > 90),18,TNK,78.27,859565.0,Energy,Oil & Gas Midstream,93.0,96.0,91.0,93.0,441950.0,634320.0,78.65,33.35,2703364608.0,No
Leading Stocks (RS > 90),19,MSGS,331.66,391528.0,Communication Services,Entertainment,93.0,93.0,94.0,93.0,218600.0,334020.0,345.46,173.26,7982895616.0,No
Leading Stocks (RS > 90),20,THR,50.78,718586.0,Industrials,Specialty Industrial Machinery,93.0,93.0,94.0,95.0,456478.0,982800.0,58.56,23.05,1668040320.0,No
Leading Stocks (RS > 90),21,NMM,72.16,251424.0,Industrials,Marine Shipping,92.0,95.0,92.0,91.0,125275.0,220940.0,72.77,28.37,2099360640.0,No
Leading Stocks (RS > 90),22,ECPG,68.29,665279.0,Financial Services,Credit Services,91.0,96.0,91.0,93.0,200165.0,212270.0,68.74,26.45,1571473920.0,No
