Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,RIGL,39.31,825183,Healthcare,Biotechnology,98.0,91.0,92.0,95.0,427336.0,871670.0,43.72,12.66,705115264.0,No
Leading Stocks (RS > 90),2,BBW,67.35,674413,Consumer Cyclical,Specialty Retail,96.0,94.0,94.0,94.0,245233.0,278550.0,69.83,29.32,888806720.0,No
Leading Stocks (RS > 90),3,UI,531.95,315702,Technology,Communication Equipment,96.0,96.0,98.0,98.0,130123.0,258960.0,543.99,186.4,32182284288.0,No
Leading Stocks (RS > 90),4,VEON,60.69,731478,Communication Services,Telecom Services,95.0,95.0,97.0,97.0,235888.0,223140.0,64.0,25.92,4259624704.0,No
Leading Stocks (RS > 90),5,ATAT,39.03,2440882,Consumer Cyclical,Lodging,94.0,94.0,94.0,96.0,1302425.0,1338820.0,39.37,17.4,5391326720.0,No
Leading Stocks (RS > 90),6,URBN,69.7,8407949,Consumer Cyclical,Apparel Retail,91.0,96.0,97.0,93.0,1787371.0,1818060.0,80.71,33.86,6248060928.0,No
"Top Movers (RS ≥ 85, Improving)",1,AEHR,27.14,3004773,Technology,Semiconductor Equipment & Materials,99.0,95.0,20.0,4.0,1675171.0,2636090.0,27.5,6.27,810549632.0,No
"Top Movers (RS ≥ 85, Improving)",2,ASMB,25.36,133290,Healthcare,Biotechnology,97.0,92.0,76.0,6.0,69426.0,151710.0,27.17,7.75,394446016.0,No
"Top Movers (RS ≥ 85, Improving)",3,MDB,318.1,10607275,Technology,Software - Infrastructure,91.0,69.0,4.0,2.0,2857063.0,4428180.0,370.0,140.78,25939814400.0,No
"Top Movers (RS ≥ 85, Improving)",4,PSTG,80.55,19502736,Technology,Computer Hardware,93.0,74.0,58.0,12.0,2522165.0,2627830.0,80.68,34.51,26349197312.0,No
"Top Movers (RS ≥ 85, Improving)",5,FN,355.1,1155003,Technology,Electronic Components,95.0,94.0,79.0,11.0,626880.0,1142870.0,360.0,148.55,12687581184.0,No
"Top Movers (RS ≥ 85, Improving)",6,PRM,22.0,1793414,Basic Materials,Specialty Chemicals,97.0,94.0,92.0,61.0,1179866.0,1336560.0,22.06,8.76,3221211904.0,No
Breakout: New Leader,1,RMBS,81.09,2211941,Technology,Semiconductors,94.0,94.0,75.0,58.0,1096788.0,991160.0,81.89,37.42,8724797440.0,No
