Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
16,LITE,624.84,4962568,Technology,Communication Equipment,98.0,,,,4959389.0,6529820.0,783.8,45.65,44613578752.0,No
51,LASR,68.5,2935047,Technology,Semiconductors,98.0,,,,1407606.0,2503230.0,69.83,6.2,3821705472.0,No
64,MU,441.8,40573623,Technology,Semiconductors,98.0,,,,35301647.0,33648180.0,455.5,61.54,497249976320.0,No
66,VICR,185.42,1040893,Technology,Electronic Components,98.0,,,,690555.0,831550.0,209.53,38.92,8413088256.0,No
73,ENLT,75.25,180116,Utilities,Utilities - Renewable,98.0,,,,129806.0,224700.0,81.28,14.01,10599099392.0,No
76,DNTH,78.0,1046131,Healthcare,Biotechnology,98.0,,,,988393.0,1977670.0,88.02,13.37,3371400960.0,No
86,VSAT,47.53,1838494,Technology,Communication Equipment,98.0,,,,1697069.0,1270090.0,50.24,7.36,6456066560.0,No
88,MAZE,51.26,892757,Healthcare,Biotechnology,98.0,,,,479469.0,571960.0,53.65,6.71,2466602496.0,No
101,ORKA,41.75,1279405,Healthcare,Biotechnology,97.0,,,,531622.0,492760.0,42.41,5.49,2021085440.0,No
106,COHR,247.37,6074173,Technology,Scientific & Technical Instruments,97.0,,,,5646740.0,8064110.0,300.2,45.58,46377385984.0,No
164,TSEM,138.47,3836468,Technology,Semiconductors,97.0,,,,1922308.0,2281790.0,149.57,28.64,15570637824.0,No
169,NBIS,129.85,34249154,Communication Services,Internet Content & Information,97.0,,,,12815298.0,13143040.0,141.1,18.31,32854255616.0,No
172,VRT,264.74,7307815,Industrials,Electrical Equipment & Parts,97.0,,,,6302786.0,8388910.0,276.78,53.6,101289115648.0,No
188,CGON,65.9,1588183,Healthcare,Biotechnology,96.0,,,,1220418.0,1679720.0,66.8,14.8,5564279808.0,No
214,APEI,55.34,862388,Consumer Defensive,Education & Training Services,96.0,,,,289903.0,539940.0,58.69,20.75,1000825536.0,No
216,ESLT,874.5,235683,Industrials,Aerospace & Defense,96.0,,,,159737.0,279480.0,960.0,354.68,40631803904.0,No
218,BLTE,165.38,229036,Healthcare,Biotechnology,96.0,,,,216571.0,189270.0,200.0,49.0,6505845760.0,No
229,SYRE,44.07,1226565,Healthcare,Biotechnology,96.0,,,,728220.0,726370.0,45.76,10.91,3461264896.0,No
230,MKSI,221.96,1501695,Technology,Scientific & Technical Instruments,96.0,,,,1448932.0,1333880.0,269.91,54.84,14926446592.0,No
253,DOCN,72.01,5000281,Technology,Software - Infrastructure,96.0,,,,2891132.0,2845850.0,76.33,25.45,6624638976.0,No
282,NCSM,62.99,54455,Energy,Oil & Gas Equipment & Services,95.0,,,,14349.0,44780.0,68.4,25.09,160052560.0,No
306,BELFB,205.11,176499,Technology,Electronic Components,95.0,,,,161132.0,150740.0,248.61,58.0,2595936256.0,No
313,BELFA,188.98,122997,Technology,Electronic Components,95.0,,,,55238.0,73350.0,227.42,53.95,2391790080.0,No
316,RCKY,42.48,50485,Consumer Cyclical,Footwear & Accessories,95.0,,,,43254.0,56480.0,48.7,11.93,318818304.0,No
340,ATRO,68.7,937604,Industrials,Aerospace & Defense,95.0,,,,749793.0,747090.0,83.96,19.89,2451983616.0,No
341,INTC,45.76,113318901,Technology,Semiconductors,95.0,,,,102483844.0,78821360.0,54.6,17.67,228579360768.0,No
350,DAR,55.21,4117282,Consumer Defensive,Packaged Foods,95.0,,,,2502235.0,3093950.0,57.35,26.0,8756501504.0,No
352,EXAS,103.85,2713469,Healthcare,Diagnostics & Research,95.0,,,,2353469.0,2242200.0,103.92,38.81,19823740928.0,No
366,ANDE,70.12,366331,Consumer Defensive,Food Distribution,95.0,,,,315844.0,338190.0,71.54,31.03,2375674624.0,No
367,SMTC,89.0,2396346,Technology,Semiconductors,95.0,,,,1393808.0,1469690.0,96.46,24.05,8236064768.0,No
378,ALNT,64.45,179726,Technology,Electronic Components,94.0,,,,169591.0,272260.0,70.0,19.25,1092008320.0,No
389,KF,48.53,25472,Financial Services,Asset Management,94.0,,,,22842.0,41380.0,58.59,18.15,202474384.0,No
407,SEDG,40.71,4989982,Technology,Solar,94.0,,,,3086044.0,3095190.0,48.6,11.0,2457511680.0,No
408,PAAS,56.41,8370882,Basic Materials,Gold,94.0,,,,8189415.0,7353210.0,69.99,20.55,23794102272.0,No
415,CF,122.33,6841492,Basic Materials,Agricultural Inputs,94.0,,,,3281269.0,7655410.0,137.44,67.34,19080378368.0,No
420,IPI,41.61,624452,Basic Materials,Agricultural Inputs,94.0,,,,241618.0,585650.0,50.34,22.55,557861632.0,No
444,DCO,126.91,174082,Industrials,Aerospace & Defense,94.0,,,,155181.0,198510.0,140.02,51.76,1901993472.0,No
453,ECPG,66.46,341198,Financial Services,Credit Services,94.0,,,,222845.0,363500.0,74.58,26.45,1482302336.0,No
455,BKTI,76.0,74065,Technology,Communication Equipment,94.0,,,,40777.0,47400.0,89.5,28.35,283758464.0,No
464,PWR,574.02,1417233,Industrials,Engineering & Construction,93.0,,,,1069288.0,1181830.0,576.86,227.08,85884542976.0,No
468,CNQ,48.79,10229864,Energy,Oil & Gas E&P,93.0,,,,9650515.0,12893320.0,49.06,24.65,101774573568.0,No
473,UAN,131.4,114247,Basic Materials,Agricultural Inputs,93.0,,,,58828.0,160220.0,139.5,63.45,1388850432.0,No
480,E,51.59,531335,Energy,Oil & Gas Integrated,93.0,,,,338318.0,518440.0,51.99,24.65,76515024896.0,No
510,UNF,273.81,317989,Industrials,Specialty Business Services,93.0,,,,291593.0,612350.0,283.77,147.66,4950981632.0,No
516,THR,48.17,518733,Industrials,Specialty Industrial Machinery,93.0,,,,500161.0,697520.0,58.56,23.05,1583172096.0,No
533,PLPC,249.86,250044,Industrials,Electrical Equipment & Parts,93.0,,,,119000.0,166750.0,287.97,128.0,1224781440.0,No
538,ESP,55.49,26234,Industrials,Electrical Equipment & Parts,93.0,,,,21172.0,19580.0,62.15,24.85,164186208.0,No
547,XENE,54.66,1545449,Healthcare,Biotechnology,93.0,,,,1309845.0,3349980.0,63.95,26.74,4547183104.0,No
559,IMO,123.3,802160,Energy,Oil & Gas Integrated,92.0,,,,744764.0,1099170.0,124.0,58.76,61309444096.0,No
572,GFI,47.34,3459497,Basic Materials,Gold,92.0,,,,3292855.0,3828890.0,61.64,19.35,42370449408.0,No
581,NWPX,72.42,105276,Basic Materials,Steel,92.0,,,,86972.0,113670.0,83.12,36.97,695930880.0,No
589,NTR,77.79,4933991,Basic Materials,Agricultural Inputs,92.0,,,,3281381.0,5770740.0,85.36,45.78,37625131008.0,No
590,KNSA,46.5,755225,Healthcare,Drug Manufacturers - Specialty & Generic,92.0,,,,617174.0,748200.0,49.12,18.25,3558895104.0,No
608,SENEA,146.71,112176,Consumer Defensive,Packaged Foods,92.0,,,,60581.0,80570.0,148.97,81.0,1009518720.0,No
621,IONS,72.34,3231237,Healthcare,Biotechnology,92.0,,,,2191640.0,2485060.0,86.74,23.95,11949989888.0,No
629,IRMD,101.69,78182,Healthcare,Medical Devices,92.0,,,,74172.0,71080.0,107.9,47.48,1299859200.0,No
636,COCO,60.6,1733860,Consumer Defensive,Beverages - Non-Alcoholic,92.0,,,,886647.0,983400.0,61.37,25.79,3459179520.0,No
652,VIST,65.69,1831201,Energy,Oil & Gas E&P,91.0,,,,1298888.0,2391210.0,66.76,31.63,6972919296.0,No
663,ESEA,66.58,96465,Industrials,Marine Shipping,91.0,,,,46842.0,86470.0,72.87,26.3,469815840.0,No
670,ESTA,63.48,659752,Healthcare,Medical Devices,91.0,,,,505872.0,501890.0,83.31,26.56,1861287296.0,No
684,MEOH,50.5,1729578,Basic Materials,Chemicals,91.0,,,,733598.0,1781190.0,59.09,25.46,3905645824.0,No
703,RGLD,250.27,1527518,Basic Materials,Gold,91.0,,,,975201.0,844910.0,306.25,150.75,21225422848.0,No
715,RRBI,88.59,59098,Financial Services,Banks - Regional,91.0,,,,44532.0,50280.0,93.9,46.33,582621824.0,No
724,WFRD,86.8,1425496,Energy,Oil & Gas Equipment & Services,91.0,,,,1248554.0,1797220.0,110.57,36.73,6226166784.0,No
727,GRC,60.94,148917,Industrials,Specialty Industrial Machinery,91.0,,,,111296.0,127110.0,68.02,30.87,1603504512.0,No
734,WF,65.37,106568,Financial Services,Banks - Regional,91.0,,,,73591.0,107810.0,84.71,29.44,15928360960.0,No
752,NVT,114.3,2689834,Industrials,Electrical Equipment & Parts,90.0,,,,2285628.0,2323330.0,122.92,41.7,18485680128.0,No
761,NYAX,60.48,54366,Technology,Software - Infrastructure,90.0,,,,11162.0,13990.0,60.77,32.38,2270475776.0,No
800,NATL,44.06,1103700,Technology,Software - Application,90.0,,,,742891.0,1628320.0,48.5,22.3,3256216320.0,No
813,BWXT,204.67,1276646,Industrials,Aerospace & Defense,90.0,,,,988913.0,1025720.0,220.57,84.21,18716065792.0,No
822,AKAM,105.44,4690050,Technology,Software - Infrastructure,90.0,,,,3806469.0,3679110.0,113.5,67.51,15277002752.0,No
838,APH,136.8,10390727,Technology,Electronic Components,89.0,,,,9847622.0,10214860.0,167.04,56.45,168156610560.0,No
843,MTRN,144.08,313258,Basic Materials,Other Industrial Metals & Mining,89.0,,,,197391.0,249340.0,172.03,69.1,2987673344.0,No
846,JBL,258.0,1265549,Technology,Electronic Components,89.0,,,,1183105.0,1157040.0,281.37,108.66,27560323072.0,No
854,SHG,60.46,306557,Financial Services,Banks - Regional,89.0,,,,273638.0,476800.0,73.4,28.76,28872298496.0,No
877,CRC,62.98,1369207,Energy,Oil & Gas E&P,89.0,,,,931979.0,1232810.0,66.35,30.97,5579868672.0,No
878,CAVA,87.25,3923690,Consumer Cyclical,Restaurants,89.0,,,,3745830.0,3037960.0,101.5,43.41,10153960448.0,No
892,VSEC,194.08,677888,Industrials,Aerospace & Defense,89.0,,,,513511.0,583040.0,231.6,100.53,5431486464.0,No
903,NMM,62.75,197273,Industrials,Marine Shipping,89.0,,,,151057.0,249130.0,74.21,28.37,1825594112.0,No
906,VVX,67.15,508130,Industrials,Aerospace & Defense,89.0,,,,461235.0,620380.0,75.0,42.09,2093296768.0,No
915,DVN,46.65,19817857,Energy,Oil & Gas E&P,89.0,,,,11335020.0,16752400.0,46.91,25.89,28935331840.0,No
935,TTC,95.0,1058477,Industrials,Tools & Accessories,88.0,,,,1050208.0,1268870.0,105.19,62.34,9300944896.0,No
945,LMAT,110.75,328178,Healthcare,Medical Instruments & Supplies,88.0,,,,188984.0,220050.0,115.33,71.42,2522703872.0,No
971,CMPR,71.12,140469,Industrials,Specialty Business Services,88.0,,,,135383.0,100340.0,82.43,35.21,1754657408.0,No
1001,ITRN,50.44,108869,Technology,Scientific & Technical Instruments,88.0,,,,107300.0,113470.0,51.36,30.06,1003432128.0,No
1009,DELL,156.54,7819392,Technology,Computer Hardware,88.0,,,,7772610.0,8453300.0,168.08,66.25,104913133568.0,No
1014,CNR,97.63,984893,Energy,Thermal Coal,88.0,,,,807018.0,1204620.0,103.5,58.19,5002509312.0,No
1059,DIOD,65.9,391325,Technology,Semiconductors,87.0,,,,391294.0,522780.0,81.71,32.93,3056793344.0,No
1061,CYTK,60.83,2063571,Healthcare,Biotechnology,87.0,,,,1965433.0,1992590.0,70.98,29.31,7491993600.0,No
1073,ROG,101.82,173498,Technology,Electronic Components,87.0,,,,153777.0,146130.0,112.81,51.43,1815213568.0,No
1114,NGVT,65.65,443490,Basic Materials,Specialty Chemicals,86.0,,,,331632.0,404930.0,77.46,28.49,2361038848.0,No
1116,NVS,154.87,2408786,Healthcare,Drug Manufacturers - General,86.0,,,,2264291.0,3080860.0,170.46,97.72,299374608384.0,No
1128,NSSC,42.84,857018,Industrials,Security & Protection Services,86.0,,,,605423.0,1347110.0,48.12,19.0,1527859584.0,No
1168,LB,71.14,535917,Energy,Oil & Gas Equipment & Services,86.0,,,,515983.0,390500.0,87.6,43.75,5661969920.0,No
1172,CBOE,291.78,1021402,Financial Services,Financial Data & Stock Exchanges,86.0,,,,865935.0,1060070.0,305.68,200.88,30539939840.0,No
1192,BKR,55.19,10456634,Energy,Oil & Gas Equipment & Services,86.0,,,,9520515.0,12072740.0,67.0,33.6,54540771328.0,No
1201,ASTE,52.65,227244,Industrials,Farm & Heavy Construction Machinery,86.0,,,,219972.0,274200.0,64.37,29.65,1205674496.0,No
