Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),1,STI,28.95,10001561.0,Industrials,Electrical Equipment & Parts,99.0,99.0,99.0,99.0,67723.0,47800.0,36.0,2.94,224237552.0,No,,6.85,7.39,10.77,8.2
Leading Stocks (RS > 90),2,TNGX,30.93,21813313.0,Healthcare,Biotechnology,99.0,97.0,97.0,99.0,3371860.0,2609600.0,32.5,3.12,4473961984.0,No,,22.69,13.38,23.03,16.26
Leading Stocks (RS > 90),3,MRVL,288.85,84183793.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,30691420.0,51396420.0,324.2,61.44,252685991936.0,No,,169.17,104.58,189.81,120.61
Leading Stocks (RS > 90),4,VSH,57.22,8551738.0,Technology,Semiconductors,99.0,99.0,99.0,99.0,4050931.0,8657000.0,66.07,11.77,7787975168.0,No,,34.04,20.79,39.14,24.32
Leading Stocks (RS > 90),5,PENG,64.63,3810229.0,Technology,Information Technology Services,99.0,99.0,99.0,99.0,2268411.0,3244760.0,73.24,16.04,3396962816.0,No,,37.97,25.48,43.63,27.47
Leading Stocks (RS > 90),6,LQDA,63.9,3158985.0,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,98.0,97.0,97.0,1371793.0,1376550.0,66.78,11.85,5682505216.0,No,,46.89,35.24,50.13,40.52
Leading Stocks (RS > 90),7,MEC,33.6,1000803.0,Industrials,Metal Fabrication,96.0,97.0,97.0,97.0,294155.0,839920.0,35.05,12.1,856598592.0,No,,23.63,18.73,25.73,21.02
Leading Stocks (RS > 90),8,ARCB,166.22,512710.0,Industrials,Trucking,97.0,98.0,97.0,98.0,313980.0,251490.0,167.58,59.43,3700685568.0,No,,120.69,90.5,130.17,101.68
Leading Stocks (RS > 90),9,PDFS,56.3,998142.0,Technology,Software - Application,97.0,95.0,97.0,97.0,620328.0,715480.0,56.95,18.12,2357152512.0,No,,44.31,32.4,47.28,36.58
Leading Stocks (RS > 90),10,MOV,37.73,411922.0,Consumer Cyclical,Luxury Goods,96.0,98.0,96.0,96.0,178874.0,329290.0,38.77,14.71,838633472.0,No,,28.71,22.91,30.7,25.4
Leading Stocks (RS > 90),11,ADEA,31.55,2701897.0,Technology,Software - Application,96.0,94.0,94.0,98.0,1697325.0,2235450.0,34.34,11.61,3479767808.0,No,,28.57,19.93,29.26,21.9
Leading Stocks (RS > 90),12,BTSG,59.22,4185171.0,Healthcare,Health Information Services,96.0,92.0,94.0,95.0,2685279.0,2200260.0,62.11,19.01,11683211264.0,No,,51.67,38.95,54.29,44.09
Leading Stocks (RS > 90),13,OSCR,27.39,14927957.0,Healthcare,Healthcare Plans,95.0,97.0,98.0,94.0,7177569.0,6536750.0,27.59,10.69,8257892864.0,No,,18.75,16.9,20.69,16.54
Leading Stocks (RS > 90),14,KNX,80.71,7647305.0,Industrials,Trucking,94.0,97.0,93.0,94.0,3706980.0,4117400.0,80.96,38.63,13114890240.0,No,,66.08,54.05,69.36,59.75
Leading Stocks (RS > 90),15,TFII,163.36,588039.0,Industrials,Trucking,94.0,95.0,94.0,96.0,374847.0,346550.0,164.1,80.63,13425909760.0,No,,136.57,109.51,144.08,119.32
Leading Stocks (RS > 90),16,NVEC,106.87,213785.0,Technology,Semiconductors,93.0,96.0,96.0,94.0,92838.0,163400.0,114.36,57.21,516948064.0,No,,85.43,71.54,90.65,74.5
Leading Stocks (RS > 90),17,PDEX,65.0,53233.0,Healthcare,Medical Instruments & Supplies,93.0,93.0,94.0,94.0,30419.0,47530.0,68.99,23.47,207529328.0,No,,56.17,42.92,58.24,47.23
Leading Stocks (RS > 90),18,TKR,134.67,1451721.0,Industrials,Tools & Accessories,93.0,94.0,92.0,95.0,883528.0,1206550.0,136.59,69.26,9358825472.0,No,,113.08,93.36,117.75,101.88
Leading Stocks (RS > 90),19,PRLB,76.14,284548.0,Industrials,Metal Fabrication,93.0,92.0,92.0,93.0,175855.0,199320.0,78.52,37.16,1811678464.0,No,,66.81,56.92,69.29,60.42
Leading Stocks (RS > 90),20,ODC,83.99,173535.0,Basic Materials,Specialty Chemicals,91.0,92.0,91.0,94.0,63476.0,89170.0,86.5,45.61,1216175744.0,No,2026-06-08,73.96,62.64,76.72,64.43
