Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,CNTA,39.72,47690198.0,Healthcare,Biotechnology,97.0,98.0,97.0,95.0,1429996.0,1560790.0,40.25,9.6,5802128896.0,No
Leading Stocks (RS > 90),2,APLS,40.23,89791809.0,Healthcare,Biotechnology,96.0,98.0,97.0,96.0,2832958.0,2760010.0,40.45,16.1,5142597120.0,No
Leading Stocks (RS > 90),3,TBN,49.99,326100.0,Energy,Oil & Gas E&P,97.0,98.0,98.0,98.0,70950.0,123120.0,52.2,17.29,1131749248.0,No
Leading Stocks (RS > 90),4,KOD,38.12,2542079.0,Healthcare,Biotechnology,98.0,98.0,94.0,98.0,1004966.0,2683840.0,45.6,1.92,2327165952.0,No
Leading Stocks (RS > 90),5,ORKA,49.05,1014779.0,Healthcare,Biotechnology,98.0,98.0,97.0,98.0,529653.0,867540.0,49.33,5.49,2430068992.0,No
Leading Stocks (RS > 90),6,DNTH,83.92,2052758.0,Healthcare,Biotechnology,98.0,98.0,98.0,97.0,1060161.0,1179170.0,88.02,13.37,4442899456.0,No
Leading Stocks (RS > 90),7,CENX,58.69,4296037.0,Basic Materials,Aluminum,97.0,95.0,96.0,97.0,2471640.0,2615650.0,60.54,13.05,5808786944.0,No
Leading Stocks (RS > 90),8,ELVN,39.2,2181831.0,Healthcare,Biotechnology,97.0,97.0,98.0,97.0,1300358.0,2289770.0,40.62,13.3,2344176128.0,No
Leading Stocks (RS > 90),9,APA,42.44,13453471.0,Energy,Oil & Gas E&P,97.0,97.0,97.0,96.0,8035953.0,11763950.0,45.66,13.58,14991992832.0,No
Leading Stocks (RS > 90),10,APEI,56.88,549931.0,Consumer Defensive,Education & Training Services,96.0,97.0,96.0,93.0,332826.0,441710.0,59.42,20.75,1045479424.0,No
Leading Stocks (RS > 90),11,E,56.61,993577.0,Energy,Oil & Gas Integrated,95.0,96.0,96.0,95.0,455675.0,836090.0,57.58,24.65,83469565952.0,No
Leading Stocks (RS > 90),12,VIST,75.47,3009774.0,Energy,Oil & Gas E&P,95.0,97.0,97.0,97.0,1625876.0,2420910.0,79.2,31.63,8011055104.0,No
Leading Stocks (RS > 90),13,PBR,20.75,48783777.0,Energy,Oil & Gas Integrated,95.0,96.0,98.0,95.0,29842855.0,35786700.0,21.4,11.03,133720604672.0,No
Leading Stocks (RS > 90),14,REX,45.57,297255.0,Basic Materials,Chemicals,95.0,97.0,94.0,94.0,195006.0,316990.0,48.66,16.73,1506433664.0,No
Leading Stocks (RS > 90),15,MEOH,59.54,3063462.0,Basic Materials,Chemicals,94.0,95.0,96.0,94.0,1110260.0,2519500.0,66.75,25.46,4604794880.0,No
Leading Stocks (RS > 90),16,WDS,23.88,2617823.0,Energy,Oil & Gas E&P,94.0,94.0,96.0,95.0,1218938.0,1878090.0,25.19,11.26,45398269952.0,No
Leading Stocks (RS > 90),17,KALV,20.13,1848847.0,Healthcare,Biotechnology,94.0,97.0,94.0,95.0,1054750.0,1276030.0,20.49,9.23,1031108672.0,No
Leading Stocks (RS > 90),18,ADEA,24.03,1570313.0,Technology,Software - Application,94.0,96.0,95.0,93.0,906743.0,1251403.0,26.09,10.59,2660210688.0,No
Leading Stocks (RS > 90),19,CF,129.84,6967929.0,Basic Materials,Agricultural Inputs,94.0,97.0,97.0,93.0,4118640.0,6712500.0,141.96,67.34,19952359424.0,No
Leading Stocks (RS > 90),20,OXY,65.0,33831050.0,Energy,Oil & Gas E&P,93.0,96.0,97.0,91.0,15801150.0,19590250.0,67.45,34.78,64460185600.0,No
Leading Stocks (RS > 90),21,GRDN,37.66,711151.0,Healthcare,Medical Care Facilities,93.0,94.0,91.0,93.0,347510.0,807480.0,38.34,19.17,2423068160.0,No
Leading Stocks (RS > 90),22,YPF,46.22,5651491.0,Energy,Oil & Gas Integrated,92.0,97.0,92.0,96.0,2044991.0,4100300.0,48.95,22.82,19028461568.0,No
Leading Stocks (RS > 90),23,UAN,126.67,130161.0,Basic Materials,Agricultural Inputs,92.0,96.0,93.0,92.0,67791.0,72540.0,139.5,63.45,1338856064.0,No
Leading Stocks (RS > 90),24,TTE,90.98,2955621.0,Energy,Oil & Gas Integrated,92.0,94.0,95.0,94.0,1918188.0,2457880.0,93.25,52.78,195132030976.0,No
Leading Stocks (RS > 90),25,BP,47.0,32788574.0,Energy,Oil & Gas Integrated,91.0,96.0,94.0,91.0,13118005.0,23139390.0,48.27,25.22,120398012416.0,No
Leading Stocks (RS > 90),26,GLNG,54.11,3444469.0,Energy,Oil & Gas Midstream,91.0,96.0,96.0,91.0,1987351.0,4230110.0,55.8,29.56,5507303424.0,No
