Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO
Leading Stocks (RS > 90),1,ARQQ,53.47,1291790.0,Technology,Software - Infrastructure,99.0,97.0,99.0,93.0,612437.0,995930.0,62.0,4.82,818589696.0,No
Leading Stocks (RS > 90),2,LTBR,27.24,3245484.0,Industrials,Electrical Equipment & Parts,99.0,98.0,98.0,99.0,1939214.0,2768070.0,29.2,3.61,812847424.0,No
Leading Stocks (RS > 90),3,IDR,46.93,1403497.0,Basic Materials,Gold,98.0,98.0,91.0,97.0,577256.0,913970.0,54.7,9.67,708154944.0,No
Leading Stocks (RS > 90),4,MP,89.89,29020626.0,Basic Materials,Other Industrial Metals & Mining,98.0,99.0,99.0,97.0,15405475.0,24121450.0,100.25,15.56,15919368192.0,No
Leading Stocks (RS > 90),5,SMR,53.26,57392703.0,Industrials,Specialty Industrial Machinery,97.0,96.0,99.0,96.0,16330184.0,21474520.0,56.12,11.08,7148567040.0,No
Leading Stocks (RS > 90),6,ALMU,21.47,657146.0,Technology,Semiconductors,98.0,99.0,99.0,99.0,378748.0,389240.0,25.88,2.52,382922496.0,No
Leading Stocks (RS > 90),7,PPTA,27.5,6641919.0,Basic Materials,Other Precious Metals & Mining,96.0,92.0,96.0,98.0,2713387.0,4101840.0,31.65,7.81,2961592576.0,No
Leading Stocks (RS > 90),8,AAUC,20.47,351347.0,Basic Materials,Gold,96.0,94.0,96.0,97.0,178317.0,282020.0,20.47,6.37,2362523904.0,No
Leading Stocks (RS > 90),9,HIMS,62.85,49756291.0,Healthcare,Drug Manufacturers - Specialty & Generic,96.0,94.0,98.0,95.0,30020290.0,27521490.0,72.98,18.32,14214348800.0,No
Leading Stocks (RS > 90),10,ESLT,502.07,184899.0,Industrials,Aerospace & Defense,92.0,94.0,95.0,98.0,120664.0,110630.0,529.99,207.71,23280908288.0,No
"Top Movers (RS ≥ 85, Improving)",1,STEM,29.88,932416.0,Utilities,Utilities - Renewable,98.0,97.0,91.0,1.0,525709.0,460070.0,33.6,5.82,250790976.0,No
"Top Movers (RS ≥ 85, Improving)",2,SEPN,23.33,414636.0,Healthcare,Biotechnology,96.0,84.0,81.0,0.0,271262.0,438970.0,28.99,4.17,1040171200.0,No
"Top Movers (RS ≥ 85, Improving)",3,ORKA,27.87,571613.0,Healthcare,Biotechnology,96.0,61.0,10.0,2.0,314696.0,578770.0,31.13,5.49,1350159744.0,No
"Top Movers (RS ≥ 85, Improving)",4,CLSK,23.2,44327773.0,Financial Services,Capital Markets,97.0,83.0,79.0,6.0,26701031.0,42907150.0,23.61,6.45,6521135104.0,No
"Top Movers (RS ≥ 85, Improving)",5,ERO,24.18,1932295.0,Basic Materials,Copper,94.0,55.0,39.0,11.0,833060.0,1279020.0,24.18,9.3,2505082880.0,No
"Top Movers (RS ≥ 85, Improving)",6,CAMT,125.23,723749.0,Technology,Semiconductor Equipment & Materials,92.0,82.0,79.0,9.0,469479.0,535580.0,127.08,47.41,5723317248.0,No
"Top Movers (RS ≥ 85, Improving)",7,UUUU,24.98,58191555.0,Energy,Uranium,99.0,98.0,97.0,18.0,18337587.0,34272320.0,27.33,3.2,5764141568.0,No
"Top Movers (RS ≥ 85, Improving)",8,STOK,35.53,2034669.0,Healthcare,Biotechnology,99.0,97.0,86.0,18.0,1054235.0,1452280.0,37.67,5.35,1944212352.0,No
"Top Movers (RS ≥ 85, Improving)",9,MUX,21.52,2244095.0,Basic Materials,Other Precious Metals & Mining,97.0,93.0,90.0,16.0,1417253.0,2057820.0,21.9,6.38,1164640640.0,No
"Top Movers (RS ≥ 85, Improving)",10,FSLR,244.4,4502086.0,Technology,Solar,90.0,87.0,53.0,10.0,2637003.0,2033350.0,248.04,116.56,26211323904.0,No
"Top Movers (RS ≥ 85, Improving)",11,NAMS,40.46,2304188.0,Healthcare,Biotechnology,96.0,85.0,83.0,17.0,965170.0,1404770.0,41.47,14.06,4552441856.0,No
"Top Movers (RS ≥ 85, Improving)",12,TWN,55.53,23921.0,Financial Services,Asset Management,89.0,86.0,85.0,13.0,12634.0,27990.0,57.01,26.45,353907840.0,No
"Top Movers (RS ≥ 85, Improving)",13,VPG,37.02,276275.0,Technology,Scientific & Technical Instruments,91.0,88.0,76.0,16.0,103059.0,87840.0,37.09,18.57,491591680.0,No
"Top Movers (RS ≥ 85, Improving)",14,SNDK,143.41,7989970.0,Technology,Computer Hardware,99.0,98.0,85.0,26.0,4948357.0,8240500.0,144.55,27.89,20972453888.0,No
"Top Movers (RS ≥ 85, Improving)",15,PINC,27.85,6957208.0,Healthcare,Health Information Services,88.0,85.0,46.0,38.0,1774496.0,1362190.0,28.79,17.23,2301924352.0,No
"Top Movers (RS ≥ 85, Improving)",16,BWXT,203.75,2148305.0,Industrials,Aerospace & Defense,93.0,91.0,86.0,43.0,1187926.0,1137950.0,214.0,84.21,18622492672.0,No
"Top Movers (RS ≥ 85, Improving)",17,BTDR,25.9,32704738.0,Technology,Software - Application,97.0,94.0,91.0,51.0,5070664.0,8654180.0,27.8,6.84,5539567104.0,No
"Top Movers (RS ≥ 85, Improving)",18,BCV,23.53,59825.0,Financial Services,Asset Management,86.0,82.0,78.0,53.0,28320.0,33670.0,23.84,15.63,137960608.0,No
